Exp,original_header,taxon_group,abundance_code,preservation in andance column,harmonized_code,abundance_preservation_definition,file
321,% Planktic Foraminifera within whole sample,planktic_forams,3,,3,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,3,,3,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,4,,4,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,4,,4,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
320,% Planktic Foraminifera within whole sample,planktic_forams,5,,5,% Planktic Foraminifera within whole sample,320_U1331B_Planktic_Forams.csv; 320_U1331A_Planktic_Forams.csv; 320_U1332A_Planktic_Forams.csv; 320_U1332B_Planktic_Forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,5.5,,5.5,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,5.6,,5.6,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,7,,7,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,7,,7,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,8,,8,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,8,,8,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,9,,9,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
320,% Planktic Foraminifera within whole sample,planktic_forams,10,,10,% Planktic Foraminifera within whole sample,320_U1331A_Planktic_Forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,10,,10,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,11,,11,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,12,,12,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,13,,13,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,13,,13,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,14,,14,% Planktic Foraminifera within whole sample,321_U1338B_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,14,,14,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,15,,15,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,16,,16,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,16,,16,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,17,,17,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,18,,18,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,18,,18,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,19,,19,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,20,,20,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,21,,21,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,21,,21,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,23,,23,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,23,,23,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,24,,24,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,24,,24,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,25,,25,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,25,,25,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,26,,26,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,27,,27,% Planktic Foraminifera within whole sample,321_U1338B_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,27,,27,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,28,,28,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,29,,29,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,30,,30,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,31,,31,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,32,,32,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,32,,32,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,33,,33,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,35,,35,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,36,,36,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,38,,38,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,39,,39,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,40,,40,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,41,,41,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,41,,41,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,42,,42,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,42,,42,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,42.3,,42.3,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,43,,43,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,43.5,,43.5,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,44,,44,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,44.9,,44.9,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,45,,45,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,45,,45,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,46,,46,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,46,,46,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,47,,47,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,47.8,,47.8,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,48,,48,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,48,,48,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,48.1,,48.1,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,49,,49,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,49,,49,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,50,,50,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,50,,50,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,51,,51,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,52,,52,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,53,,53,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,53,,53,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,54,,54,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,55,,55,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,55,,55,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,56,,56,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,57,,57,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,57,,57,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,58,,58,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,58,,58,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,59,,59,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,60,,60,% Planktic Foraminifera within whole sample,321_U1338B_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,60,,60,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,61,,61,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,61,,61,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,61.1,,61.1,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,62,,62,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,62.7,,62.7,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,62.9,,62.9,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,63,,63,% Planktic Foraminifera within whole sample,321_U1338B_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,64,,64,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,65,,65,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,65,,65,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,66,,66,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,66,,66,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,67,,67,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,67,,67,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,67.2,,67.2,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,69,,69,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,70,,70,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,70,,70,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,71,,71,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,72,,72,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,73.2,,73.2,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,76,,76,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,76,,76,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,77,,77,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,78,,78,% Planktic Foraminifera within whole sample,321_U1338B_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,79.1,,79.1,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,80,,80,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,80,,80,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,81,,81,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,81,,81,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv; 321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,82,,82,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,82.8,,82.8,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,83.1,,83.1,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,84,,84,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,85,,85,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,86,,86,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,87,,87,% Planktic Foraminifera within whole sample,321_U1338B_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,88,,88,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,89,,89,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,90,,90,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,91,,91,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,92,,92,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,92.2,,92.2,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,93,,93,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,94,,94,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,94.9,,94.9,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,95,,95,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,95,,95,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,97,,97,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,97,,97,% Planktic Foraminifera within whole sample,321_U1337A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,98,,98,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,99,,99,% Planktic Foraminifera within whole sample,321_U1338A_Planktic_forams.csv
321,% Planktic Foraminifera within whole sample,planktic_forams,-,,-,"undefined, suggest barren",321_U1338A_Planktic_forams.csv; 321_U1338A_Planktic_forams.csv
320,% Planktic Foraminifera within whole sample,planktic_forams,<1,,<1,% Planktic Foraminifera within whole sample,320_U1331B_Planktic_Forams.csv; 320_U1332A_Planktic_Forams.csv
320,% Planktic Foraminifera within whole sample,planktic_forams,<5,,<5,% Planktic Foraminifera within whole sample,320_U1332A_Planktic_Forams.csv; 320_U1332A_Planktic_Forams.csv
320,% Planktic Foraminifera within whole sample,planktic_forams,<5%,,<5,% Planktic Foraminifera within whole sample,320_U1331A_Planktic_Forams.csv
323,Abundance,diatoms,20.8,,20.8,Likely percentage or depth/age in wrong column,323_U1342C_diatoms.csv
323,Abundance,diatoms,30.48,,30.48,Likely percentage or depth/age in wrong column,323_U1342C_diatoms.csv
317,Abundance,nannofossils,A,,A,abundant (>50%90% of sediment particles),317_U1351_nannofossils.csv; 317_U1351_nannofossils.csv; 317_U1351_nannofossils.csv; 317_U1351_nannofossils.csv
