Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix sp.	Hedbergella sp.	Globotruncana ventricosa	Archaeoglobigerina sp.	Tenuitella sp.	Praeorbulina sicana	Paragloborotalia mayeri	Paragloborotalia continuosa	Globoquadrina venezuelana	Globoquadrina dehiscens	Globigerinoides trilobus s.l.	Globigerinoides ruber  s. I. (white)	Globigerinoides bisphericus	Globigerinoides altiapertura	Globigerinita uvula	Globigerinita glutinata s. I	Globigerinella praesiphonifera	Globigerinatella sp.	Globigerinatella insueta	Globigerina woodi s. 1.	Dentoglobigerina larmeui	Dentoglobigerina baroemoenensis	Dentoglobigerina altispira	Globigerinoides mitra	Fohsella peripheroronda	Globoquadrina binaiensis	Globigerinoides obliquus	Catapsydrax unicavus	Sphaeroidinellopsis disjuncta	Sphaeroidinellopsis kochi	Praeorbulina glomerosa	Praeorbulina curva	Praeorbulina circularis	Orbulina universa	Orbulina suturalis	Fohsella robusta	Fohsella praefohsi	Fohsella peripheroacuta	Fohsella lobata	Fohsella fohsi	Clavatorella bermudezi	Sphaeroidinellopsis seminulina	Sphaeroidinella dehiscens	Candeina nitida	Globorotalia archeomenardii	Globigerinella siphonifera	Globoturborotalita nepenthes	Globorotalia praemenardii	Streptochilus spp.	Sphaeroidinella paenedehiscens	Pulleniatina primalis	Neogloboquadrina acostaensis	Globorotalia tumida	Globorotalia plesiotumida	Globorotalia limbata	Globigerinoides sacculifer	Globigerinoides conglobatus	Pulleniatina obliquiloculata	Globoturborotalita rubescens	Sphaeroidinella excavata	Pulleniatina praespectabilis	Neogloboquadrina dutertrei	Globorotalia scitula	Globorotalia hexagonus	Globigerinoides extremus	Globorotalia multicamerata	Globorotalia flexuosa	Pulleniatina spectabilis	Neogloboquadrina humerosa	Globorotalia margaritae	Pulleniatina praecursor	Pulleniatina finalis	Globorotalia ungulata	Tenuitella iota	Globorotalia menardii s.l.	Globorotalia crassaformis	Clavatorella nicobarensis	Globigerinoides fistulosus	Globoquadrina sp.	Globorotalia tosaensis	Globigerina bulloides s. I.	Globorotalia truncatulinoides	Globorotalia inflata	Globorotalia hirsuta	Globoturborotalita tenella	Globigerinoides ruber (pink)	Comment
  SR	Middle Miocene   	                 	N12               	N13           	144	 873	B	  5	H	 4	  36.00	     38.5700	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	R             	R                  	R                      	R                          	R                        	R                      	F                            	R                                   	R                          	                            	R                  	R                           	R                             	                    	R                       	R                      	                        	                               	F                         	                     	R                      	                        	R                       	                    	                             	R                        	                      	R                 	                       	F                	R                 	                	R                 	                       	               	R             	R                     	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N12               	N13           	144	 873	B	  5	H	 5	  36.00	     39.9700	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	R                  	R                      	R                          	R                        	R                      	F                            	F                                   	R                          	                            	                   	R                           	R                             	                    	R                       	R                      	                        	R                              	F                         	R                    	R                      	                        	R                       	                    	                             	                         	R                     	                  	                       	R                	R                 	                	R                 	R                      	               	R             	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N12               	N13           	144	 873	B	  5	H	 6	  36.00	     41.3600	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	R             	R                  	R                      	R                          	R                        	R                      	F                            	F                                   	F                          	                            	R                  	R                           	R                             	                    	R                       	R                      	                        	                               	F                         	R                    	                       	                        	R                       	                    	                             	                         	R                     	                  	R                      	R                	R                 	                	                  	                       	R              	R             	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N12               	N13           	144	 873	B	  5	H	CC	  10.00	     41.9800	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	R                  	R                      	                           	R                        	R                      	F                            	F                                   	R                          	                            	R                  	R                           	R                             	                    	R                       	R                      	                        	R                              	F                         	R                    	R                      	                        	R                       	                    	                             	R                        	                      	R                 	                       	R                	R                 	R               	R                 	R                      	R              	R             	R                     	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N9                	              	144	 873	B	  6	H	 1	  36.00	     44.8600	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	              	R                  	R                      	R                          	R                        	R                      	F                            	F                                   	R                          	                            	                   	R                           	R                             	                    	R                       	R                      	                        	                               	F                         	R                    	R                      	                        	R                       	                    	R                            	R                        	R                     	R                 	R                      	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N8                	              	144	 873	B	  6	H	 2	  36.00	     46.1000	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	R             	R                  	R                      	                           	R                        	R                      	F                            	R                                   	R                          	                            	                   	R                           	R                             	                    	                        	R                      	                        	R                              	F                         	R                    	R                      	                        	R                       	                    	                             	                         	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N8                	              	144	 873	B	  6	H	 3	  36.00	     47.5100	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	R             	R                  	R                      	                           	R                        	F                      	F                            	R                                   	R                          	R                           	                   	R                           	R                             	                    	R                       	R                      	R                       	R                              	F                         	R                    	                       	                        	R                       	                    	                             	                         	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N8                	              	144	 873	B	  6	H	 4	  36.00	     48.8900	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	R             	R                  	R                      	                           	R                        	F                      	R                            	R                                   	R                          	R                           	R                  	R                           	R                             	                    	R                       	R                      	                        	                               	C                         	R                    	                       	                        	                        	R                   	R                            	                         	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N8                	              	144	 873	B	  6	H	 5	  36.00	     50.3200	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	R             	R                  	R                      	R                          	R                        	R                      	R                            	R                                   	R                          	                            	                   	R                           	R                             	                    	                        	R                      	                        	R                              	C                         	                     	R                      	R                       	R                       	R                   	                             	                         	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N8                	              	144	 873	B	  6	H	 6	  36.00	     51.7000	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	R             	R                  	R                      	R                          	R                        	R                      	F                            	F                                   	R                          	R                           	R                  	R                           	R                             	                    	R                       	R                      	R                       	R                              	C                         	R                    	R                      	                        	                        	                    	                             	                         	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Middle Miocene   	                 	N8                	              	144	 873	B	  6	H	CC	   7.00	     51.8700	Pearson  	Planktonic Foraminifers                      	               	                  	               	               	                        	                      	R             	R                  	R                      	R                          	R                        	R                      	F                            	R                                   	R                          	R                           	R                  	R                           	R                             	R                   	R                       	R                      	R                       	R                              	C                         	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from Leg 144 SR; Ch 2; Table 7; p 40-41

  SR	Campanian        	Maestrichtian    	                  	              	144	 873	B	  8	N	 1	   4.00	     58.0400	Erba     	Planktonic Foraminifers                      	               	                  	1              	               	                        	1                     	              	                   	                       	                           	                         	                       	                             	                                    	                           	                            	                   	                            	                              	                    	                        	                       	                        	                               	                          	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from ODP Leg 144 SR; Ch 8; Table 4; p 163

  SR	Campanian        	Maestrichtian    	                  	              	144	 873	B	  8	N	 1	  56.00	     58.5600	Erba     	Planktonic Foraminifers                      	               	                  	1              	               	                        	1                     	              	                   	                       	                           	                         	                       	                             	                                    	                           	                            	                   	                            	                              	                    	                        	                       	                        	                               	                          	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from ODP Leg 144 SR; Ch 8; Table 4; p 163

  SR	Campanian        	Maestrichtian    	                  	              	144	 873	B	  8	N	 1	 130.00	     59.3000	Erba     	Planktonic Foraminifers                      	               	                  	2              	               	                        	                      	              	                   	                       	                           	                         	                       	                             	                                    	                           	                            	                   	                            	                              	                    	                        	                       	                        	                               	                          	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from ODP Leg 144 SR; Ch 8; Table 4; p 163

  SR	Campanian        	Maestrichtian    	                  	              	144	 873	B	  8	N	 2	  71.00	     60.0800	Erba     	Planktonic Foraminifers                      	               	                  	?              	               	                        	                      	              	                   	                       	                           	                         	                       	                             	                                    	                           	                            	                   	                            	                              	                    	                        	                       	                        	                               	                          	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from ODP Leg 144 SR; Ch 8; Table 4; p 163

  SR	Campanian        	Maestrichtian    	                  	              	144	 873	B	  8	N	 2	  77.00	     60.1400	Erba     	Planktonic Foraminifers                      	               	                  	3              	1              	                        	                      	              	                   	                       	                           	                         	                       	                             	                                    	                           	                            	                   	                            	                              	                    	                        	                       	                        	                               	                          	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from ODP Leg 144 SR; Ch 8; Table 4; p 163

  SR	Campanian        	Maestrichtian    	                  	              	144	 873	B	  8	N	 2	 105.00	     60.4200	Erba     	Planktonic Foraminifers                      	               	                  	               	               	1                       	                      	              	                   	                       	                           	                         	                       	                             	                                    	                           	                            	                   	                            	                              	                    	                        	                       	                        	                               	                          	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from ODP Leg 144 SR; Ch 8; Table 4; p 163

  SR	Campanian        	Maestrichtian    	                  	              	144	 873	B	  9	N	 1	 130.00	     63.8000	Erba     	Planktonic Foraminifers                      	               	                  	1              	1              	                        	                      	              	                   	                       	                           	                         	                       	                             	                                    	                           	                            	                   	                            	                              	                    	                        	                       	                        	                               	                          	                     	                       	                        	                        	                    	                             	                         	                      	                  	                       	                 	                  	                	                  	                       	               	              	                      	                              	                         	               	                           	                          	                            	                         	                  	                              	                     	                            	                   	                         	                    	                          	                           	                            	                            	                        	                            	                          	                    	                      	                        	                          	                     	                        	                         	                       	                       	                    	                     	               	                          	                         	                         	                          	                 	                      	                           	                             	                    	                    	                          	                            	from ODP Leg 144 SR; Ch 8; Table 4; p 163

