Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
111, 677,A,Initial Reports          ,      10.950,    0.275000,FO Emiliania huxleyi
,,,,,,
111, 677,A,Initial Reports          ,      16.080,    0.475000,LO Pseudoemiliania lacunosa
,,,,,,
111, 677,A,Initial Reports          ,      51.270,    1.370000,LO Helicosphaera sellii
,,,,,,
111, 677,A,Initial Reports          ,      59.550,    1.450000,LO Calcidiscus macintyrei
,,,,,,
111, 677,A,Initial Reports          ,      86.650,    1.890000,LO Discoaster brouweri
,,,,,,
111, 677,A,Initial Reports          ,     108.450,    2.350000,LO Discoaster pentaradiatus
,,,,,,
111, 677,A,Initial Reports          ,     124.950,    2.410000,LO Discoaster surculus
,,,,,,
111, 677,A,Initial Reports          ,     146.050,    3.450000,LO Sphenolithus spp.
,,,,,,
111, 677,A,Initial Reports          ,     150.850,    3.560000,LO Reticulofenestra pseudoumbilica
,,,,,,
111, 677,A,Initial Reports          ,     187.600,    4.100000,FO Discoaster pentaradiatus
,,,,,,
111, 677,A,Initial Reports          ,     197.250,    4.600000,FO Ceratolithus rugosus
,,,,,,
111, 677,A,Initial Reports          ,     216.550,    5.000000,LO Ceratolithus acutus
,,,,,,
111, 677,A,Initial Reports          ,     264.850,    5.800000,FO Pulleniatina primalis
,,,,,,
