leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
87,584,B,1,1,0.0,125.0,0.00,0.00,1.25,CAD, MUD,,,,,,,, SOFT, 22232220,a1e44330be0adff260705b0af1be6fe3
87,584,B,1,CC,0.0,38.0,0.00,1.35,1.63,CAD, MUD,,,,,,,, SOFT, 22232220,e157708279b3a523c53b4112a1e6f8de
87,584,B,2,1,0.0,150.0,644.10,644.10,645.60,CAD, MUDSTONE,,,,,,,, HARD, 00000000,ae733e975a121026fe439c51312020f7
87,584,B,2,2,0.0,150.0,644.10,645.60,647.10,CAD, MUDSTONE,,,,,,,, HARD, 00000000,6393a597b3b9e0edfe07fb8aa88161d0
87,584,B,2,3,0.0,150.0,644.10,647.10,648.60,CAD, MUDSTONE,,,,,,,, HARD, 00000000,b874724eb993ee21d8e5d76e6e71814f
87,584,B,2,4,0.0,150.0,644.10,648.60,650.10,CAD, MUDSTONE,,,,,,,, HARD, 33232000,3a9e1938b10ac5cca10637f833206c3d
87,584,B,2,5,0.0,100.0,644.10,650.10,651.10,CAD, MUDSTONE,,,,,,,, HARD, 00000000,804ec23ad8221da457cc6374b8c0997f
87,584,B,2,CC,0.0,17.0,644.10,651.20,651.27,CAD, MUDSTONE,,,,,,,, HARD, 00000000,d7227dcadfe7f14c8e78d14c4cd2c95c
87,584,B,3,1,0.0,150.0,943.10,943.10,944.60,KF, MUDSTONE,,,,,,,, FIRM, 00000000,63b826280a54205ec96c15c11aac98f1
87,584,B,3,2,0.0,140.0,943.10,944.60,946.00,KF, MUDSTONE,,,,,,,, FIRM, 00000000,b2cc6fb9e1c179af589c7c947420cca0
87,584,B,3,CC,0.0,15.0,943.10,946.20,946.25,COUL, MUDSTONE,,,,,,,, FIRM, 00000000,6d162c7f26bbca2e644fdc484c290f5d
87,584,B,H1,1,0.0,147.0,1.40,1.40,2.87,KF, SAND,,,,,,,, SOFT, 00000000,2c8a5304aca138b61f81fbbbee6a9060
87,584,B,H1,CC,0.0,15.0,1.40,2.97,3.02,KF, MUDSTONE,,,,,,,, HARD, 22232220,88770c868d67e718eb7a32940576babb
87,584,B,H2,1,0.0,150.0,509.70,509.70,511.20,RM, MUDSTONE,,,,,,,, HARD, 00000000,0040ab7d447f240d7596f4ce99193981
87,584,B,H2,2,0.0,150.0,509.70,511.20,512.70,RM, MUDSTONE,,,,,,,, HARD, 33232000,726b36b52edaa04a6e0fec1835519211
87,584,B,H2,3,0.0,150.0,509.70,512.70,514.20,RM, MUDSTONE,,,,,,,, HARD, 33232000,caea3d099f77220b61bdc5e10cef87a9
87,584,B,H2,4,0.0,150.0,509.70,514.20,515.70,RM, MUDSTONE,,,,,,,, HARD, 22232220,cf62b7957edc842cc30d55cdc828a219
87,584,B,H2,5,0.0,150.0,509.70,515.70,517.20,RM, MUDSTONE,,,,,,,, HARD, 33232000,56d2385510d12569e4b3b9c0a6c1b604
87,584,B,H2,6,0.0,133.0,509.70,517.20,518.53,RM, MUDSTONE,,,,,,,, HARD, 33232000,ee68b835b9502edc925210585eed3d38
87,584,B,H2,CC,0.0,35.0,509.70,518.63,518.88,RM, MUDSTONE,,,,,,,, HARD, 33232000,6f442f34186148078a66e90278cff68c
87,584,B,H3,1,0.0,150.0,653.80,653.80,655.30,CAD, MUDSTONE,,,,,,,, HARD, 00000000,1920a640cb6f399692ed1a6c3fcceae7
87,584,B,H3,2,0.0,150.0,653.80,655.30,656.80,CLS, SILT,,,,,,,, FIRM, 00000000,2e2180867920ae63ea3637e6244e76d1
87,584,B,H3,3,0.0,120.0,653.80,656.80,658.00,CLS, MUDSTONE,,,,,,,, FIRM, 00000000,844861ee29f227167781b3577dba31ee
87,584,B,H3,CC,0.0,28.0,653.80,658.12,658.30,CLS, MUDSTONE,,,,,,,, FIRM, 33232000,8789d9c5367fbcc68d27c10fe356e62d
87,584,B,H4,1,0.0,150.0,846.80,846.80,848.30,KF, MUDSTONE,,,,,,,, FIRM, 00000000,085452701450e857138c39acb3968cf4
87,584,B,H4,2,0.0,85.0,846.80,848.30,849.15,KF, MUDSTONE,,,,,,,, FIRM, 00000000,2af39647c3d45822180da0bb28cef41d
87,584,B,H4,CC,0.0,10.0,846.80,849.26,849.26,KF, MUDSTONE,,,,,,,, FIRM, 00000000,69facbe14da8d711c76389ebe02bb879
