Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
119, 745,B,Post Moratorium          ,      17.250,    0.430000,LO Stylatractus universus
,,,,,,
119, 745,B,Post Moratorium          ,      28.750,    0.620000,LO Actinocyclus ingens
,,,,,,
119, 745,B,Post Moratorium          ,      34.750,    0.550000,LO Antarctissa cylindrica
,,,,,,
119, 745,B,Post Moratorium          ,      47.750,    0.650000,LO Coscinodiscus elliptopora
,,,,,,
119, 745,B,Post Moratorium          ,      85.250,    1.600000,LCO Cycladophora pliocenica
,,,,,,
119, 745,B,Post Moratorium          ,      85.740,    1.580000,LO Rhizosolenia barboi
,,,,,,
119, 745,B,Post Moratorium          ,      85.750,    2.200000,FO Coscinodiscus elliptopora
,,,,,,
119, 745,B,Post Moratorium          ,      92.300,    1.890000,LO Thalassiosira kolbei
,,,,,,
119, 745,B,Post Moratorium          ,      96.350,    2.700000,FO Nitzschia kerguelensis
,,,,,,
119, 745,B,Post Moratorium          ,     103.600,    2.220000,LO Coscinodiscus vulnificus
,,,,,,
119, 745,B,Post Moratorium          ,     109.750,    2.400000,LO Pseudocubus vema
,,,,,,
119, 745,B,Post Moratorium          ,     109.850,    2.490000,LO Cosmiodiscus insignis
,,,,,,
119, 745,B,Post Moratorium          ,     115.250,    2.700000,FO Cycladophora davisiana
,,,,,,
119, 745,B,Post Moratorium          ,     119.800,    2.800000,LO Nitzschia praeinterfrigidaria
,,,,,,
119, 745,B,Post Moratorium          ,     119.850,    3.100000,FO Coscinodiscus vulnificus
,,,,,,
119, 745,B,Post Moratorium          ,     131.250,    3.200000,LO Prunopyle titan
,,,,,,
119, 745,B,Post Moratorium          ,     135.800,    3.600000,FO Nitzschia interfrigidaria
,,,,,,
119, 745,B,Post Moratorium          ,     140.050,    4.300000,FO Rouxia heteropolara
,,,,,,
119, 745,B,Post Moratorium          ,     144.850,    4.200000,FO Nitzschia barronii
,,,,,,
119, 745,B,Post Moratorium          ,     155.000,    4.200000,FO Pseudocubus vema
,,,,,,
119, 745,B,Post Moratorium          ,     170.350,    4.470000,FO Thalassiosira inura
,,,,,,
119, 745,B,Post Moratorium          ,     181.350,    5.100000,FO Thalassiosira oestrupii
,,,,,,
119, 745,B,Post Moratorium          ,     205.850,    5.800000,FO Thalassiosira miocenica
,,,,,,
