Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),,Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeugrhabdotus embergeri,Watznaueria biporta,Watznaueria barnesae,Rhagodiscus asper,Quadrum eneabrachium,Microstaurus chiastius,Manivitella pemmatoidea,Lithraphidites carniolensis carniolensis,Hayesites irregularis,Haqius circumradiatus,Glaukolithus bicrescenticus,Flabellites biforaminis,Cretarhabdus crenulatus,Assipetra infracretacea,Watznaueria britannica,Eprolithus floralis,Laguncula dorotheae,Eiffellithus turriseiffelii,Tetrapodorhabdus coptensis,Tegumentum stradneri,Prediscosphaera columnata,Placozygus tractus,Loxolithus armilla,Cylindralithus nudus,Broinsonia dentata,Axopodorhabdus albianus,Watznaueria fossacincta,Tranolithus phacelosus,Reinhardtites anthophorus,Quadrum gothicum,Quadrum gartneri,Micula cubiformis,Glaukolithus diplogrammus,Eiffellithus eximius,Cylindralithus stradneri,Cylindralithus coangustatus,Cyclagelosphaera margerelii,Cribrosphaerella romanica,Cribrosphaerella ehrenbergii,Cretarhabdus octofenestratus,Cretarhabdus conicus,Chiastozygus fessus,Ceratolithoides self-trailiae,Ceratolithoides indiensis,Calculites ovalis,Broinsonia parca constricta,Broinsonia bevieri,Tranolithus argos,Stoverius biarcus,Rhagodiscus indistinctus,Prediscosphaera cretacea,Micula swastica,Micula staurophora,Cribrosphaerella obovata,Arkhangelskiella cymbiformis var NT,Arkhangelskiella cymbiformis,Quadrum trifidum (short arms),Reinhardtites levis,Micula aff praemura (high),Broinsonia parca,Micula praemurus,Chiastozygus litterarius,Cribrocorona gallica,Prinsius tenuiculum,Prinsius martinii,Prinsius dimorphosus,Ericsonia subpertusa,Ericsonia sp. 4,Ericsonia alternans,Cruciplacolithus tenuis,Cruciplacolithus intermedius,Coccolithus pelagicus,Chiasmolithus danicus,Toweius eminens,Sphenolithus primus,Fasciculithus tympaniformis,Discoaster multiradiatus,Cruciplacolithus frequens,Tribrachiatus orthostylus,Toweius occultatus,Coccolithus cavus,Chiasmolithus eograndis,Campylosphaera eodela,Sphenolithus editus,Ericsonia formosa,Discoaster saipanensis,Discoaster kuepperi,Discoaster diastypus,Discoaster barbadiensis,Sphenolithus spiniger,Sphenolithus radians,Sphenolithus pseudoradians,Nannotetrina fulgens,Nannotetrina alata,Chiasmolithus grandis,Chiasmolithus consuetus,Rhabdosphaera inflata,Discoaster sublodoensis,Chiasmolithus titus,Chiasmolithus gigas,Sphenolithus furcatolithoides,Chiasmolithus solitus,Reticulofenestra umbilica,Cyclolithella protoannula,Cribrocentrum reticulatum,Chiasmolithus oamaruensis,Sphenolithus moriformis,Helicosphaera salebrosa,Helicosphaera lophota,Helicosphaera compacta,Dictyococcites bisectus,Reticulofenestra hillae,Discoaster tanii,Discoaster strictus,Cyclicargolithus floridanus,Coccolithus miopelagicus,Sphenolithus neoabies,Sphenolithus heteromorphus,Sphenolithus predistentus,Reticulofenestra circus,Discoaster deflandrei,Lanternithus minutus,Discoaster calculosus,Clausicoccus fenestratus,Zygrhablithus bijugatus,Sphenolithus distentus,Discoaster adamanteus,Cyclicargolithus abisectus,Sphenolithus ciperoensis,Sphenolithus dissimilis,Discoaster druggii,Cyclicargolithus floridanus abisectus,Calcidiscus tropicus,Tetralithoides symeonidesii,Helicosphaera carteri,Discoaster deflandrei (5 ray),Coronocyclus prionion,Hayaster perplexus,Coronocyclus nitescens,Calcidiscus premacintyrei,Umbilicosphaera sibogae,Helicosphaera waltrans,Helicosphaera euphratis,Triquetrorhabdulus rioensis,Scyphosphaera martinii,Reticulofenestra pseudoumbilicus,Triquetrorhabdulus serratus,Triquetrorhabdulus rugosus,Sphenolithus abies,Coronocyclus nitescens (elliptical),Calcidiscus leptoporus,Scyphosphaera amphora,Discoaster kugleri,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NN4,NN4,,192,1183,A,14,R,CC,28.00,444.7800,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,A                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,C                      ,                       ,                     ,                      ,                       ,                       ,                ,                   ,C                          ,R                       ,                     ,C                         ,                         ,                       ,C                    ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,R                 ,R                                    ,R                   ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,Ddrugii?
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NN1,NN1,,192,1183,A,15,R,CC,22.00,757.1400,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,A                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,A                      ,                       ,                     ,                      ,                       ,                       ,                ,                   ,A                          ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,R                    ,R                       ,R                      ,                      ,                     ,R                         ,                        ,R                      ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,Cfen-basal Mio
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP24,NP24,,192,1183,A,16,R,CC,0.00,761.9800,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,A                      ,                       ,                     ,                      ,                       ,                       ,                ,                   ,A                          ,                        ,                     ,                          ,R                        ,                       ,                     ,                    ,R                    ,R                       ,                       ,R                     ,                     ,R                         ,F                       ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP23,NP23,,192,1183,A,17,R,CC,32.00,773.7300,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,R                         ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,A                      ,                       ,                     ,                      ,                       ,                       ,R               ,                   ,A                          ,                        ,                     ,                          ,F                        ,                       ,                     ,                    ,+                    ,R                       ,R                      ,R                     ,R                    ,R                         ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,top Spseudo.lose Scip
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP23,NP23,,192,1183,A,18,R,CC,16.00,786.9600,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,A                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,D                      ,                       ,                     ,R                     ,R                      ,                       ,R               ,                   ,D                          ,                        ,                     ,                          ,F                        ,                       ,F                    ,R                   ,+                    ,R                       ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,lose Sdist
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP23,NP23,,192,1183,A,19,R,CC,19.00,796.5700,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,R                         ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,D                      ,                       ,                     ,                      ,R                      ,                       ,F               ,                   ,D                          ,                        ,                     ,                          ,F                        ,                       ,F                    ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP23,NP23,,192,1183,A,20,R,CC,21.00,803.0900,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,D                      ,                       ,                     ,                      ,                       ,                       ,R               ,                   ,D                          ,                        ,                     ,+                         ,R                        ,                       ,F                    ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP23,NP23,,192,1183,A,21,R,CC,22.00,819.2400,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,A                      ,                       ,                     ,                      ,F                      ,                       ,                ,                   ,A                          ,                        ,                     ,                          ,R                        ,                       ,F                    ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP23,NP23,,192,1183,A,22,R,CC,23.00,828.0700,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,                         ,                         ,                         ,                         ,A                      ,                       ,                     ,                      ,F                      ,                       ,                ,                   ,A                          ,                        ,                     ,                          ,R                        ,F                      ,R                    ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,top Rcircus
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP22,NP22,,192,1183,A,23,R,CC,17.00,837.0200,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,                 ,                      ,                   ,                    ,                       ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,                   ,                   ,                             ,                     ,F                        ,                         ,                         ,                         ,                       ,                       ,                     ,                      ,C                      ,F                      ,R               ,                   ,A                          ,                        ,R                    ,C                         ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Cenozoic         ,Cenozoic         ,NP19/20,NP19/20,,192,1183,A,24,R,CC,18.00,841.2400,Bergen   ,Nannofossils                                 ,C              ,P                 ,                       ,                   ,                    ,                 ,                    ,                      ,                       ,                                        ,                     ,                     ,                           ,                       ,                       ,                       ,                      ,                   ,                   ,                           ,                          ,                    ,                         ,                  ,                  ,                    ,                  ,                       ,                       ,                      ,                         ,                ,                ,                 ,                         ,                    ,                        ,                           ,                           ,                         ,                            ,                            ,                    ,                   ,                             ,                         ,                 ,                           ,                  ,                 ,                 ,                        ,                        ,               ,                  ,                        ,                                   ,                            ,                             ,                   ,                          ,                ,                ,                        ,                    ,                   ,                 ,                    ,                    ,               ,                   ,                       ,                            ,C                    ,                     ,               ,                   ,                           ,                        ,                         ,                         ,                  ,                 ,                       ,                     ,                   ,C                ,F                     ,                   ,                    ,R                      ,                     ,                    ,                          ,                    ,                  ,                     ,                       ,                     ,                       ,R                  ,                   ,                             ,                     ,C                        ,                         ,                         ,R                        ,C                      ,                       ,                     ,                      ,                       ,F                      ,R               ,                   ,C                          ,                        ,                     ,                          ,                         ,                       ,                     ,                    ,                     ,                        ,                       ,                      ,                     ,                          ,                        ,                       ,                  ,                                     ,                    ,                           ,                     ,                             ,                     ,                  ,                      ,                         ,                       ,                      ,                       ,                           ,                      ,                                ,                           ,                          ,                  ,                                   ,                      ,                     ,                  ,"tops Eform,Coam,Dbar,Dsaip,Ctitus"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
