genus species name,pbdb_taxon_id,checked,pbdb_taxon_name,pbdb_taxon_rank,species_taxon_id,species_taxon_name,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
Discoaster neohamatus,,True,,,,,,,,,,,,,,,,,,
Discoaster pentaradiatus,,True,,,,,,,,,,,,,,,,,,
Discoaster petaliformis,,True,,,,,,,,,,,,,,,,,,
Discoaster prepentaradiatus,,True,,,,,,,,,,,,,,,,,,
Discoaster quinqueramus,388328,True,Discoaster quinqueramus,species,388328,Discoaster quinqueramus,87682,Discoaster,,,87644,Haptophyta,,,,,418920,Coccolithophyceae,28595,Life
Discoaster signus,,True,,,,,,,,,,,,,,,,,,
Discoaster surculus,388327,True,Discoaster surculus,species,388327,Discoaster surculus,87682,Discoaster,,,87644,Haptophyta,,,,,418920,Coccolithophyceae,28595,Life
Discoaster tanii,,True,,,,,,,,,,,,,,,,,,
Discoaster variabilis,255399,True,Discoaster variabilis,species,255399,Discoaster variabilis,87682,Discoaster,,,87644,Haptophyta,,,,,418920,Coccolithophyceae,28595,Life
Emiliania huxleyi,,True,,,,,,,,,,,,,,,,,,
Florisphaera profunda,,True,,,,,,,,,,,,,,,,,,
Helicosphaera ampliaperta,,True,,,,,,,,,,,,,,,,,,
Helicosphaera bramlettei,,True,,,,,,,,,,,,,,,,,,
Helicosphaera carteri,255397,True,Helicosphaera carteri,species,255397,Helicosphaera carteri,255396,Helicosphaera,,,87644,Haptophyta,,,,,,,28595,Life
Helicosphaera compacta,,True,,,,,,,,,,,,,,,,,,
Helicosphaera euphratis,,True,,,,,,,,,,,,,,,,,,
Lanternithus minutus,,True,,,,,,,,,,,,,,,,,,
Nicklithus amplificus,388329,True,Nicklithus amplificus,species,388329,Nicklithus amplificus,388319,Nicklithus,388309,Ceratolithaceae,87644,Haptophyta,,,,,418920,Coccolithophyceae,28595,Life
Orthorhabdus serratus,,True,,,,,,,,,,,,,,,,,,
Pontosphaera exilis,,True,,,,,,,,,,,,,,,,,,
Pontosphaera multipora,,True,,,,,,,,,,,,,,,,,,
Pontosphaera punctosa,,True,,,,,,,,,,,,,,,,,,
Pseudoemiliania lacunosa,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra bisecta,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra erbae,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra lockeri,,True,,,,,,,,,,,,,,,,,,
Reticulofenestra pseudoumbilicus,255398,True,Reticulofenestra pseudoumbilicus,species,255398,Reticulofenestra pseudoumbilicus,255392,Reticulofenestra,,,87644,Haptophyta,,,,,,,28595,Life
Reticulofenestra umbilicus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus abies,255391,True,Sphenolithus abies,species,255391,Sphenolithus abies,255390,Sphenolithus,,,87644,Haptophyta,,,,,418920,Coccolithophyceae,28595,Life
Sphenolithus belemnos,,True,,,,,,,,,,,,,,,,,,
Sphenolithus calyculus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus capricornutus,,True,,,,,,,,,,,,,,,,,,
Sphenolithus ciperoensis,,True,,,,,,,,,,,,,,,,,,
Sphenolithus delphix,,True,,,,,,,,,,,,,,,,,,
Sphenolithus disbelemnos,,True,,,,,,,,,,,,,,,,,,
Sphenolithus dissimilis,,True,,,,,,,,,,,,,,,,,,
Sphenolithus heteromorphus,366229,True,Sphenolithus heteromorphus,species,366229,Sphenolithus heteromorphus,255390,Sphenolithus,,,87644,Haptophyta,,,,,418920,Coccolithophyceae,28595,Life
Sphenolithus moriformis,366228,True,Sphenolithus moriformis,species,366228,Sphenolithus moriformis,255390,Sphenolithus,,,87644,Haptophyta,,,,,418920,Coccolithophyceae,28595,Life
Sphenolithus pospichalii,,True,,,,,,,,,,,,,,,,,,
Sphenolithus predistentus,,True,,,,,,,,,,,,,,,,,,
Triquetrorhabdulus carinatus,,True,,,,,,,,,,,,,,,,,,
Triquetrorhabdulus longus,,True,,,,,,,,,,,,,,,,,,
Triquetrorhabdulus rugosus,,True,,,,,,,,,,,,,,,,,,
Umbilicosphaera rotula,,True,,,,,,,,,,,,,,,,,,
Umbilicosphaera sibogae,,True,,,,,,,,,,,,,,,,,,
Zygrhablithus bijugatus,416732,True,Zygrhablithus bijugatus,species,416732,Zygrhablithus bijugatus,87677,Zygrhablithus,,,87644,Haptophyta,,,,,418920,Coccolithophyceae,28595,Life
Cyclicargolithus floridanus,366222,True,Cyclicargolithus floridanus,species,366222,Cyclicargolithus floridanus,366219,Cyclicargolithus,,,87644,Haptophyta,,,,,418920,Coccolithophyceae,28595,Life
Discoaster tamalis,,True,,,,,,,,,,,,,,,,,,
"Thalassiosira ""palmeri""",,True,,,,,,,,,,,,,,,,,,
"""Skeletonema"" utriculosa",,True,,,,,,,,,,,,,,,,,,
Achnanthes brevipes,,True,,,,,,,,,,,,,,,,,,
Achnanthes diapar,,True,,,,,,,,,,,,,,,,,,
Achnanthes inflata,,True,,,,,,,,,,,,,,,,,,
Achnanthes lanceolata,,True,,,,,,,,,,,,,,,,,,
Actiniscus pentasterias,,True,,,,,,,,,,,,,,,,,,
Actinocyclus actinochilus,434529,True,Actinocyclus actinochilus,species,434529,Actinocyclus actinochilus,82146,Actinocyclus,71207,Hemidiscaceae,432613,Ochrophyta,,,426780,Coscinodiscales,69587,Bacillariophyceae,28595,Life
Actinocyclus curvatulus,,True,,,,,,,,,,,,,,,,,,
Actinocyclus dimorphus,,True,,,,,,,,,,,,,,,,,,
Actinocyclus ellipticus,387040,True,Actinocyclus ellipticus,species,387040,Actinocyclus ellipticus,82146,Actinocyclus,71207,Hemidiscaceae,432613,Ochrophyta,,,426780,Coscinodiscales,69587,Bacillariophyceae,28595,Life
Actinocyclus elongatus,,True,,,,,,,,,,,,,,,,,,
Actinocyclus endoi,,True,,,,,,,,,,,,,,,,,,
Actinocyclus fasciculatus,,True,,,,,,,,,,,,,,,,,,
Actinocyclus fryxellae,,True,,,,,,,,,,,,,,,,,,
Actinocyclus ingens,387041,True,Actinocyclus ingens,species,387041,Actinocyclus ingens,82146,Actinocyclus,71207,Hemidiscaceae,432613,Ochrophyta,,,426780,Coscinodiscales,69587,Bacillariophyceae,28595,Life
Actinocyclus karstenii,,True,,,,,,,,,,,,,,,,,,
Actinocyclus maccollumii,,True,,,,,,,,,,,,,,,,,,
Actinocyclus mahoodii,,True,,,,,,,,,,,,,,,,,,
Actinocyclus moronensis,,True,,,,,,,,,,,,,,,,,,
Actinocyclus ochotensis,,True,,,,,,,,,,,,,,,,,,
Actinocyclus octonarius,387042,True,Actinocyclus octonarius,species,387042,Actinocyclus octonarius,82146,Actinocyclus,71207,Hemidiscaceae,432613,Ochrophyta,,,426780,Coscinodiscales,69587,Bacillariophyceae,28595,Life
Actinocyclus oculatus,,True,,,,,,,,,,,,,,,,,,
Actinocyclus robustus,,True,,,,,,,,,,,,,,,,,,
Actinocyclus tsugaruensis,,True,,,,,,,,,,,,,,,,,,
Actinocyclus subtilis,,True,,,,,,,,,,,,,,,,,,
Actinocyclus senarius,387049,True,Actinocyclus senarius,species,387049,Actinocyclus senarius,71244,Actinoptychus,71209,Heliopeltaceae,432613,Ochrophyta,,,426780,Coscinodiscales,69587,Bacillariophyceae,28595,Life
Actinocyclus splendens,,True,,,,,,,,,,,,,,,,,,
Actinocyclus undulatus,,True,,,,,,,,,,,,,,,,,,
Actinocyclus vulgaris,,True,,,,,,,,,,,,,,,,,,
Alveus marinus,,True,,,,,,,,,,,,,,,,,,
Annellus californicus,,True,,,,,,,,,,,,,,,,,,
Arachnoidiscus ehrenbergi,,True,,,,,,,,,,,,,,,,,,
Araniscus lewisianus,,True,,,,,,,,,,,,,,,,,,
Asterolampra acutiloba,,True,,,,,,,,,,,,,,,,,,
Asterolampra eximia,,True,,,,,,,,,,,,,,,,,,
Asterolampra grevillei,,True,,,,,,,,,,,,,,,,,,
Asterolampra marylandica,454003,True,Asterolampra marylandica,species,454003,Asterolampra marylandica,432982,Asterolampra,71208,Asterolampraceae,432613,Ochrophyta,,,426697,Asterolamprales,69587,Bacillariophyceae,28595,Life
Asterolampra arachne,,True,,,,,,,,,,,,,,,,,,
Asterolampra cleveanus,,True,,,,,,,,,,,,,,,,,,
Asterolampra concavus,,True,,,,,,,,,,,,,,,,,,
Asteromphalus elegans,,True,,,,,,,,,,,,,,,,,,
Asteromphalus flabellatus,,True,,,,,,,,,,,,,,,,,,
Asteromphalus grevillei,,True,,,,,,,,,,,,,,,,,,
Asteromphalus hookeri,,True,,,,,,,,,,,,,,,,,,
Asteromphalus kennettii,,True,,,,,,,,,,,,,,,,,,
Asteromphalus parvulus,,True,,,,,,,,,,,,,,,,,,
Asteromphalus robustus,,True,,,,,,,,,,,,,,,,,,
Asteromphalus symmetricus,,True,,,,,,,,,,,,,,,,,,
Aulacodiscus brownei,,True,,,,,,,,,,,,,,,,,,
Aulacoseira granulata,,True,,,,,,,,,,,,,,,,,,
Azpeitia aeginensis,,True,,,,,,,,,,,,,,,,,,
Azpeitia africana,,True,,,,,,,,,,,,,,,,,,
Azpeitia apiculata,,True,,,,,,,,,,,,,,,,,,
Azpeitia barronii,,True,,,,,,,,,,,,,,,,,,
Azpeitia burky,,True,,,,,,,,,,,,,,,,,,
Azpeitia endoi,,True,,,,,,,,,,,,,,,,,,
Azpeitia gombosi,,True,,,,,,,,,,,,,,,,,,
Azpeitia neocrenulata,,True,,,,,,,,,,,,,,,,,,
Azpeitia nodulifera,,True,,,,,,,,,,,,,,,,,,
Azpeitia praenodulifera,,True,,,,,,,,,,,,,,,,,,
Azpeitia salisburyana,,True,,,,,,,,,,,,,,,,,,
Azpeitia tabularis,,True,,,,,,,,,,,,,,,,,,
Azpeitia vetustissima,,True,,,,,,,,,,,,,,,,,,
Bachmannocena pappii,,True,,,,,,,,,,,,,,,,,,
Bacteriastrum elongatum,,True,,,,,,,,,,,,,,,,,,
Bacteriastrum furcatum,,True,,,,,,,,,,,,,,,,,,
Bacteriastrum hyalinum,,True,,,,,,,,,,,,,,,,,,
Bacterosira fragilis,,True,,,,,,,,,,,,,,,,,,
Bacterosira bathyomphala,,True,,,,,,,,,,,,,,,,,,
Bogorovia barronii,,True,,,,,,,,,,,,,,,,,,
Bogorovia lancettula,,True,,,,,,,,,,,,,,,,,,
Bogorovia veniamini,,True,,,,,,,,,,,,,,,,,,
Caloneis bacillum,,True,,,,,,,,,,,,,,,,,,
Cavitatus jouseanus,,True,,,,,,,,,,,,,,,,,,
Cavitatus linearis,,True,,,,,,,,,,,,,,,,,,
Cavitatus miocenicus,,True,,,,,,,,,,,,,,,,,,
Cestodiscus peplum,,True,,,,,,,,,,,,,,,,,,
Cestodiscus pulchellus,,True,,,,,,,,,,,,,,,,,,
Cestodiscus trochus,,True,,,,,,,,,,,,,,,,,,
Charcotia actinochilus,434528,True,Charcotia actinochilus,species,434528,Charcotia actinochilus,82146,Actinocyclus,71207,Hemidiscaceae,432613,Ochrophyta,,,426780,Coscinodiscales,69587,Bacillariophyceae,28595,Life
Cocconeis californica,,True,,,,,,,,,,,,,,,,,,
Cocconeis costata,,True,,,,,,,,,,,,,,,,,,
Cocconeis disculus,,True,,,,,,,,,,,,,,,,,,
Cocconeis fluminensis,,True,,,,,,,,,,,,,,,,,,
Cocconeis pseudomarginatus,,True,,,,,,,,,,,,,,,,,,
Cocconeis scutellum,,True,,,,,,,,,,,,,,,,,,
Corbisema hastata,387248,True,Corbisema hastata,species,387248,Corbisema hastata,71282,Corbisema,434214,Corbisemaceae,432613,Ochrophyta,,,306702,Dictyochales,306701,Dictyochophyceae,28595,Life
Corbisema triacantha,,True,,,,,,,,,,,,,,,,,,
Corethron criophilum,,True,,,,,,,,,,,,,,,,,,
Corethron pennatum,,True,,,,,,,,,,,,,,,,,,
Coscinodiscus argus,,True,,,,,,,,,,,,,,,,,,
Coscinodiscus asteromphalus,454441,True,Coscinodiscus asteromphalus,species,454441,Coscinodiscus asteromphalus,71292,Coscinodiscus,71206,Coscinodiscaceae,432613,Ochrophyta,,,426780,Coscinodiscales,69587,Bacillariophyceae,28595,Life
Coscinodiscus decrescens,,True,,,,,,,,,,,,,,,,,,
Coscinodiscus gigas,454444,True,Coscinodiscus gigas,species,454444,Coscinodiscus gigas,71292,Coscinodiscus,71206,Coscinodiscaceae,432613,Ochrophyta,,,426780,Coscinodiscales,69587,Bacillariophyceae,28595,Life
Coscinodiscus lewisianus,,True,,,,,,,,,,,,,,,,,,
Coscinodiscus marginatus,387028,True,Coscinodiscus marginatus,species,387028,Coscinodiscus marginatus,71292,Coscinodiscus,71206,Coscinodiscaceae,432613,Ochrophyta,,,426780,Coscinodiscales,69587,Bacillariophyceae,28595,Life
Coscinodiscus nodulifer,,True,,,,,,,,,,,,,,,,,,
Coscinodiscus obscurus,,True,,,,,,,,,,,,,,,,,,
Coscinodiscus oculus-iridis,,True,,,,,,,,,,,,,,,,,,
Coscinodiscus radiatus,387034,True,Coscinodiscus radiatus,species,387034,Coscinodiscus radiatus,71292,Coscinodiscus,71206,Coscinodiscaceae,432613,Ochrophyta,,,426780,Coscinodiscales,69587,Bacillariophyceae,28595,Life
Coscinodiscus symbolophorus,,True,,,,,,,,,,,,,,,,,,
Coscinodiscus temperei,,True,,,,,,,,,,,,,,,,,,
Craspedodiscus coscinodiscus,387039,True,Craspedodiscus coscinodiscus,species,387039,Craspedodiscus coscinodiscus,82145,Craspedodiscus,71206,Coscinodiscaceae,432613,Ochrophyta,,,426780,Coscinodiscales,69587,Bacillariophyceae,28595,Life
Craspedodiscus elegans,,True,,,,,,,,,,,,,,,,,,
Creania lacyae,,True,,,,,,,,,,,,,,,,,,
Crucidenticula kanayae,,True,,,,,,,,,,,,,,,,,,
Crucidenticula nicobarica,,True,,,,,,,,,,,,,,,,,,
Cussia lancettula,,True,,,,,,,,,,,,,,,,,,
Cyclotella kutzingiana,,True,,,,,,,,,,,,,,,,,,
Cyclotella meneghiniana,,True,,,,,,,,,,,,,,,,,,
Cyclotella striata,,True,,,,,,,,,,,,,,,,,,
Cymatosira biharensis,,True,,,,,,,,,,,,,,,,,,
Cymbella tumida,,True,,,,,,,,,,,,,,,,,,
Dactyliosolen antarcticus,,True,,,,,,,,,,,,,,,,,,
Delphineis angustata,,True,,,,,,,,,,,,,,,,,,
Delphineis kippae,,True,,,,,,,,,,,,,,,,,,
Delphineis simonsenii,,True,,,,,,,,,,,,,,,,,,
Delphineis surirella,,True,,,,,,,,,,,,,,,,,,
Neodenticula seminae,,True,,,,,,,,,,,,,,,,,,
Denticulopsis barronii,,True,,,,,,,,,,,,,,,,,,
Denticulopsis katayamae,,True,,,,,,,,,,,,,,,,,,
Denticulopsis crassa,,True,,,,,,,,,,,,,,,,,,
Denticulopsis delicata,,True,,,,,,,,,,,,,,,,,,
Denticulopsis dimorpha,,True,,,,,,,,,,,,,,,,,,
Denticulopsis hustedtii,,True,,,,,,,,,,,,,,,,,,
Denticulopsis hyalina,,True,,,,,,,,,,,,,,,,,,
Denticulopsis ichikawae,,True,,,,,,,,,,,,,,,,,,
Denticulopsis lauta,,True,,,,,,,,,,,,,,,,,,
Denticulopsis maccollumii,,True,,,,,,,,,,,,,,,,,,
Denticulopsis okunoi,,True,,,,,,,,,,,,,,,,,,
Denticulopsis ovata,,True,,,,,,,,,,,,,,,,,,
Denticulopsis praedimorpha,,True,,,,,,,,,,,,,,,,,,
Denticulopsis praelauta,,True,,,,,,,,,,,,,,,,,,
Denticulopsis simonsenii,,True,,,,,,,,,,,,,,,,,,
Denticulopsis vulgaris,,True,,,,,,,,,,,,,,,,,,
Dicladia lorenzianus,,True,,,,,,,,,,,,,,,,,,
Dictyocha pulchella,,True,,,,,,,,,,,,,,,,,,
Dictyocha speculum,98652,True,Dictyocha speculum,species,98652,Dictyocha speculum,434215,Stephanocha,69592,Dictyochaceae,,,,,69591,Phytomastigophora,69590,Chrysophyceae,28595,Life
Diplomenora cocconeisformis,,True,,,,,,,,,,,,,,,,,,
Diploneis aestuari,,True,,,,,,,,,,,,,,,,,,
Diploneis bombus,,True,,,,,,,,,,,,,,,,,,
Diploneis elliptica,,True,,,,,,,,,,,,,,,,,,
Diploneis fusca,,True,,,,,,,,,,,,,,,,,,
Diploneis ovalis,,True,,,,,,,,,,,,,,,,,,
Diploneis smithii,,True,,,,,,,,,,,,,,,,,,
Distephanus crux,98651,True,Distephanus crux,species,98651,Distephanus crux,434215,Stephanocha,69592,Dictyochaceae,,,,,69591,Phytomastigophora,69590,Chrysophyceae,28595,Life
Dictyocha fibula,98654,True,Dictyocha fibula,species,98654,Dictyocha fibula,71284,Dictyocha,69592,Dictyochaceae,,,,,69591,Phytomastigophora,69590,Chrysophyceae,28595,Life
Endictya robusta,,True,,,,,,,,,,,,,,,,,,
Epithemia argus,455424,True,Epithemia argus,species,455424,Epithemia argus,433414,Epithemia,434230,Rhopalodiaceae,432613,Ochrophyta,,,426792,Rhopalodiales,69587,Bacillariophyceae,28595,Life
Epithemia turgida,,True,,,,,,,,,,,,,,,,,,
Ethmodiscus rex,,True,,,,,,,,,,,,,,,,,,
Eucampia antactica,,True,,,,,,,,,,,,,,,,,,
Eurossia irregularis,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis cylindrus,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis evenescens,,True,,,,,,,,,,,,,,,,,,
Fragilaria leptostauron,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis arcula,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis aurica,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis barronii,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis bohatyi,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis claviceps,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis clementia,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis curta,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis doliolus,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis donahuensis,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis fossilis,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis interfrigidaria,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis januaria,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis kerguelensis,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis laqueus,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis linearis,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis maleinterpretaria,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis obliquecostata,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis praecurta,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis praeinterfrigidaria,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis pseudonana,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis pusilla,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis reinholdii,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis rhombica,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis ritscheri,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis robusta,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis separanda,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis sublinearis,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis tigris,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis truncata,,True,,,,,,,,,,,,,,,,,,
Fragilariopsis weaveri,,True,,,,,,,,,,,,,,,,,,
Gomphonema olivacium,,True,,,,,,,,,,,,,,,,,,
Goniothecium odontella,,True,,,,,,,,,,,,,,,,,,
Halamphora costata,,True,,,,,,,,,,,,,,,,,,
Hemiaulus altus,,True,,,,,,,,,,,,,,,,,,
Hemiaulus angustobrachiatus,,True,,,,,,,,,,,,,,,,,,
Hemiaulus caracteristicus,,True,,,,,,,,,,,,,,,,,,
Hemiaulus danicus,,True,,,,,,,,,,,,,,,,,,
Hemiaulus dissimilis,,True,,,,,,,,,,,,,,,,,,
Hemiaulus grassus,,True,,,,,,,,,,,,,,,,,,
Hemiaulus incisus,,True,,,,,,,,,,,,,,,,,,
Hemiaulus peripterus,,True,,,,,,,,,,,,,,,,,,
Hemiaulus polycystinorum,,True,,,,,,,,,,,,,,,,,,
Hemidiscus cuneiformis,,True,,,,,,,,,,,,,,,,,,
Hemidiscus karstenii,,True,,,,,,,,,,,,,,,,,,
Hemidiscus simplicissimus,,True,,,,,,,,,,,,,,,,,,
Hyalodiscus obsoletus,,True,,,,,,,,,,,,,,,,,,
Hyalodiscus scoticus,,True,,,,,,,,,,,,,,,,,,
Kannoa hastata,,True,,,,,,,,,,,,,,,,,,
Kisseleviella cicatricata,,True,,,,,,,,,,,,,,,,,,
Kisseleviella gaster,,True,,,,,,,,,,,,,,,,,,
Kisseleviella tricoronata,,True,,,,,,,,,,,,,,,,,,
Liradiscus ovalis,387063,True,Liradiscus ovalis,species,387063,Liradiscus ovalis,82161,Liradiscus,,,432613,Ochrophyta,,,,,69587,Bacillariophyceae,28595,Life
Lisitzinia ornata,,True,,,,,,,,,,,,,,,,,,
Melosira albicans,,True,,,,,,,,,,,,,,,,,,
Mesocena elliptica,,True,,,,,,,,,,,,,,,,,,
Mesocena quadrangula,,True,,,,,,,,,,,,,,,,,,
Navicula hennedyi,387124,True,Navicula hennedyi,species,387124,Navicula hennedyi,68421,Navicula,71199,Naviculaceae,432613,Ochrophyta,,,431889,Naviculales,69587,Bacillariophyceae,28595,Life
Navicula lyra,387125,True,Navicula lyra,species,387125,Navicula lyra,68421,Navicula,71199,Naviculaceae,432613,Ochrophyta,,,431889,Naviculales,69587,Bacillariophyceae,28595,Life
Navicula mutica,,True,,,,,,,,,,,,,,,,,,
Navicula salinarum,,True,,,,,,,,,,,,,,,,,,
Navicula spectabilis,,True,,,,,,,,,,,,,,,,,,
Navicula wisei,,True,,,,,,,,,,,,,,,,,,
Navicula eobiapiculata,,True,,,,,,,,,,,,,,,,,,
Neobrunia mirabilis,,True,,,,,,,,,,,,,,,,,,
Neodenticula kamtschatica,,True,,,,,,,,,,,,,,,,,,
Neodenticula koizumii,,True,,,,,,,,,,,,,,,,,,
Nitzschia bicapitata,,True,,,,,,,,,,,,,,,,,,
Nitzschia braarudii,,True,,,,,,,,,,,,,,,,,,
Nitzschia capuluspalae,,True,,,,,,,,,,,,,,,,,,
Nitzschia cylindrica,,True,,,,,,,,,,,,,,,,,,
Nitzschia denticuloides,,True,,,,,,,,,,,,,,,,,,
Nitzschia efferans,,True,,,,,,,,,,,,,,,,,,
Nitzschia fossilis,,True,,,,,,,,,,,,,,,,,,
Nitzschia grossepunctata,,True,,,,,,,,,,,,,,,,,,
Nitzschia interruptestriata,,True,,,,,,,,,,,,,,,,,,
Nitzschia jouseae,,True,,,,,,,,,,,,,,,,,,
Nitzschia malinterpretaria,,True,,,,,,,,,,,,,,,,,,
Nitzschia marina,,True,,,,,,,,,,,,,,,,,,
Nitzschia miocenica,,True,,,,,,,,,,,,,,,,,,
Nitzschia panduriformis,,True,,,,,,,,,,,,,,,,,,
Nitzschia pliocena,,True,,,,,,,,,,,,,,,,,,
Nitzschia porteri,,True,,,,,,,,,,,,,,,,,,
Nitzschia praereinholdii,,True,,,,,,,,,,,,,,,,,,
Nitzschia punctata,,True,,,,,,,,,,,,,,,,,,
Nitzschia reinholdii,,True,,,,,,,,,,,,,,,,,,
Nitzschia rolandii,,True,,,,,,,,,,,,,,,,,,
Nitzschia sicula,,True,,,,,,,,,,,,,,,,,,
Odontella aurita,,True,,,,,,,,,,,,,,,,,,
Paralia clavigera,,True,,,,,,,,,,,,,,,,,,
Paralia sulcata,387015,True,Paralia sulcata,species,387015,Paralia sulcata,71263,Paralia,427318,Paraliaceae,432613,Ochrophyta,,,426789,Paraliales,69587,Bacillariophyceae,28595,Life
Pinnularia borealis,,True,,,,,,,,,,,,,,,,,,
Planktoniella sol,,True,,,,,,,,,,,,,,,,,,
Porosira glacialis,,True,,,,,,,,,,,,,,,,,,
Porosira pseudodenticulata,,True,,,,,,,,,,,,,,,,,,
Proboscia cretacea,,True,,,,,,,,,,,,,,,,,,
Proboscia barboi,,True,,,,,,,,,,,,,,,,,,
Proboscia curvirostris,,True,,,,,,,,,,,,,,,,,,
Proboscia inermis,,True,,,,,,,,,,,,,,,,,,
Proboscia interposita,,True,,,,,,,,,,,,,,,,,,
Proboscia praebarboi,,True,,,,,,,,,,,,,,,,,,
Pseudodimerogramma elegans,,True,,,,,,,,,,,,,,,,,,
Pseudopyxilla americana,387101,True,Pseudopyxilla americana,species,387101,Pseudopyxilla americana,71219,Pseudopyxilla,,,432613,Ochrophyta,,,,,69587,Bacillariophyceae,28595,Life
Pseudosolenia calcar-avis,,True,,,,,,,,,,,,,,,,,,
Pseudotriceratium cinnamomeum,,True,,,,,,,,,,,,,,,,,,
Pseudotriceratium radiosoreticulatum,,True,,,,,,,,,,,,,,,,,,
Pyxilla reticulata,,True,,,,,,,,,,,,,,,,,,
Radialiplicata clavigera,,True,,,,,,,,,,,,,,,,,,
Raphidodiscus marylandicus,,True,,,,,,,,,,,,,,,,,,
Rhaphoneis amphiceros,387105,True,Rhaphoneis amphiceros,species,387105,Rhaphoneis amphiceros,82171,Rhaphoneis,433369,Rhaphoneidaceae,432613,Ochrophyta,,,426791,Rhaphoneidales,69587,Bacillariophyceae,28595,Life
Rhaphoneis elegans,,True,,,,,,,,,,,,,,,,,,
Rhaphoneis fossile,,True,,,,,,,,,,,,,,,,,,
Rhaphoneis miocenica,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia alata,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia antarctica,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia antennata,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia barboi,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia bergonii,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia costata,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia curvirostris,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia fidicularis,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia harwoodii,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia hebetata,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia imbricata,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia matuyamai,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia minima,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia oligocaenica,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia praebergonii,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia setigera,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia simplex,,True,,,,,,,,,,,,,,,,,,
Rhizosolenia stilyformis,,True,,,,,,,,,,,,,,,,,,
Rhopalodia gibberula,,True,,,,,,,,,,,,,,,,,,
Rocella gelida,,True,,,,,,,,,,,,,,,,,,
Rocella praenitida,,True,,,,,,,,,,,,,,,,,,
Roperia tesselata,,True,,,,,,,,,,,,,,,,,,
Roperia elongata,,True,,,,,,,,,,,,,,,,,,
Rossiella paleaceae,,True,,,,,,,,,,,,,,,,,,
Rossiella praepaleacea,,True,,,,,,,,,,,,,,,,,,
Rossiella tatsunokuchiensis,,True,,,,,,,,,,,,,,,,,,
Rouxia antarctica,,True,,,,,,,,,,,,,,,,,,
Rouxia californica,,True,,,,,,,,,,,,,,,,,,
Rouxia diploneides,,True,,,,,,,,,,,,,,,,,,
Rouxia heteropolara,,True,,,,,,,,,,,,,,,,,,
Rouxia isopolica,,True,,,,,,,,,,,,,,,,,,
