pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,genus species name,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,species_taxon_id,species_taxon_name,tmp_genus_taxon_id,tmp_genus_taxon_name
1408,Euuvigerina,genus,Euuvigerina miozea,,,,,,,288974,Foraminifera,212476,Rhizaria,,,,
1408,Euuvigerina,genus,Euuvigerina rodleyi,,,,,,,288974,Foraminifera,212476,Rhizaria,,,,
1952,Nodosaria,genus,,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,,,,
1107,Cibicides,genus,,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
1017,Brizalina,genus,,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
1053,Candeina,genus,Candeina nitida,422277,Candeinidae,,,,,288974,Foraminifera,212476,Rhizaria,422278,Candeina nitida,1053,Candeina
1264,Dentoglobigerina,genus,Dentoglobigerina altispira,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,402661,Dentoglobigerina altispira,1264,Dentoglobigerina
1264,Dentoglobigerina,genus,Dentoglobigerina baroemoenensis,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,422289,Dentoglobigerina baroemoenensis,1264,Dentoglobigerina
1498,Globigerina,genus,Globigerina bulloides,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,113301,Globigerina bulloides,1498,Globigerina
1498,Globigerina,genus,Globigerina falconensis,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,388387,Globigerina falconensis,1498,Globigerina
1498,Globigerina,genus,Globigerina rubescens,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,422320,Globigerina rubescens,1529,Globoturborotalita
1501,Globigerinella,genus,Globigerinella calida,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,422302,Globigerinella calida,1501,Globigerinella
1501,Globigerinella,genus,Globigerinella siphonifera,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,422304,Globigerinella siphonifera,1501,Globigerinella
1503,Globigerinita,genus,Globigerinita glutinata,422373,Globigerinitidae,,,,,288974,Foraminifera,212476,Rhizaria,422375,Globigerinita glutinata,1503,Globigerinita
1504,Globigerinoides,genus,Globigerinoides bulloideus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,422308,Globigerinoides bulloideus,1504,Globigerinoides
1504,Globigerinoides,genus,Globigerinoides conglobatus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,388409,Globigerinoides conglobatus,1504,Globigerinoides
1504,Globigerinoides,genus,Globigerinoides extremus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,388397,Globigerinoides extremus,1504,Globigerinoides
1504,Globigerinoides,genus,Globigerinoides fistulosus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
1504,Globigerinoides,genus,Globigerinoides immaturus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
1504,Globigerinoides,genus,Globigerinoides obliquus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,388395,Globigerinoides obliquus,1504,Globigerinoides
1504,Globigerinoides,genus,Globigerinoides pyramidalis,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
1504,Globigerinoides,genus,Globigerinoides ruber,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,388393,Globigerinoides ruber,1504,Globigerinoides
1504,Globigerinoides,genus,Globigerinoides ruber,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,388393,Globigerinoides ruber,1504,Globigerinoides
1504,Globigerinoides,genus,Globigerinoides sacculifer,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,388389,Globigerinoides sacculifer,422361,Trilobatus
1504,Globigerinoides,genus,Globigerinoides sacculifer,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,388389,Globigerinoides sacculifer,422361,Trilobatus
1504,Globigerinoides,genus,Globigerinoides subquadratus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,422311,Globigerinoides subquadratus,1504,Globigerinoides
1504,Globigerinoides,genus,Globigerinoides trilobus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,82229,Globigerinoides trilobus,1504,Globigerinoides
103797,Globoconella,genus,Globoconella inflata,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,422400,Globoconella inflata,103797,Globoconella
1521,Globorotalia,genus,Globorotalia crassaformis,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,422430,Globorotalia (Truncorotalia) crassaformis,1521,Globorotalia
1521,Globorotalia,genus,Globorotalia flexuosa,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
1521,Globorotalia,genus,Globorotalia humerosa,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,402487,Globorotalia humerosa,1917,Neogloboquadrina
1521,Globorotalia,genus,Globorotalia limbata,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,422439,Globorotalia (Menardella) limbata,1521,Globorotalia
1521,Globorotalia,genus,Globorotalia margaritae,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,422441,Globorotalia (Hirsutella) margaritae,1521,Globorotalia
1521,Globorotalia,genus,Globorotalia menardii,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,422442,Globorotalia (Menardella) menardii,1521,Globorotalia
1521,Globorotalia,genus,Globorotalia multicamerata,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
1521,Globorotalia,genus,Globorotalia pertenuis,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
1521,Globorotalia,genus,Globorotalia plesiotumida,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,422449,Globorotalia plesiotumida,1521,Globorotalia
1521,Globorotalia,genus,Globorotalia tosaensis,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,422459,Globorotalia (Truncorotalia) tosaensis,1521,Globorotalia
1521,Globorotalia,genus,Globorotalia truncatulinoides,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,248431,Globorotalia truncatulinoides,1521,Globorotalia
1521,Globorotalia,genus,Globorotalia tumida,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,422447,Globorotalia tumida,1521,Globorotalia
1521,Globorotalia,genus,Globorotalia ungulata,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,422463,Globorotalia ungulata,1521,Globorotalia
1529,Globoturborotalita,genus,Globoturborotalita apertura,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,422322,Globoturborotalita apertura,1529,Globoturborotalita
1529,Globoturborotalita,genus,Globoturborotalita woodi,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,422345,Globoturborotalita woodi,1529,Globoturborotalita
1917,Neogloboquadrina,genus,Neogloboquadrina acostaensis,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,402484,Neogloboquadrina acostaensis,1917,Neogloboquadrina
1917,Neogloboquadrina,genus,Neogloboquadrina dutertrei,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,402486,Neogloboquadrina dutertrei,1917,Neogloboquadrina
1917,Neogloboquadrina,genus,Neogloboquadrina incompta,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,422469,Neogloboquadrina incompta,1917,Neogloboquadrina
1917,Neogloboquadrina,genus,Neogloboquadrina pachyderma,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,422473,Neogloboquadrina pachyderma,1917,Neogloboquadrina
2002,Orbulina,genus,Orbulina bilobata,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,,,,
2002,Orbulina,genus,Orbulina universa,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,113298,Orbulina universa,2002,Orbulina
2325,Pulleniatina,genus,Pulleniatina obliquiloculata,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,402446,Pulleniatina obliquiloculata,2325,Pulleniatina
2325,Pulleniatina,genus,Pulleniatina primalis,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,402448,Pulleniatina primalis,2325,Pulleniatina
2569,Sphaeroidinellopsis,genus,Sphaeroidinellopsis kochi,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,402469,Sphaeroidinellopsis kochi,2569,Sphaeroidinellopsis
2569,Sphaeroidinellopsis,genus,Sphaeroidinellopsis seminulina,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria,382624,Sphaeroidinellopsis seminulina,2569,Sphaeroidinellopsis
