leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
87,582,,1,1,0.0,150.0,0.00,0.00,1.50,COUL, MUD,,,,,,,, SOFT, 33213000,25aaa61143655a234a36feb6e619ab4a
87,582,,1,2,0.0,150.0,0.00,1.50,3.00,COUL, MUD,,,,,,,, SOFT, 00000000,265ce953801a9756b7ae5e9c0854bb64
87,582,,1,3,0.0,145.0,0.00,3.00,4.45,COUL, MUD,,,,,,,, SOFT, 00000000,2b226f05028f26e61a06f36fe7d0f138
87,582,,1,4,0.0,150.0,0.00,4.50,6.00,COUL, MUD,,,,,,,, SOFT, 00000000,e5174e72fb2c1678d07ee5c832f130df
87,582,,1,5,0.0,150.0,0.00,6.00,7.50,COUL, MUD,,,,,,,, SOFT, 00000000,f8e2cd552043501c509c7b2df6251936
87,582,,1,6,0.0,150.0,0.00,7.50,9.00,COUL, MUD,,,,,,,, SOFT, 00000000,b648bbb758fe2030f23208de30f094d7
87,582,,1,CC,0.0,13.0,0.00,9.10,9.13,COUL, MUD,,,,,,,, SOFT, 00000000,a4aaf846bbe76b19f168aa2dd43715e3
87,582,,3,1,25.0,135.0,19.40,19.65,20.75,COUL, MUD,,,,,,,, SOFT, 00000000,4ac264ca9e61d78987eab2384763f325
87,582,,3,2,0.0,150.0,19.40,20.90,22.40,COUL, MUD,,,,,,,, SOFT, 00000000,6629125f3ba4857fd6785972c0a0c588
87,582,,3,3,0.0,150.0,19.40,22.40,23.90,CHAR, MUD,,,,,,,, SOFT, 00000000,c2d430d7f4e7f7af6d099043eb5568de
87,582,,3,4,0.0,150.0,19.40,23.90,25.40,CHAR, MUD,,,,,,,, SOFT, 00000000,5ab0e785b94fee6206243d8fd55fa6b8
87,582,,3,5,0.0,120.0,19.40,25.40,26.60,CHAR, MUD,,,,,,,, SOFT, 00000000,24aedba3473836e49078001eda354278
87,582,,3,6,0.0,150.0,19.40,26.90,28.40,CHAR, MUD,,,,,,,, SOFT, 00000000,7090198994d89edb2b9e4b213bcc9180
87,582,,3,7,0.0,10.0,19.40,28.40,28.50,CHAR, MUD,,,,,,,, SOFT, 00000000,35c3d44d1ef1025bf9b03f6fe9c8b6bf
87,582,,3,CC,0.0,10.0,19.40,28.62,28.62,CHAR, MUD,,,,,,,, SOFT, 00000000,7854e95c6a28bc35571889f977136c8a
