Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
115, 716,B,Initial Reports          ,       5.450,    0.270000,FO Emiliania huxleyi
,,,,,,
115, 716,B,Initial Reports          ,      13.950,    0.460000,LO Pseudoemiliania lacunosa
,,,,,,
115, 716,B,Initial Reports          ,      61.050,    1.600000,FO Gephyrocapsa oceanica
,,,,,,
115, 716,B,Initial Reports          ,      66.550,    1.890000,LO Discoaster brouweri
,,,,,,
115, 716,B,Initial Reports          ,      76.250,    2.350000,LO Discoaster pentaradiatus
,,,,,,
115, 716,B,Initial Reports          ,     105.150,    3.560000,LO Reticulofenestra pseudoumbilica
,,,,,,
115, 716,B,Initial Reports          ,     163.100,    4.600000,FO Ceratolithus rugosus
,,,,,,
115, 716,B,Initial Reports          ,     264.400,    6.500000,FO Amaurolithus primus
,,,,,,
