leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
19,184,B,1,1,95.0,145.0,669.00,669.95,670.45,, SHALE, 5Y3/2-OLIVE-GREY, FINELY LAMINATED SILTST ONE,,,,,,, 33233000
19,184,B,1,1,145.0,150.0,669.00,670.45,670.50,, FINE GRAINED SAND, 10YR2/2-DUSKY YELLOWISH BROWN, FINE GRAINED,,,,,,, 33214000
19,184,B,1,2,0.0,147.0,669.00,670.50,671.97,, SANDY SHALE AND SILTSTONE, 5Y3/2-OLIVE-GREY," GRA DED BEDS AT 60CM AND 99CM,LAMINATED SILTSTONE",,," QUAR TZ,RED AND GREEN CHERTS",,,, 33235000
19,184,B,1,2,147.0,150.0,669.00,671.97,672.00,, CALCAREOUS FINE GRAINED SAND, 10YR2/2-DUSKY YELLO W-BROWN, FINE GRAINED,,,,,,, 33235000
19,184,B,2,1,41.0,85.0,707.00,707.41,707.85,, SILTSTONE, 5Y3/2-DARK OLIVE-GREY,,,,,,,, 33214000
19,184,B,2,1,85.0,90.0,707.00,707.85,707.90,," LITHIFIED ASH,TUFF", 5Y2/1-BLACK,,,, PYRITE,,, LITHIF IED, 33235000
19,184,B,2,1,90.0,150.0,707.00,707.90,708.50,, SILTSTONE, 5Y3/2-DARK OLIVE-GREY,,,, GLASS?,,,, 33113000
19,184,B,3,1,65.0,150.0,744.00,744.65,745.50,," SILT BEARING CLAYSTONE,SHALE", 5Y3/2-DARK OLIVE-GR EY AND 5Y2/2-BLACK,,,,, SCATTERED FORAMS,,, 33235000
19,184,B,4,1,40.0,70.0,781.00,781.40,781.70,, CLAYEY SILT, 5Y3/2-OLIVE-GREY, EXCELLENT WORM BURROW 1CM DIAMETER AT 62CM,,, FELDSPAR,,,, 33231000
19,184,B,4,1,70.0,92.0,781.00,781.70,781.92,, SAND, 5Y3/2-OLIVE-GREY," COARSE SAND FROM 70CM TO 76CM,GRADED SAND FROM 76CM TO 92CM GRIT SIZED GRAINS AT BASE,BASE SLATE? CASTED",,,,,,, 33215000.3450
19,184,B,4,1,92.0,150.0,781.00,781.92,782.50,, CLAYEY SILT, 5Y4/1-MEDIUM OLIVE-GREY,,,,,,,, 33215000
19,184,B,4,2,0.0,150.0,781.00,782.50,784.00,, CLAYEY SILTSTONE, 5Y3/2-DARK OLIVE-GREY GRADES TO 5Y2/2-BLACK, SAND PATCHES DUE TO WORM BORING? BETWE EN 105CM AND 115CM,,, AUTHIGENIC CALCITE AT 69CM,,,, 33235000.3450
19,184,B,5,1,137.0,150.0,819.00,820.37,820.50,, CLAYEY SILTSTONE, 5Y3/2-DARK OLIVE-GREY,,,,,,,, 33235000.3450
19,184,B,5,2,0.0,150.0,819.00,820.50,822.00,, CLAYEY SILTSTONE, 5Y3/2-DARK OLIVE-GREY," SAND LAYER AT 95CM,SCATTERED WORM BURROWS THROUGHOUT SECT ION",,,,,,, 33235000.3450
19,184,B,5,3,0.0,150.0,819.00,822.00,823.50,, CLAYEY SILTSTONE, 5Y3/2-DARK OLIVE-GREY, NUMEROU S SCATTERED WORM BURROWS SOME ARE SAND FILLED NEAR 110CM,,,,,,, 33235000.3450
19,184,B,6,1,0.0,150.0,865.00,865.00,866.50,, CLAYEY SILTSTONE, 5Y3/2-VERY DARK GREY ALTERNATIN G DARKER AND LIGHTER," COLOUR LAYERING PARALLEL TO BEDDING PLANES,LIGHT LAYERS HAVE INTERNAL CHEVRON FOLDS IN ECHELON,WORM BURROWS PLANAR THROUGH THE DIA METER OF THE CORE,WORM BURROWS ALSO EXHIBIT BACKPACK ING,ORGANIC LAYER AT 92CM",,, PYRITE AT 75CM AND AT 10 5CM,,,, 33235000.3450
19,184,B,6,2,0.0,150.0,865.00,866.50,868.00,, CLAYER SILTSTONE, 5Y3/2-VERY DARK GREY,,,, PYRITE,,,, 33235000.3450
19,184,B,6,3,0.0,150.0,865.00,868.00,869.50,, CLAYEY SILTSTONE, 5Y3/2-VERY DARK GREY,,,,,,,, 33235000.3450
19,184,B,7,1,0.0,57.0,874.00,874.00,874.57,, CLAYEY SILTSTONE, 5Y3/2-DARK OLIVE-GREY, BURROWS,, WHITE NON CALCAREOUS FLECKS SCATTERED THROUGHOUT SECTION,,, MOTTLED COLOURATION,, 33235000.3450
19,184,B,7,1,57.0,61.0,874.00,874.57,874.61,, CLAYEY SILTSTONE, 10YR2/2-DUSKY YELLOWISH BROWN,,,,,,,, 33235000.3450
19,184,B,7,1,61.0,150.0,874.00,874.61,875.50,, CLAYEY SILTSTONE, 5Y3/2-DARK OLIVE-GREY, SAND LAYER AT 96CM,,,,,,, 33235000.3450
19,184,B,7,2,0.0,150.0,874.00,875.50,877.00,, CLAYEY SILT, 5Y3/2-OLIVE-GREY," FREQUENT BURROWS CAUSE MOTTLED APPEARANCE,SAND RICH LAYER BETWEEN 81C M AND 84CM",,,,,,, 33215000.3450
19,184,B,7,3,0.0,120.0,874.00,877.00,878.20,, CLAYEY SILTSTONE, 5Y3/2-OLIVE-GREY, SAND DEFORME D OR ERODED BASE (LOAD CAST OR FLUTE CAST) AT 30CM,,,,,,, 33235000.3450
19,184,B,7,3,120.0,150.0,874.00,878.20,878.50,,,,, VOID,,,,,, 33235000.3450
19,184,B,8,1,90.0,100.0,884.00,884.90,885.00,, CLAYEY SILTSTONE, 5Y3/2-DARK OLIVE-GREY,,,,,,,, 33235000.3450
19,184,B,8,1,100.0,101.0,884.00,885.00,885.01,, FELDSPAR RICH SAND, 5Y2/2-BLACK, GRADED?,,, FELDS PAR,,,, 33215000.3320
19,184,B,8,1,101.0,150.0,884.00,885.01,885.50,, CLAYEY SILTSTONE, 5Y3/2-DARK OLIVE-GREY,,,,,,,, 33235000.3450
19,184,B,8,2,0.0,150.0,884.00,885.50,887.00,, CLAYEY SILTSTONE, 5Y3/2-DARK OLIVE-GREY,,,,,,,, 33235000.3450
19,184,B,8,3,0.0,150.0,884.00,887.00,888.50,, CLAYEY SILTSTONE, 5Y3/2-DARK OLIVE-GREY," MOTTLED ,BURROWS SOME WITH COARSE SAND FILLINGS",,,,,,, 33235000.3450
19,184,B,8,4,0.0,150.0,884.00,888.50,890.00,, CLAYEY SILTSTONE, 5Y3/2-DARK OLIVE-GREY,,,,,,,, 33235000.3450
19,184,B,8,5,0.0,150.0,884.00,890.00,891.50,, CLAYEY SILTSTONE, 5Y3/2-DARK OLIVE-GREY,,,,,,,, 33235000.3450
19,184,B,9,1,120.0,150.0,893.00,894.20,894.50,, SILTY CLAYSTONE, 5Y4/2-OLIVE-GREY,, 5 TO 10CM BISCUITS,,,,, LITHIFIED, 33213000.3320
19,184,B,9,2,0.0,150.0,893.00,894.50,896.00,, SILTY CLAYSTONE, -DARK OLIVE-GREY, MOTTLED WITH WORM BURROWS, 5 TO 20CM BISCUITS,, MARKASITE, WHIT E TUBE LIKE FOSSILS (5MM),, VERY FIRM, 00000000
19,184,B,9,3,0.0,150.0,893.00,896.00,897.50,, CLAYEY SILTIC 5Y3/2-OLIVE GREY,, MOTTLED AND BURRO WED,, CALCITE CEMENTED SAND LAYER AT 82CM (4CM), CA LCITE,,, HARD, 33235000.3450
