Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
125, 782,A,Post Moratorium          ,     154.510,    5.500000,LO Discoaster quinqueramus
,,,,,,
125, 782,A,Post Moratorium          ,     154.520,    5.600000,LO Discoaster berggrenii
,,,,,,
125, 782,A,Post Moratorium          ,     182.850,    6.500000,FO  Amaurolithus primus
,,,,,,
125, 782,A,Post Moratorium          ,     231.370,    8.200000,FO Discoaster berggrenii
,,,,,,
125, 782,A,Post Moratorium          ,     242.720,    8.200000,FO Discoaster quinqueramus
,,,,,,
125, 782,A,Post Moratorium          ,     245.720,    9.000000,LO Catinaster coalitus/LO C. calyculus
,,,,,,
125, 782,A,Post Moratorium          ,     248.720,   10.000000,FO Catinaster calyculus
,,,,,,
125, 782,A,Post Moratorium          ,     251.090,   10.300000,FO Catinaster coalitus
,,,,,,
125, 782,A,Post Moratorium          ,     253.490,   10.500000,LO Discoaster kugleri
,,,,,,
125, 782,A,Post Moratorium          ,     278.800,   13.100000,FO Discoaster kugleri
,,,,,,
125, 782,A,Post Moratorium          ,     312.610,   14.400000,LO Sphenolithus heteromorphus
,,,,,,
125, 782,A,Post Moratorium          ,     329.700,   17.100000,FO Sphenolithus heteromorphus
,,,,,,
125, 782,A,Post Moratorium          ,     330.040,   23.700001,LO Reticulofenestra bisecta
,,,,,,
125, 782,A,Post Moratorium          ,     331.850,   25.200001,LO Sphenolithus ciperoensis
,,,,,,
125, 782,A,Post Moratorium          ,     342.210,   28.200001,LO Sphenolithus predistentus/LO S. distentus
,,,,,,
125, 782,A,Post Moratorium          ,     361.180,   30.200001,FO Sphenolithus ciperoensis
,,,,,,
125, 782,A,Post Moratorium          ,     362.250,   33.000000,LO Isthmolithus recurvus
,,,,,,
125, 782,A,Post Moratorium          ,     363.480,   34.200001,FO Sphenolithus distentus
,,,,,,
125, 782,A,Post Moratorium          ,     370.500,   35.099998,LO Coccolithus formosus
,,,,,,
125, 782,A,Post Moratorium          ,     375.150,   36.700001,LO Discoaster saipanensis/LO D. barbadiensis
,,,,,,
125, 782,A,Post Moratorium          ,     375.160,   37.000000,LO Reticulofenestra reticulata
,,,,,,
125, 782,A,Post Moratorium          ,     382.810,   37.799999,FO Isthmolithus recurvus
,,,,,,
125, 782,A,Post Moratorium          ,     383.800,   39.799999,FO Chiasmolithus oamaruensis
,,,,,,
125, 782,A,Post Moratorium          ,     385.130,   40.000000,LO Chiasmolithus grandis/ C. expansus
,,,,,,
125, 782,A,Post Moratorium          ,     389.800,   42.299999,LO Chiasmolithus solitus
,,,,,,
125, 782,A,Post Moratorium          ,     390.520,   46.000000,FO Reticulofenestra umbilica
,,,,,,
