leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
79,547,B,UPPER ALBIAN,,724.5,772.5,,NO AGE GIVEN,,NO AGE GIVEN,  100,  104,  102,DSDP INITIAL REPORTS
79,547,B,MIDDLE ALBIAN,LOWER ALBIAN,772.5,772.9,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  104,  108,  106,DSDP INITIAL REPORTS
79,547,B,MIDDLE HAUTERIVIAN,VALANGINIAN,772.9,773.6,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  123,  131,  127,DSDP INITIAL REPORTS
79,547,B,LOWER BERRIASIAN,UPPER TITHONIAN,773.6,776.1,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  133,  138,135.5,DSDP INITIAL REPORTS
79,547,B,TITHONIAN,KIMMERIDGIAN,776.1,781.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  135,  143,  139,DSDP INITIAL REPORTS
79,547,B,KIMMERIDGIAN,,781.5,791.0,,NO AGE GIVEN,,NO AGE GIVEN,  138,  143,140.5,DSDP INITIAL REPORTS
79,547,B,OXFORDIAN,,791.0,803.5,,NO AGE GIVEN,,NO AGE GIVEN,  143,  149,  146,DSDP INITIAL REPORTS
79,547,B,LOWER OXFORDIAN,CALLOVIAN,803.5,810.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  147,  156,151.5,DSDP INITIAL REPORTS
79,547,B,LOWER TOARCIAN,LOWER PLIENSBACHIAN ,810.0,815.4,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  176,  183,179.5,DSDP INITIAL REPORTS
79,547,B,LOWER PLIENSBACHIAN ,,819.0,837.0,,NO AGE GIVEN,,NO AGE GIVEN,  181,  183,  182,DSDP INITIAL REPORTS
79,547,B,UPPER PLIENSBACHIAN ,,837.0,846.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  178,  180,  179,DSDP INITIAL REPORTS
79,547,B,LOWER PLIENSBACHIAN ,,846.0,855.0,,NO AGE GIVEN,,NO AGE GIVEN,  181,  183,  182,DSDP INITIAL REPORTS
79,547,B,UPPER PLIENSBACHIAN ,,855.0,864.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  178,  180,  179,DSDP INITIAL REPORTS
79,547,B,LOWER PLIENSBACHIAN ,,864.0,873.0,,NO AGE GIVEN,,NO AGE GIVEN,  181,  183,  182,DSDP INITIAL REPORTS
79,547,B,UPPER PLIENSBACHIAN ,UPPER SINEMURIAN,873.0,882.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  178,  185,181.5,DSDP INITIAL REPORTS
79,547,B,UPPER SINEMURIAN,,882.0,891.0,,NO AGE GIVEN,,NO AGE GIVEN,  183,  185,  184,DSDP INITIAL REPORTS
79,547,B,LOWER PLIENSBACHIAN ,UPPER SINEMURIAN,891.0,895.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  181,  185,  183,DSDP INITIAL REPORTS
79,547,B,SINEMURIAN,,895.5,905.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  192,  193,192.5,DSDP INITIAL REPORTS
79,547,B,UPPER SINEMURIAN,,905.0,914.5,,NO AGE GIVEN,,NO AGE GIVEN,  183,  185,  184,DSDP INITIAL REPORTS
79,547,B,SINEMURIAN,,914.5,923.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  192,  193,192.5,DSDP INITIAL REPORTS
79,547,B,SINEMURIAN,HETTANGIAN,923.5,932.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  192,  193,192.5,DSDP INITIAL REPORTS
79,547,B,HETTANGIAN,RHAETIAN,932.5,1030.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  192,  193,192.5,DSDP INITIAL REPORTS
