Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Neogloboquadrina pachyderma (sinistral)	Neogloboquadrina pachyderma (dextral)	Globorotalia crassula	Globigerina aff. bulloides	Globorotalia scitula	Globigerina bulloides	Globorotalia crassaformis	Globigerina quinqueloba	Globorotalia cf. Gr. sphericomiozea	Globorotalia puncticulata	Orbulina universa	Globorotalia inflata	Globigerinita glutinata	Neogloboquadrina dutertrei	Globorotalia margaritae	Truncorotalia truncatulinoides	Globoconella cf. inflata	Globigerinoides ruber	Globigerina apertura	Globorotalia hexagonus	Comment
  SR	                 	                 	G. inflata        	              	141	 860	B	 34	X	CC	  29.00	    285.7100	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	R                                    	                     	                          	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 35	X	 1	  49.00	    290.8900	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	                                     	                     	                          	                    	                     	R                        	                       	                                   	                         	                 	                    	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 35	X	CC	  12.00	    291.9700	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	R                    	                          	                    	R                    	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 36	X	 1	  42.00	    300.5200	Spiegler 	Planktonic Foraminifers                      	               	M                 	                                       	R                                    	                     	R                         	                    	                     	                         	                       	                                   	                         	R                	F                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 36	X	 3	  41.00	    303.5100	Spiegler 	Planktonic Foraminifers                      	               	P                 	                                       	R                                    	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 36	X	 4	  26.00	    304.3600	Spiegler 	Planktonic Foraminifers                      	               	P                 	                                       	                                     	                     	                          	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 37	X	 4	  39.00	    314.6900	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	R                                    	                     	R                         	                    	R                    	R                        	                       	                                   	                         	                 	R                   	R                      	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 37	X	CC	   9.00	    314.8700	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	R                    	R                        	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 38	X	CC	   7.00	    322.3800	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	R                        	                       	                                   	                         	R                	R                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 39	X	 2	  80.00	    331.0000	Spiegler 	Planktonic Foraminifers                      	               	M                 	                                       	                                     	                     	                          	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 39	X	CC	  32.00	    331.4900	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	R                    	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 40	X	CC	  37.00	    338.7700	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 41	X	 2	  68.00	    350.1800	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 41	X	 3	 130.00	    352.3000	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 41	X	 5	  70.00	    354.7000	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	                     	R                         	R                   	                     	R                        	                       	                                   	                         	                 	                    	R                      	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 41	X	 6	 143.00	    356.9300	Spiegler 	Planktonic Foraminifers                      	               	P                 	F                                      	                                     	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 43	X	 1	  44.00	    359.6400	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 44	X	CC	  14.00	    367.4400	Spiegler 	Planktonic Foraminifers                      	               	P                 	F                                      	                                     	                     	R                         	                    	                     	R                        	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 47	X	CC	  16.00	    396.4600	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 47	X	CC	  55.00	    396.8500	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	R                    	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 48	X	 1	 129.00	    407.2900	Spiegler 	Planktonic Foraminifers                      	               	P                 	                                       	                                     	                     	                          	                    	                     	                         	R                      	                                   	                         	                 	                    	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 48	X	 3	 130.00	    409.3400	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	R                         	                    	                     	R                        	                       	                                   	                         	                 	                    	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 48	X	 5	  27.00	    411.3100	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 48	X	CC	  36.00	    411.9200	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 49	X	 1	  68.00	    416.3800	Spiegler 	Planktonic Foraminifers                      	               	P                 	F                                      	R                                    	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 49	X	CC	  32.00	    416.7600	Spiegler 	Planktonic Foraminifers                      	               	P                 	C                                      	                                     	                     	R                         	                    	                     	R                        	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 50	X	 2	   2.00	    426.8200	Spiegler 	Planktonic Foraminifers                      	               	P                 	F                                      	R                                    	R                    	                          	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 51	X	 2	   7.00	    436.3700	Spiegler 	Planktonic Foraminifers                      	               	M                 	C                                      	                                     	                     	R                         	                    	                     	R                        	R                      	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 51	X	CC	  37.00	    439.0800	Spiegler 	Planktonic Foraminifers                      	               	M                 	C                                      	                                     	                     	R                         	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 52	X	CC	  32.00	    444.7200	Spiegler 	Planktonic Foraminifers                      	               	P                 	F                                      	R                                    	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 53	X	 1	  14.00	    449.2400	Spiegler 	Planktonic Foraminifers                      	               	G                 	A                                      	                                     	R                    	R                         	                    	                     	F                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 53	X	 2	  60.00	    451.2000	Spiegler 	Planktonic Foraminifers                      	               	G                 	F                                      	R                                    	                     	R                         	                    	                     	R                        	                       	                                   	                         	                 	R                   	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 53	X	CC	  27.00	    452.1900	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 54	X	CC	  12.00	    453.8200	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	R                    	                          	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 56	X	CC	  28.00	    473.6800	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	R                                    	                     	R                         	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	R                         	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 58	X	CC	  34.00	    497.0600	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	                     	R                         	                    	                     	R                        	                       	                                   	                         	                 	                    	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 60	X	 1	  40.00	    512.4000	Spiegler 	Planktonic Foraminifers                      	               	G                 	F                                      	                                     	                     	R                         	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 60	X	 3	  40.00	    514.8000	Spiegler 	Planktonic Foraminifers                      	               	G                 	F                                      	                                     	                     	R                         	                    	                     	                         	                       	                                   	                         	                 	                    	R                      	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 60	X	 4	  40.00	    516.3000	Spiegler 	Planktonic Foraminifers                      	               	G                 	C                                      	                                     	                     	R                         	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 60	X	CC	  38.00	    516.9500	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 61	X	 2	  57.00	    523.7700	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 61	X	 4	  35.00	    526.5500	Spiegler 	Planktonic Foraminifers                      	               	M                 	C                                      	                                     	                     	R                         	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 61	X	 6	  34.00	    529.5400	Spiegler 	Planktonic Foraminifers                      	               	M                 	C                                      	R                                    	                     	R                         	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 61	X	CC	  27.00	    531.4200	Spiegler 	Planktonic Foraminifers                      	               	P                 	                                       	                                     	                     	                          	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. inflata        	              	141	 860	B	 62	X	 2	   9.00	    532.4900	Spiegler 	Planktonic Foraminifers                      	               	P                 	C                                      	                                     	                     	                          	                    	                     	R                        	                       	                                   	                         	                 	R                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. crassiformis   	              	141	 860	B	 62	X	 3	 114.00	    535.0400	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	                     	                          	                    	                     	R                        	                       	                                   	                         	R                	R                   	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. crassiformis   	              	141	 860	B	 62	X	CC	  18.00	    536.2800	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	R                                    	                     	                          	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. crassiformis   	              	141	 860	B	 63	X	CC	  13.00	    540.6300	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. crassiformis   	              	141	 860	B	 64	X	 4	  73.00	    553.9300	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	                                     	                     	R                         	                    	                     	R                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. crassiformis   	              	141	 860	B	 65	X	CC	  21.00	    560.1100	Spiegler 	Planktonic Foraminifers                      	               	M                 	R                                      	                                     	                     	                          	                    	                     	F                        	                       	R                                  	R                        	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. crassiformis   	              	141	 860	B	 66	X	 1	  78.00	    570.2800	Spiegler 	Planktonic Foraminifers                      	               	G                 	                                       	                                     	                     	                          	                    	                     	F                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. crassiformis   	              	141	 860	B	 66	X	CC	  12.00	    572.1200	Spiegler 	Planktonic Foraminifers                      	               	M                 	F                                      	R                                    	                     	R                         	                    	                     	F                        	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. crassiformis   	              	141	 860	B	 66	X	CC	  36.00	    572.3600	Spiegler 	Planktonic Foraminifers                      	               	M                 	                                       	                                     	                     	                          	                    	                     	                         	                       	R                                  	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. crassiformis   	              	141	 860	B	 67	X	 2	  59.00	    581.2900	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	R                                    	                     	                          	                    	                     	R                        	R                      	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. crassiformis   	              	141	 860	B	 67	X	 3	   7.00	    582.2700	Spiegler 	Planktonic Foraminifers                      	               	P                 	                                       	                                     	                     	                          	R                   	R                    	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	different colors; from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. crassiformis   	              	141	 860	B	 67	X	CC	  41.00	    584.6000	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. crassiformis   	              	141	 860	B	 69	X	CC	  42.00	    598.8200	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	R                                    	R                    	R                         	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

  SR	                 	                 	G. crassiformis   	              	141	 860	B	 70	X	CC	  29.00	    608.4900	Spiegler 	Planktonic Foraminifers                      	               	P                 	R                                      	                                     	                     	                          	                    	                     	                         	                       	                                   	                         	                 	                    	                       	                          	                       	                              	                        	                     	                    	                      	from Leg 141 SR; Chapter 14; Table 4; pp. 200-201

