leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
87,583,F,6,1,0.0,135.0,198.70,198.70,200.05,AJS, SILTY MUD,,,,,,,, FIRM, 00000000
87,583,F,6,2,0.0,135.0,198.70,200.20,201.55,AJS, SANDY MUD,,,,,,,, FIRM, 00000000
87,583,F,6,3,0.0,28.0,198.70,201.70,201.98,AJS, MUD,,,,,,,, FIRM, 00000000
87,583,F,6,CC,0.0,20.0,198.70,202.08,202.18,AJS, MUD,,,,,,,, FIRM, 00000000
87,583,F,7,CC,0.0,30.0,208.20,208.30,208.50,AJS, SILTY MUD,,,,,,,, FIRM, 00000000
87,583,F,8,1,0.0,39.0,217.70,217.70,218.09,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,11,1,0.0,150.0,246.60,246.60,248.10,JC," MUD,SAND",,,,,,,, FIRM, 00000000
87,583,F,12,1,0.0,140.0,256.30,256.30,257.70,JC," MUD,SILT",,,,,,,, FIRM, 00000000
87,583,F,12,2,0.0,132.0,256.30,257.80,259.12,JC," TURBIDITE,MUD",,,,,,,, FIRM, 00000000
87,583,F,12,3,0.0,51.0,256.30,259.30,259.81,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,12,CC,0.0,16.0,256.30,259.93,259.99,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,13,1,0.0,57.0,266.00,266.00,266.57,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,13,CC,0.0,12.0,266.00,266.67,266.69,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,14,1,0.0,135.0,275.70,275.70,277.05,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,14,2,0.0,139.0,275.70,277.20,278.59,JC," MUD,SILT",,,,,,,, FIRM, 00000000
87,583,F,14,CC,0.0,15.0,275.70,278.69,278.74,JC, CLAY,,,,,,,, FIRM, 00000000
87,583,F,15,1,0.0,89.0,285.40,285.40,286.29,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,15,CC,0.0,15.0,285.40,286.39,286.44,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,16,1,0.0,110.0,295.00,295.00,296.10,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,16,2,0.0,48.0,295.00,296.50,296.98,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,16,CC,0.0,20.0,295.00,297.09,297.19,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,17,1,0.0,132.0,304.60,304.60,305.92,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,17,2,0.0,85.0,304.60,306.10,306.95,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,17,CC,0.0,10.0,304.60,307.05,307.05,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,18,1,0.0,144.0,314.20,314.20,315.64,JC," MUD,TURBIDITE",,,,,,,, FIRM, 00000000
87,583,F,18,2,0.0,144.0,314.20,315.70,317.14,JC," MUD,TURBIDITE",,,,,,,, FIRM, 00000000
87,583,F,18,3,0.0,135.0,314.20,317.20,318.55,JC," MUD,TURBIDITE",,,,,,,, FIRM, 00000000
87,583,F,18,4,0.0,10.0,314.20,318.70,318.80,JC," MUD,TURBIDITE",,,,,,,, FIRM, 00000000
87,583,F,18,CC,0.0,15.0,314.20,318.90,318.95,JC, MUD,,,,,,,, FIRM, 00000000
87,583,F,20,1,0.0,135.0,333.60,333.60,334.95,JC," MUD,SAND",,,,,,,, FIRM, 00000000
87,583,F,20,2,0.0,101.0,333.60,335.10,336.11,JC, SILTY MUD,,,,,,,, FIRM, 00000000
87,583,F,20,CC,0.0,10.0,333.60,336.35,336.35,JC, CLAYEY MUD,,,,,,,, SOFT, 00000000
87,583,F,21,CC,0.0,12.0,343.30,343.40,343.42,JC, MUD,,,,,,,, SOFT, 00000000
87,583,F,22,1,0.0,150.0,352.90,352.90,354.40,JC," MUD,TURBIDITE",,,,,,,, FIRM, 00000000
87,583,F,22,2,0.0,60.0,352.90,354.40,355.00,JC," MUD,TURBIDITE",,,,,,,, FIRM, 00000000
87,583,F,22,CC,0.0,15.0,352.90,355.10,355.15,JC," MUD,SILTY MUD",,,,,,,, FIRM, 00000000
87,583,F,23,CC,0.0,12.0,362.50,362.60,362.62,COUL, MUD,,,,,,,, FIRM, 00000000
87,583,F,24,1,0.0,150.0,372.10,372.10,373.60,COUL, MUD,,,,,,,, FIRM, 00000000
87,583,F,24,2,0.0,150.0,372.10,373.60,375.10,COUL, MUD,,,,,,,, FIRM, 00000000
87,583,F,24,3,0.0,135.0,372.10,375.10,376.45,COUL," MUD,TURBIDITE,MUDSTONE",,,,,,,," FIRM,HARD", 00000000
87,583,F,24,4,0.0,110.0,372.10,376.60,377.70,JC," MUDSTONE,SILTSTONE",,,,,,,, HARD, 00000000
87,583,F,24,5,0.0,39.0,372.10,378.10,378.49,JC," MUD,TURBIDITE",,,,,,,, FIRM, 00000000
87,583,F,24,CC,0.0,16.0,372.10,378.59,378.65,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,F,25,1,0.0,150.0,381.80,381.80,383.30,CLS, MUD,,,,,,,, FIRM, 00000000
87,583,F,25,2,0.0,31.0,381.80,383.30,383.61,CLS, MUD,,,,,,,, FIRM, 00000000
87,583,F,25,CC,0.0,15.0,381.80,383.73,383.78,CLS, MUD,,,,,,,, FIRM, 00000000
87,583,F,26,1,0.0,150.0,391.50,391.50,393.00,CLS," SAND,MUD",,,,,,,, FIRM, 00000000
87,583,F,26,2,0.0,150.0,391.50,393.00,394.50,CLS, MUD,,,,,,,, FIRM, 33213000
87,583,F,26,3,0.0,150.0,391.50,394.50,396.00,CLS, MUD,,,,,,,, FIRM, 33213000
87,583,F,26,4,0.0,29.0,391.50,396.00,396.29,CLS, MUD,,,,,,,, FIRM, 33213000
87,583,F,26,CC,0.0,10.0,391.50,396.39,396.39,CLS, SILTY MUD,,,,,,,, FIRM, 33213000
87,583,F,27,1,0.0,120.0,401.20,401.20,402.40,CLS, SILTY CLAY,,,,,,,, FIRM, 33213000
87,583,F,27,2,0.0,115.0,401.20,402.70,403.85,CLS, MUD,,,,,,,, FIRM, 33213000
87,583,F,27,CC,0.0,15.0,401.20,403.95,404.00,CLS, MUD,,,,,,,, FIRM, 33213000
87,583,F,28,1,0.0,76.0,410.80,410.80,411.56,CLS, CLAY,,,,,,,, FIRM, 00000000
87,583,F,28,CC,0.0,15.0,410.80,411.67,411.72,CLS," CLAY,MUD",,,,,,,, FIRM, 33213000
87,583,F,29,1,0.0,135.0,420.40,420.40,421.75,JC," MUD,SILT",,,,,,,, FIRM, 33213000
87,583,F,29,2,0.0,69.0,420.40,421.90,422.59,JC," MUD,MUDSTONE",,,,,,,," FIRM,HARD", 00000000
87,583,F,29,CC,0.0,10.0,420.40,422.69,422.69,JC, MUD,,,,,,,, FIRM, 33213000
87,583,F,H1,1,0.0,110.0,0.00,0.00,1.10,JC," MUD,SAND",,,,,,,, SOFT, 33213000
87,583,F,H1,2,0.0,100.0,0.00,1.50,2.50,JC," MUD,SAND",,,,,,,, SOFT, 00000000
87,583,F,H1,3,0.0,96.0,0.00,3.00,3.96,JC," MUD,SAND",,,,,,,, FIRM, 00000000
