Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thoracosphaera wombatensis	Thoracosphaera sp.	Thoracosphaera geometrica	Prinsiosphaera triassica	Eoconusphaera zlambachensis	Crucirhabdus primulus	Crucirhabdus minutus	Archaeozygodiscus koessenensis	Zygodiscus spiralis	Zygodiscus sp.	Zygodiscus sigmoides	Zeugrhabdotus embergeri	Watznaueria barnesae	Vagalapilla aachena	Tranolithus minimus	Thoracosphaera spp.	Prinsius dimorphosus	Prediscosphaera stoveri	Prediscosphaera spinosa	Prediscosphaera grandis	Prediscosphaera cretacea	Prediscosphaera arkhangelskyi	Nephrolithus frequens miniporus	Nephrolithus frequens	Neocrepidolithus spp.	Neocrepidolithus fossus	Neochiastozygus sp.	Micula murus	Micula decussata	Microrhabdulus decoratus	Markalius inversus	Markalius apertus	Manivitella pemmatoidea	Lucianorhabdus cayeuxii	Lithraphidites quadratus	Lapideacassis sp.	Kamptnerius magnificus	Eiffellithus turriseiffelii	Cylindralithus spp.	Cyclagelosphaera reinhardtii/C. alta	Cruciplacolithus tenuis	Cruciplacolithus primus (small)	Cruciplacolithus primus (large)	Cribrosphaerella ehrenbergii	Cribrosphaerella daniae	Cretarhabdus surirellus	Cretarhabdus crenulatus	Cretarhabdus conicus	Corollithion rhombicus	Corollithion madagaskarensis	Corollithion exiguum	Coccolithus subpertusus	Coccolithus sp.	Coccolithus pelagicus/C. cavus	Chiastozygus? spp.	Chiastozygus sp. aff. C. interruptus	Chiastozygus amphipons	Chiasmolithus danicus	Braarudosphaera bigelowii	Biscutum sp. 2	Biscutum sp. 1	Biscutum castrorum	Bidiscus rotatorius	Biantholithus sparsus	Arkhangelskiella cymbiformis/A. specillata	Actinozygus regularis	Comment

  SR	Paleocene        	                 	CP1b              	              	122	 761	C	  3	R	 3	  40.00	    172.1200	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	0                  	0             	28                  	0                      	1                   	0                  	0                  	3                  	170                 	0                      	0                      	0                      	0                       	0                            	0                              	0                    	0                    	0                      	2                  	0           	0               	0                       	5                 	0                	0                      	0                      	0                       	0                	0                     	0                          	0                  	0                                   	15                     	1                              	0                              	0                           	0                      	0                      	0                      	0                   	0                     	0                           	0                   	0                      	0              	284                           	0                 	0                                   	0                     	3                    	0                        	0             	0             	0                 	0                  	0                    	0                                         	0                    	Total count = 512; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Paleocene        	                 	CP1b              	              	122	 761	C	  3	R	 3	  42.00	    172.1400	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	0                  	0             	26                  	0                      	0                   	0                  	0                  	0                  	179                 	0                      	0                      	0                      	1                       	0                            	0                              	0                    	0                    	0                      	0                  	0           	2               	0                       	2                 	0                	0                      	0                      	0                       	0                	0                     	0                          	1                  	1                                   	19                     	0                              	0                              	1                           	0                      	0                      	0                      	2                   	0                     	0                           	0                   	3                      	1              	273                           	0                 	0                                   	0                     	0                    	0                        	0             	0             	4                 	0                  	1                    	0                                         	1                    	Total count = 517; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Paleocene        	                 	CP1b              	              	122	 761	C	  3	R	 3	  45.00	    172.1700	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	0                  	0             	22                  	0                      	2                   	0                  	0                  	2                  	175                 	0                      	0                      	0                      	3                       	0                            	0                              	0                    	0                    	0                      	+                  	0           	2               	0                       	5                 	0                	0                      	0                      	0                       	0                	0                     	0                          	0                  	0                                   	19                     	1                              	2                              	1                           	0                      	0                      	0                      	0                   	0                     	0                           	0                   	2                      	0              	262                           	0                 	0                                   	0                     	1                    	0                        	0             	0             	3                 	0                  	0                    	0                                         	0                    	Total count = 502; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Paleocene        	                 	CP1b              	              	122	 761	C	  3	R	 3	  49.00	    172.2100	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	0                  	0             	39                  	0                      	2                   	0                  	0                  	1                  	84                  	0                      	0                      	0                      	0                       	0                            	0                              	0                    	0                    	0                      	0                  	0           	1               	0                       	8                 	0                	0                      	0                      	0                       	0                	0                     	1                          	0                  	1                                   	69                     	1                              	2                              	0                           	0                      	0                      	0                      	2                   	0                     	0                           	0                   	1                      	0              	292                           	0                 	0                                   	0                     	1                    	0                        	0             	0             	0                 	0                  	0                    	0                                         	0                    	Total count = 505; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Paleocene        	                 	CP1b              	              	122	 761	C	  3	R	 3	  51.00	    172.2300	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	0                  	0             	50                  	0                      	0                   	0                  	0                  	1                  	363                 	0                      	0                      	0                      	3                       	0                            	0                              	0                    	1                    	0                      	0                  	0           	2               	0                       	3                 	0                	0                      	0                      	0                       	0                	0                     	0                          	0                  	0                                   	51                     	17                             	2                              	2                           	0                      	0                      	0                      	2                   	0                     	0                           	0                   	1                      	0              	102                           	0                 	0                                   	0                     	0                    	0                        	0             	0             	1                 	0                  	0                    	0                                         	0                    	Total count = 601; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Paleocene        	                 	CP1a              	              	122	 761	C	  3	R	 3	  53.00	    172.2500	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	3                  	0             	72                  	0                      	4                   	0                  	0                  	4                  	0                   	7                      	0                      	1                      	24                      	0                            	0                              	1                    	32                   	0                      	0                  	1           	19              	8                       	67                	0                	1                      	0                      	2                       	2                	0                     	3                          	0                  	117                                 	0                      	0                              	0                              	18                          	0                      	0                      	4                      	10                  	0                     	0                           	0                   	0                      	0              	0                             	1                 	0                                   	2                     	0                    	0                        	0             	0             	66                	0                  	32                   	11                                        	0                    	Total count = 512; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Paleocene        	                 	CP1a              	              	122	 761	C	  3	R	 3	  55.00	    172.2700	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	7                  	0             	88                  	0                      	12                  	0                  	0                  	3                  	2                   	1                      	1                      	1                      	41                      	0                            	0                              	2                    	14                   	0                      	0                  	0           	24              	4                       	63                	3                	0                      	0                      	17                      	0                	2                     	10                         	0                  	112                                 	0                      	0                              	0                              	14                          	1                      	1                      	1                      	7                   	0                     	0                           	0                   	0                      	0              	0                             	1                 	0                                   	4                     	0                    	0                        	0             	0             	56                	0                  	5                    	11                                        	1                    	Total count = 509; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Paleocene        	                 	CP1a              	              	122	 761	C	  3	R	 3	  57.00	    172.2900	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	3                  	0             	104                 	1                      	13                  	0                  	0                  	5                  	0                   	6                      	0                      	0                      	42                      	0                            	0                              	0                    	11                   	0                      	0                  	0           	20              	4                       	66                	1                	0                      	0                      	17                      	0                	0                     	3                          	0                  	113                                 	0                      	0                              	0                              	23                          	0                      	0                      	2                      	8                   	0                     	0                           	0                   	0                      	0              	0                             	1                 	0                                   	4                     	0                    	1                        	0             	1             	37                	0                  	4                    	12                                        	6                    	Total count = 508; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Paleocene        	                 	CP1a              	              	122	 761	C	  3	R	 3	  59.00	    172.3100	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	7                  	0             	82                  	0                      	19                  	0                  	0                  	5                  	0                   	6                      	2                      	2                      	47                      	0                            	1                              	2                    	4                    	0                      	0                  	2           	23              	5                       	61                	2                	0                      	0                      	11                      	0                	0                     	3                          	1                  	146                                 	0                      	0                              	0                              	16                          	0                      	0                      	2                      	11                  	0                     	0                           	0                   	0                      	0              	0                             	1                 	0                                   	1                     	0                    	0                        	0             	0             	38                	0                  	3                    	8                                         	5                    	Total count = 516; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Paleocene        	                 	CP1a              	              	122	 761	C	  3	R	 3	  62.00	    172.3400	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	8                  	1             	94                  	0                      	19                  	0                  	0                  	2                  	0                   	8                      	0                      	1                      	46                      	0                            	0                              	0                    	5                    	0                      	0                  	1           	18              	4                       	40                	3                	1                      	0                      	12                      	0                	0                     	                           	5                  	154                                 	0                      	0                              	0                              	2                           	18                     	0                      	0                      	1                   	13                    	0                           	0                   	0                      	0              	0                             	0                 	0                                   	20                    	0                    	0                        	0             	1             	39                	1                  	2                    	10                                        	4                    	Total count = 515; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Paleocene        	                 	CP1a              	              	122	 761	C	  3	R	 3	  63.00	    172.3500	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	1                  	0             	50                  	0                      	9                   	0                  	0                  	4                  	0                   	4                      	0                      	0                      	39                      	0                            	0                              	1                    	7                    	0                      	0                  	0           	26              	6                       	52                	1                	1                      	0                      	9                       	0                	0                     	4                          	0                  	176                                 	0                      	0                              	0                              	28                          	1                      	0                      	6                      	11                  	0                     	0                           	0                   	0                      	0              	0                             	2                 	0                                   	3                     	0                    	0                        	0             	2             	47                	0                  	1                    	11                                        	3                    	Total count = 505; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Paleocene        	                 	CP1a              	              	122	 761	C	  3	R	 3	  64.00	    172.3600	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	5                  	0             	71                  	0                      	22                  	0                  	0                  	2                  	0                   	8                      	3                      	1                      	54                      	0                            	1                              	1                    	13                   	0                      	0                  	2           	15              	2                       	56                	1                	0                      	0                      	5                       	0                	0                     	5                          	3                  	153                                 	0                      	0                              	0                              	16                          	0                      	0                      	1                      	16                  	0                     	0                           	0                   	0                      	0              	0                             	2                 	0                                   	4                     	0                    	0                        	0             	2             	37                	0                  	3                    	6                                         	2                    	Total count = 512; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Paleocene        	                 	CP1a              	              	122	 761	C	  3	R	 3	  65.00	    172.3700	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	4                  	1             	63                  	0                      	16                  	2                  	1                  	3                  	0                   	6                      	0                      	0                      	48                      	0                            	0                              	2                    	7                    	0                      	0                  	1           	30              	4                       	68                	0                	0                      	0                      	17                      	1                	1                     	7                          	0                  	159                                 	0                      	0                              	0                              	17                          	1                      	0                      	2                      	13                  	0                     	0                           	0                   	0                      	0              	0                             	0                 	2                                   	2                     	0                    	0                        	0             	1             	21                	1                  	1                    	6                                         	1                    	Total count = 509; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Paleocene        	                 	CP1a              	              	122	 761	C	  3	R	 3	  66.00	    172.3800	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	8                  	0             	38                  	0                      	13                  	0                  	0                  	2                  	0                   	9                      	2                      	0                      	45                      	0                            	1                              	0                    	7                    	0                      	0                  	0           	19              	4                       	61                	0                	0                      	0                      	10                      	0                	0                     	3                          	1                  	197                                 	0                      	0                              	0                              	21                          	0                      	0                      	1                      	9                   	0                     	0                           	0                   	0                      	0              	0                             	0                 	0                                   	5                     	0                    	0                        	0             	1             	30                	0                  	1                    	10                                        	4                    	Total count = 502; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	  67.00	    172.3900	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	6                  	0             	17                  	0                      	44                  	4                  	0                  	1                  	0                   	28                     	8                      	0                      	94                      	0                            	0                              	0                    	0                    	0                      	0                  	2           	48              	5                       	34                	0                	2                      	0                      	28                      	0                	2                     	11                         	1                  	44                                  	0                      	0                              	0                              	24                          	4                      	1                      	2                      	31                  	0                     	0                           	0                   	0                      	0              	0                             	3                 	2                                   	7                     	0                    	0                        	0             	1             	23                	2                  	0                    	19                                        	8                    	Total count = 506; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	  68.00	    172.4000	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	14                 	0             	21                  	0                      	58                  	0                  	0                  	1                  	0                   	43                     	1                      	2                      	92                      	0                            	0                              	3                    	0                    	0                      	0                  	6           	71              	10                      	14                	0                	0                      	0                      	20                      	0                	0                     	11                         	3                  	15                                  	0                      	0                              	0                              	38                          	1                      	1                      	3                      	23                  	0                     	0                           	0                   	0                      	0              	0                             	2                 	1                                   	11                    	0                    	0                        	0             	3             	17                	2                  	0                    	27                                        	2                    	Total count = 516; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	  69.00	    172.4100	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	5                  	0             	7                   	0                      	65                  	2                  	1                  	1                  	0                   	25                     	5                      	0                      	122                     	0                            	1                              	2                    	0                    	0                      	0                  	1           	69              	7                       	14                	0                	1                      	0                      	12                      	0                	0                     	10                         	3                  	15                                  	0                      	0                              	0                              	44                          	0                      	0                      	4                      	24                  	0                     	0                           	0                   	0                      	0              	0                             	4                 	1                                   	10                    	0                    	0                        	0             	2             	15                	2                  	1                    	29                                        	7                    	Total count = 511; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	  70.00	    172.4200	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	12                 	0             	16                  	1                      	58                  	1                  	0                  	1                  	0                   	23                     	9                      	4                      	89                      	0                            	0                              	2                    	0                    	0                      	0                  	3           	66              	1                       	24                	0                	0                      	0                      	15                      	0                	1                     	14                         	1                  	17                                  	0                      	0                              	0                              	46                          	1                      	0                      	2                      	31                  	0                     	0                           	0                   	0                      	0              	0                             	4                 	0                                   	9                     	0                    	0                        	1             	0             	17                	2                  	0                    	25                                        	7                    	Total count = 503; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	  71.00	    172.4300	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	9                  	0             	6                   	0                      	40                  	1                  	1                  	2                  	0                   	43                     	9                      	1                      	108                     	0                            	2                              	4                    	0                    	0                      	0                  	5           	58              	7                       	8                 	1                	4                      	0                      	21                      	0                	1                     	23                         	5                  	8                                   	0                      	0                              	0                              	44                          	1                      	0                      	4                      	28                  	1                     	1                           	0                   	0                      	0              	0                             	5                 	0                                   	11                    	0                    	0                        	0             	5             	19                	4                  	0                    	25                                        	8                    	Total count = 522; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	  73.00	    172.4500	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	12                 	2             	2                   	0                      	46                  	2                  	0                  	1                  	0                   	37                     	8                      	4                      	128                     	0                            	0                              	2                    	0                    	0                      	0                  	1           	78              	8                       	7                 	0                	0                      	0                      	16                      	0                	1                     	14                         	3                  	7                                   	0                      	0                              	0                              	34                          	0                      	0                      	5                      	19                  	0                     	0                           	0                   	0                      	0              	0                             	5                 	0                                   	11                    	0                    	0                        	1             	8             	10                	3                  	0                    	32                                        	9                    	Total count = 516; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	  75.00	    172.4700	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	5                  	0             	7                   	2                      	36                  	4                  	0                  	0                  	0                   	32                     	6                      	3                      	122                     	0                            	1                              	1                    	0                    	0                      	0                  	6           	71              	9                       	3                 	1                	2                      	0                      	28                      	0                	1                     	27                         	6                  	3                                   	0                      	0                              	0                              	43                          	1                      	0                      	2                      	20                  	0                     	0                           	0                   	0                      	0              	0                             	8                 	0                                   	6                     	0                    	0                        	0             	4             	0                 	0                  	0                    	35                                        	6                    	Total count = 501; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	  79.00	    172.5100	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	13                 	0             	10                  	2                      	64                  	2                  	0                  	0                  	0                   	18                     	4                      	3                      	113                     	0                            	1                              	5                    	0                    	0                      	0                  	3           	63              	8                       	1                 	0                	0                      	1                      	23                      	0                	2                     	18                         	4                  	6                                   	0                      	0                              	0                              	51                          	2                      	0                      	0                      	33                  	1                     	1                           	0                   	0                      	0              	0                             	9                 	0                                   	9                     	0                    	0                        	0             	10            	0                 	2                  	0                    	21                                        	15                   	Total count = 517; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	  80.00	    172.5200	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	4                  	1             	9                   	0                      	90                  	2                  	0                  	0                  	0                   	6                      	1                      	2                      	84                      	0                            	0                              	1                    	0                    	0                      	0                  	4           	121             	7                       	2                 	0                	0                      	0                      	30                      	0                	2                     	13                         	5                  	4                                   	0                      	0                              	0                              	37                          	1                      	0                      	1                      	22                  	0                     	0                           	0                   	0                      	0              	0                             	2                 	0                                   	13                    	0                    	0                        	1             	1             	1                 	0                  	0                    	35                                        	7                    	Total count = 509; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	  85.00	    172.5700	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	8                  	1             	11                  	1                      	81                  	3                  	0                  	0                  	0                   	17                     	7                      	2                      	78                      	0                            	3                              	4                    	0                    	0                      	0                  	2           	58              	6                       	1                 	0                	1                      	0                      	35                      	0                	5                     	31                         	2                  	4                                   	0                      	0                              	0                              	49                          	1                      	0                      	5                      	20                  	0                     	0                           	0                   	0                      	0              	0                             	11                	1                                   	12                    	0                    	0                        	4             	11            	0                 	1                  	0                    	29                                        	11                   	Total count = 516; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	  90.00	    172.6200	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	12                 	1             	7                   	0                      	86                  	6                  	0                  	0                  	0                   	27                     	6                      	2                      	71                      	1                            	5                              	8                    	0                    	0                      	0                  	9           	54              	9                       	0                 	0                	4                      	0                      	15                      	0                	0                     	17                         	4                  	4                                   	0                      	0                              	0                              	47                          	1                      	0                      	3                      	19                  	0                     	0                           	0                   	0                      	0              	0                             	5                 	1                                   	24                    	0                    	0                        	2             	16            	0                 	0                  	0                    	31                                        	13                   	Total count = 510; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	 100.00	    172.7200	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	7                  	1             	10                  	0                      	98                  	5                  	0                  	0                  	0                   	10                     	7                      	3                      	63                      	0                            	4                              	11                   	0                    	0                      	0                  	7           	54              	5                       	0                 	0                	4                      	0                      	13                      	0                	2                     	28                         	5                  	5                                   	0                      	0                              	0                              	52                          	1                      	0                      	0                      	16                  	1                     	1                           	0                   	0                      	0              	0                             	5                 	4                                   	14                    	0                    	0                        	0             	21            	0                 	3                  	0                    	37                                        	13                   	Total count = 509; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	 110.00	    172.8200	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	34                 	0             	21                  	1                      	77                  	4                  	1                  	0                  	0                   	19                     	4                      	2                      	90                      	1                            	7                              	7                    	0                    	0                      	0                  	2           	63              	5                       	1                 	0                	2                      	0                      	15                      	0                	0                     	24                         	2                  	1                                   	0                      	0                              	0                              	32                          	3                      	0                      	6                      	32                  	0                     	0                           	0                   	0                      	0              	0                             	6                 	0                                   	10                    	0                    	0                        	2             	27            	1                 	3                  	0                    	27                                        	10                   	Total count = 542; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	 120.00	    172.9200	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	25                 	0             	20                  	0                      	58                  	2                  	0                  	0                  	0                   	14                     	9                      	4                      	87                      	0                            	3                              	4                    	0                    	0                      	0                  	4           	77              	10                      	0                 	0                	3                      	0                      	15                      	0                	3                     	24                         	5                  	1                                   	0                      	0                              	0                              	44                          	2                      	0                      	19                     	25                  	0                     	0                           	0                   	0                      	0              	0                             	10                	0                                   	7                     	0                    	0                        	0             	13            	1                 	1                  	0                    	17                                        	6                    	Total count = 513; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	 130.00	    173.0200	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	15                 	4             	10                  	0                      	66                  	+                  	0                  	0                  	0                   	10                     	5                      	2                      	109                     	1                            	2                              	6                    	0                    	0                      	0                  	3           	82              	8                       	3                 	+                	0                      	1                      	19                      	0                	4                     	27                         	4                  	2                                   	0                      	0                              	0                              	23                          	+                      	0                      	12                     	30                  	0                     	0                           	+                   	0                      	0              	0                             	6                 	1                                   	15                    	0                    	0                        	+             	10            	2                 	2                  	0                    	19                                        	6                    	Total count = 509; from ODP Leg 122 SR Chapter 44 Table 1 p 741

  SR	Maestrichtian    	                 	CC26              	              	122	 761	C	  3	R	 3	 140.00	    173.1200	Pospichal	Nannofossils                                 	               	                  	                          	                  	                         	                        	                           	                     	                    	                              	22                 	1             	2                   	0                      	46                  	6                  	1                  	0                  	0                   	28                     	9                      	0                      	91                      	0                            	4                              	8                    	0                    	0                      	0                  	3           	66              	12                      	1                 	0                	1                      	0                      	15                      	0                	3                     	34                         	3                  	0                                   	0                      	0                              	0                              	26                          	1                      	0                      	13                     	40                  	0                     	0                           	0                   	0                      	0              	0                             	8                 	1                                   	17                    	0                    	0                        	0             	23            	0                 	2                  	0                    	29                                        	14                   	Total count = 530; from ODP Leg 122 SR Chapter 44 Table 1 p 741

