Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Ticinella primula	Hedbergella planispira	Globigerinelloides caseyi	Biticinella breggiensis	Hedbergella simplex	Guembelitria cenomana	Globigerinelloides bentonensis	Rotalipora brotzeni	Heterohelix moremani	Hedbergella delrioensis	Whiteinella baltica	Praeglobotruncana stephani	Whiteinella archaeocretacea	Whiteinella inornata	Heterohelix reussi	Globigerinelloides prairiehillensis	Hedbergella monmouthensis	Rugoglobigerina rugosa	Rugoglobigerina macrocephala	Rugoglobigerina hexacamerata	Globotruncanita stuarti	Globotruncanella pschadae	Globotruncana arca	Globotruncana aegyptiaca	Contusotruncana fornicata	Rugotruncana subcircumnodifer	Rugoglobigerina scotti	Globotruncana linneiana	Globotruncana esnehensis	Gansserina wiedenmayeri	Contusotruncana patelliformis	Rugoglobigerina rotundata	Globotruncanita stuartiformis	Gansserina gansseri	Contusotruncana contusa	Pseudoguembelina costellifera	Planoglobulina carseyae	Heterohelix labellosa	Heterohelix globulosa	Globotruncanita angulata	Globotruncanella petaloidea	Globotruncanella havanensis	Abathomphalus intermedius	Abathomphalus mayaroensis	Globotruncanita pettersi	Pseudotextularia elegans	Pseudoguembelina palpebra	Globotruncanita elevata	Pseudoguembelina costulata	Hedbergella holmdelensis	Globigerinelloides multispinus	Archaeoglobigerina cretacea	Rugoglobigerina pennyi	Praemurica taurica	Parvularugoglobigerina extensa	Parvularugoglobigerina eugubina	Guembelitria cretacea	Eoglobigerina eobulloides	Woodringina claytonensis	Subbotina triloculinoides	Praemurica pseudoinconstans	Praemurica uncinata	Parasubbotina varianta	Morozovella conicotruncata	Morozovella angulata	Morozovella aequa	Morozovella acuta	Igorina albeari	Globanomalina ehrenbergi	Morozovella velascoensis	Morozovella praeangulata	Subbotina velascoensis	Globanomalina pseudomenardii	Igorina tadjikistanensis	Subbotina triangularis	Morozovella pasionensis	Acarinina soldadoensis	Igorina pusilla	Acarinina nitida	Subbotina cancellata	Acarinina mckannai	Morozovella occlusa	Morozovella apanthesma	Chiloguembelina wilcoxensis	Acarinina coalingensis	Chiloguembelina midwayensis	Morozovella subbotinae	Igorina broedermanni	Acarinina wilcoxensis	Morozovella gracilis	Subbotina patagonica	Pseudohastigerina wilcoxensis	Morozovella lensiformis	Morozovella aragonensis	Morozovella marginodentata	Acarinina quetra	Morozovella formosa	Turborotalia pseudomayeri	Acarinina angulosa	Acarinina pentacamerata	Pseudohastigerina micra	Planorotalites pseudoscitulus	Planorotalites palmerae	Turborotalia griffinae	Globigerina lozanoi	Acarinina aspensis	Guembelitrioides higginsi	Muricoglobigerina senni	Clavigerinella eocanica	Acarinina bullbrooki	Subbotina eocaenica	Chiloguembelina cubensis	Catapsydrax unicavus	Subbotina inaequispira	Clavigerinella akersi	Acarinina praetopilensis	Subbotina boweri	Subbotina frontosa	Acarinina punctocarinata	Turborotalia pomeroli	Subbotina eocaena	Paragloborotalia opima opima	Morozovella lehneri	Globorotaloides suteri	Globigerina euapertura	Globigerina angulisuturalis	Cassigerinella chipolensis	Acarinina rohri	Subbotina gortanii	Globigerina praebulloides	Globigerina ouachitaensis	Globigerina ciperoensis	Sphaeroidinellopsis seminulina	Sphaeroidinellopsis kochi	Paragloborotalia mayeri	Orbulina universa	Globorotalia praemenardii	Globorotalia fohsi robusta	Globoquadrina venezuelana	Globoquadrina dehiscens	Globoquadrina altispira altispira	Globigerinoides trilobus	Globigerinoides ruber	Globigerina sellii	Globigerinoides subquadratus	Globigerinoides sacculifer	Globorotalia miozea	Comment

  IR	                 	                 	                  	              	207	1258	A	 29	R	CC	  13.00	    274.5200	forams   	Planktonic Foraminifers                      	A              	G                 	                 	                      	                         	                       	                   	                     	                              	                   	                    	                       	                   	                          	                           	                    	                  	                                   	                         	P                     	                            	                            	P                      	                         	P                 	                        	P                        	                             	                      	                       	P                       	                       	                             	P                        	                             	P                  	P                      	                             	                       	                     	P                    	                        	                           	                           	P                        	P                        	                        	                        	                         	                       	                          	                        	                              	                           	                      	                  	                              	                               	                     	                         	                        	                         	                           	                   	                      	                          	                    	                 	                 	               	                        	                        	                        	                      	                            	                        	                      	                       	                      	               	                	                    	                  	                   	                      	                           	                      	                           	                      	                    	                     	                    	                    	                             	                       	                       	                          	                	                   	                         	                  	                       	                       	                             	                       	                      	                   	                  	                         	                       	                       	                    	                   	                        	                    	                      	                     	                        	                	                  	                        	                     	                 	                            	                   	                      	                      	                           	                          	               	                  	                         	                         	                       	                              	                         	                       	                 	                         	                          	                         	                       	                                 	                        	                     	                  	                            	                          	                   	       

  IR	                 	                 	                  	              	207	1258	A	 30	R	CC	   0.00	    279.3100	forams   	Planktonic Foraminifers                      	A              	G                 	                 	                      	                         	                       	                   	                     	                              	                   	                    	                       	                   	                          	                           	                    	                  	                                   	                         	P                     	P                           	P                           	                       	                         	                  	                        	                         	                             	P                     	                       	                        	                       	P                            	P                        	                             	P                  	P                      	P                            	P                      	P                    	P                    	P                       	P                          	P                          	P                        	                         	                        	                        	                         	                       	                          	                        	                              	                           	                      	                  	                              	                               	                     	                         	                        	                         	                           	                   	                      	                          	                    	                 	                 	               	                        	                        	                        	                      	                            	                        	                      	                       	                      	               	                	                    	                  	                   	                      	                           	                      	                           	                      	                    	                     	                    	                    	                             	                       	                       	                          	                	                   	                         	                  	                       	                       	                             	                       	                      	                   	                  	                         	                       	                       	                    	                   	                        	                    	                      	                     	                        	                	                  	                        	                     	                 	                            	                   	                      	                      	                           	                          	               	                  	                         	                         	                       	                              	                         	                       	                 	                         	                          	                         	                       	                                 	                        	                     	                  	                            	                          	                   	       

  IR	                 	                 	                  	              	207	1258	A	 31	R	CC	  21.00	    293.8600	forams   	Planktonic Foraminifers                      	A              	P                 	                 	                      	                         	                       	                   	                     	                              	                   	                    	                       	                   	                          	                           	                    	                  	                                   	                         	P                     	                            	                            	P                      	                         	                  	                        	                         	                             	                      	                       	                        	P                      	                             	P                        	P                            	P                  	P                      	                             	                       	                     	                     	                        	                           	                           	                         	                         	                        	                        	                         	                       	                          	                        	                              	                           	                      	                  	                              	                               	                     	                         	                        	                         	                           	                   	                      	                          	                    	                 	                 	               	                        	                        	                        	                      	                            	                        	                      	                       	                      	               	                	                    	                  	                   	                      	                           	                      	                           	                      	                    	                     	                    	                    	                             	                       	                       	                          	                	                   	                         	                  	                       	                       	                             	                       	                      	                   	                  	                         	                       	                       	                    	                   	                        	                    	                      	                     	                        	                	                  	                        	                     	                 	                            	                   	                      	                      	                           	                          	               	                  	                         	                         	                       	                              	                         	                       	                 	                         	                          	                         	                       	                                 	                        	                     	                  	                            	                          	                   	       

  IR	                 	                 	                  	              	207	1258	A	 32	R	CC	   0.00	    302.0900	forams   	Planktonic Foraminifers                      	A              	P                 	                 	                      	                         	                       	                   	                     	                              	                   	                    	                       	                   	                          	                           	                    	                  	                                   	                         	P                     	                            	                            	P                      	                         	                  	                        	P                        	P                            	P                     	P                      	P                       	P                      	P                            	                         	                             	                   	                       	                             	                       	                     	                     	                        	                           	                           	                         	                         	                        	                        	                         	                       	                          	                        	                              	                           	                      	                  	                              	                               	                     	                         	                        	                         	                           	                   	                      	                          	                    	                 	                 	               	                        	                        	                        	                      	                            	                        	                      	                       	                      	               	                	                    	                  	                   	                      	                           	                      	                           	                      	                    	                     	                    	                    	                             	                       	                       	                          	                	                   	                         	                  	                       	                       	                             	                       	                      	                   	                  	                         	                       	                       	                    	                   	                        	                    	                      	                     	                        	                	                  	                        	                     	                 	                            	                   	                      	                      	                           	                          	               	                  	                         	                         	                       	                              	                         	                       	                 	                         	                          	                         	                       	                                 	                        	                     	                  	                            	                          	                   	       

  IR	                 	                 	                  	              	207	1258	A	 33	R	CC	   0.00	    312.8100	forams   	Planktonic Foraminifers                      	A              	P                 	                 	                      	                         	                       	                   	                     	                              	                   	                    	                       	                   	                          	                           	                    	                  	                                   	                         	P                     	P                           	P                           	P                      	P                        	P                 	P                       	P                        	                             	                      	                       	                        	                       	                             	                         	                             	                   	                       	                             	                       	                     	                     	                        	                           	                           	                         	                         	                        	                        	                         	                       	                          	                        	                              	                           	                      	                  	                              	                               	                     	                         	                        	                         	                           	                   	                      	                          	                    	                 	                 	               	                        	                        	                        	                      	                            	                        	                      	                       	                      	               	                	                    	                  	                   	                      	                           	                      	                           	                      	                    	                     	                    	                    	                             	                       	                       	                          	                	                   	                         	                  	                       	                       	                             	                       	                      	                   	                  	                         	                       	                       	                    	                   	                        	                    	                      	                     	                        	                	                  	                        	                     	                 	                            	                   	                      	                      	                           	                          	               	                  	                         	                         	                       	                              	                         	                       	                 	                         	                          	                         	                       	                                 	                        	                     	                  	                            	                          	                   	       

  IR	                 	                 	                  	              	207	1258	A	 40	R	CC	   0.00	    377.7700	forams   	Planktonic Foraminifers                      	R              	M                 	                 	+                     	                         	                       	                   	                     	                              	                   	                    	                       	                   	                          	                           	                    	                  	                                   	P                        	                      	                            	                            	                       	                         	                  	                        	                         	                             	                      	                       	                        	                       	                             	                         	                             	                   	                       	                             	                       	                     	                     	                        	                           	                           	                         	                         	                        	                        	                         	                       	                          	                        	                              	                           	                      	                  	                              	                               	                     	                         	                        	                         	                           	                   	                      	                          	                    	                 	                 	               	                        	                        	                        	                      	                            	                        	                      	                       	                      	               	                	                    	                  	                   	                      	                           	                      	                           	                      	                    	                     	                    	                    	                             	                       	                       	                          	                	                   	                         	                  	                       	                       	                             	                       	                      	                   	                  	                         	                       	                       	                    	                   	                        	                    	                      	                     	                        	                	                  	                        	                     	                 	                            	                   	                      	                      	                           	                          	               	                  	                         	                         	                       	                              	                         	                       	                 	                         	                          	                         	                       	                                 	                        	                     	                  	                            	                          	                   	       

  IR	                 	                 	                  	              	207	1258	A	 41	R	CC	  24.00	    385.6900	forams   	Planktonic Foraminifers                      	R              	P                 	                 	                      	                         	                       	                   	                     	                              	                   	                    	                       	                   	                          	                           	                    	                  	P                                  	                         	                      	                            	                            	                       	                         	                  	                        	                         	                             	                      	                       	                        	                       	                             	                         	                             	                   	                       	                             	                       	                     	                     	                        	                           	                           	                         	                         	                        	                        	                         	                       	                          	                        	                              	                           	                      	                  	                              	                               	                     	                         	                        	                         	                           	                   	                      	                          	                    	                 	                 	               	                        	                        	                        	                      	                            	                        	                      	                       	                      	               	                	                    	                  	                   	                      	                           	                      	                           	                      	                    	                     	                    	                    	                             	                       	                       	                          	                	                   	                         	                  	                       	                       	                             	                       	                      	                   	                  	                         	                       	                       	                    	                   	                        	                    	                      	                     	                        	                	                  	                        	                     	                 	                            	                   	                      	                      	                           	                          	               	                  	                         	                         	                       	                              	                         	                       	                 	                         	                          	                         	                       	                                 	                        	                     	                  	                            	                          	                   	       

  IR	                 	                 	                  	              	207	1258	A	 42	R	CC	  12.00	    399.4700	forams   	Planktonic Foraminifers                      	R              	G                 	                 	P                     	                         	                       	                   	                     	                              	                   	P                   	P                      	P                  	                          	                           	P                   	                  	                                   	                         	                      	                            	                            	                       	                         	                  	                        	                         	                             	                      	                       	                        	                       	                             	                         	                             	                   	                       	                             	                       	                     	                     	                        	                           	                           	                         	                         	                        	                        	                         	                       	                          	                        	                              	                           	                      	                  	                              	                               	                     	                         	                        	                         	                           	                   	                      	                          	                    	                 	                 	               	                        	                        	                        	                      	                            	                        	                      	                       	                      	               	                	                    	                  	                   	                      	                           	                      	                           	                      	                    	                     	                    	                    	                             	                       	                       	                          	                	                   	                         	                  	                       	                       	                             	                       	                      	                   	                  	                         	                       	                       	                    	                   	                        	                    	                      	                     	                        	                	                  	                        	                     	                 	                            	                   	                      	                      	                           	                          	               	                  	                         	                         	                       	                              	                         	                       	                 	                         	                          	                         	                       	                                 	                        	                     	                  	                            	                          	                   	       

  IR	                 	                 	                  	              	207	1258	A	 43	R	CC	   9.00	    403.8600	forams   	Planktonic Foraminifers                      	C              	P                 	                 	                      	                         	                       	                   	                     	                              	                   	                    	P                      	P                  	                          	                           	P                   	P                 	                                   	                         	                      	                            	                            	                       	                         	                  	                        	                         	                             	                      	                       	                        	                       	                             	                         	                             	                   	                       	                             	                       	                     	                     	                        	                           	                           	                         	                         	                        	                        	                         	                       	                          	                        	                              	                           	                      	                  	                              	                               	                     	                         	                        	                         	                           	                   	                      	                          	                    	                 	                 	               	                        	                        	                        	                      	                            	                        	                      	                       	                      	               	                	                    	                  	                   	                      	                           	                      	                           	                      	                    	                     	                    	                    	                             	                       	                       	                          	                	                   	                         	                  	                       	                       	                             	                       	                      	                   	                  	                         	                       	                       	                    	                   	                        	                    	                      	                     	                        	                	                  	                        	                     	                 	                            	                   	                      	                      	                           	                          	               	                  	                         	                         	                       	                              	                         	                       	                 	                         	                          	                         	                       	                                 	                        	                     	                  	                            	                          	                   	       

  IR	                 	                 	                  	              	207	1258	A	 45	R	CC	   0.00	    422.5800	forams   	Planktonic Foraminifers                      	A              	M                 	                 	P                     	P                        	                       	                   	                     	                              	                   	P                   	P                      	P                  	                          	                           	                    	                  	                                   	                         	                      	                            	                            	                       	                         	                  	                        	                         	                             	                      	                       	                        	                       	                             	                         	                             	                   	                       	                             	                       	                     	                     	                        	                           	                           	                         	                         	                        	                        	                         	                       	                          	                        	                              	                           	                      	                  	                              	                               	                     	                         	                        	                         	                           	                   	                      	                          	                    	                 	                 	               	                        	                        	                        	                      	                            	                        	                      	                       	                      	               	                	                    	                  	                   	                      	                           	                      	                           	                      	                    	                     	                    	                    	                             	                       	                       	                          	                	                   	                         	                  	                       	                       	                             	                       	                      	                   	                  	                         	                       	                       	                    	                   	                        	                    	                      	                     	                        	                	                  	                        	                     	                 	                            	                   	                      	                      	                           	                          	               	                  	                         	                         	                       	                              	                         	                       	                 	                         	                          	                         	                       	                                 	                        	                     	                  	                            	                          	                   	       

  IR	                 	                 	                  	              	207	1258	A	 46	R	CC	  16.00	    429.4200	forams   	Planktonic Foraminifers                      	A              	M                 	                 	                      	                         	                       	P                  	                     	                              	                   	P                   	P                      	P                  	                          	P                          	                    	                  	                                   	                         	                      	                            	                            	                       	                         	                  	                        	                         	                             	                      	                       	                        	                       	                             	                         	                             	                   	                       	                             	                       	                     	                     	                        	                           	                           	                         	                         	                        	                        	                         	                       	                          	                        	                              	                           	                      	                  	                              	                               	                     	                         	                        	                         	                           	                   	                      	                          	                    	                 	                 	               	                        	                        	                        	                      	                            	                        	                      	                       	                      	               	                	                    	                  	                   	                      	                           	                      	                           	                      	                    	                     	                    	                    	                             	                       	                       	                          	                	                   	                         	                  	                       	                       	                             	                       	                      	                   	                  	                         	                       	                       	                    	                   	                        	                    	                      	                     	                        	                	                  	                        	                     	                 	                            	                   	                      	                      	                           	                          	               	                  	                         	                         	                       	                              	                         	                       	                 	                         	                          	                         	                       	                                 	                        	                     	                  	                            	                          	                   	       

  IR	                 	                 	                  	              	207	1258	A	 47	R	CC	   0.00	    430.7500	forams   	Planktonic Foraminifers                      	C              	M                 	                 	P                     	                         	                       	                   	                     	                              	P                  	P                   	                       	P                  	P                         	                           	                    	                  	                                   	                         	                      	                            	                            	                       	                         	                  	                        	                         	                             	                      	                       	                        	                       	                             	                         	                             	                   	                       	                             	                       	                     	                     	                        	                           	                           	                         	                         	                        	                        	                         	                       	                          	                        	                              	                           	                      	                  	                              	                               	                     	                         	                        	                         	                           	                   	                      	                          	                    	                 	                 	               	                        	                        	                        	                      	                            	                        	                      	                       	                      	               	                	                    	                  	                   	                      	                           	                      	                           	                      	                    	                     	                    	                    	                             	                       	                       	                          	                	                   	                         	                  	                       	                       	                             	                       	                      	                   	                  	                         	                       	                       	                    	                   	                        	                    	                      	                     	                        	                	                  	                        	                     	                 	                            	                   	                      	                      	                           	                          	               	                  	                         	                         	                       	                              	                         	                       	                 	                         	                          	                         	                       	                                 	                        	                     	                  	                            	                          	                   	       

  IR	                 	                 	                  	              	207	1258	A	 48	R	 3	 137.00	    437.1600	forams   	Planktonic Foraminifers                      	C              	M                 	                 	P                     	P                        	                       	                   	                     	                              	P                  	P                   	P                      	                   	                          	                           	                    	                  	                                   	                         	                      	                            	                            	                       	                         	                  	                        	                         	                             	                      	                       	                        	                       	                             	                         	                             	                   	                       	                             	                       	                     	                     	                        	                           	                           	                         	                         	                        	                        	                         	                       	                          	                        	                              	                           	                      	                  	                              	                               	                     	                         	                        	                         	                           	                   	                      	                          	                    	                 	                 	               	                        	                        	                        	                      	                            	                        	                      	                       	                      	               	                	                    	                  	                   	                      	                           	                      	                           	                      	                    	                     	                    	                    	                             	                       	                       	                          	                	                   	                         	                  	                       	                       	                             	                       	                      	                   	                  	                         	                       	                       	                    	                   	                        	                    	                      	                     	                        	                	                  	                        	                     	                 	                            	                   	                      	                      	                           	                          	               	                  	                         	                         	                       	                              	                         	                       	                 	                         	                          	                         	                       	                                 	                        	                     	                  	                            	                          	                   	       
