Exp,Site,Hole,Core,Type,Section,Top Depth [m],Bottom Depth [m],Preservation,Dinocysts,Org .linnings of foraminifers,Bitectatodinium tepikiense,Brigantedinium cariacoense,Brigantedinium simplex,Brigantedinium spp.,Dubridinium spp.,Filisphaera filifera,Impagidinium pallidum,Impagidinium spp.,Islandinium imnutum,Islandinium Morphtype Cesare,Islandinium ium cf. brevispinosum,Nematosphaeropsis lemniscata,Operculodinium centrocarpum,O. centrocarpum-Arctic morphotype,O. centrocarpum var. short processes,Pentapharsodinium dalei,Polykrikos - Arctic morphotype,Polykrikos schwartzii,Protoperidinium americanum,Quinquecuspis concreta,Selenopemphix quanta,Spiniferites ramosus,Spiniferites elongatus,Trinovantedinium variabile,Votadinium spinosum,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Top [cm],Bottom [cm],A/W,Sample,eodp_id
323,U1343,A,1,H,CC,5.4,5.5,G,C,R,R,R,F,A,,,R,,D,,R,,R,,R,R,R,,R,,,,,,R,,,,,,,,,,,,,,,,,,,323-U1343A-1H-CC-nan,0d2a5ee6dcb165a0c1366598d62c53fc
323,U1343,A,3,H,CC,24.6,24.7,G,C,F,,R,A,A,,,,,D,,F,,R,,R,F,R,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,323-U1343A-3H-CC-nan,bdf97e90a19e586e784a2a1b024c84bf
323,U1343,A,5,H,CC,43.9,44.0,G,C,R,,R,A,D,R,,,,R,,F,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343A-5H-CC-nan,455f336986af52e324e688d4ad398799
323,U1343,A,7,H,CC,62.2,62.3,G,A,C,,R,A,D,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343A-7H-CC-nan,fc44a56cdb29e2a0c9f49fae9699fdde
323,U1343,A,8,H,4W,67.3,67.4,G,C,R,,R,A,D,,,,,A,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343A-8H-4W-nan,b27eda2f8ee295e1ed7364ae4be9df99
323,U1343,A,9,H,CC,81.9,82.0,G,C,C,,R,A,D,,,,,F,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343A-9H-CC-nan,a218410782146469103f697b352c6d15
323,U1343,A,10,H,6W,89.2,89.3,G,A,R,,F,A,D,,,,,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343A-10H-6W-nan,efaf7d80d3df0bd21ece683517f5d6a4
323,U1343,A,11,H,CC,100.5,100.6,G,C,R,,F,A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343A-11H-CC-nan,aea9e4650a6f62c0e0f46d906496d27f
323,U1343,A,12,H,7W,109.5,109.6,G,A,C,,F,D,D,,,,,R,R,R,,,,,,,R,R,R,R,,,,,,,,,,,,,,,,,,,,,,,323-U1343A-12H-7W-nan,03feff65f830267e50d9fecf7ea2db2d
323,U1343,A,13,H,CC,119.3,119.4,G,A,,,F,D,D,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,323-U1343A-13H-CC-nan,434bc038c4f2312ad0a7df285a2334b9
323,U1343,A,15,H,CC,139.1,139.2,M,C,R,,R,A,D,,,,R,D,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,323-U1343A-15H-CC-nan,14dd85711a5d2715011980deab6a6864
323,U1343,A,17,H,CC,157.3,157.4,M,C,C,,,R,D,,,,,A,F,R,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343A-17H-CC-nan,e84d7d20c4a2c11bdae6c596c74be61d
323,U1343,A,19,H,CC,173.8,173.9,P,C,R,,F,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343A-19H-CC-nan,24ede37c5f71511595dd3edac6e87e9a
323,U1343,A,21,H,CC,191.5,191.6,M,A,F,,F,A,D,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343A-21H-CC-nan,599dcb84cbfdd1566cd1d1c0f15be50a
323,U1343,A,22,H,CC,201.7,201.8,M,A,C,,R,A,D,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343A-22H-CC-nan,d94faf366d85cc9ca342571d0a3fcf8b
323,U1343,E,2,H,CC,17.7,17.8,G,C,C,,F,A,D,,,,,A,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-2H-CC-nan,67e3c6781d5d4bd69d2d8d2ec961aa05
323,U1343,E,4,H,CC,37.1,37.2,G,A,C,,R,A,D,,,,,F,,,,R,,R,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-4H-CC-nan,19c01711f71d067441d67872d3504433
323,U1343,E,6,H,CC,55.5,55.6,M,F,F,,,,P,,,,,A,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-6H-CC-nan,8b183be7a4412ddba1d0850b95675cb5
323,U1343,E,8,H,CC,74.8,74.9,M,C,R,,R,F,D,,,,,D,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-8H-CC-nan,937e617da479b1259a5b1f982e7d5e67
323,U1343,E,10,H,CC,90.9,91.0,G,C,F,,,A,D,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-10H-CC-nan,c1e0d9e67ed06c7a8a722e33e85e3108
323,U1343,E,12,H,CC,106.6,106.7,G,A,C,,R,A,D,,,,,D,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-12H-CC-nan,b1e31205a2e6522e6379639d2fbe3074
323,U1343,E,14,H,CC,116.0,116.1,G,C,C,,R,A,D,,,,,A,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-14H-CC-nan,4ce2ff6342d7bdd3b2cf146b9685800e
323,U1343,E,16,H,CC,129.5,129.6,G,A,C,,R,A,D,,,,,R,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-16H-CC-nan,1e8f3d87eeb5ef31a164fc0879e95596
323,U1343,E,18,H,CC,148.2,148.3,G,A,C,,R,A,D,,,,,D,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-18H-CC-nan,077434432e2ed87eb43b0c728324469b
323,U1343,E,20,H,CC,164.9,165.0,M,A,F,,R,F,D,R,,,,A,,,,R,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,323-U1343E-20H-CC-nan,ee6253c6a68583e6100c84c3ed3308a6
323,U1343,E,22,H,CC,183.8,183.9,G,C,R,,F,D,D,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-22H-CC-nan,91e74b1db55c60c9702f23afe1a071ac
323,U1343,E,24,H,CC,197.5,197.6,G,C,,,R,A,D,,,,,A,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-24H-CC-nan,2b8b25acee680b52218ad5b3c5a22ae2
323,U1343,E,26,H,CC,217.0,217.1,G,C,C,,F,A,D,,,,,A,,,,F,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-26H-CC-nan,30c133f6a111fa3c663db5965b433601
323,U1343,E,28,H,CC,234.7,234.8,M,C,C,,F,A,D,,,,,A,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-28H-CC-nan,f5b6c6d4430d9bcd68f5a9472545d40f
323,U1343,E,30,H,CC,254.2,254.3,M,C,F,,R,D,D,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-30H-CC-nan,b8b2c3571df270c7ec900908256e6d88
323,U1343,E,32,H,CC,272.5,272.6,M,C,,,A,A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-32H-CC-nan,f5a7efdd67a8183973fae334ab7f4a26
323,U1343,E,34,H,CC,291.2,291.3,M,C,,,F,A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-34H-CC-nan,fba892aefee4461b587a62c246374a08
323,U1343,E,36,H,CC,311.1,311.2,M,C,R,,A,A,D,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-36H-CC-nan,01e04820e66e159e1cdae2db30167f01
323,U1343,E,38,H,CC,329.7,329.8,G,C,C,,A,D,D,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-38H-CC-nan,9be4b9a8134008c63d0b22a012e91e82
323,U1343,E,40,H,CC,346.7,346.8,G,C,C,,F,A,D,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-40H-CC-nan,56dc7a4b8dd399807208d5d07e7664d4
323,U1343,E,42,X,CC,359.6,359.7,G,C,F,A,R,A,D,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-42X-CC-nan,52645c8e475b9d9961d3026d392ade54
323,U1343,E,44,X,CC,376.6,376.7,M,C,R,,,A,D,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-44X-CC-nan,bb89b011d045fbd66f4c930d5c61d4c2
323,U1343,E,46,H,CC,398.6,398.7,G,A,F,,R,R,A,,D,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-46H-CC-nan,4d685ac1d3fc6136b1055f1a13793836
323,U1343,E,48,H,CC,412.3,412.4,M,C,F,,,A,D,,A,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-48H-CC-nan,4f419e9ea78d43df45962a53078a05f7
