Exp,Site,Hole,Core,Type,Section,Top Depth [m],Bottom Depth [m],Preservation,Dinocysts,Org .linnings of foraminifers,Bitectatodinium tepikiense,Brigantedinium cariacoense,Brigantedinium simplex,Brigantedinium spp.,Dubridinium spp.,Filisphaera filifera,Impagidinium pallidum,Impagidinium spp.,Islandinium imnutum,Islandinium Morphtype Cesare,Islandinium ium cf. brevispinosum,Nematosphaeropsis lemniscata,Operculodinium centrocarpum,O. centrocarpum-Arctic morphotype,O. centrocarpum var. short processes,Pentapharsodinium dalei,Polykrikos - Arctic morphotype,Polykrikos schwartzii,Protoperidinium americanum,Quinquecuspis concreta,Selenopemphix quanta,Spiniferites ramosus,Spiniferites elongatus,Trinovantedinium variabile,Votadinium spinosum,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Top [cm],Bottom [cm],A/W,Sample,eodp_id
323,U1343,E,50,X,CC,428.5,428.6,M,C,F,,,A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-50X-CC-nan,3ba74bfd721051452bf44f5204f4a41c
323,U1343,E,52,X,CC,446.2,446.2,P,R,R,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-52X-CC-nan,77f008200726e9d11e29d0dc2840e869
323,U1343,E,54,X,CC,463.4,463.5,G,A,F,,R,F,D,,D,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,323-U1343E-54X-CC-nan,64c6cd5f6498ecaf26d7bb67aa697250
323,U1343,E,56,X,CC,482.6,482.7,M,C,F,,,A,D,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-56X-CC-nan,9d902cf66a6254b4fb6d4f3454e841e3
323,U1343,E,58,X,CC,502.9,503.0,M,C,F,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-58X-CC-nan,54e381c601396aa1cd962cca30dfa2ff
323,U1343,E,60,X,CC,521.9,522.0,P,C,F,,F,,D,,,,,A,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-60X-CC-nan,c1cfbe9e1c32b05d7bf2bd7c55fc189b
323,U1343,E,62,X,CC,541.8,541.9,M,C,C,,,F,D,,F,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-62X-CC-nan,c8611f868de87fbfa6112b207f53177f
323,U1343,E,63,X,CC,550.5,550.6,M,C,F,,,F,F,,D,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-63X-CC-nan,1873b63938147befef7b0be819d493e1
323,U1343,E,64,X,CC,561.1,561.2,M,A,,,,,D,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-64X-CC-nan,4ab937f5f6beece4f8103fd52325e949
323,U1343,E,66,X,CC,581.0,581.1,P,C,R,,,A,D,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-66X-CC-nan,117a8463c1c6fed30da206543bbca334
323,U1343,E,68,X,CC,599.3,599.4,G,C,R,,,D,D,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-68X-CC-nan,f6d22d436b753b1b8fce4d31787f332a
323,U1343,E,70,X,CC,617.9,618.0,M,C,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-70X-CC-nan,73a829b79f2fd7f6e0946372266ed4d1
323,U1343,E,72,X,CC,634.4,634.5,P,F,F,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-72X-CC-nan,61282fb5977a7fdeae4fa1c0f4d170a3
323,U1343,E,74,X,CC,657.4,657.5,M,C,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-74X-CC-nan,a1fdfcb1b7c9f57a96cc44cedf01a441
323,U1343,E,76,X,CC,675.0,675.1,M,C,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-76X-CC-nan,9a80c9525c2513fcc42f985b63804bf4
323,U1343,E,78,X,CC,695.2,695.3,G,A,R,,,R,F,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-78X-CC-nan,22d5714d029e6fb411fd9eef6264e07d
323,U1343,E,80,X,CC,713.8,713.9,M,F,F,,,,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-80X-CC-nan,e778453a1c1bab705cb4a3910b734ab5
323,U1343,E,82,X,CC,734.4,734.5,M,F,,,,,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-82X-CC-nan,0adb4cc1dc0cbc6b82606f125e3b9965
323,U1343,E,84,X,CC,743.9,744.0,P,F,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1343E-84X-CC-nan,357e5e31dfed5ba0b54aff23a04caee1
