Exp,Site,Core,Type,Section,Top Depth [m],Group Abundance,Preservation,Anomalinoides parvumbilia,Anomalinoides sphericus,Anomalinoides spp.,Astorononion spp.,Awhea tosta,Bolivina robusta,Bolivina spp.,Bolivinita pliozea,Bolivinita cf. pliozea,Bolivinita pohana,Bolivinita quadrilatera,Bulimina aculeata,Bulimina exilis,Bulimina marginata,Cassidulina carinata,Cassidulina spp.,Cibicides molestus,Cibicides spp.,Cibicidoides neoperforatus,Cibicidoides parki,Cibicidoides cf. perforatus,Cibicidoides robertsonianus,Cibicidoides wuellerstorfi,Cibicidoides spp.,Elphidium advenum (f.limbatum),Elphidium charlottense,Gavelinopsis spp.,Glandulonodosaria spp.,Globocassidulina canalisutulata,Globocassidulina subglobosa,Globocassidulina spp.,Gyroidinoides spp.,Haeuslerella morgani,Haeuslerella pliocenica,Haeuslerella pukekiensis,Haynesina depressula,Hoeglundina elegans,Hopkinsina mioindex,Karreriella bradyi,Lenticulina calcar,Loxostmum karrerianum,Loxostmum truncatum,Martinotiella spp.,Melonis affinis,Melonis dorreeni,Melonis maorica,Melonis pompilioides,Neugeborina ovicula,Nonionella flemingi,Nonionella spp.,Notorotalia aucklandica,Notorotalia clathrata (hornibrooki),Notorotalia depressa,Notorotalia finlayi,Notorotalia hurupiensis,Notorotalia inornata,Notorotalia profunda,Notorotalia taranakia,Notorotalia wilsoni,Notorotalia zealandica,Notorotalia spp.,Oridorsalis tener,Paracassidulina neocarinata,Pleurostomella spp.,Proxifrons advena,Pseudoparrella spp.,Pullenia bulloides,Pullenia spp.,Pyrgo anomala,Pyrgo murrhina,Pyrgo spp.,Quinqueloculina auberiana,Quinqueloculina spp.,Rectobolivina parvula,Rectuvigerina pohana,Sigmoilopsis aff. compressa,Sigmoilopsis schlumbergeri,Siphonina australis,Siphonodosaria spp.,Siphotexturalia wairoana,Sphaeroidina bulloides,Textularia miozea,Texturalia spp.,Trifarina anglosa,Trifarina spp.,Tritaxia instar,Uvigerina spp.,Uvigerina peregrina,Uvigerina pliozea,Uvigerina rodleyi,Vulvulina cf. granulosa,Vulvulina pennatula,Others,Miscellaneous,COMMENTS,Hole,Top [cm],Bottom [cm],Bottom Depth [m],A/W,Sample,eodp_id
317,U1351,65,X,CC,562.67,C,P,,,,,,,F,,,,,,,,,,,F,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,C,,B,,,,,317-U1351B-65X-CC,0e853a588b87fa311abf1a43ea8adeed
317,U1351,66,X,CC,572.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barren,B,,,,,317-U1351B-66X-CC,2b63f630f0dd2d9058d11641dfa0b5bf
317,U1351,67,X,CC,573.62,D,P,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,A,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,B,,,,,317-U1351B-67X-CC,16e7d5bf7f9633197e87a80f9f5079cf
317,U1351,68,X,CC,583.91,D,P,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,D,,,,,,,,C,F,,,A,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,317-U1351B-68X-CC,f9e2b65f1ed5b4ea666c252cf3aa8ac9
317,U1351,69,X,CC,591.13,A,P,,F,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,BF rare,B,,,,,317-U1351B-69X-CC,1a63635905d107d067430955b33c35d5
317,U1351,70,X,CC,601.47,A,P,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,BF rare,B,,,,,317-U1351B-70X-CC,61516a52419587f2ae7486db29f8f26e
317,U1351,71,X,CC,614.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barren,B,,,,,317-U1351B-71X-CC,3ca3860e2459cfa4c75a37994bcc324e
317,U1351,72,X,CC,626.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barren,B,,,,,317-U1351B-72X-CC,e4bb6ddcc5c73d03e8199e53db0c607b
317,U1351,73,X,CC,638.22,A,G,,,,,,,,C,,,,,F,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,A,F,,,,,,,,,R,,,,,F,,,,,R,,,,R,,,F,,,,C,,F,,,,,,B,,,,,317-U1351B-73X-CC,ebd78c5cbaaf464692c0694219820088
317,U1351,74,X,CC,648.55,A,M,,,,F,,,,A,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,317-U1351B-74X-CC,ed64296ae20281eb6012655aa18c9d89
317,U1351,75,X,CC,658.28,A,M,,,,,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,BF rare,B,,,,,317-U1351B-75X-CC,ee5892705b31d6f880171c6540cbfc1a
317,U1351,76,X,CC,667.79,A,M,,R,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,A,,,,,,,BF rare,B,,,,,317-U1351B-76X-CC,878003c1830d197731b6c80be7465dc3
317,U1351,77,X,CC,670.16,A,P,,C,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,F,,,,,,,BF rare,B,,,,,317-U1351B-77X-CC,e3205f2196e2b147a989e18452a9754b
317,U1351,78,X,CC,679.86,D,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,D,,,,A,,,,A,,,,F,,,,,,,,,F,,,,,,,,,,,,,F,,,,F,,,,,,,,,B,,,,,317-U1351B-78X-CC,21d5f1b95a44cdd3e0187fdfc555d472
317,U1351,79,X,CC,687.84,A,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,C,,,,,,,,,B,,,,,317-U1351B-79X-CC,41294e34ab49151102ad641c44e09500
317,U1351,80,X,CC,703.59,D,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,A,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,317-U1351B-80X-CC,4a2b5ce606b03615fe1e2cd0e80d07a1
317,U1351,81,X,CC,710.73,C,M,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,F,,C,,F,,,,C,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,B,,,,,317-U1351B-81X-CC,b41421e1740c90f756fabb2e72939cdf
317,U1351,82,X,CC,710.74,C,P,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,A,,,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,B,,,,,317-U1351B-82X-CC,8633b1a25d849f09c899c9a9879b84f3
317,U1351,83,X,CC,716.09,A,P,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,B,,,,,317-U1351B-83X-CC,aef70fc4c4708c5c2c66701d74107588
317,U1351,84,X,CC,725.85,C,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,A,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,F,,,,,,,,,B,,,,,317-U1351B-84X-CC,40dddb4648b5ddf62434e38b2838a1ea
317,U1351,85,X,CC,740.18,F,M,,A,,C,,,,A,,,,,,,,,,R,,,,,R,R,,,,,,R,,,,,,,,,,,,,,,,,,,F,F,,,,,,R,C,R,,,,,,,,,F,C,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,B,,,,,317-U1351B-85X-CC,458a44673c72dc8ae7350a9caf2b127c
317,U1351,86,X,CC,745.28,A,P,,A,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,B,,,,,317-U1351B-86X-CC,c5650f4c12cc46854a269f0ae760ea4e
317,U1351,87,X,CC,756.47,A,P,R,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,F,,C,,,,,,A,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,R,,R,,,,,,R,,BF rare,B,,,,,317-U1351B-87X-CC,7bca52692af2d26a674c8ef8bd37c1b5
317,U1351,88,X,CC,766.09,A,M,,,,C,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,A,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,R,,,,,,,BF rare,B,,,,,317-U1351B-88X-CC,be8c11eff904050ee81669d84e5208c6
317,U1351,89,X,CC,773.92,A,M,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,A,,,D,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,B,,,,,317-U1351B-89X-CC,46ca309a8475ad359bed01c279661573
317,U1351,90,X,CC,783.97,C,G,,,,F,,,,A,,,,D,,,,,,,,,,,,,,,,,R,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,B,,,,,317-U1351B-90X-CC,0ab2d501f46ea1d0aec531c8843b11c4
317,U1351,91,X,CC,793.38,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,F,,C,,,,,,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,A,,,,,,,,B,,,,,317-U1351B-91X-CC,e0b0bdc1424c564db2f8114e75558df8
317,U1351,92,X,CC,803.13,C,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,C,,,,C,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,B,,,,,317-U1351B-92X-CC,42aedcd42da98bec381b380d84dcdfb7
317,U1351,93,X,CC,812.18,C,M,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,,,,,,,,,,,F,,R,,,,,,,A,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,R,,,B,,,,,317-U1351B-93X-CC,8320326007a2a56adbac1b049993dcd8
317,U1351,94,X,CC,822.08,C,P,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,D,,,,A,,,C,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,B,,,,,317-U1351B-94X-CC,d24ed331c9af060875aed88657190ce0
317,U1351,2,R,CC,576.47,C,G,R,,,C,,,,F,,,,,,,C,F,,C,C,,,,F,,,,R,,,,,,R,,,,,,,,,,,,,,,,D,,,,,,,,A,C,,,,,,,,,R,,,,,,,,,R,,,,,,,,C,,,,F,,,,,,,,C,,,,,317-U1351C-2R-CC,01067a31c42aafa79040bc6e1e09fdbb
317,U1351,3,R,CC,588.04,A,P,,,,A,,,,,,,,,,,,,,C,,,,,R,C,,,,,,,,,R,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,,F,,BF rare,C,,,,,317-U1351C-3R-CC,63e193cf8dc9f714ed709c7a1ed84705
317,U1351,4,R,CC,601.23,A,M,,,,F,,,C,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,F,,D,R,,,,,,,,F,,,,,,,,,,,,R,,,,R,,,,,,,,,R,F,,,C,F,,,,,F,,,C,,,,,317-U1351C-4R-CC,47160b657132d04053a3a52fd2d808b9
317,U1351,6,R,CC,661.16,C,G,,F,,C,,,F,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,,,,,,R,D,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,C,,,,,317-U1351C-6R-CC,cae17d5fe87ad2a3759fb69034bc6b61
317,U1351,7,R,CC,671.20,D,P,,D,,,,,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,BF rare,C,,,,,317-U1351C-7R-CC,4eea96fb0783b8fb8274e456689247e4
317,U1351,8,R,CC,680.24,D,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barren,C,,,,,317-U1351C-8R-CC,5fec97b0208fd79869106118d7144d6a
317,U1351,9,R,CC,690.03,A,G,,C,,R,,,,A,,,,,R,,,,,,R,,,,F,,,,,,,F,C,,F,,,,,,,,,,,F,,,C,,F,,,,,,,C,A,,,,,,,,,,,,,,,,F,,,,R,,R,,R,,R,,,,A,R,R,,,,F,,,C,,,,,317-U1351C-9R-CC,cfc1b1e2c2e1b779a38784edb5094267
317,U1351,10,R,CC,701.00,D,P,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-10R-CC,fdea3d603d72a2e05e06c3bddf785da5
317,U1351,11,R,CC,709.73,A,P,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,D,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-11R-CC,394a4d6c01c43a89077bb51f769445ce
317,U1351,12,R,CC,719.46,A,M,,,,A,,,,A,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,F,,,,,,,F,,,,F,,,,,,,F,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-12R-CC,a2ae5dff7778b9948e5207e3f3e1a558
317,U1351,13,R,CC,728.93,A,P,F,F,,A,,,,A,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,C,,,,,317-U1351C-13R-CC,8e95bad430829c7423cb3843fd8798ae
317,U1351,14,R,CC,740.14,D,G,,C,,R,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,R,,,,,,,,,C,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,C,,,,,317-U1351C-14R-CC,a16a890eafdf4d2c7ec72a9af57086ba
317,U1351,15,R,CC,749.77,A,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barren,C,,,,,317-U1351C-15R-CC,77ac22a8479d94d3807700c80cf5483b
317,U1351,16,R,CC,759.38,A,G,,,,A,,,,A,,,,,,,,F,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,C,,,,,317-U1351C-16R-CC,f490a2c4effabfdc8b2e2e886d0ec7cc
317,U1351,17,R,CC,769.70,A,M,,C,,A,,,,,,,,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,BF rare,C,,,,,317-U1351C-17R-CC,278bf12a36af234133b73d47350bf669
317,U1351,18,R,CC,779.87,A,G,F,,,A,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,C,,,C,,,,,317-U1351C-18R-CC,00fc7c6dbd06ce909873c19d5d7ce3ac
317,U1351,19,R,CC,788.94,A,M,F,F,,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,F,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,317-U1351C-19R-CC,4ff4bd783c95dd254f399ab6683e2506
317,U1351,20,R,CC,798.31,A,M,F,,,C,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,C,,,,,317-U1351C-20R-CC,98b5558c110f1359f596d9712ed47dc9
317,U1351,21,R,CC,807.35,A,M,,,C,,,,,C,,,,,,,C,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,R,,A,F,,,,,,,A,F,,,,,,,,,F,R,,,,,,,,,,,R,,,,R,,,,R,F,,,,,R,,,C,,,,,317-U1351C-21R-CC,b86f037d866139ba56555790d92dc011
317,U1351,22,R,CC,817.47,A,P,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-22R-CC,39f4d958e935cd03d6e63306cba349c5
317,U1351,23,R,CC,826.53,A,P,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,D,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-23R-CC,f8fbdaa05198b335885b29ff776a8c61
317,U1351,24,R,CC,836.79,A,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,Barren,C,,,,,317-U1351C-24R-CC,1ce95131f9eeca81801cc029ff514be1
317,U1351,25,R,CC,846.22,A,P,,C,,,,,,C,,,,,,,,,,F,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,BF rare,C,,,,,317-U1351C-25R-CC,fa1e75763d47a0f329ed242249d49db7
317,U1351,26,R,CC,855.29,D,P,,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-26R-CC,7908bcdd97d8ed164b56915bba3417ed
317,U1351,27,R,CC,864.94,D,P,,,,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,BF rare,C,,,,,317-U1351C-27R-CC,00b841924ae6712ee8373f3d217e71b5
317,U1351,28,R,CC,875.41,A,M,,F,,F,,,,C,,,,,,,F,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,C,,,,,317-U1351C-28R-CC,d73e0b622f85df85311396c724c91a71
317,U1351,29,R,CC,884.91,A,P,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-29R-CC,278420a866ae7ddb8e640d39d409b2f3
317,U1351,30,R,CC,894.37,A,P,,F,,F,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,A,,,,,,,,,,,,,,,,C,,,,,,,,,A,,,,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,F,,BF rare,C,,,,,317-U1351C-30R-CC,6af7f691538740df70cbd08bf4fe2111
317,U1351,31,R,CC,905.48,A,G,,F,,C,,,,C,,,,,,,,,,F,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,C,,,,,,,,,F,,,,,,,,,,,,,,F,,,,,,,A,,,,,,,,C,,,,,317-U1351C-31R-CC,d09678b66fe9b2b8ad4b23f7cd1f4b85
317,U1351,32,R,CC,913.03,C,G,,,,A,,,,F,,,,,,,,,,F,,,,,,,,,,,C,,,,C,,,,,,,,,,,,,,,,C,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,BF rare,C,,,,,317-U1351C-32R-CC,1339a4ae6e5fb2376e933de82490a5d6
317,U1351,33,R,CC,926.31,A,G,,,,A,,,,F,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-33R-CC,2c6512d9e829d6bfe85609e9f0044d35
317,U1351,34,R,CC,934.53,C,G,F,F,,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-34R-CC,cc5988243cb79b518938e9a1ed26a9ce
317,U1351,35,R,CC,944.45,C,G,A,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,A,,BF rare,C,,,,,317-U1351C-35R-CC,85bcbb4807a09ca129b87dd06e19dc66
317,U1351,36,R,CC,953.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barren,C,,,,,317-U1351C-36R-CC,eebf230d4401cd9c311787ad65b767f2
317,U1351,37,R,CC,964.39,A,P,C,,,C,,,,,,,,,,,,,,,,,,,,A,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,C,,,,,317-U1351C-37R-CC,b242e7844a8341f23ecb6a64563fcc6e
317,U1351,38,R,CC,978.49,A,P,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,C,,,,,317-U1351C-38R-CC,99b9a67da1c15320422d2c9b385f70ad
317,U1351,39,R,CC,987.74,A,M,F,F,,,,,,A,,,,,,,,,,F,,,,,R,,,,,,,,,,F,,,,,,F,,,,,,,,C,,,,,,,,,,F,F,,,,,,,,,F,,,,,,,,C,,,,,,,,,,,,,A,,,,,,,,C,,,,,317-U1351C-39R-CC,0876238a1307d703a9330d9836ae886d
317,U1351,40,R,CC,992.18,A,P,,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,C,,,,,,,,,,C,,,,F,,BF rare,C,,,,,317-U1351C-40R-CC,2d1683ea288e50b7581b195d13617aaa
317,U1351,41,R,CC,1004.95,A,P,,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,,,C,F,,,,F,,F,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,F,,,C,,,,,317-U1351C-41R-CC,2bc4c56b88e970877f088eab59eaf401
317,U1351,42,R,CC,1011.69,A,P,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,C,,BF rare,C,,,,,317-U1351C-42R-CC,2e3c4633b6c1d354f72d9639304caba9
317,U1351,43,R,CC,1019.69,A,P,,,,C,,,,,,,,,,,R,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,C,,,,R,,,C,,,,,317-U1351C-43R-CC,d4fe6a6cb6230d15c1e1537dc48a1437
317,U1351,44,R,CC,1034.53,A,P,,F,,,,,,,,,,,,,,D,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,R,A,BF rare,C,,,,,317-U1351C-44R-CC,0b36efe92940f1d6bbee0d2c8575b9b6
317,U1351,45,R,CC,1040.60,C,M,,,,F,,,,A,,R,A,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-45R-CC,02041c1d6174640c32c3032c41ca4c7d
317,U1351,46,R,CC,1049.72,C,G,,,,A,,,,C,C,F,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,317-U1351C-46R-CC,d2ff09d33c9a7b99c7535e07f6882691
317,U1351,47,R,CC,1058.49,C,G,,,,C,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,F,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,C,,,,,317-U1351C-47R-CC,ce81b5c31c1f25d0f8ec25a0aad16c72
317,U1351,48,R,CC,1068.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barren,C,,,,,317-U1351C-48R-CC,10da3a117bf82e0a7bf18e41f6a17d9a
317,U1351,49,R,CC,1077.64,C,M,,,,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF rare,C,,,,,317-U1351C-49R-CC,c47c86ec5392126cbf8d3fd6f47dd9d0
