Exp,Site,Hole,Core,Type,Section,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Abundance,Alabaminella weddellensis,Bolivina sp.,Brizalina earlandi,Bulimina aff. exilis,Cassidulinoides tenuis,Elphidium cf. batialis,Globobulimina auriculata,Globobulimina pacifica,Gyroidinoides soldanii,Hormosinella guttifera,Nonionella labradorica,Nonionella turgida,Nonionella turgida digitata,Planulina wuellerstorfi,Pullenia sp.,Pyrgo sp.,Quinqueloculina sp.,Reophax dentaliniformis,Rhabdammina sp.,Triloculina cf. trihedra,Triloculina sp.,Uvigerina auberiana,Uvigerina cf. peregrina,Valvulineria sp.,Rhizammina algaeformis,Botellina labyrinthica,Psammosphaera fusca,Dorothia pseudofiliformis,Haplophragmoides sp.,Trochammina sp.,Paratrochammina bipolaris,Paratrochammina challengeri,Cyclammina cancellata,Velereninoides jeffreysii,Liebusella soldanii,Astrorhiza sp.?,Reophax sp.,Reophax pilulifer,Subreophax aduncus,Oolina globosa?,Veleronoides sp.,Comments,,,,,,,,,A/W,Sample,eodp_id
323,U1344,B,1,H,1,0,0,0,0,VG,A,,,,,,R,P,R,P,R,R,P,,,,R,R,F,R,,,F,,,R,R,R,R,P,R,P,P,P,R,P,R,F,R,P,,,,,,,,,,,,,323-U1344B-1H-1,0e508447ad10fb03fa528cde5e53114b
323,U1344,B,1,H,CC,26,36,4.7,4.8,G,D,,,,,,F,,D,,,R,,P,,,,,,,,,F,P,P,,,,,,,,,,,,,,,,,,WOOD,,,,,,,,,,323-U1344B-1H-CC,66fbbb14b3484bc1b9ad87b5dcfb669d
323,U1344,C,1,H,1,0,0,0,0,M,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIATOMS,,,,,,,,,,323-U1344C-1H-1,ec68b5489d6e72dae6b8983b2fee2857
323,U1344,C,1,H,CC,15,25,7.02,7.12,G,D,,R,,R,F,R,,D,,,R,,A,,,,,,,,,A,,F,,,,,,,,,,,,,,,,,,"SPICULES, PY TUBES",,,,,,,,,,323-U1344C-1H-CC,44548d213d4215809b35bfd040f114f5
323,U1344,C,2,H,CC,8,18,14.14,14.24,M,A,,,F,F,,A,P,A,R,,R,,,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,"SPICULES, PY TUBES, BIVALVA FRAG",,,,,,,,,,323-U1344C-2H-CC,201d5f333317585e5f93c9302357f176
323,U1344,C,3,H,CC,0,15,26.25,26.4,M,A,P,,,,,A,,F,,,A,P,,P,,,P,,,R,,,,F,,,,,,,,,,,,,,,,,,"SPICULES, PY TUBES, MUTANTS, YELLOW PLANKS",,,,,,,,,,323-U1344C-3H-CC,8f949d1b3393654b7a4ff9846ad1db05
323,U1344,C,4,H,CC,35,45,35.45,35.55,M,A,,,,P,,R,,P,,,F,R,P,,R,,,,,,,,,F,,,,,,,,,,,,,,,,R,P,"SPICULES, PY TUBES, WOOD",,,,,,,,,,323-U1344C-4H-CC,2ef7aa184304ae968e7c53d2308ca3f9
