Exp,Hole,Core,Type,Section,Depth (cm),Top Depth (CSF m),Foraminiferal abundance,Foraminferal preservation,Planktic foraminiferal %,Catapsydrax dissimilis,Globigerina spp.,Globigerina bulloides,Globigerina falconensis,Globigerinatheka index,Globigerinella sp.,Globigerinella aequilateralis,Globigerinita glutinata,Globigerinoides ruber,Globigerinoides trilobus,Globigerinopsis obesa,Globoconella sp.,Globoconella conica,Globoconella conomiozea,Globoconella incognita,Globoconella inflata,Globoconella inflata triangula,Globoconella miotumida,Globoconella miozea,Globoconella mons,Globoconella pliozea,Globoconella praescitula,Globoconella puncticulata,Globoconella cf. puncticuloides,Globoconella puncticuloides,Globoconella sphericomiozea,Globoconella subconomiozea,Globoconella zealandica,Globorotaloides suteri,Globoquadrina sp.,Globoquadrina dehiscens,Hirsutella sp.,Hirsutella hirsuta,Hirsutella panda,Hirsutella scitula,Neogloboquadrina dutertrei,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Orbulina bilobata,Orbulina suturalis,Orbulina universa,Paragloborotalia sp.,Paragloborotalia mayeri s.l.,Praeorbulina glomerosa,Subbotina angiporoides,Subbotina minima,Tenuitella gemma,Turborotalita ciperoensis,Truncorotalia crassaformis,Truncorotalia crassacarina,Truncorotalia crassaconica,Truncorotalia crassula,Truncorotalia juanai,Turborotalita quinqueloba,Truncorotalia truncatulinoides,Zeaglobigerina sp.,Zeaglobigerina brevis,Zeaglobierina connecta,Zeaglobierina druryi,Zeaglobierina euapertura,Zeaglobierina nepenthes,Zeaglobierina woodi,Bolboforma sp.,Bolboforma metzmacheri s.s.,Bolboforma reticulata,Bolboforma robusta,Bolboforma subfragoris s.l.,Bryozoa fragments,Echinoid plate fragments,Echinoid spines,Fish teeth,Ostracods,Otoliths,Radiolarians,Sponge spicules,Shell fragments,Micro mollusks,Other fossil material,Remarks
317,U1352B,77,X,CC,,670.16,A,P,73,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,
317,U1352B,78,X,CC,,679.86,F,P,58,,X,X,,,,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,R,,R,,,R,R,,,
317,U1352B,79,X,CC,,687.84,C,M,78,,X,X,,,,,,,,,,,,,X,,,,,,,,?,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,R,,,,,,,
317,U1352B,80,X,CC,,703.59,C,P,72,,X,X,,,,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,
317,U1352B,81,X,CC,,710.73,C,M,80,,X,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352B,82,X,CC,,710.74,F,P,60,,X,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352B,83,X,CC,,716.09,F,M,67,,X,,,,,,,,,,,,,,,,,,,,,,?,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,
317,U1352B,84,X,CC,,725.85,A,P,62,,X,X,,,,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,X,X,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,
317,U1352B,85,X,CC,,740.18,A,M,74,,X,X,,,,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,,X,,,X,,,,,,,,X,,,,,X,,,,,,,,X,,,,,,,,F,,,,,,F,,,
317,U1352B,86,X,CC,,745.28,A,P,91,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,cf.,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352B,87,X,CC,,756.47,A,M,72,,X,X,,,,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352B,88,X,CC,,766.09,C,M,69,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,cf.,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352B,89,X,CC,,773.92,C,P,88,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,
317,U1352B,90,X,CC,,783.97,A,M,92,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352B,91,X,CC,,793.38,A,M,88,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,?,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352B,92,X,CC,,803.13,A,P,76,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,
317,U1352B,93,X,CC,,812.18,A,P,88,,X,,X,,,,,,,,,,,,X,,,,,,,,?,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,
317,U1352B,94,X,CC,,822.08,C,P,80,,X,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,
317,U1352C,2,R,CC,,576.47,A,G,84,,X,X,,,,,,,,,,,,,X,,,,,cf.,,,,X,,,,,,,,,,,,,X,,,X,,,,,,,,?,,cf.,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,3,R,CC,,588.04,C,P,70,,X,,,,,,,,,,,,,,,,,,,,,,,cf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,4,R,CC,,601.23,A,M,74,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,X,X,,,,,,,,,,,,,,cf.,,,,,,,,,,,,,,,,,,,,C,,,,,,,
317,U1352C,6,R,CC,,661.16,A,M,86,,X,X,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,cf.,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,F,,,,C,,,
317,U1352C,7,R,CC,,671.20,D,M,77,,X,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,,
317,U1352C,8,R,CC,,680.24,F,P,62,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,
317,U1352C,9,R,CC,,690.03,A,M,78,,X,,,,,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,
317,U1352C,10,R,CC,,701.00,F,M,50,,X,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,11,R,CC,,709.73,F,M,72,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,R,,,,,,,
317,U1352C,12,R,CC,,719.46,A,M,75,,X,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,13,R,CC,,728.93,A,M,70,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,
317,U1352C,14,R,CC,,740.14,A,M,66,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,15,R,CC,,749.77,F,P,62,,X,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,cf.,,,,,,,,,,,,,,,,,,R,,,,,,,
317,U1352C,16,R,CC,,759.38,A,M,73,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,F,,,,,,,
317,U1352C,17,R,CC,,769.70,A,M,79,,X,X,,,,,,,,X,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,
317,U1352C,18,R,CC,,779.87,A,M,82,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,cf.,,,X,,,,,,,,,,,,,,,,X,,,,,,,,cf.,,,,,,,,,,,,,,,,,
317,U1352C,19,R,CC,,788.94,C,M,71,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,F,,,,,,,
317,U1352C,20,R,CC,,798.31,C,P,79,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,21,R,CC,,807.35,A,M,77,,X,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,X,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,F,,F,,,,,,,
317,U1352C,22,R,CC,,817.47,F,P,82,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,23,R,CC,,826.53,A,M,84,,X,X,,,,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,X,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,F,,,,,,,,,
317,U1352C,24,R,CC,,836.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No planktics
317,U1352C,25,R,CC,,846.22,C,P,94,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,X,X,,,,,,,,,,,cf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,26,R,CC,,855.29,F,M,70,,X,,,,,,,,,,,,,,?,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,27,R,CC,,864.94,F,M,64,,X,X,,,,,,,,,,,,,X,,,,,cf.,,,X,X,,X,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,28,R,CC,,875.41,A,M,63,,X,X,,,,,X,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,?,,X,X,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,R,,R,,,,R,,,
317,U1352C,29,R,CC,,884.91,C,P,77,,X,,,,,,,,,,,,,,?,,,,,,,,X,X,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,
317,U1352C,30,R,CC,,894.37,F,P,78,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,31,R,CC,,905.48,A,M,79,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,X,X,,,X,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,F,,F,,,,,,,
317,U1352C,32,R,CC,,913.03,A,P,83,,X,X,,,,,,,,,,,,,X,,,,,cf.,,,,X,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,33,R,CC,,926.31,C,M,63,,X,,,,,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,34,R,CC,,934.53,A,M,79,,X,X,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,F,F,F,,,,,,,
317,U1352C,35,R,CC,,944.45,A,M,88,,X,X,,,,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,
317,U1352C,36,R,CC,,953.49,A,M,78,,X,X,,,,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,F,,F,,,,,,,
317,U1352C,37,R,CC,,964.39,A,M,86,,X,X,,,,,X,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,R,,,,F,,R,,,
317,U1352C,38,R,CC,,978.49,A,M,72,,X,X,,,,,,,,,,,,,X,,,,,,,,X,X,,X,,,,,,,,X,,X,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,
317,U1352C,39,R,CC,,987.74,A,M,74,,X,X,,,,,X,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,X,,?,?,,,X,,,,,,,,X,,,,,X,,X,,,,,,,,,,,,,,F,,F,,,,,,,
317,U1352C,40,R,CC,,992.18,A,M,85,,X,X,,,,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,F,,,
317,U1352C,41,R,CC,,1004.95,A,M,77,,X,X,,,,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,cf.,,X,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,R,R,,,,,R,,,
317,U1352C,42,R,CC,,1011.69,C,P,80,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,cf.,,X,X,,,,,,,,,,,,,,,,X,,,,,,,,cf.,,,,,,,,,,F,,,,,,,
317,U1352C,43,R,CC,,1019.69,A,M,83,,X,,,,,,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,X,,X,,,X,,,,,,,,,,,,,,,,,,,,,cf.,,,,,,,,,,,,,,,,,
317,U1352C,44,R,CC,,1034.53,F,P,82,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,45,R,CC,,1040.60,A,P,90,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,46,R,CC,,1049.72,A,P,81,,X,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,47,R,CC,,1058.49,A,P,87,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,48,R,CC,,1068.93,F,P,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,49,R,CC,,1077.64,A,P,94,,X,X,,,,,,,,,,,,,X,,,,,cf.,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,F,,,,,,,
317,U1352C,50,R,CC,,1093.16,A,M,95,,,,,,X,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,51,R,CC,,1098.87,A,M,91,,X,X,,,,,,,,,,,,,X,,,,,,,,,X,,cf.,,,,,,,,,,X,X,,,,,,,,,,,?,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,52,R,CC,,1104.77,A,P,84,,X,X,,,,,,,,,,,,,X,,,,,,,s.l.,,X,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,cf.,,,,,,,,,,F,,,,,,,
317,U1352C,53,R,CC,,1115.07,C,P,83,,X,X,,,,,,,,X,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,54,R,CC,,1127.57,A,P,96,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,55,R,CC,,1136.19,A,P,94,,X,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,?,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,56,R,CC,,1147.41,A,M,95,,X,X,,,,,,,,,,,,,X,,,,,,,s.l.,,X,,,,,,,,,,,,X,?,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,A,,,
317,U1352C,57,R,CC,,1155.03,A,M,91,,X,X,,,,,,,,X,,,,,X,,,,,,,X,,X,,,,,,,,,,,,,X,,,X,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,58,R,CC,,1165.49,A,M,91,,X,X,,,,,,,,,,,,,,,,,,cf.,,X,,?,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,59,R,CC,,1179.52,A,M,93,,X,X,,,,,,,,,,,,,X,,,,,,,X,,?,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,
317,U1352C,60,R,CC,,1188.75,A,M,92,,X,X,,,,,,,,,,,,,X,,,,,cf.,,X,,X,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,R,,,,F,,,
317,U1352C,61,R,CC,,1197.57,A,M,86,,X,X,,,,,X,,,,,,,,X,,,,,,,cf.,,X,,,,,,,,,,?,,,X,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,R,,R,,,,A,,,
317,U1352C,62,R,CC,,1206.27,A,P,80,,,X,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,cf.,,X,X,,X,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,R,F,,,,,,,
317,U1352C,63,R,CC,,1208.45,A,M,79,,X,X,,,,,X,,,,,,,,,,,,,?,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,R,,,,R,,,,,
317,U1352C,64,R,CC,,1217.80,A,M,73,,X,X,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,R,,R,,R,,,,,
317,U1352C,65,R,CC,,1222.21,A,M,84,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,66,R,CC,,1227.50,A,M,93,,X,X,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,F,,,,R,,,,,
317,U1352C,70,R,CC,,1256.62,A,P,89,,X,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,71,R,CC,,1266.16,A,P,92,,X,X,,,,,,,,,,,,,,,,,,cf.,,X,,,,,,,,,,,,,cf.,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,
317,U1352C,72,R,CC,,1266.38,C,P,84,,X,X,,,,,,,,,,,,,,,,,cf.,cf.,,X,,,,,,,,,,,,,,X,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,
317,U1352C,73,R,CC,,1283.95,A,P,94,,X,X,,,,,,,,,,,,,,,,,,?,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,cf.,,,,,,,,,R,,,,,,,,
317,U1352C,74,R,CC,,1284.60,A,P,95,,X,X,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,
317,U1352C,75,R,CC,,1294.30,A,M,93,,X,,,,,,,,,,,,,,,,,,?,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,76,R,CC,,1305.29,C,M,83,,X,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,77,R,CC,,1310.75,A,P,86,,X,X,,,,,,,,,,,,,,,,,?,,,,,,X,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,R,,,,,,,,,
317,U1352C,78,R,CC,,1318.15,C,M,26,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,79,R,CC,,1321.30,F,P,78,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,80,R,CC,,1327.04,C,P,87,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,?,X,,,,,,,,,,,,,,,,?,,,,,,,,X,,,,,,,,,,,,F,,,,,
317,U1352C,81,R,CC,,1330.45,F,M,74,,X,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,F,,,,,
317,U1352C,82,R,CC,,1332.96,C,M,50,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,?,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,F,,,,,
317,U1352C,83,R,CC,,1337.16,F,M,88,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,?,,,X,,,X,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,F,,,,,
317,U1352C,84,R,CC,,1342.48,A,P,86,,X,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,
317,U1352C,85,R,CC,,1352.39,C,M,72,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,
317,U1352C,86,R,CC,,1355.34,A,P,89,,X,,,,,,X,,,,,,,,,,,,?,,,,,,X,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,87,R,CC,,1370.19,C,P,79,,X,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,88,R,CC,,1379.88,A,P,89,,X,X,,,,,,,,,,,cf.,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
317,U1352C,89,R,CC,,1386.04,A,P,86,,X,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,90,R,CC,,1394.62,A,P,80,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,F,R,R,,,,,,,
317,U1352C,91,R,CC,,1409.66,A,P,87,,X,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf.,,,,,X,,,X,,X,,,X,,,F,R,R,,C,R,,,,
317,U1352C,92,R,CC,,1409.58,C,P,84,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,R,R,R,,C,R,,,,caved from 91R-CC?
317,U1352C,93,R,CC,,1419.06,F,P,75,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,U1352C,94,R,CC,,1438.43,A,P,91,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,?,,,X,,,,,?,X,,,,,X,,,,,,,C,,,,,
317,U1352C,95,R,CC,,1446.91,A,P,89,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,X,,,,,X,,,,,,,,,,,,
317,U1352C,96,R,CC,,1448.00,A,P,90,,X,,,,,,,,,,,,,,,,cf.,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,
317,U1352C,97,R,CC,,1457.70,A,P,95,,X,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,cf.,,,,,,X,,X,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,
317,U1352C,98,R,CC,,1467.50,A,P,89,,X,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,cf.,,,,X,,,,X,,,,,,,,,,,,,,,,,,X,X,,,,,X,,,,,,,,,,,,
317,U1352C,99,R,CC,,1477.98,A,P,97,,X,X,,,,,,,,X,,?,,,,,X,,,,,,,,,,,,,,,,cf.,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,
317,U1352C,100,R,CC,,1481.70,A,P,91,,X,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,cf.,,,,,,,X,,X,,,,,,,,,,,?,,,,,,,,X,,,,,X,,,,,,,,,,,,
317,U1352C,101,R,CC,,1486.78,A,M,93,,X,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,cf.,,,,,,,X,,X,,,,,,,,,,,,,X,,,,,,X,,,,,X,,,,,,,,,,,,
317,U1352C,102,R,CC,,1496.50,A,P,86,,X,,,,,,X,,,X,,X,,,,,cf.,,,,,,,,,,,,,,,,cf.,,,,,,,X,,X,,,,,,,,,,,X,,X,,,,,,X,,,cf.,,,,,R,,F,,,,,,,
317,U1352C,103,R,CC,,1515.94,A,P,92,,X,X,,,,,,,,,,,,,,,,cf.,,,,,,,,,,,,,,,cf.,,,,,,,X,,X,,,,,,,,,,,?,,X,,,,,,X,,,,cf.,,,,,R,F,,,,,,,
