Exp,Site,Hole,Core,Type,Section,Top Depth [m],Bottom Depth [m],Preservation,Picea,Pinus,Trees,Shrubs,Herbs,Total pollen,Spores of Sphagnum,Spores of Pteridophytes,Botryococcus + Pediastrum,Hallodinium,Tintinids,Reworked palynomorphs,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Top [cm],Bottom [cm],A/W,Sample,eodp_id
323,U1344,A,26,H,CC,245.4,245.5,M,C,R,C,,,C,F,,F,,,R,,,,,,,,,,,,,,,323-U1344A-26H-CC,009d075cf829c0d4f41acddae7865bce
323,U1344,A,28,X,CC,263.7,263.8,M,C,,C,,,C,C,R,R,,,R,,,,,,,,,,,,,,,323-U1344A-28X-CC,dddcfca336a96a616c19840fc98e0fc0
323,U1344,A,30,X,CC,280.2,280.3,M,F,,F,,,F,R,R,R,,,,,,,,,,,,,,,,,,323-U1344A-30X-CC,34706abb00ab4f8c18bd7d26a5ec68bb
323,U1344,A,32,X,CC,299.1,299.2,G,R,,R,R,,F,R,,C,,,,,,,,,,,,,,,,,,323-U1344A-32X-CC,94f4db2d1b42cabda60836af9673d553
323,U1344,A,34,X,CC,318.3,318.4,M,F,R,F,R,,C,F,R,R,,,R,,,,,,,,,,,,,,,323-U1344A-34X-CC,96ab109d0fbe8571eac012403cc1e8fa
323,U1344,A,36,X,CC,338.8,338.9,M,C,R,C,,R,C,R,R,F,,,R,,,,,,,,,,,,,,,323-U1344A-36X-CC,5c5831453bf73f3759a87c5f28ec35cd
323,U1344,A,38,X,CC,357.0,357.1,M,C,31.9,C,,R,C,F,C,F,,R,R,,,,,,,,,,,,,,,323-U1344A-38X-CC,b583660f44d661b5773e900c4c6af260
323,U1344,A,40,X,CC,373.1,373.2,M,C,,C,,,C,F,C,R,,,C,,,,,,,,,,,,,,,323-U1344A-40X-CC,d95473aff7e4321687d801cffbe950f7
323,U1344,A,42,X,CC,397.4,397.5,P,R,R,R,R,R,F,R,R,R,,,C,,,,,,,,,,,,,,,323-U1344A-42X-CC,618c5cb0dbab7fd9a04be93904f838d1
323,U1344,A,44,X,CC,414.9,415.0,M,F,F,C,R,,C,F,R,C,,R,C,,,,,,,,,,,,,,,323-U1344A-44X-CC,2ffab607e5e22039a435fa87afd58892
323,U1344,A,46,X,CC,434.0,434.1,M,C,R,C,R,,C,R,F,R,,,F,,,,,,,,,,,,,,,323-U1344A-46X-CC,611adaf178009de2312ac9e4db38c0d3
323,U1344,A,48,X,CC,451.6,451.7,M,C,R,C,R,,C,F,R,F,,,F,,,,,,,,,,,,,,,323-U1344A-48X-CC,633def439ea6392b774f090a35e8a434
323,U1344,A,49,X,CC,461.8,461.9,M,F,R,C,,,C,,,R,,,C,,,,,,,,,,,,,,,323-U1344A-49X-CC,3b5c9e972a241fbe01b6734771d61205
323,U1344,A,50,X,CC,473.4,473.5,G,C,R,C,R,R,C,C,R,F,,,F,,,,,,,,,,,,,,,323-U1344A-50X-CC,1dd20ed149f856113f342e7541b4a4f3
323,U1344,A,51,X,CC,482.6,482.7,M,F,,F,,,F,R,R,,,,R,,,,,,,,,,,,,,,323-U1344A-51X-CC,68d649a915bc48327ebc74cea84f923b
323,U1344,A,52,X,CC,493.1,493.2,G,C,F,C,,F,C,C,C,,,,R,,,,,,,,,,,,,,,323-U1344A-52X-CC,c97959815a6a79f20a786760a4a78dee
323,U1344,A,53,X,CC,502.0,502.1,M,F,,F,,,F,F,F,R,,,,,,,,,,,,,,,,,,323-U1344A-53X-CC,e1cc64976d1226e39a9838faee60e798
323,U1344,A,54,X,CC,511.9,512.0,M,C,R,C,R,R,C,C,R,R,,,R,,,,,,,,,,,,,,,323-U1344A-54X-CC,fd7e04b03c1ed4da5bab3825b223c352
323,U1344,A,56,X,CC,530.2,530.3,P,C,R,C,,,C,F,R,C,,,C,,,,,,,,,,,,,,,323-U1344A-56X-CC,03aba0eff53788354ea1589dcf7ac2fd
323,U1344,A,58,X,CC,549.5,549.6,G,C,R,C,R,R,C,C,F,C,,R,C,,,,,,,,,,,,,,,323-U1344A-58X-CC,c3ce62928408b45caf36b0d8243ebbb9
323,U1344,A,60,X,CC,567.3,567.4,M,R,R,C,,,C,F,R,C,,,R,,,,,,,,,,,,,,,323-U1344A-60X-CC,31918c24a20e9636d07615c07a54bbdc
323,U1344,A,62,X,CC,587.5,587.6,M,C,R,C,,,C,C,R,R,,,R,,,,,,,,,,,,,,,323-U1344A-62X-CC,4e47bfd2b0c7ca97fcadc44e1e451fd6
323,U1344,A,64,X,CC,607.6,607.7,P,C,R,C,,,C,F,F,,,,F,,,,,,,,,,,,,,,323-U1344A-64X-CC,53637a7e5db43faec391755a8e11e565
323,U1344,A,65,X,CC,618.0,618.1,P,F,,F,,,F,R,R,R,,,R,,,,,,,,,,,,,,,323-U1344A-65X-CC,108aa76a8985fd27f3f8485c6aecbf17
323,U1344,A,68,X,CC,645.9,646.0,M,C,R,C,,,C,,F,,,,R,,,,,,,,,,,,,,,323-U1344A-68X-CC,24b7acfdba4d228aed116ef56922d4a5
323,U1344,A,70,X,CC,666.4,666.5,P,F,,F,,,F,C,F,,,,C,,,,,,,,,,,,,,,323-U1344A-70X-CC,a6cda8c228095a3fbffc84edb9cc6c46
323,U1344,A,72,X,CC,683.5,683.6,M,F,,F,R,,C,R,F,R,,,R,,,,,,,,,,,,,,,323-U1344A-72X-CC,c251f4b19f4b81af9051fadfc4c1f2b7
323,U1344,A,74,X,CC,703.6,703.7,M,C,,C,,,C,,R,C,,,R,,,,,,,,,,,,,,,323-U1344A-74X-CC,def5154fcde81af9ac7b1ef539416d6c
323,U1344,A,76,X,CC,723.0,723.1,M,C,,C,,,C,R,R,R,,,R,,,,,,,,,,,,,,,323-U1344A-76X-CC,250a39ded04df02a26c89a57d0f13876
323,U1344,A,78,X,CC,739.7,739.8,M,C,R,C,R,,C,F,R,,,,C,,,,,,,,,,,,,,,323-U1344A-78X-CC,60442276d0c8cc151d96d0689259ef78
323,U1344,A,79,X,CC,746.5,746.6,M,C,,C,,,C,F,F,R,,,F,,,,,,,,,,,,,,,323-U1344A-79X-CC,07ff5e6276eb6f5adf1429bcdf699c1b
323,U1344,E,1,H,CC,5.2,5.3,G,F,R,C,F,R,C,F,C,C,F,R,F,,,,,,,,,,,,,,,323-U1344E-1H-CC,9254eb373b0be3edab2d94a34563022f
323,U1344,E,2,H,CC,14.9,15.0,G,R,,R,R,,R,,R,C,,R,R,,,,,,,,,,,,,,,323-U1344E-2H-CC,50dabfbe7fa8446dd668447479bbf1e9
323,U1344,E,3,H,CC,24.8,24.9,G,F,,F,R,,F,R,R,F,,,,,,,,,,,,,,,,,,323-U1344E-3H-CC,1b48751b3dd7199adbf61915e806499e
323,U1344,E,4,H,CC,34.6,34.7,G,C,R,C,,R,C,,R,,,,R,,,,,,,,,,,,,,,323-U1344E-4H-CC,903da070dd27b2e5bd13e7b208276343
323,U1344,E,5,H,CC,43.7,43.8,G,F,,F,R,R,F,R,F,,,,,,,,,,,,,,,,,,,323-U1344E-5H-CC,a1c4a64c8a044508dfa1aa8d2d9253a0
323,U1344,E,6,H,CC,53.3,53.4,G,,R,R,R,,R,F,,,,,,,,,,,,,,,,,,,,323-U1344E-6H-CC,41ecd08db408c55f049e3f6fc5124b4b
323,U1344,E,7,H,CC,62.0,62.1,G,,R,R,,,R,R,F,,,,,,,,,,,,,,,,,,,323-U1344E-7H-CC,ff96398604617252d9992f64cde85a9e
323,U1344,E,8,H,CC,72.0,72.1,M,C,,C,R,R,C,C,C,,,,F,,,,,,,,,,,,,,,323-U1344E-8H-CC,360b4320e1e39c576afd57d9be2642b5
323,U1344,E,9,H,CC,81.3,81.4,M,C,,C,,,C,R,R,R,,,R,,,,,,,,,,,,,,,323-U1344E-9H-CC,cfd556aaf76856bd542142bae0d157fb
323,U1344,E,10,H,CC,90.8,90.9,G,F,R,C,R,,C,R,R,F,,,,,,,,,,,,,,,,,,323-U1344E-10H-CC,689827368fc38c601df9a3e9368463ab
323,U1344,E,12,H,CC,103.0,103.1,G,F,R,C,R,R,C,F,R,R,,,R,,,,,,,,,,,,,,,323-U1344E-12H-CC,08ec61b3fa32f2f0498b8ecdeb3852db
323,U1344,E,13,H,CC,112.8,112.9,M,C,,C,,,C,C,C,C,,,R,,,,,,,,,,,,,,,323-U1344E-13H-CC,ddbd6bb1cc35913f85a37d79e948f37c
323,U1344,E,14,H,CC,122.4,122.5,M,F,,F,,,F,F,F,F,,,,,,,,,,,,,,,,,,323-U1344E-14H-CC,8855219ccd39e4ddbe402e9fc6dd0edf
323,U1344,E,15,H,CC,127.0,127.1,M,C,,C,,,C,R,R,R,,,R,,,,,,,,,,,,,,,323-U1344E-15H-CC,ef26a5d641364b686a957e38785932b7
323,U1344,E,16,H,CC,136.4,136.5,M,C,R,C,,,C,F,,,,,R,,,,,,,,,,,,,,,323-U1344E-16H-CC,3b55948647693f4894c6524e4fccd59b
323,U1344,E,17,H,CC,144.9,145.0,G,R,,R,,,R,,,C,,,R,,,,,,,,,,,,,,,323-U1344E-17H-CC,566ed4abbd2a929f3c9124903d1b9457
323,U1344,E,18,H,CC,155.4,155.5,G,R,R,R,,,C,R,,F,,,F,,,,,,,,,,,,,,,323-U1344E-18H-CC,232d47653d15ce2f73f97ba6521628d3
323,U1344,E,19,H,CC,165.3,165.4,G,C,R,C,,,C,,R,C,,,F,,,,,,,,,,,,,,,323-U1344E-19H-CC,8d16a56c3bf35defadbabf3b9be1d7c0
323,U1344,E,20,H,CC,174.2,174.3,M,C,R,C,,,C,C,C,R,,,R,,,,,,,,,,,,,,,323-U1344E-20H-CC,6c549869542becfee89afb0f22f9e558
323,U1344,E,21,H,CC,182.5,182.6,G,C,R,C,,,C,F,F,R,,,R,,,,,,,,,,,,,,,323-U1344E-21H-CC,5873794bdd19d0df445377a6081590ce
323,U1344,E,22,H,CC,193.8,193.9,G,C,R,C,,R,C,C,C,C,,,R,,,,,,,,,,,,,,,323-U1344E-22H-CC,85ea5e43818c1d7e4d3f62f54d17d821
323,U1344,E,23,H,CC,202.7,202.8,G,C,,C,R,R,C,R,F,F,,,R,,,,,,,,,,,,,,,323-U1344E-23H-CC,9c4e0182f081d525e7b7c32b9294a4bf
