Exp,Site,Hole,Core,Type,Section,Top Depth [m],Bottom Depth [m],Preservation,Picea,Pinus,Trees,Shrubs,Herbs,Total pollen,Spores of Sphagnum,Spores of Pteridophytes,Botryococcus + Pediastrum,Hallodinium,Tintinids,Reworked palynomorphs,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Top [cm],Bottom [cm],A/W,Sample,eodp_id
323,U1344,A,1,H,CC,9.0,9.1,G,R,R,R,,,F,,C,F,,,R,,,,,,,,,,,,,,,323-U1344A-1H-CC,6f47bf23215f08fb50970320c57ff809
323,U1344,A,2,H,CC,18.7,18.8,G,F,R,F,,,F,,R,R,,,R,,,,,,,,,,,,,,,323-U1344A-2H-CC,f7abd975570515f5317827724aabfee9
323,U1344,A,3,H,CC,28.6,28.7,G,C,,C,,,C,R,R,R,,,,,,,,,,,,,,,,,,323-U1344A-3H-CC,67aeacc96e5e05a251c722b24ff688a7
323,U1344,A,4,H,CC,38.1,38.2,G,R,,R,,,R,R,R,,,R,R,,,,,,,,,,,,,,,323-U1344A-4H-CC,e7a84ddc6efd83a5e6a6230a4b6d8de2
323,U1344,A,5,H,CC,47.5,47.6,G,C,R,C,,,C,R,R,R,,,R,,,,,,,,,,,,,,,323-U1344A-5H-CC,1ef45092ee57761d8c49c959016f6def
323,U1344,A,6,H,CC,57.2,57.3,M,R,R,R,R,,R,R,R,R,,,R,,,,,,,,,,,,,,,323-U1344A-6H-CC,8d7e299072e3eec6b6e81bba3de64a8f
323,U1344,A,7,H,CC,66.6,66.7,G,F,,F,,,F,R,R,,,,R,,,,,,,,,,,,,,,323-U1344A-7H-CC,67d63fabbb30e5a2bbafc3a3df0b24cd
323,U1344,A,8,H,CC,75.2,75.3,G,R,R,R,,R,F,F,R,,,R,,,,,,,,,,,,,,,,323-U1344A-8H-CC,91bb0c8e556d584018a8517b55b87e38
323,U1344,A,9,H,CC,85.1,85.2,G,C,,C,,,C,,R,,,R,R,,,,,,,,,,,,,,,323-U1344A-9H-CC,b2e1e3ff3a86a55b8d39e63dd7706e5a
323,U1344,A,10,H,CC,95.1,95.2,G,R,R,F,R,R,F,C,F,C,,,R,,,,,,,,,,,,,,,323-U1344A-10H-CC,6d8ba0226de57e0bce6c0eff30715b1b
323,U1344,A,12,H,CC,113.9,114.0,G,C,R,C,,,C,C,C,C,,,R,,,,,,,,,,,,,,,323-U1344A-12H-CC,37ca50283d92ca20851f0640dacda59b
323,U1344,A,14,H,CC,132.8,132.9,G,C,R,C,R,,C,C,R,F,,,R,,,,,,,,,,,,,,,323-U1344A-14H-CC,c9b1303803d4bfd0ad984b0e69e84702
323,U1344,A,16,H,CC,152.1,152.2,M,C,R,C,R,,C,R,R,R,,,,,,,,,,,,,,,,,,323-U1344A-16H-CC,9301b60983d9482389ee5a7a4c1161ac
323,U1344,A,18,H,CC,171.2,171.3,G,C,,F,R,,C,C,C,C,,,R,,,,,,,,,,,,,,,323-U1344A-18H-CC,cd36fc17908ce62047cac486f2994da1
323,U1344,A,20,H,CC,190.3,190.4,M,C,R,C,,,C,R,R,R,,,F,,,,,,,,,,,,,,,323-U1344A-20H-CC,e7974b1b7be467bd680c0e272315bc0a
323,U1344,A,22,H,CC,208.7,208.8,M,C,,C,,R,C,C,R,,,,R,,,,,,,,,,,,,,,323-U1344A-22H-CC,f2eada437d56ad3e4c3a09f950e26d2d
323,U1344,A,24,H,CC,226.6,226.7,M,R,R,R,,R,C,R,R,,,,R,,,,,,,,,,,,,,,323-U1344A-24H-CC,8c3b432d6d7e24afcb31f8130b6f4867
