Exp,Site,Hole,Core,Type,Section,Top Depth [m],Bottom Depth [m],preservation,Dinoflagellate cysts,Organic lining of foraminifers,Bitectatodinium tepikiense,Brigantedinium cariacoense,Brigantedinium simplex,Brigantedinium spp.,Filisphaera filifera,I.mpagidinium pallidum,I.mpagidinium patulum,Impagidinium spp.,Islandinium imnutum,Islandinium Morphtype Cesare,Operculodinium centrocarpum,Polykrikos - Arctic morphotype,O. centrocarpum var. short processes,Lejeunecysta falax,Nematosphaeropsis lemniscata,Protoperidinium americanum,Quinquecuspis concreta,Selenopemphix nephroides,Spiniferites ramosus,Trinovantedinium variabile,Top [cm],Bottom [cm],A/W,Sample,eodp_id
323,U1341,A,1,H,CC,2.92,3.02,G,A,C,,F,A,D,,,,,A,,R,,,,,,,,,,,,,323-U1341A-1H-CC-nan,d4cdd75f70afc119d094aa08ed8b75de
323,U1341,A,3,H,CC,22.33,22.43,M,A,,R,R,D,D,,,,R,F,R,,,,,,,,,,,,,,323-U1341A-3H-CC-nan,976f0661c2bc9786457474f3ed7c55ec
323,U1341,A,5,H,CC,41.22,41.32,M,A,C,R,,A,D,,,,,,,,,,,,F,,,,,,,,323-U1341A-5H-CC-nan,2366c47843354cbb0265298f261eac19
323,U1341,A,7,H,CC,60.41,60.51,M,C,F,,,D,D,,R,,,,,R,,R,,,,,,,,,,,323-U1341A-7H-CC-nan,58141a32dade47d1ae844751903a7588
323,U1341,A,9,H,CC,79.56,79.66,M,C,F,,,F,D,,,,,A,,,,,,D,,,,,,,,,323-U1341A-9H-CC-nan,144049e5bc19f5546862f3c2d57ebce9
323,U1341,A,11,H,CC,98.41,98.51,G,A,C,,R,A,D,,,,R,R,,F,R,R,,,,R,,R,,,,,323-U1341A-11H-CC-nan,a19442b75e74ff710d6bf6952a6985af
323,U1341,A,13,H,CC,117.6,117.7,M,C,R,,,A,D,,,,,,,,,,,,,,,,,,,,323-U1341A-13H-CC-nan,b651bd494273b5226b006f0706395589
323,U1341,A,15,H,CC,136.16,136.26,G,C,C,D,,R,A,,F,,,,,,,,F,,,,,,,,,,323-U1341A-15H-CC-nan,e76d2048079f38af065007294a5370fd
323,U1341,A,17,H,CC,155.53,155.63,M,C,F,,,A,D,,,,,,,,,,,,,,,,,,,,323-U1341A-17H-CC-nan,b6bee3a48b62b3631e309d642f020049
323,U1341,A,19,H,CC,174.39,174.49,M,A,,,R,A,D,,,,,,,,,,,,,,,,,,,,323-U1341A-19H-CC-nan,50aaaa0703d1b477ddfa8e22c5adf3fe
323,U1341,A,21,H,CC,193.25,193.35,P,F,,,,,P,,,,,,,,,,,,,,,,,,,,323-U1341A-21H-CC-nan,2d51d4972313a5e025b2b2ced1f2672b
323,U1341,A,23,H,CC,212.53,212.63,M,C,F,,R,A,D,F,,,,,,,,,,,,,,,,,,,323-U1341A-23H-CC-nan,da361f04a3129536c86db91b643c6f25
323,U1341,A,25,H,CC,231.33,231.43,M,F,F,,,,D,D,,,,,,A,,,,,,,,,,,,,323-U1341A-25H-CC-nan,59530fd2a9e4856f152d9624ac49b60d
323,U1341,A,27,H,CC,241.4,241.5,P,F,F,,,,P,,,,,,,,,,,,,,,,,,,,323-U1341A-27H-CC-nan,06c25557f7f99f118c9b136a9e05e216
323,U1341,A,29,H,CC,262.14,262.24,M,C,,,,A,D,A,,,,,,A,,,,,,,,,,,,,323-U1341A-29H-CC-nan,2cfec0cdffaa969ca2ac3bcc631f1659
323,U1341,A,31,H,CC,281.2,281.3,P,R,,,,,P,,,,,,,,,,,,,,,,,,,,323-U1341A-31H-CC-nan,3f57376234cae2fb40d729ed61aeed11
323,U1341,A,33,H,CC,300.09,300.19,M,C,F,,,A,D,,,,F,,,,,,,,,,,,A,,,,323-U1341A-33H-CC-nan,f8432d922eaa6d76c863d16b492475b1
323,U1341,A,35,H,CC,318.92,319.02,P,C,F,,,A,D,,,,,,,,,,,,,,,,R,,,,323-U1341A-35H-CC-nan,10f9930ef8aeafd823f2db5ac30f5d9a
323,U1341,A,37,H,CC,332.71,332.81,P,R,R,,,,P,,,,,,,,,,,,,,,,,,,,323-U1341A-37H-CC-nan,45513abf49e03a87241a1eeaa6c514ca
323,U1341,A,39,H,CC,351.93,352.03,M,C,C,,,A,D,,,,,F,,,,,,,,,F,,,,,,323-U1341A-39H-CC-nan,2f3c370aede3889f7701da6e98bd866b
323,U1341,A,40,H,CC,356.68,356.78,P,F,,,,,P,P,,,,,,,,,,,,,,,,,,,323-U1341A-40H-CC-nan,3e2fe098c32011cbbca9f5ac42368f3b
323,U1341,A,41,H,CC,359.02,359.12,P,C,C,,,P,P,,,,,,,,,,,,,,,,,,,,323-U1341A-41H-CC-nan,cb4a73317cc1b9b811d8ed7da51a793f
323,U1341,B,42,H,CC,375.58,375.68,P,F,C,,,P,P,,,,,,,,,,,,,,,,,,,,323-U1341B-42H-CC-nan,380ad33a71585e2a60eb5527cae71efe
323,U1341,B,43,H,CC,385.38,385.48,P,C,F,,,P,P,,,,,,,,,,,,,,F,,,,,,323-U1341B-43H-CC-nan,e4b7050a7bd3677b03ee24cdc88fb8f4
323,U1341,B,44,H,CC,395.02,395.12,M,C,F,,F,F,D,,,,,,,,,,,,,,,,,,,,323-U1341B-44H-CC-nan,4f93d35f159d1ad95d983b937fdaa5d3
323,U1341,B,45,H,CC,403.49,403.59,M,C,F,,,F,D,F,,,,,,,,,,,,,,,,,,,323-U1341B-45H-CC-nan,d82236d38e667493280d832605e04c5f
323,U1341,B,46,H,CC,413.6,413.7,M,C,C,,,,P,,,,,,,,,,,,,,,,,,,,323-U1341B-46H-CC-nan,1f40c4a5dd4afecc45bc5f6462a616be
323,U1341,B,47,H,CC,414.43,414.53,P,C,F,,,A,D,A,,,,,,,,,,,,,,,,,,,323-U1341B-47H-CC-nan,80e86b62e777da79485dbd39e10f634a
323,U1341,B,48,H,CC,422.74,422.84,P,F,C,,,,P,,,,,,,,,,,,,,,,,,,,323-U1341B-48H-CC-nan,4ffda0c30718fe81d14705185520bbad
323,U1341,B,49,H,CC,423.19,423.29,M,F,R,,,,P,P,,,,,,,,,,,,,,,,,,,323-U1341B-49H-CC-nan,943fc1d5169e38ae07e15ffb03fe2fe2
323,U1341,B,50,H,CC,431.08,431.18,M,,F,,,,,,,,,,,,,,,,,,,,,,,,323-U1341B-50H-CC-nan,fb209da08bae606220d428987f1267c1
323,U1341,B,51,H,CC,438.94,439.04,M,F,,,,,P,,,,,,,,,,,,,,,,,,,,323-U1341B-51H-CC-nan,031202cd374d3056214751fe411134c7
323,U1341,B,53,H,CC,457.7,457.8,P,F,F,,,,P,,,,,,,,,,,,,,,,P,,,,323-U1341B-53H-CC-nan,8e2c8d02eabf125d0a300f2d157cb5ac
323,U1341,B,55,H,CC,458.3,458.36,,,R,,,,,,,,,,,,,,,,,,,,,,,,323-U1341B-55H-CC-nan,1c77d6a86a966df99ac2e11712bcc77a
323,U1341,B,57,X,CC,467.23,467.33,M,F,F,,,,P,,,,,,,,,,,,,,,,,,,,323-U1341B-57X-CC-nan,ea68765408df509b443a872a20f979ce
323,U1341,B,59,X,CC,486.67,486.77,M,C,R,,,,A,,,,,,,,,,,,,,,,D,,,,323-U1341B-59X-CC-nan,ce1bcbf3559bccc6130e41e526a0fee8
323,U1341,B,61,X,CC,504.24,504.34,M,C,F,,,,P,P,,P,,,,,,,,,,,,,P,,,,323-U1341B-61X-CC-nan,753e9a9151b0018a48d75a081db4fdd4
323,U1341,B,63,X,CC,525.36,525.46,M,C,F,,,A,D,,,,,,,,,,,,,,,,F,,,,323-U1341B-63X-CC-nan,22ce4e2c744e5011c73726e979186af4
323,U1341,B,65,X,CC,542.92,543.02,P,C,C,,,,P,,,,,,,,,,,,,,,,P,,,,323-U1341B-65X-CC-nan,1e5c0a9416ae5c8d04dd52e1be7c9c4e
323,U1341,B,67,X,CC,563.58,563.68,,,,,,,,,,,,,,,,,,,,,,,,,,,323-U1341B-67X-CC-nan,02362b12cb69ed6de70f3cea807647be
323,U1341,B,68,X,CC,573.38,573.48,,,F,,,,,,,,,,,,,,,,,,,,,,,,323-U1341B-68X-CC-nan,738357dabbb3078e9e6dc135e14433fd
323,U1341,B,69,X,CC,573.52,573.62,,,F,,,,,,,,,,,,,,,,,,,,,,,,323-U1341B-69X-CC-nan,a0d5695fb516068e55075cf729bc0f47
323,U1341,B,70,X,CC,592.15,592.25,P,C,F,,,P,P,,,,,,,,,,,,,,P,,P,,,,323-U1341B-70X-CC-nan,2e39b974792aa7b4b0eb36ec495404ef
323,U1341,B,71,X,CC,601.77,601.87,P,C,,P,,,P,,,,,,,,,,,,,,,,P,,,,323-U1341B-71X-CC-nan,b80655a69907d78d3bb6d0dcdf9ddbd8
