Site,Exp,Hole,Core,Type,Section,Half,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group Abundance,Coscinodiscus radiatus,Hyalodiscus sp.,Paralia sulcata,Pinnularia sp.,Thalassiosira fasciculata,Triceratium sp.,Chaetoceros resting spores,Comments,,,,,A/W,Sample,eodp_id
,317,U1351A,1,H,CC,,,,2.56,2.57,M,C,,R,A,R,R,R,R,"coastal, near estuary?",,,,,,317-U1351A-1H-CC,78150fa002d14a94159383426924aef6
,317,U1351A,2,H,CC,,,,11.44,11.45,-,B,,,,,,,,,,,,,,317-U1351A-2H-CC,20ddd215c0f658ca9875d02b691d2e8e
,317,U1351A,3,H,CC,,,,18.15,18.16,-,B,,,,,,,,,,,,,,317-U1351A-3H-CC,d202babce91744d43f3e7e24a119ac30
,317,U1351A,4,H,CC,,,,25.08,25.09,-,B,,,,,,,,,,,,,,317-U1351A-4H-CC,5a34b84b682dfd942a73e57482e670c5
,317,U1351A,5,H,CC,,,,27.50,27.51,-,B,,,,,,,,,,,,,,317-U1351A-5H-CC,bf1973cda890ae356bfd2af5f853f342
,317,U1351A,6,H,CC,,,,28.00,28.01,-,B,,,,,,,,,,,,,,317-U1351A-6H-CC,832c169e34ddc281bef130bf42623300
,317,U1351B,1,H,CC,,,,7.71,7.72,-,B,,,,,,,,,,,,,,317-U1351B-1H-CC,595cda1b9e1968e03e9e5c67cb6392c2
,317,U1351B,2,H,CC,,,,16.66,16.67,-,B,,,,,,,,,,,,,,317-U1351B-2H-CC,1ade064c02f07b72123cad6fced77e5d
,317,U1351B,3,H,CC,,,,22.29,22.30,-,B,,,,,,,,,,,,,,317-U1351B-3H-CC,3fcf23c2b86dad1dcec42d69224d07cd
,317,U1351B,4,H,CC,,,,28.17,28.18,-,B,,,,,,,,,,,,,,317-U1351B-4H-CC,a8a433a6b7333c77ce811c9ea5a8adbc
,317,U1351B,5,H,CC,,,,32.34,32.35,-,B,,,,,,,,,,,,,,317-U1351B-5H-CC,896ba4414f32db5e3c5eefb63da2daab
,317,U1351B,6,H,CC,,,,39.27,39.28,-,B,,,,,,,,,,,,,,317-U1351B-6H-CC,59cc85ff2a7522ee708e82c06426c08a
,317,U1351B,7,H,CC,,,,47.83,47.84,-,B,,,,,,,,,,,,,,317-U1351B-7H-CC,ad0bc933adfcba67d7f7e42d02d133ea
,317,U1351B,8,H,CC,,,,56.46,56.47,-,B,,,,,,,,,,,,,,317-U1351B-8H-CC,c0b71311e18504cb9d2066826500739f
,317,U1351B,9,H,CC,,,,65.91,65.92,-,B,,,,,,,,,,,,,,317-U1351B-9H-CC,fcf21184aaba186df93158e7ed20ab7d
,317,U1351B,10,H,CC,,,,69.83,69.84,-,B,,,,,,,,,,,,,,317-U1351B-10H-CC,adc106d9ba08238addfc167fda876977
,317,U1351B,11,H,CC,,,,75.57,75.58,-,B,,,,,,,,,,,,,,317-U1351B-11H-CC,3b188f18331ce6d022177b68eeca6fda
,317,U1351B,12,H,CC,,,,76.92,76.93,-,B,,,,,,,,,,,,,,317-U1351B-12H-CC,754514002e15c5ea93d39e7ef3c60f9c
,317,U1351B,13,H,CC,,,,90.02,90.03,P,R,R,,,,R,,,Diatoms rarely occurred only from hard silt inlying bivalves which are dissolved by HCL and sieved by meshs from 125 to 20 micrometers.,,,,,,317-U1351B-13H-CC,aa9dffbcd21f468bd2e86fc1ce1d019c
,317,U1351B,14,X,CC,,,,97.11,97.12,-,B,,,,,,,,,,,,,,317-U1351B-14X-CC,4ce7e316a598ec09c93d91ff3308548d
,317,U1351B,15,X,CC,,,,103.42,103.43,-,B,,,,,,,,,,,,,,317-U1351B-15X-CC,30d6d44de1175ba7ca24bc0abe893488
,317,U1351B,16,X,CC,,,,120.24,120.25,-,B,,,,,,,,,,,,,,317-U1351B-16X-CC,41b2673b61a7de6fe24b65d9c8853e7c
,317,U1351B,18,X,CC,,,,134.48,134.49,-,B,,,,,,,,,,,,,,317-U1351B-18X-CC,c2832d39648a07b7c091a0327914eff9
,317,U1351B,19,X,CC,,,,147.55,147.56,-,B,,,,,,,,,,,,,,317-U1351B-19X-CC,e0d7d43b8a1e1a53d8c6cf35ecd5fa24
,317,U1351B,20,X,CC,,,,160.16,160.17,-,B,,,,,,,,,,,,,,317-U1351B-20X-CC,3e5b65f1d53a8c9abe5f370745c53c19
,317,U1351B,21,X,CC,,,,168.48,168.49,-,B,,,,,,,,,,,,,,317-U1351B-21X-CC,6ecb8890c83d89e351d489e43bfda3da
,317,U1351B,22,X,CC,,,,175.27,175.28,-,B,,,,,,,,,,,,,,317-U1351B-22X-CC,10c99a69c0bb1d915ef0cf566c77c8f3
,317,U1351B,23,X,CC,,,,180.13,180.14,-,B,,,,,,,,,,,,,,317-U1351B-23X-CC,43ca9bab10aed8601a7cf1c09b611992
,317,U1351B,24,X,CC,,,,189.75,189.76,-,B,,,,,,,,,,,,,,317-U1351B-24X-CC,db41f351a9f0635b92deaf3499125b76
,317,U1351B,25,X,CC,,,,202.59,202.60,-,B,,,,,,,,,,,,,,317-U1351B-25X-CC,43864369e92efb1b59fb0f24c1201641
,317,U1351B,26,X,CC,,,,208.96,208.97,-,B,,,,,,,,,,,,,,317-U1351B-26X-CC,54f68c82f95dda9843e4da03093c325a
,317,U1351B,27,X,CC,,,,226.27,226.28,-,B,,,,,,,,,,,,,,317-U1351B-27X-CC,bca37f25f5552809588ea41827ad5263
,317,U1351B,28,X,CC,,,,236.17,236.18,-,B,,,,,,,,,,,,,,317-U1351B-28X-CC,4fccd86ac18cd139d86b0da619dcc683
,317,U1351B,29,X,CC,,,,247.35,247.36,-,B,,,,,,,,,,,,,,317-U1351B-29X-CC,5bc9d64dad687a58c6fa0a078dd4fdcb
,317,U1351B,30,X,CC,,,,255.06,255.07,-,B,,,,,,,,,,,,,,317-U1351B-30X-CC,cd06348fa2a5a414341cdbf2b19ef3c9
,317,U1351B,31,X,CC,,,,263.61,263.62,-,B,,,,,,,,,,,,,,317-U1351B-31X-CC,aa3a97c6838c0b8fe8a97c6c40457f7e
,317,U1351B,32,X,CC,,,,270.97,270.98,-,B,,,,,,,,,,,,,,317-U1351B-32X-CC,66d5e95f98f5de849d358f2db5e10029
,317,U1351B,33,X,CC,,,,278.34,278.35,-,B,,,,,,,,,,,,,,317-U1351B-33X-CC,0a81464fff727e799ab9b503704a4d5d
,317,U1351B,34,X,CC,,,,286.38,286.39,-,B,,,,,,,,,,,,,,317-U1351B-34X-CC,53544d8f0c41bb65f5e0f6643ee6c5cf
,317,U1351B,35,X,CC,,,,295.31,295.32,-,B,,,,,,,,,,,,,,317-U1351B-35X-CC,68aa47fb317783a8507c1d365178a10a
,317,U1351B,36,X,CC,,,,309.74,309.75,-,B,,,,,,,,,,,,,,317-U1351B-36X-CC,cf8ac52921ebb1c5e30782b4d0ac0950
,317,U1351B,37,X,CC,,,,317.04,317.05,-,B,,,,,,,,,,,,,,317-U1351B-37X-CC,1b7ec70f477e4fc31a1d86b6babe4aed
,317,U1351B,38,X,CC,,,,323.69,323.70,-,B,,,,,,,,,,,,,,317-U1351B-38X-CC,8e2d881f72b127d40eda44043355544c
,317,U1351B,39,X,CC,,,,337.44,337.45,-,B,,,,,,,,,,,,,,317-U1351B-39X-CC,2ce3820d719fb2c0e93c0c58bf6a716a
,317,U1351B,40,X,CC,,,,345.67,345.68,-,B,,,,,,,,,,,,,,317-U1351B-40X-CC,7e994baf5f498f559757738ef9238a7e
,317,U1351B,41,X,CC,,,,354.21,354.22,-,B,,,,,,,,,,,,,,317-U1351B-41X-CC,a13355e1fe69dc890d9caa159aded178
,317,U1351B,42,X,CC,,,,362.15,362.16,-,B,,,,,,,,,,,,,,317-U1351B-42X-CC,066e3b1cf7a23313eaeffaaca8ef195a
,317,U1351B,43,X,CC,,,,372.13,372.14,-,B,,,,,,,,,,,,,,317-U1351B-43X-CC,3b9d19eb7daf91f701ab272062985ef0
,317,U1351B,44,X,CC,,,,382.57,382.58,-,B,,,,,,,,,,,,,,317-U1351B-44X-CC,d0e1fbdb00cacd1cc89c83bc58ec0d8b
,317,U1351B,44,X,1,W,3,8,381.13,381.18,-,B,,,,,,,,Calcareous concretion,,,,,,317-U1351B-44X-1,d40dbbed3fa82f1778f8ead3bac5bce9
,317,U1351B,44,X,1,W,67,69,381.77,381.79,-,B,,,,,,,,Calcareous concretion,,,,,,317-U1351B-44X-1,6b8d665de616c98e157c27f2ba7750ff
,317,U1351B,45,X,CC,,,,393.34,393.35,-,B,,,,,,,,,,,,,,317-U1351B-45X-CC,c782972a884ece19eb8e2d0fc15efff5
,317,U1351B,46,X,CC,,,,400.24,400.25,-,B,,,,,,,,Sediment with calcareous concretion,,,,,,317-U1351B-46X-CC,03031cfac939a2dc5186700273ce4afb
,317,U1351B,47,X,CC,,,,411.72,411.73,-,B,,,,,,,,,,,,,,317-U1351B-47X-CC,72499b0584018e395c1152d4ed509c00
,317,U1351B,48,X,CC,,,,421.03,421.04,-,B,,,,,,,,Sediment with calcareous concretion,,,,,,317-U1351B-48X-CC,ac57d34a9af3a82795f0f779392f3e17
,317,U1351B,49,X,CC,,,,429.14,429.15,-,B,,,,,,,,,,,,,,317-U1351B-49X-CC,c00495f8bef6d6e8d9e83762f3837500
,317,U1351B,53,X,CC,,,,467.79,467.80,-,B,,,,,,,,,,,,,,317-U1351B-53X-CC,b2fcaf8b5548535a843f2018fe519234
,317,U1351B,54,X,CC,,,,477.24,477.25,-,B,,,,,,,,,,,,,,317-U1351B-54X-CC,406e650f993e197713333ea2c7e0d277
,317,U1351B,55,X,CC,,,,486.50,486.51,-,B,,,,,,,,,,,,,,317-U1351B-55X-CC,83a31dd8e6bb4ee1fedd4f5f8a888ac2
,317,U1351B,57,H,CC,,,,507.60,507.61,-,B,,,,,,,,,,,,,,317-U1351B-57H-CC,7b71be6f99daa182378f3b307535e84a
,317,U1351B,59,H,CC,,,,510.49,510.50,-,B,,,,,,,,,,,,,,317-U1351B-59H-CC,ca4c5fd2fc67d83b16dea4462f0d753d
,317,U1351B,60,X,CC,,,,512.76,512.77,-,B,,,,,,,,Calcareous concretion,,,,,,317-U1351B-60X-CC,ccfdad48b1b878b6034ee210efa29ce9
,317,U1351B,61,X,CC,,,,525.29,525.30,-,B,,,,,,,,Calcareous concretion,,,,,,317-U1351B-61X-CC,3a43efb6dd8367bfeb9d76cb26420d1d
,317,U1351B,62,X,CC,,,,534.28,534.29,-,B,,,,,,,,Calcareous concretion,,,,,,317-U1351B-62X-CC,04790b22cf32ab9f63b8d26b33bc275e
,317,U1351B,63,X,CC,,,,543.92,543.93,-,B,,,,,,,,,,,,,,317-U1351B-63X-CC,ade2d25fd86b6abbc80862767e53cff8
,317,U1351B,64,X,CC,,,,556.27,556.28,-,B,,,,,,,,,,,,,,317-U1351B-64X-CC,7893f72ef1616a4a614a9b809e954c62
,317,U1351B,65,H,CC,,,,563.80,563.81,-,B,,,,,,,,,,,,,,317-U1351B-65H-CC,b4473884325a5a605bcb6b1105173d05
,317,U1351B,66,X,CC,,,,564.07,564.08,-,B,,,,,,,,,,,,,,317-U1351B-66X-CC,1f212b4467e78d417d97a6b1345ee7fb
,317,U1351B,67,X,CC,,,,572.90,572.91,-,B,,,,,,,,,,,,,,317-U1351B-67X-CC,5e8e1387c9603555ea7a477b7dcd263e
,317,U1351B,69,X,CC,,,,591.90,591.91,-,B,,,,,,,,,,,,,,317-U1351B-69X-CC,18a6be6aceefa811ead965216745c66f
,317,U1351B,70,X,CC,,,,603.49,603.50,-,B,,,,,,,,,,,,,,317-U1351B-70X-CC,4bd52dbc972156b07113a7a270e2e9ad
,317,U1351B,71,X,CC,,,,611.69,611.70,-,B,,,,,,,,,,,,,,317-U1351B-71X-CC,73d899001cea6209ad72e4407dc9af71
,317,U1351B,72,X,CC,,,,623.60,623.61,-,B,,,,,,,,,,,,,,317-U1351B-72X-CC,de4bc0c168caf89f6bcf62ad849dee9d
,317,U1351B,73,X,CC,,,,631.41,631.42,-,B,,,,,,,,,,,,,,317-U1351B-73X-CC,0cc572ae8788305e07875be79dd3e449
,317,U1351B,74,X,CC,,,,640.12,640.13,-,B,,,,,,,,,,,,,,317-U1351B-74X-CC,3f2d5dcfaf170ca8c2b4a0f916f5796f
,317,U1351B,75,X,CC,,,,649.79,649.80,-,B,,,,,,,,,,,,,,317-U1351B-75X-CC,787cd2f6cb8d083defbf14eceb9ce06d
,317,U1351B,76,X,CC,,,,659.58,659.59,-,B,,,,,,,,,,,,,,317-U1351B-76X-CC,c8d3646f315a9a4b16eeff923316bc9c
