Exp,Site,Hole,"Core,    section",Top Depth [m],Bottom Depth [m],Abundance,Preservation,Actinocyclus curvatulus,Actinocyclus ochotensis,Actinocyclus oculatus,Actinoptycus senarius,Asteromphalus robustus,Bacterosira fragilis,Cocconeis placentula,Coscinodiscus marginatus,Cyclotella spp.,Delphineis surirella,Delpineis cf. angustata,Detonula confervacea,Eunotia triodon,Eunotia spp.,Fragilariopsis cylindrus,Fragilariopsis oceanica,Navicula spp.,Neodenticula koizumii,Neodenticula seminae,Nitzschia peragalli,Nitzschia spp.,Odontella aurita,Paralia sol,Paralia sulcata,Pinnularia spp.,Porosira glacilis,Proboscia alata,Proboscia barboi,Proboscia curvirostris,Psuedopodsira elegans,Pyxidicula spp.,Pyxidiculla turris,Rhizosolenia borealis,Rhizosolenia hebetata f. hebetata,Rhizosolenia hebetata f. hiemalis,Rhizosolenia hebetata semispina,Rhizosolenia spp.,Stauroneis spp.,Thalassionema nitzschioides,Thalassiosira antarctica Spore,Thalassiosira antiqua,Thalassiosira gravida,Thalassiosira hyalina,Thalassiosira jouseae,Thalassiosira latimarginata,Thalassiosira nordenskioeldii,Thalassiosira oestrupii,Thalassiosira spp.,Thalassiothrix longissima,Diatom Zone (NPD) in Yanagisawa and Akiba (1998),Core,Section,Type,Top [cm],Bottom [cm],A/W,Sample,eodp_id
323,U1343,C,7H-CC,63.81,63.91,C,M,C,R,,,R,R,,C,R,C,,F,,,R,,,,C,,F,,,,,R,,,,,,F,R,R,F,,R,,R,A,,F,R,R,F,R,,,R,Neodenticula seminae (NPD12),7,CC,H,,,,323-U1343C-7H-CC,8705891c320772556d99c5f15c39f082
323,U1343,C,8H-CC,70.58,70.68,C,M,F,,,R,,R,,F,,F,R,,,,F,,,,,,F,R,,,,,,,,,,,,R,R,,,,F,D,,,,,F,,,,R,Neodenticula seminae (NPD12),8,CC,H,,,,323-U1343C-8H-CC,e7630c96ff7dc266ccb3a256f30cc28d
323,U1343,C,9H-CC,78.25,78.35,C,M,F,,,,,F,,R,,,,R,,,,,,,R,,C,,R,F,R,,,,F,,,,,R,,,,,F,D,R,,,R,R,R,,,,Undefined (P.curvirostris Zone or A. oculatus Zone),9,CC,H,,,,323-U1343C-9H-CC,080326efdfe104fb4407142bbc04b307
323,U1343,C,10H-CC,87.58,87.68,C,M,,,,,,R,,R,,,R,R,,,R,,,,C,,,,R,C,R,R,,,,R,,,,,,,R,,,A,,,R,C,C,,,,,Undefined (P.curvirostris Zone or A. oculatus Zone),10,CC,H,,,,323-U1343C-10H-CC,5e5b6ae93b88754844a37f62fad49d72
323,U1343,C,11H-CC,97.44,97.54,C,M,R,,,,,,,R,,R,,R,,,C,F,,,F,,C,R,R,,,,,,R,R,,,,R,F,,R,,C,A,,R,R,R,F,,,,,Undefined (P.curvirostris Zone or A. oculatus Zone),11,CC,H,,,,323-U1343C-11H-CC,9f5380a640bc2f646dfac44d47d0de9a
323,U1343,C,13H-CC,116.00,116.10,F,M,F,,R,,,R,R,R,F,,,,R,F,F,,,,F,,F,,,C,,R,,,,,,,,R,R,,,R,,A,,R,,R,C,,R,,F,Undefined (P.curvirostris Zone or A. oculatus Zone),13,CC,H,,,,323-U1343C-13H-CC,5418b13a9ec5ddc83c30ebfc48e12c1d
323,U1343,C,19H-CC,171.89,171.99,C,M,C,,,,,,,F,,C,R,,,,,,F,,,F,F,,F,,,,,R,F,,R,,R,,,,,,,A,,R,,,C,,,F,R,Undefined (P.curvirostris Zone or A. oculatus Zone),19,CC,H,,,,323-U1343C-19H-CC,ffe695151bc201c6111f81a011e552e5
323,U1343,C,22H-CC,196.06,196.16,C,P-M,R,,,,,C,,,,R,R,F,,R,C,F,,R,A,F,C,,R,R,,,R,,,,,,,R,,,F,,,C,,,F,C,R,,,,R,Undefined (P.curvirostris Zone or A. oculatus Zone),22,CC,H,,,,323-U1343C-22H-CC,8974ccc0d39d97341056691fb09129a7
323,U1343,C,26H-CC,234.62,234.72,A,G,F,,,,,,,,,,,,,,R,R,,,A,,,,,,,F,,F,F,,,,,,,R,,,,A,,,,,R,,R,,,Undefined (P.curvirostris Zone or A. oculatus Zone),26,CC,H,,,,323-U1343C-26H-CC,e9c67f83dad6a8fbf3a75c8de08ba310
