Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ceratolithus cristatus,Amaurolithus delicatus,Sphenolithus moriformis,Sphenolithus heteromorphus,Reticulofenestra sp. (<5 microns),Helicosphaera kamptneri,Discoaster sp.,Discoaster deflandrei,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Coccolithus pelagicus,Helicosphaera euphratis,Pontosphaera sp.,Reticulofenestra sp.,Discoaster variabilis,Calcidiscus leptoporus,Sphenolithus sp.,Discoaster lenticularis,Discoaster challengeri,Discoaster aulakos,Dictyococcites sp.,Sphenolithus abies/neoabies,Discoaster quinqueramus,Discoaster pentaradiatus,Triquetrorhabdulus rugosus,Helicosphaera sp.,Discoaster triradiatus,Discoaster surculus,Discoaster sp. (6-rayed),Discoaster intercalaris,Discoaster berggrenii,Calcidiscus macintyrei,Amaurolithus sp.,Discoaster neorectus,Semihololithus sp. ,Hayaster perplexus,Amaurolithus tricorniculatus,Discoaster sp. (9-rayed),Discoaster calcaris,Scyphosphaera sp.,Reticulofenestra pseudoumbilica (>7microns),Pontosphaera sp (large),Discoaster brouweri,Ceratolithus sp.,Pseudoemiliania lacunosa,Dictyococcites bisectus,Rhabdosphaera sp.,Syracosphaera pulchra,Rhabdosphaera clavigera,Discoaster sp. (5-rayed),Discoaster tamalis,Oolithotus fragilis,Umbilicosphaera mirabilis,Pontosphaera discopora,Gephyrocapsa spp. small (<3.5 microns),Pontosphaera japonica,Gephyrocapsa oceanica (4-5.5 microns)  ,Coccolithus sp.,Micrantholithus sp.,Scapholithus fossilis,Reticulofenestra sp. (5-7 microns),Helicosphaera inversa,Ceratolithus rugosus,Helicosphaera sellii,Pontosphaera multipora,Ceratolithus acutus,Ceratolithus telesmus,Ceratolithus simplex,Catinaster umbrellus,Gephyrocapsa spp. large (>5.5 microns),Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN14a             ,              ,134, 832,B, 43,R, 1,  42.00,    548.9200,Staerker ,Nannofossils                                 ,S              ,G                 ,R                     ,                      ,                       ,                          ,S                                ,A                      ,              ,                     ,                           ,                          ,                     ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,S                 ,rR                         ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,rC                    ,                ,                    ,                   ,                  ,                            ,                        ,                   ,S                ,                                           ,                       ,                   ,R               ,A                       ,                       ,                 ,                     ,C                      ,                        ,                  ,                   ,S                        ,                      ,A                                     ,R                    ,                                       ,               ,                   ,                     ,                                  ,R                    ,R                   ,R                   ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN14a             ,              ,134, 832,B, 43,R, 3,  63.00,    552.1300,Staerker ,Nannofossils                                 ,R              ,G                 ,                      ,                      ,                       ,                          ,C                                ,A                      ,              ,                     ,                           ,                          ,S                    ,                       ,S               ,C                   ,                     ,C                     ,                ,                       ,                      ,                  ,C                 ,rR                         ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,rC                    ,                ,                    ,                   ,R                 ,                            ,                        ,                   ,S                ,                                           ,                       ,                   ,S               ,A                       ,                       ,                 ,C                    ,S                      ,                        ,                  ,C                  ,C                        ,                      ,C                                     ,                     ,                                       ,               ,                   ,R                    ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN14a             ,              ,134, 832,B, 44,R, 1, 142.00,    559.6200,Staerker ,Nannofossils                                 ,R              ,G                 ,                      ,                      ,                       ,                          ,V                                ,A                      ,              ,                     ,                           ,                          ,S                    ,                       ,C               ,A                   ,                     ,C                     ,                ,                       ,                      ,                  ,C                 ,rR                         ,                       ,rS                      ,                          ,                 ,rS                    ,rC                 ,                        ,                       ,                     ,rC                    ,                ,                    ,                   ,R                 ,                            ,                        ,                   ,S                ,                                           ,                       ,-                  ,S               ,C                       ,                       ,                 ,C                    ,C                      ,                        ,                  ,C                  ,C                        ,                      ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,R                   ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN14a             ,              ,134, 832,B, 45,R, 1, 118.00,    568.8800,Staerker ,Nannofossils                                 ,R              ,G                 ,                      ,                      ,                       ,                          ,C                                ,C                      ,rR            ,                     ,                           ,                          ,S                    ,                       ,C               ,C                   ,                     ,C                     ,                ,                       ,                      ,                  ,C                 ,rR                         ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,R                 ,                            ,                        ,                   ,S                ,                                           ,                       ,                   ,S               ,A                       ,                       ,                 ,C                    ,C                      ,                        ,                  ,C                  ,C                        ,                      ,A                                     ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN14a             ,              ,134, 832,B, 45,R, 3,  39.00,    571.0900,Staerker ,Nannofossils                                 ,R              ,G                 ,                      ,                      ,                       ,                          ,C                                ,C                      ,rR            ,                     ,                           ,                          ,S                    ,                       ,S               ,C                   ,                     ,C                     ,                ,                       ,                      ,                  ,C                 ,rR                         ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,R                 ,                            ,                        ,                   ,R                ,                                           ,                       ,                   ,R               ,A                       ,                       ,                 ,C                    ,C                      ,                        ,                  ,S                  ,C                        ,                      ,                                      ,                     ,                                       ,               ,                   ,S                    ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN14a             ,              ,134, 832,B, 46,R, 1, 117.00,    578.5700,Staerker ,Nannofossils                                 ,R              ,E                 ,                      ,                      ,                       ,                          ,C                                ,C                      ,rR            ,                     ,                           ,                          ,S                    ,                       ,R               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,S                 ,rR                         ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,R               ,C                       ,                       ,                 ,                     ,C                      ,rR                      ,                  ,                   ,S                        ,R                     ,A                                     ,                     ,C                                      ,               ,                   ,S                    ,rR                                ,R                    ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN14a             ,              ,134, 832,B, 46,R, 2, 107.00,    579.9700,Staerker ,Nannofossils                                 ,R              ,G                 ,R                     ,                      ,                       ,                          ,                                 ,C                      ,              ,                     ,                           ,                          ,                     ,                       ,R               ,                    ,                     ,                      ,                ,                       ,                      ,                  ,                  ,rR                         ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,rS                    ,                ,                    ,                   ,                  ,                            ,                        ,                   ,S                ,                                           ,                       ,                   ,                ,A                       ,                       ,                 ,S                    ,C                      ,                        ,                  ,                   ,C                        ,S                     ,S                                     ,S                    ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN13a             ,              ,134, 832,B, 48,R, 1, 105.00,    597.7500,Staerker ,Nannofossils                                 ,S              ,G                 ,                      ,                      ,                       ,                          ,                                 ,C                      ,rC            ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,                  ,rR                         ,                       ,rC                      ,                          ,                 ,rS                    ,rS                 ,                        ,                       ,                     ,S                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,S                ,                                           ,                       ,rC                 ,R               ,A                       ,                       ,                 ,S                    ,C                      ,                        ,                  ,                   ,S                        ,S                     ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN13a             ,              ,134, 832,B, 49,R, 1, 106.00,    607.4600,Staerker ,Nannofossils                                 ,S              ,G                 ,                      ,                      ,                       ,                          ,                                 ,C                      ,rC            ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,                  ,rR                         ,                       ,rC                      ,                          ,                 ,rS                    ,rS                 ,                        ,                       ,                     ,S                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,S                ,                                           ,                       ,rC                 ,R               ,A                       ,                       ,                 ,S                    ,C                      ,                        ,                  ,                   ,S                        ,S                     ,                                      ,                     ,                                       ,               ,R                  ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN13a             ,              ,134, 832,B, 49,R, 2,  90.00,    608.8000,Staerker ,Nannofossils                                 ,S              ,G                 ,                      ,                      ,                       ,                          ,C                                ,C                      ,rC            ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,                  ,rR                         ,                       ,rC                      ,                          ,                 ,rS                    ,rS                 ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,S                ,                                           ,                       ,rC                 ,R               ,A                       ,                       ,                 ,S                    ,C                      ,                        ,                  ,                   ,S                        ,S                     ,                                      ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN13a             ,              ,134, 832,B, 49,R, 3,  79.00,    610.1900,Staerker ,Nannofossils                                 ,S              ,G                 ,                      ,                      ,                       ,                          ,C                                ,C                      ,rC            ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,                  ,rR                         ,                       ,rC                      ,                          ,                 ,rS                    ,rS                 ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,S                ,                                           ,                       ,rC                 ,R               ,A                       ,                       ,                 ,S                    ,C                      ,                        ,                  ,                   ,S                        ,S                     ,S                                     ,                     ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN13a             ,              ,134, 832,B, 50,R, 2,  25.00,    616.8900,Staerker ,Nannofossils                                 ,R              ,G                 ,R                     ,                      ,                       ,                          ,R                                ,C                      ,              ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,rR                   ,C                     ,                ,                       ,                      ,                  ,                  ,                           ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,rR                    ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,S                ,                                           ,                       ,                   ,R               ,A                       ,                       ,                 ,S                    ,C                      ,                        ,                  ,R                  ,S                        ,C                     ,C                                     ,S                    ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,                 ,CN13a             ,              ,134, 832,B, 50,R, 3, 100.00,    619.1400,Staerker ,Nannofossils                                 ,S              ,G                 ,R                     ,                      ,                       ,                          ,R                                ,C                      ,rS            ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,                  ,                           ,rR                     ,rS                      ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,rS                    ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,S                ,                                           ,                       ,rS                 ,R               ,A                       ,                       ,                 ,S                    ,C                      ,                        ,                  ,R                  ,S                        ,C                     ,                                      ,S                    ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,Middle Pleistocene,CN13b             ,CN14a         ,134, 832,B, 50,R, 4,  45.00,    620.0700,Staerker ,Nannofossils                                 ,R              ,G                 ,R                     ,                      ,                       ,                          ,R                                ,C                      ,rS            ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,                  ,                           ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,S                ,                                           ,                       ,                   ,R               ,A                       ,                       ,                 ,S                    ,C                      ,                        ,                  ,R                  ,S                        ,C                     ,C                                     ,S                    ,C                                      ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,Middle Pleistocene,CN13b             ,CN14a         ,134, 832,B, 51,R, 1,  38.00,    626.0800,Staerker ,Nannofossils                                 ,R              ,G                 ,R                     ,                      ,                       ,                          ,R                                ,C                      ,rS            ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,                  ,                           ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,S                ,                                           ,                       ,                   ,R               ,A                       ,                       ,                 ,S                    ,C                      ,                        ,                  ,R                  ,S                        ,C                     ,C                                     ,S                    ,S                                      ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,Middle Pleistocene,CN13b             ,CN14a         ,134, 832,B, 51,R, 3,  79.00,    629.4500,Staerker ,Nannofossils                                 ,R              ,G                 ,R                     ,                      ,                       ,                          ,R                                ,C                      ,rS            ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,                  ,                           ,                       ,                        ,                          ,                 ,rR                    ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,S                 ,                            ,                        ,                   ,S                ,                                           ,                       ,                   ,R               ,A                       ,                       ,                 ,C                    ,C                      ,                        ,                  ,R                  ,S                        ,C                     ,A                                     ,S                    ,A                                      ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,Middle Pleistocene,CN13b             ,CN14a         ,134, 832,B, 53,R, 1,  99.00,    645.9900,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,                                 ,                       ,              ,                     ,                           ,                          ,                     ,                       ,                ,                    ,                     ,R                     ,                ,                       ,                      ,                  ,                  ,                           ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,R                       ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,R              ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,Middle Pleistocene,CN13b             ,CN14a         ,134, 832,B, 53,R, 2,  91.00,    647.4100,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,                                 ,R                      ,              ,                     ,                           ,                          ,                     ,                       ,                ,                    ,                     ,R                     ,                ,                       ,                      ,                  ,                  ,                           ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,R                       ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,                                      ,                     ,                                       ,R              ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,Middle Pleistocene,CN13b             ,CN14a         ,134, 832,B, 53,R, 3, 101.00,    649.0100,Staerker ,Nannofossils                                 ,R              ,F                 ,                      ,                      ,                       ,                          ,                                 ,R                      ,              ,                     ,                           ,                          ,                     ,                       ,                ,                    ,                     ,S                     ,                ,                       ,                      ,                  ,                  ,                           ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,R                       ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,R                        ,                      ,                                      ,                     ,                                       ,R              ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,Middle Pleistocene,CN13b             ,CN14a         ,134, 832,B, 53,R, 5, 128.00,    652.2800,Staerker ,Nannofossils                                 ,R              ,G                 ,                      ,                      ,                       ,                          ,                                 ,S                      ,              ,                     ,                           ,                          ,                     ,                       ,R               ,                    ,                     ,S                     ,                ,                       ,                      ,                  ,                  ,rR                         ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,S                       ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,C                                     ,                     ,S                                      ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pleistocene,Middle Pleistocene,CN13b             ,CN14a         ,134, 832,B, 53,R, 7,  52.00,    654.5200,Staerker ,Nannofossils                                 ,R              ,G                 ,                      ,                      ,                       ,                          ,                                 ,S                      ,rR            ,                     ,rR                         ,                          ,                     ,                       ,R               ,                    ,                     ,S                     ,                ,                       ,                      ,                  ,                  ,rR                         ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,                      ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,                ,S                       ,                       ,                 ,                     ,                       ,                        ,                  ,                   ,                         ,                      ,S                                     ,                     ,R                                      ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,134, 832,B, 59,R, 1,  40.00,    702.4000,Staerker ,Nannofossils                                 ,S              ,G                 ,                      ,                      ,                       ,                          ,S                                ,C                      ,rR            ,                     ,                           ,                          ,                     ,                       ,S               ,                    ,                     ,A                     ,                ,                       ,                      ,                  ,                  ,rR                         ,rR                     ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,A                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,R               ,A                       ,                       ,                 ,S                    ,C                      ,                        ,                  ,                   ,                         ,                      ,                                      ,R                    ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12d             ,              ,134, 832,B, 59,R, 2,  40.00,    703.9000,Staerker ,Nannofossils                                 ,S              ,G                 ,                      ,                      ,                       ,                          ,S                                ,C                      ,rR            ,                     ,                           ,                          ,S                    ,                       ,S               ,                    ,                     ,C                     ,                ,                       ,                      ,                  ,                  ,rR                         ,                       ,                        ,                          ,                 ,                      ,                   ,                        ,                       ,                     ,C                     ,                ,                    ,                   ,                  ,                            ,                        ,                   ,                 ,                                           ,                       ,                   ,R               ,A                       ,                       ,                 ,S                    ,C                      ,                        ,                  ,                   ,                         ,                      ,                                      ,R                    ,                                       ,               ,                   ,                     ,                                  ,                     ,                    ,                    ,                      ,                   ,                     ,                    ,                    ,                                      ,from ODP Leg 134 SR Chapter 10 Table 7 pp 212-215
