Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
105, 647,A,Initial Reports          ,       9.150,    0.247000,FO Emiliania huxleyi (N)
,,,,,,
105, 647,A,Initial Reports          ,      29.250,    0.475000,LO Pseudoemiliania lacunosa (N)
,,,,,,
105, 647,A,Initial Reports          ,      32.970,    0.730000,Brunhes /Matuyama
,,,,,,
105, 647,A,Initial Reports          ,      42.370,    0.910000,Top Jaramillo
,,,,,,
105, 647,A,Initial Reports          ,      46.990,    0.980000,Base Jaramillo
,,,,,,
105, 647,A,Initial Reports          ,      72.800,    1.900000,FO Globorotalia truncatulinoides
,,,,,,
105, 647,A,Initial Reports          ,      92.200,    1.910000,LO Discoaster brouweri (N)
,,,,,,
105, 647,A,Initial Reports          ,      97.400,    2.100000,Reunion
,,,,,,
105, 647,A,Initial Reports          ,     107.100,    2.200000,LO Discoaster pentaradiatus (N)
,,,,,,
105, 647,A,Initial Reports          ,     110.250,    2.400000,LO Discoaster surculus (N)
,,,,,,
105, 647,A,Initial Reports          ,     221.900,   34.000000,LO Cestodiscus reticulatus
,,,,,,
105, 647,A,Initial Reports          ,     250.750,   35.099998,LO Ericsonia formosa
,,,,,,
105, 647,A,Initial Reports          ,     288.800,   36.700001,LO Discoaster barbadiensis
,,,,,,
105, 647,A,Initial Reports          ,     336.100,   37.000000,LO Globigerinatheka (F)
,,,,,,
105, 647,A,Initial Reports          ,     390.250,   38.500000,LO Nuttallides truempyi (F)
,,,,,,
105, 647,A,Initial Reports          ,     434.250,   39.700001,FO Chiasmolithus oamaruensis (N)
,,,,,,
105, 647,A,Initial Reports          ,     452.000,   41.110001,Base Chron C17
,,,,,,
105, 647,A,Initial Reports          ,     490.200,   42.230000,Chron C18 Base N2
,,,,,,
105, 647,A,Initial Reports          ,     578.800,   45.000000,LO Globigerinatheka index (F)
,,,,,,
105, 647,A,Initial Reports          ,     680.250,   55.299999,FO Discoaster lodoensis
,,,,,,
