Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
130, 805,B,Initial Reports          ,      31.600,    1.880000,Olduvai (O)
,,,,,,
130, 805,B,Initial Reports          ,      77.950,    3.560000,LO R. pseudoumbilica (N)
,,,,,,
130, 805,B,Initial Reports          ,     125.450,    5.000000,LO D. quinqueramus (N)
,,,,,,
130, 805,B,Initial Reports          ,     268.050,    8.700000,LO D. hamatus (N)
,,,,,,
130, 805,B,Initial Reports          ,     325.250,   13.600000,LO S. heteromorphus (N)
,,,,,,
130, 805,B,Initial Reports          ,     392.850,   18.799999,LO S. belemnos (N)
,,,,,,
130, 805,B,Initial Reports          ,     440.750,   21.799999,LO G. kugleri (F)
,,,,,,
130, 805,B,Initial Reports          ,     473.300,   23.840000,Terminal depth
,,,,,,
