Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
127, 797,B,Initial Reports          ,      81.900,    1.800000,FAD of Actinocyclus oculatus
,,,,,,
127, 797,B,Initial Reports          ,     166.400,    3.500000,FAD of Neodenticula koizumii
,,,,,,
127, 797,B,Initial Reports          ,     243.400,    5.300000,Base of Thalassiosira oestrupii Zone
,,,,,,
127, 797,B,Initial Reports          ,     350.000,    7.200000,Base of Rouxia californica Zone
,,,,,,
127, 797,B,Initial Reports          ,     369.600,   11.600000,LAD of Cyclicargolithus floridanus
,,,,,,
127, 797,B,Initial Reports          ,     439.100,   14.400000,LAD of Sphenolithus heteromorphus
,,,,,,
127, 797,B,Initial Reports          ,     493.500,   17.100000,FAD of Sphenolithus heteromorphus
,,,,,,
