Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
154, 926,B,Initial Reports          ,     282.790,   14.800000,T Praeorbulina sicana
,,,,,,
154, 926,B,Initial Reports          ,     287.630,   15.100000,B Orbulina suturalis
,,,,,,
154, 926,B,Initial Reports          ,     288.600,   15.800000,T Helicosphaera ampliaperta
,,,,,,
154, 926,B,Initial Reports          ,     290.960,   16.000000,B Praeorbulina circularis
,,,,,,
154, 926,B,Initial Reports          ,     292.460,   16.100000,B Praeorbulina glomerosa
,,,,,,
154, 926,B,Initial Reports          ,     311.510,   16.400000,B Praeorbulina sicana
,,,,,,
154, 926,B,Initial Reports          ,     322.950,   18.400000,T Sphenolithus belemnos
,,,,,,
154, 926,B,Initial Reports          ,     353.550,   19.700001,B Sphenolithus belemnos
,,,,,,
154, 926,B,Initial Reports          ,     412.710,   21.600000,T Paragloborotalia kugleri
,,,,,,
154, 926,B,Initial Reports          ,     465.860,   23.700001,B Paragloborotalia kugleri
,,,,,,
154, 926,B,Initial Reports          ,     469.850,   23.700001,T Sphenolithus delphix
,,,,,,
154, 926,B,Initial Reports          ,     472.550,   24.400000,B Sphenolithus delphix
,,,,,,
154, 926,B,Initial Reports          ,     497.430,   24.700001,T Sphenolithus ciperoensis
,,,,,,
154, 926,B,Initial Reports          ,     505.860,   26.299999,B Paragloborotalia pseudokugleri
,,,,,,
154, 926,B,Initial Reports          ,     528.510,   27.100000,T Paragloborotalia opima
,,,,,,
154, 926,B,Initial Reports          ,     573.570,   28.500000,T common Chiloguembelina cubensis
,,,,,,
