Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
182,1128,B,Shipboard                ,       2.830,    0.450000,P. lacunosa
,,,,,,
182,1128,B,Shipboard                ,      10.595,    1.250000,H. sellii
,,,,,,
182,1128,B,Shipboard                ,      16.225,    1.670000,C. macintyrei
,,,,,,
182,1128,B,Shipboard                ,      20.070,    1.950000,D. brouweri
,,,,,,
182,1128,B,Shipboard                ,      26.525,    3.580000,R. pseudoumbilicus
,,,,,,
182,1128,B,Shipboard                ,      26.526,    3.750000,G. margaritae
,,,,,,
182,1128,B,Shipboard                ,      35.385,    4.000000,A. tricorniculatus
,,,,,,
182,1128,B,Shipboard                ,      40.235,    4.200000,Z. nepenthes
,,,,,,
182,1128,B,Shipboard                ,      45.690,    5.020000,D. asymmetricus
,,,,,,
182,1128,B,Shipboard                ,      50.655,    5.800000,G. dehiscens
,,,,,,
182,1128,B,Shipboard                ,      66.820,   26.100000,C. altus
,,,,,,
182,1128,B,Shipboard                ,     135.250,   31.799999,I. recurvus
,,,,,,
182,1128,B,Shipboard                ,     142.730,   32.299999,R. umbilicus
,,,,,,
182,1128,B,Shipboard                ,     258.610,   37.000000,C. oamaruensis
,,,,,,
