leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
7,63,B,1,4,15.0,17.0,11.00,15.66, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,1542,ROMMA0070,Ommatartus tetrathalamus,RARE,  ,1,488f5311da28e48124649324a7b19317,7-63B-1-4
7,63,B,1,4,15.0,17.0,11.00,15.66, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,1542,RSPON0050,Spongaster tetras,FEW,  ,1,3ec895cf2dcbcd5b16ffde75b58b7ceb,7-63B-1-4
7,63,B,1,CC,0.0,0.0,11.00,17.10, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,1542,RLITX0010,Lithopera bacca,RARE,  ,1,fdb7236dc80adb2c5136528b5a520408,7-63B-1-CC
7,63,B,1,CC,0.0,0.0,11.00,17.10, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,1542,ROMMA0070,Ommatartus tetrathalamus,FEW,  ,1,21709dd877266d28aaf2cae1168083eb,7-63B-1-CC
7,63,B,1,CC,0.0,0.0,11.00,17.10, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,1542,RSPON0050,Spongaster tetras,FEW,  ,1,605764bd30cc961ba8f4b82124adf03b,7-63B-1-CC
7,63,B,1,CC,0.0,0.0,11.00,17.10, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,1542,RSTIO0070,Stichocorys peregrina,RARE,  ,1,ae7d014c3835c8b03e7b776b793cf438,7-63B-1-CC
7,63,B,2,1,15.0,17.0,20.00,20.16, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,1542,ROMMA0050,Ommatartus penultimus,PRESENT,  ,1,7a99c88f3268c2fcbd011b7a759077af,7-63B-2-1
7,63,B,2,1,15.0,17.0,20.00,20.16, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,1542,ROMMA0070,Ommatartus tetrathalamus,PRESENT,  ,1,c54241400898d0e11f28231e9e845e02,7-63B-2-1
7,63,B,2,1,15.0,17.0,20.00,20.16, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,1542,RSPON0050,Spongaster tetras,RARE,  ,1,17da873b19ac68d9fed7261cfaf9f9dc,7-63B-2-1
7,63,B,2,6,15.0,17.0,20.00,27.66, 1,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,1546,RSTIO0070,Stichocorys peregrina,RARE,  ,1,166c52892bc24ab3a3273dcbc8cf2c69,7-63B-2-6
7,63,B,2,CC,0.0,0.0,20.00,29.10, 1,"REIDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,1546,RSTIO0070,Stichocorys peregrina,FEW,  ,1,480914f72b69f9596b1761bbbb8a1967,7-63B-2-CC
7,63,B,3,1,30.0,32.0,30.00,30.31, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,FEW,,,GOOD,NO AGE GIVEN,1542,RPTER0070,Pterocanium prismatium,RARE,  ,1,8207053b35d03c4b328af0d904ddd545,7-63B-3-1
7,63,B,3,1,30.0,32.0,30.00,30.31, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,FEW,,,GOOD,NO AGE GIVEN,1542,RSTIO0070,Stichocorys peregrina,FEW,  ,1,694fb3a3e1d3809b1558624e4841c47f,7-63B-3-1
7,63,B,3,4,11.0,13.0,30.00,34.62, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,FEW,,,GOOD,NO AGE GIVEN,1542,ROMMA0050,Ommatartus penultimus,RARE,  ,1,a635698ed6119a2ccd6f100535aa5874,7-63B-3-4
7,63,B,3,4,11.0,13.0,30.00,34.62, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,FEW,,,GOOD,NO AGE GIVEN,1542,RSTIO0070,Stichocorys peregrina,FEW,  ,1,6045a8cba9e8eeaff9c31ce6a43dd7aa,7-63B-3-4
7,63,B,3,CC,0.0,0.0,30.00,36.10, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,1542,ROMMA0040,Ommatartus hughesi,PRESENT,  ,1,13f77edf95ceff7686ffa98dd6ad79bd,7-63B-3-CC
7,63,B,3,CC,0.0,0.0,30.00,36.10, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,1542,ROMMA0050,Ommatartus penultimus,COMMON,  ,1,7a648fee0a5fccd35660b25a715a54a4,7-63B-3-CC
