Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Helicosphaera waltrans	Helicosphaera intermedia	Umbilicosphaera rotula	Umbilicosphaera jafari	Triquetrorhabdulus milowii	Sphenolithus moriformis	Sphenolithus heteromorphus	Reticulofenestra pseudoumbilica(5-7microns)	Reticulofenestra minutula	Reticulofenestra haqii	Helicosphaera vedderi	Discoaster petaliformis	Discoaster musicus	Discoaster deflandrei	Cyclicargolithus floridanus	Coronocyclus nitescens	Coccolithus pelagicus	Discoaster spp.	Reticulofenestra pseudoumbilica (>7microns)	Orthorhabdus serratus	Discoaster pansus	Discoaster exilis	Calcidiscus tropicus	Helicosphaera carteri	Coccolithus miopelagicus	Discoaster bollii	Cryptococcolithus mediaperforatus	Calcidiscus leptoporus	Discoaster kugleri	Sphenolithus abies	Calcidiscus macintyrei	Triquetrorhabdulus rugosus	Pseudoemiliania lacunosa	Florisphaera profunda	Discoaster challengeri	Discoaster bellus	Catinaster coalitus	Helicosphaera stalis	Discoaster hamatus	Discoaster brouweri	Discoaster braarudii	Catinaster calyculus	Hughesius gizoensis	Discoaster prepentaradiatus	Pontosphaera multipora	Helicosphaera sellii	Discoaster variabilis	Discoaster triradiatus	Discoaster quinqueramus	Discoaster pentaradiatus	Discoaster berggrenii	Discoaster bergenii	Discoaster surculus	Discoaster loeblichii	Amaurolithus tricorniculatus	Amaurolithus primus	Amaurolithus delicatus	Sphenolithus spp.	Sphenolithus grandis	Scyphosphaera ventriosa	Ceratolithus cristatus	Reticulofenestra minuta	Pseudoemiliania ovata	Rhabdosphaera clavigera	Gephyrocapsa spp. (small)	Discoaster tamalis	Ceratolithus cristatus var. telesmus	Pontosphaera japonica	Discoaster asymmetricus	Oolithotus fragilis	Syracosphaera pulchra	Helicosphaera carteri var. walichii	Reticulofenestra spp.	Umbilicosphaera sibogae var. sibogae	Helicosphaera inversa	Gephyrocapsa oceanica	Gephyrocapsa muellerae	Gephyrocapsa caribbeanica	Cyclolithus annulus	Coccolithus pelagicus (with bar)	Umbilicosphaera hulburtiana	Pontosphaera discopora	Gephyrocapsa omega	Gephyrocapsa ericsonii	Syracosphaera spp.	Reticulofenestra asanoi	Umbilicosphaera sibogae var. foliosa	Umbellosphaera tenuis	Umbellosphaera irregularis	Neosphaera coccolithomorpha	Holodiscolithus macroporus	Gephyrocapsa large	Emiliania huxleyi	Scyphosphaera spp.	Braarudosphaera bigelowii	Comment

  IR	                 	                 	                  	              	190	1173	A	 52	X	CC	  44.00	    493.9600	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	A                        	                      	                     	                       	                  	                     	                           	                      	                     	A              	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	A                	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 53	X	 4	  70.00	    498.9400	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	D                                          	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 54	X	 4	  70.00	    508.5400	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	C                      	                          	A                                          	A                        	A                     	                     	                       	                  	                     	                           	                      	                     	C              	A                                          	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	C                     	                 	C                  	                    	                  	                   	                    	C                   	                   	C                          	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	NN9               	NN9           	190	1173	A	 55	X	CC	  44.00	    522.8800	nannos   	Nannofossils                                 	F              	P                 	                      	F                       	C                     	C                     	                          	                       	                          	C                                          	D                        	C                     	                     	                       	                  	                     	                           	                      	F                    	F              	C                                          	                     	                 	                 	F                   	                     	                        	C                	                                 	                      	                  	F                 	                      	                          	                        	                     	C                     	                 	F                  	F                   	                  	                   	                    	F                   	R                  	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	NN9               	NN9           	190	1173	A	 56	X	CC	  38.00	    532.2200	nannos   	Nannofossils                                 	C              	P                 	                      	                        	F                     	                      	                          	                       	                          	A                                          	A                        	C                     	                     	                       	                  	                     	                           	                      	C                    	C              	A                                          	                     	                 	C                	                    	F                    	                        	                 	                                 	F                     	                  	                  	                      	                          	                        	C                    	                      	F                	C                  	C                   	F                 	F                  	C                   	C                   	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	NN8               	NN8           	190	1173	A	 57	X	CC	  48.00	    541.9300	nannos   	Nannofossils                                 	F              	P                 	                      	                        	C                     	                      	                          	C                      	                          	A                                          	C                        	C                     	                     	                       	                  	                     	                           	                      	C                    	C              	A                                          	                     	                 	C                	F                   	                     	                        	C                	                                 	C                     	                  	C                 	                      	F                         	C                       	C                    	C                     	C                	C                  	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	NN7               	NN7           	190	1173	A	 58	X	CC	  45.00	    551.6600	nannos   	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	A                                          	                         	                      	                     	                       	                  	                     	                           	                      	                     	A              	A                                          	                     	C                	A                	                    	                     	                        	A                	                                 	                      	                  	                  	                      	F                         	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN7           	190	1173	A	 59	X	CC	  43.00	    561.1800	nannos   	Nannofossils                                 	R              	P                 	                      	                        	                      	C                     	                          	C                      	                          	C                                          	D                        	                      	                     	                       	                  	                     	F                          	                      	C                    	               	C                                          	                     	                 	C                	                    	                     	C                       	C                	                                 	                      	                  	F                 	F                     	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN6           	190	1173	A	 62	X	CC	  39.00	    590.2900	nannos   	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	A                                          	A                        	A                     	                     	                       	                  	F                    	F                          	                      	F                    	               	                                           	                     	                 	C                	                    	                     	F                       	C                	                                 	                      	F                 	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 64	X	 4	  75.00	    604.7900	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	C                          	                      	                     	               	                                           	                     	                 	                 	                    	                     	D                       	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN6           	190	1173	A	 64	X	CC	  32.00	    608.9800	nannos   	Nannofossils                                 	B              	                  	                      	                        	                      	                      	                          	C                      	                          	A                                          	                         	A                     	                     	                       	                  	F                    	C                          	                      	C                    	A              	A                                          	                     	C                	C                	                    	                     	C                       	C                	C                                	F                     	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN6           	190	1173	A	 66	X	CC	  34.00	    620.8200	nannos   	Nannofossils                                 	T              	P                 	                      	                        	R                     	C                     	                          	C                      	                          	A                                          	A                        	A                     	                     	                       	                  	C                    	C                          	R                     	C                    	F              	C                                          	                     	F                	C                	                    	F                    	R                       	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN6           	190	1173	A	 67	X	CC	  38.00	    636.2700	nannos   	Nannofossils                                 	R              	P                 	                      	                        	C                     	C                     	                          	C                      	                          	A                                          	C                        	A                     	                     	                       	                  	C                    	C                          	C                     	C                    	C              	A                                          	F                    	C                	C                	C                   	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 68	X	CC	  39.00	    646.8000	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	D                                          	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 69	X	CC	  38.00	    656.4100	Boeckel  	Nannofossils                                 	F              	P                 	                      	                        	                      	                      	                          	                       	D                         	                                           	                         	                      	                     	                       	                  	                     	C                          	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 72	X	CC	  37.00	    678.8200	Boeckel  	Nannofossils                                 	R              	P                 	                      	                        	                      	                      	                          	                       	                          	D                                          	                         	                      	                     	                       	                  	                     	                           	                      	                     	               	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN5           	190	1173	A	 73	X	CC	  36.00	    689.2700	nannos   	Nannofossils                                 	T              	P                 	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	A                    	A                          	                      	A                    	A              	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	              	190	1173	A	 74	X	CC	  32.00	    696.7900	nannos   	Nannofossils                                 	               	                  	                      	                        	                      	                      	                          	                       	                          	                                           	                         	                      	                     	                       	                  	                     	A                          	                      	A                    	A              	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       

  IR	                 	                 	                  	NN5           	190	1173	A	 75	X	CC	  28.00	    705.9200	nannos   	Nannofossils                                 	T              	P                 	                      	                        	                      	                      	                          	                       	F                         	A                                          	                         	C                     	                     	F                      	                  	A                    	A                          	C                     	C                    	C              	                                           	                     	                 	                 	                    	                     	                        	                 	                                 	                      	                  	                  	                      	                          	                        	                     	                      	                 	                   	                    	                  	                   	                    	                    	                   	                           	                      	                    	                     	                      	                       	                        	                     	                   	                   	                     	                            	                   	                      	                 	                    	                       	                      	                       	                     	                       	                         	                  	                                    	                     	                       	                   	                     	                                   	                     	                                    	                     	                     	                      	                         	                   	                                	                           	                      	                  	                      	                  	                       	                                    	                     	                          	                           	                          	                  	                 	                  	                         	       
