Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
114, 700,B,Initial Reports          ,      21.650,    0.620000,LO Actinocyclus ingens
,,,,,,
114, 700,B,Initial Reports          ,      26.400,    1.500000,Base Actonocyclus ingens Zone
,,,,,,
114, 700,B,Initial Reports          ,      26.650,   42.599998,Top P13 Zone
,,,,,,
114, 700,B,Initial Reports          ,      66.930,   46.000000,Base P12 Zone
,,,,,,
114, 700,B,Initial Reports          ,      87.540,   49.799999,Base NP15 Zone
,,,,,,
114, 700,B,Initial Reports          ,     150.100,   52.000000,Base P10 Zone
,,,,,,
114, 700,B,Initial Reports          ,     164.550,   52.599998,Base NP14 Zone
,,,,,,
114, 700,B,Initial Reports          ,     184.300,   53.700001,Top NP12 Zone
,,,,,,
114, 700,B,Initial Reports          ,     204.750,   55.200001,Base P8 Zone
,,,,,,
114, 700,B,Initial Reports          ,     219.000,   56.099998,Base P7 Zone
,,,,,,
114, 700,B,Initial Reports          ,     233.450,   57.599998,LO Fasciculithus
,,,,,,
114, 700,B,Initial Reports          ,     233.900,   57.799999,Base P6 Zone
,,,,,,
114, 700,B,Initial Reports          ,     252.250,   59.200001,Base NP9 Zone
,,,,,,
114, 700,B,Initial Reports          ,     261.780,   61.000000,Base P4 Zone
,,,,,,
114, 700,B,Initial Reports          ,     286.210,   62.000000,Base P3b Zone
,,,,,,
114, 700,B,Initial Reports          ,     289.920,   62.299999,Base P3a Zone
,,,,,,
114, 700,B,Initial Reports          ,     293.910,   63.000000,Base P2 Zone
,,,,,,
114, 700,B,Initial Reports          ,     299.150,   63.029999,Chron C26R/C27N boundary
,,,,,,
114, 700,B,Initial Reports          ,     327.200,   65.500000,Chron C28R/C29N boundary
,,,,,,
114, 700,B,Initial Reports          ,     331.200,   66.199997,Base P1b Zone
,,,,,,
114, 700,B,Initial Reports          ,     331.610,   66.400002,Top Nephrolithus frequens Zone
,,,,,,
114, 700,B,Initial Reports          ,     344.430,   69.400002,Chron C30N/C30R boundary
,,,,,,
114, 700,B,Initial Reports          ,     350.660,   71.500000,Top Reinhardtites levis Zone
,,,,,,
114, 700,B,Initial Reports          ,     376.500,   71.650002,Chron C31N/C31R boundary
,,,,,,
114, 700,B,Initial Reports          ,     384.800,   71.910004,Chron C31R/C32N boundary
,,,,,,
114, 700,B,Initial Reports          ,     403.600,   73.000000,Globotruncana contusa/G. gansseri Zones
,,,,,,
114, 700,B,Initial Reports          ,     407.400,   73.550003,Chron C32N/C32R boundary
,,,,,,
114, 700,B,Initial Reports          ,     430.920,   74.300003,Chron C32R/C33N boundary
,,,,,,
114, 700,B,Initial Reports          ,     447.140,   83.900002,LO Serbiscutum primitivum
,,,,,,
114, 700,B,Initial Reports          ,     448.020,   84.000000,Campanian/Santonian
,,,,,,
114, 700,B,Initial Reports          ,     455.640,   87.500000,Santonian/Coniacian
,,,,,,
