Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
162, 985,B,Initial Reports          ,      24.000,    0.780000,Bruhnes/Matuyama
,,,,,,
162, 985,B,Initial Reports          ,      26.650,    0.990000,Jaramillo top
,,,,,,
162, 985,B,Initial Reports          ,      28.700,    1.070000,Jaramillo bottom
,,,,,,
162, 985,B,Initial Reports          ,      46.250,    1.770000,Olduvai top
,,,,,,
162, 985,B,Initial Reports          ,      52.700,    1.950000,Olduvai bottom
,,,,,,
162, 985,B,Initial Reports          ,      66.620,    2.580000,Matuyama/Gauss
,,,,,,
162, 985,B,Initial Reports          ,      79.000,    3.050000,Kaena top
,,,,,,
162, 985,B,Initial Reports          ,      80.400,    3.130000,Kaena bottom
,,,,,,
162, 985,B,Initial Reports          ,      84.250,    3.230000,Mammoth top
,,,,,,
162, 985,B,Initial Reports          ,      87.500,    3.330000,Mammoth bottom
,,,,,,
162, 985,B,Initial Reports          ,      91.800,    3.590000,Gauss/Gilbert
,,,,,,
162, 985,B,Initial Reports          ,      98.400,    4.200000,Cochiti top
,,,,,,
162, 985,B,Initial Reports          ,     100.450,    4.310000,Cochita bottom
,,,,,,
162, 985,B,Initial Reports          ,     103.600,    4.480000,Nunivak top
,,,,,,
162, 985,B,Initial Reports          ,     105.900,    4.620000,Nunivak bottom
,,,,,,
162, 985,B,Initial Reports          ,     107.750,    4.780000,Sidufjall top
,,,,,,
162, 985,B,Initial Reports          ,     110.450,    4.880000,Sidufjall bottom
,,,,,,
162, 985,B,Initial Reports          ,     112.150,    4.980000,Thvera top
,,,,,,
162, 985,B,Initial Reports          ,     116.850,    5.230000, 
,,,,,,
