leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
115,707,C,003,Rotary,01,CUL,000,,,150,,,nannofossil ooze,"white with a few ""light gray"" pyrite-bearing blobs",n9/ with a few n8/ pyrite-bearing blobs,,moderately disturbed,,pyrite (in blobs),nannos,,,,R,-7.54533,59.01683,0193.50,19350,19500
115,707,C,003,Rotary,02,CUL,000,,,150,,,nannofossil ooze,white,n9/,,moderately disturbed,,,nannos,,,,R,-7.54533,59.01683,0195.00,19500,19650
115,707,C,003,Rotary,03,CUL,000,,,150,,,nannofossil ooze,white,n9/,,moderately disturbed,,,nannos,,,,R,-7.54533,59.01683,0196.50,19650,19800
115,707,C,003,Rotary,04,CUL,000,,,150,,,nannofossil ooze,white,n9/,,moderately disturbed,,,nannos,,,,R,-7.54533,59.01683,0198.00,19800,19950
115,707,C,003,Rotary,05,CUL,000,,,030,,,nannofossil ooze,white,n9/,,moderately disturbed,,,nannos,,,,R,-7.54533,59.01683,0199.50,19950,19980
115,707,C,003,Rotary,05,CUL,030,,,060,,,nannofossil ooze,white,"n9/ with some n8/ along sides (""obvious core disturbance"")",,highly disturbed,,,nannos,,,,R,-7.54533,59.01683,0199.50,19980,20010
115,707,C,003,Rotary,05,CUL,060,,,110,,,nannofossil ooze,white,n9/,,moderately disturbed,,,nannos,,,,R,-7.54533,59.01683,0199.50,20010,20060
115,707,C,003,Rotary,05,CUL,110,,,150,,,"organic geochemistry sample, interstitial water sample",,,,,,,,,,,R,-7.54533,59.01683,0199.50,20060,20100
115,707,C,003,Rotary,06,CUL,000,,,150,,,nannofossil ooze,white,n9/ with two thin n8/ layers (79-80 & 125-126 cm),layers (79-80 & 125-126 cm),moderately disturbed,,,nannos,,,,R,-7.54533,59.01683,0201.00,20100,20250
115,707,C,003,Rotary,07,CUL,000,,,060,,,nannofossil ooze,white,n9/ with one thin n8/ layer (41-43 cm),layer (41-43 cm),moderately disturbed,,,nannos,,,,R,-7.54533,59.01683,0202.50,20250,20310
115,707,C,003,Rotary,CC,CUL,000,,,011,,,nannofossil ooze,white,n9/,,moderately disturbed,,,nannos,,,,R,-7.54533,59.01683,0203.08,20308,20319
115,707,C,005,Rotary,01,CUL,000,,,053,,,nannofossil ooze and chalk with two interbeds of radiolarian-bearing nannofossil ooze (10-13 cm & 16-19 cm),white,"n9/ (0-10, 13-16, & 19-53 cm), n8/ (10-13 & 16-19 cm)",,slightly disturbed,,,"nannos, radiolarians",slight variation in degree of consolidation.  soft material [may be] drilling paste?,,,R,-7.54533,59.01683,0212.80,21280,21333
115,707,C,006,Rotary,01,CUL,000,,,008,,,nannofossil chalk and ooze with radiolarian-bearing nannofossil ooze along side (probable downhole contamination),white,n9/ and 10yr 8/1,,moderately disturbed,,,"nannos, radiolarians",,,,R,-7.54533,59.01683,0222.50,22250,22258
115,707,C,006,Rotary,01,CUL,008,,,150,,,"nannofossil chalk and ooze with three voids (74-76, 118-120, & 142-144 cm)",white,n9/,,moderately disturbed,,,nannos,entire core is a series of harder chalk intervals seperated by thinner ooze intervals,,,R,-7.54533,59.01683,0222.50,22258,22400
115,707,C,006,Rotary,02,CUL,000,,,120,,,nannofossil chalk and ooze,white,n9/,,slightly disturbed,,"pyrite stains (26-33 cm, ""blotches"")",nannos,entire core is a series of harder chalk intervals seperated by thinner ooze intervals,,,R,-7.54533,59.01683,0224.00,22400,22520
115,707,C,006,Rotary,02,CUL,120,,,150,,,"organic geochemistry sample, interstitial water sample",,,,,,,,,,,R,-7.54533,59.01683,0224.00,22520,22550
115,707,C,006,Rotary,03,CUL,000,,,118,,,nannofossil chalk and ooze,white,n9/,,slightly disturbed,,,nannos,entire core is a series of harder chalk intervals seperated by thinner ooze intervals,,,R,-7.54533,59.01683,0225.55,22555,22673
