Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
157, 956,B,Initial Reports          ,     203.760,    4.630000,Max age Absence  Gr.nepenthes
,,,,,,
157, 956,B,Initial Reports          ,     211.250,    4.390000,Max age Absence of Amaurolithus spp.
,,,,,,
157, 956,B,Initial Reports          ,     213.220,    4.630000,Min age LO Gr. nepenthes
,,,,,,
157, 956,B,Initial Reports          ,     219.700,    4.390000,Min age LO Amaurolithus spp.
,,,,,,
157, 956,B,Initial Reports          ,     250.980,    5.560000,Max age Aabsence D. quinqueramus
,,,,,,
157, 956,B,Initial Reports          ,     256.610,    5.560000,Min age LO D. quinq;ueramus
,,,,,,
157, 956,B,Initial Reports          ,     258.420,    5.400000,Min age LO Gr. juanai
,,,,,,
157, 956,B,Initial Reports          ,     312.510,    6.500000,FO A. amplificus
,,,,,,
157, 956,B,Initial Reports          ,     338.930,    6.800000,FO R. pseudoumbilicus (>7 microns)
,,,,,,
157, 956,B,Initial Reports          ,     358.450,    7.300000,FO A. primus
,,,,,,
157, 956,B,Initial Reports          ,     376.260,    6.700000,Max age FO Gr. conomiozea?
,,,,,,
157, 956,B,Initial Reports          ,     394.380,    8.400000,FO D. quinqueramus
,,,,,,
157, 956,B,Initial Reports          ,     399.070,    8.800000,Absence R. pseudoumbilicus (>7microns)
,,,,,,
157, 956,B,Initial Reports          ,     413.300,    9.400000,MIn age LO D. hamatus
,,,,,,
157, 956,B,Initial Reports          ,     436.470,   10.400000,Max age FO D. hamatus
,,,,,,
157, 956,B,Initial Reports          ,     445.350,    9.990000,Max age FO Nq. acostaensis
,,,,,,
157, 956,B,Initial Reports          ,     446.300,   10.800000,MIn age LO C. miopelagicus
,,,,,,
157, 956,B,Initial Reports          ,     478.540,   11.600000,LO C. floridanus
,,,,,,
157, 956,B,Initial Reports          ,     505.350,   13.600000,Max age Absence S. heteromorphus
,,,,,,
157, 956,B,Initial Reports          ,     513.800,   13.600000,Min age LO S. heteromorphus
,,,,,,
157, 956,B,Initial Reports          ,     657.820,   14.600000,Min age LO Gr. peripheroronda
,,,,,,
