Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Woody/herbaceous taxa	Taxodium taxa	Pinus cf.P. sylvestris	Picea cf. P. mariana	Amorphogen taxa	Verrucate triletes cf. A	Verrucate monocolpates cf. A	Torate triletes cf. A	Thinpore triporates cf. A &  B  	Thickpore triporates cf. A & B	Tetrads cf. A & B 	Subequatorial triporates cf. A & B  	Straight bisaccates cf. A	Split inaperturates cf. A & B & C	Smooth triletes cf. A & B 	Smooth monocolpates cf. A & B	Small tricolpates cf. A & B & C	Small bisaccates cf. A	Scabrate monoporates cf. A	Rugulate multiporates cf. A	Round tricolporates cf. A	Round bisaccates cf A & B 	Ribbed elipticals cf. A	Reticulate multiporates cf. A	Pointed monocolpates (unspecified)	Papillate inaperturates cf. A &  B	Large tricolporates cf. A &  B	Large tricolpates cf. A &  B &  C	Large bisaccates cf. A &  B	Granular inaperturates cf. A	Frilled monosaccates cf. A & B	Clavate tricolporates cf. A & B	Baculate triletes cf. A	Podocarpus sp.	Tricolpites sp. 1	Sequoia sp. 1	Juglans sp.	DR sporomorphs taxa	Salix sp.	Fagus sp.	Tsugsa sp. cf. T. sp.	?Proteacidites sp.	Pterocarya taxa	Polypodium cf. P. reniforme	Cyathea sp. cf. C. sp.	Cedrus cf. C perialata	Ulmus taxa	Quercus taxa	Betula cf.B. alba	Abies taxa	Alnipollenites sp.	Tricolporopollenites (sp.)	Pteridium cf. P. aquilinum	Pinus cf.P. banksiana	Coaly  taxa	Carpirus sp.	Botrychium sp.	Sphagnum taxa	Tsuga cf. T.  ignicula	Pteridium sp.	Osmunda sp.	Ericales taxa	Betula sp	Larix taxa	Gramineae taxa	AInus cf. A. viridus	Selaginella  taxa	Lycopodium reticulatum	Chenopodiaceae sp.	Gleichenia sp.	Osmunda regalis	Castanea sp.	Betula sect. Nanae	Fagus grandis	Carya taxa	Comment

  IR	                 	                 	                  	              	104	 642	B	  4	H	CC	  18.00	     29.7700	Mudie    	Pollen/Spores                                	               	M                 	C                    	             	F                     	F                   	               	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	                 	             	           	C                  	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	R                    	A          	            	              	R            	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	R            	R         	from ODP 104 IR Ch 4 Table 16 p 136-137

  IR	                 	                 	                  	              	104	 642	B	  5	H	CC	  19.00	     39.6200	Mudie    	Pollen/Spores                                	               	M                 	C                    	             	F                     	F                   	C              	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	                 	             	           	A                  	         	         	                     	                  	               	R                          	                      	                      	          	            	                 	          	                  	                          	R                         	                     	C          	            	              	             	                      	             	           	             	         	          	R             	R                   	                 	                      	                  	              	F              	R           	R                 	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  IR	                 	                 	                  	              	104	 642	B	  6	H	CC	  23.00	     47.2700	Mudie    	Pollen/Spores                                	               	M                 	C                    	             	                      	F                   	               	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	                 	             	           	C                  	         	         	                     	                  	               	R                          	                      	                      	          	            	                 	          	                  	                          	                          	                     	C          	            	              	R            	                      	             	           	             	         	          	              	                    	                 	                      	                  	R             	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  IR	                 	                 	                  	              	104	 642	B	  7	H	CC	  17.00	     57.2800	Mudie    	Pollen/Spores                                	               	M                 	C                    	C            	A                     	A                   	               	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	R             	                 	R            	R          	C                  	         	         	                     	                  	               	                           	                      	                      	          	            	R                	          	                  	                          	R                         	                     	C          	            	              	F            	+                     	             	           	R            	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	fragments of Juglans sp.; from ODP 104 IR Ch 4 Table 16 p 136-137

  IR	                 	                 	                  	              	104	 642	B	  8	H	CC	  17.00	     66.6400	Mudie    	Pollen/Spores                                	               	M                 	F                    	             	R                     	R                   	C              	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	                 	             	           	F                  	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	F          	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  IR	                 	                 	                  	              	104	 642	B	  9	H	CC	  17.00	     76.2400	Mudie    	Pollen/Spores                                	               	M                 	F                    	R            	C                     	C                   	               	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	F             	                 	             	           	                   	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	F                         	F                    	           	F           	              	R            	                      	             	           	             	         	          	              	                    	R                	F                     	R                 	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  IR	                 	                 	                  	              	104	 642	B	 10	H	CC	  21.00	     85.7200	Mudie    	Pollen/Spores                                	               	G                 	                     	F            	C                     	F                   	A              	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	                 	             	           	F                  	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	F                         	                     	R          	            	              	             	                      	             	           	R            	         	F         	R             	R                   	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  SR	                 	                 	                  	              	104	 642	B	 11	H	 5	  50.00	     91.9000	Manum    	Pollen/Spores                                	               	                  	                     	             	                      	                    	               	-                       	R                           	-                    	-                               	                              	-                 	-                                   	C                        	-                                	R                         	-                            	-                              	-                     	-                         	-                          	-                        	A                         	-                      	-                            	                                  	-                                 	-                             	-                                	R                          	-                           	-                             	-                              	-                      	              	                 	             	           	                   	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 SR Chapter 32 Figure 9 p 639

  IR	                 	                 	                  	              	104	 642	B	 11	H	CC	  21.00	     95.2900	Mudie    	Pollen/Spores                                	               	M                 	R                    	             	R                     	R                   	C              	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	                 	             	           	                   	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	F                         	                     	           	            	              	             	R                     	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  IR	                 	                 	                  	              	104	 642	B	 12	H	 7	  29.00	    104.1900	Mudie    	Pollen/Spores                                	               	G                 	R                    	             	F                     	C                   	C              	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	                 	             	           	R                  	         	         	                     	                  	               	                           	                      	                      	          	            	R                	          	                  	                          	F                         	                     	           	            	              	             	R                     	F            	R          	R            	R        	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  SR	                 	                 	                  	              	104	 642	B	 13	H	 5	  68.00	    110.8800	Manum    	Pollen/Spores                                	               	                  	                     	             	                      	                    	               	-                       	R                           	-                    	-                               	R                             	-                 	-                                   	C                        	-                                	R                         	-                            	-                              	-                     	-                         	-                          	-                        	A                         	-                      	-                            	R                                 	-                                 	-                             	-                                	R                          	-                           	-                             	-                              	-                      	              	                 	             	           	                   	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 SR Chapter 32 Figure 9 p 639

  IR	                 	                 	                  	              	104	 642	B	 13	H	CC	  21.00	    113.9400	Mudie    	Pollen/Spores                                	               	M                 	F                    	             	F                     	F                   	C              	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	                 	             	           	R                  	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	R            	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  IR	                 	                 	                  	              	104	 642	B	 14	H	CC	  21.00	    120.1100	Mudie    	Pollen/Spores                                	               	G                 	F                    	             	C                     	F                   	               	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	R             	                 	             	           	                   	         	         	                     	                  	               	                           	                      	R                     	          	F           	R                	R         	                  	R                         	R                         	R                    	R          	R           	R             	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  SR	                 	                 	                  	              	104	 642	B	 15	H	 1	  84.00	    124.3400	Manum    	Pollen/Spores                                	               	                  	                     	             	                      	                    	               	-                       	-                           	-                    	-                               	-                             	R                 	-                                   	C                        	-                                	-                         	-                            	-                              	R                     	-                         	-                          	-                        	A                         	-                      	-                            	-                                 	-                                 	-                             	-                                	R                          	-                           	R                             	-                              	-                      	              	                 	             	           	                   	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 SR Chapter 32 Figure 9 p 639

  IR	                 	                 	                  	              	104	 642	B	 15	H	CC	  13.00	    127.9300	Mudie    	Pollen/Spores                                	               	G                 	                     	C            	A                     	C                   	A              	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	                 	             	R          	R                  	         	         	                     	                  	               	R                          	                      	                      	          	            	                 	          	R                 	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  IR	                 	                 	                  	              	104	 642	B	 16	H	CC	  32.00	    137.9600	Mudie    	Pollen/Spores                                	               	G                 	                     	C            	A                     	A                   	A              	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	                 	R            	           	                   	         	         	F                    	                  	R              	                           	                      	F                     	R         	R           	R                	F         	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  IR	                 	                 	                  	              	104	 642	B	 17	H	CC	  25.00	    147.6500	Mudie    	Pollen/Spores                                	               	G                 	C                    	R            	A                     	A                   	A              	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	                 	             	           	                   	R        	         	F                    	                  	R              	R                          	R                     	F                     	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  IR	                 	                 	                  	              	104	 642	B	 18	H	CC	   5.00	    157.3800	Mudie    	Pollen/Spores                                	               	G                 	                     	C            	C                     	F                   	C              	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	R                	             	           	C                  	         	         	R                    	R                 	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  IR	                 	                 	                  	              	104	 642	B	 19	H	CC	   8.00	    167.2300	Mudie    	Pollen/Spores                                	               	G                 	                     	             	                      	R                   	               	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	R                	R            	           	F                  	R        	R        	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  SR	                 	                 	                  	              	104	 642	B	 20	H	 6	  83.00	    175.7300	Manum    	Pollen/Spores                                	               	                  	                     	             	                      	                    	               	-                       	R                           	R                    	R                               	-                             	R                 	-                                   	A                        	R                                	R                         	-                            	R                              	R                     	-                         	-                          	R                        	A                         	-                      	R                            	R                                 	R                                 	R                             	R                                	R                          	R                           	C                             	R                              	R                      	              	                 	             	           	                   	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 SR Chapter 32 Figure 9 p 639

  IR	                 	                 	                  	              	104	 642	B	 20	H	CC	  20.00	    177.1700	Mudie    	Pollen/Spores                                	               	G                 	                     	             	                      	R                   	               	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	R                	R            	           	F                  	R        	R        	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  SR	                 	                 	                  	              	104	 642	B	 21	H	 6	  83.00	    185.4300	Manum    	Pollen/Spores                                	               	                  	                     	             	                      	                    	               	-                       	R                           	-                    	R                               	R                             	-                 	-                                   	C                        	R                                	R                         	R                            	C                              	R                     	-                         	-                          	R                        	A                         	-                      	-                            	R                                 	-                                 	C                             	R                                	R                          	R                           	R                             	R                              	-                      	              	                 	             	           	                   	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 SR Chapter 32 Figure 9 p 639

  IR	                 	                 	                  	              	104	 642	B	 22	H	 7	  40.00	    196.1000	Mudie    	Pollen/Spores                                	               	G                 	                     	             	C                     	F                   	               	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	R                	R            	R          	R                  	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  SR	                 	                 	                  	              	104	 642	B	 23	H	 3	  64.00	    199.6400	Manum    	Pollen/Spores                                	               	                  	                     	             	                      	                    	               	-                       	-                           	-                    	-                               	-                             	-                 	-                                   	C                        	-                                	-                         	-                            	-                              	R                     	-                         	-                          	R                        	C                         	-                      	-                            	R                                 	-                                 	-                             	R                                	R                          	?                           	R                             	-                              	-                      	              	                 	             	           	                   	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 SR Chapter 32 Figure 9 p 639

  IR	                 	                 	                  	              	104	 642	B	 23	H	CC	   3.00	    205.6100	Mudie    	Pollen/Spores                                	               	M                 	F                    	             	C                     	C                   	               	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	                 	             	           	                   	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  SR	                 	                 	                  	              	104	 642	B	 24	H	 1	  63.00	    206.2300	Manum    	Pollen/Spores                                	               	                  	                     	             	                      	                    	               	-                       	R                           	-                    	-                               	-                             	R                 	-                                   	C                        	R                                	-                         	R                            	-                              	R                     	-                         	-                          	-                        	C                         	R                      	-                            	R                                 	-                                 	-                             	-                                	R                          	?                           	C                             	-                              	-                      	              	                 	             	           	                   	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 SR Chapter 32 Figure 9 p 639

  IR	                 	                 	                  	              	104	 642	B	 24	H	 5	 139.00	    212.9900	Mudie    	Pollen/Spores                                	               	G                 	                     	R            	F                     	C                   	A              	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	R             	                 	             	           	                   	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

  SR	                 	                 	                  	              	104	 642	B	 25	H	 1	  63.00	    213.7300	Manum    	Pollen/Spores                                	               	                  	                     	             	                      	                    	               	-                       	-                           	R                    	R                               	-                             	-                 	-                                   	A                        	-                                	-                         	-                            	R                              	R                     	-                         	-                          	-                        	A                         	-                      	-                            	-                                 	-                                 	R                             	R                                	R                          	-                           	R                             	-                              	-                      	              	                 	             	           	                   	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 SR Chapter 32 Figure 9 p 639

  IR	                 	                 	                  	              	104	 642	B	 25	H	 6	  54.00	    221.1400	Mudie    	Pollen/Spores                                	               	G                 	C                    	C            	F                     	A                   	A              	                        	                            	                     	                                	                              	                  	                                    	                         	                                 	                          	                             	                               	                      	                          	                           	                         	                          	                       	                             	                                  	                                  	                              	                                 	                           	                            	                              	                               	                       	              	                 	             	           	                   	         	         	                     	                  	               	                           	                      	                      	          	            	                 	          	                  	                          	                          	                     	           	            	              	             	                      	             	           	             	         	          	              	                    	                 	                      	                  	              	               	            	                  	             	          	from ODP 104 IR Ch 4 Table 16 p 136-137

