leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
38,352,,1,1,88.0,150.0,0.00,0.88,1.50,, SANDY MUD, 5YR4/4-MODERATE BROWN, MASSIVE," MODERATELY DEFORMED,TOP 10 CM OF CORE MAY BE INTENSELY DEFORMED", SCATTERED FINE PEBBLES PROBABLY BASALT ESPECIALLY AT 115-120/103-10 6/90 CM,, SOME DISPERSED COMMINUTED SHELL DEBRIS,, SOFT TO FIRM, 00000000,348107aa0b5bc7eade529bcebfb3ad46,38-352-1-1
38,352,,1,2,82.0,150.0,0.00,2.32,3.00,, SANDY MUD, 5YR4/4-MODERATE BROWN -BLACK, LOCAL MOTTLING WITH BLACK PATCHES OF SAND POSSIBLY VOLCANIC ASH OR FECAL PELLETS NO STRATIFICATION, I NTENSE TO MODERATE DEFORMATION, ABUNDANT SCATTERED ANGULAR TO SUBROUNDED MOSTLY BASALT,,,, SOFT TO FIRM, 00000000,f5147151c13aa6b8fd14350feba4d905,38-352-1-2
38,352,,1,3,0.0,130.0,0.00,3.00,4.30,, SANDY MUD," 5YR4/4-MODERATE BROWN,10YR4/2-DARK YEL LOWISH BROWN"," MASSIVE,UNSTRATIFIED,SOME RECOGNIZABL E DEFORMABLE STRUCTURE IN LOWER 40 CM", MODERATELY DISTURBED, LARGE ANGULA R TO ROUNDED MOSTLY BASALT PEBBLES,, SOME SCATTERED SHELL FRAGMENTS,, SOFT TO FIR M, 00000000,1538900996366b7860a892b9d714e61d,38-352-1-3
38,352,,1,4,0.0,150.0,0.00,4.50,6.00,, SANDY MUD," 5YR4/4-MODERATE BROWN,10YR4/2-DARK YEL LOWISH BROWN,N5-MEDIUM GREY", N5 PATCHES AT 50 AND 1 05 CM, INTENSE LY DISTURBED," SCATTERED BASALT? PEBBLES PARTICULARLY 100-1 50 CM,SOME VOLCANIC-TYPE SANDSTONE PEBBLES",,,, SOFT TO FIRM, 00000000,ee1ffeff779d52c2c2a399305dc2178e,38-352-1-4
38,352,,1,5,0.0,150.0,0.00,6.00,7.50,, SANDY MUD," 10YR4/2-DARK YELLOWISH BROWN,5YR5/2-PA LE BROWN,N5-MEDIUM GREY,N4-MEDIUM DARK GREY", EXTENS IVE MOTTLING, INTENSELY DISTURBED, SCATTERED PEBBLES 130-150 CM,,, VOID 7 0-80 CM, SOFT TO FIRM, 00000000,523b2be0d964e2aa74c3768a933101d8,38-352-1-5
38,352,,1,6,0.0,150.0,0.00,7.50,9.00,, SANDY MUD," N5-MEDIUM GREY,10YR5/4-MODERATE YELLOW ISH BROWN,5YR3/4-MODERATE BROWN,N4-MEDIUM DARK BROWN"," 0-35 CM N5 AND 10YR5/4 INTERMIXED AND MASSIVE AND INTENSELY MOTTLED,35-70 CM 5YR3/4 AND N4,70-150 CM N5 AND 10YR5/4 AND N4 INTERMIXED", INTENSELY DISTURBED, BASALT PEBBLES 35 -150 CM,,,, SOFT TO FIRM, 00000000,d40b31628ccd75108b3c161f66aa788c,38-352-1-6
38,352,,1,CC,0.0,0.0,0.00,9.10,9.10,, SANDY MUD, 5Y5/2-LIGHT OLIVE,,, PEBBLES,,,, SOFT TO FIRM, 00000000,2278f62e15e763f6e02d8bb6942a2db6,38-352-1-CC
38,352,,2,1,10.0,150.0,8.50,8.60,10.00,, SANDY MUD," 5Y6/1-LIGHT OLIVE GREY,5Y2/1-OLIVE BLA CK,5GY6/1-GREENISH GREY,5Y4/1-OLIVE GREY"," MODERATE MOTTLING,10-35 CM LAYER 5Y6/1,35-55 CM LAYER 5Y2/1,5 5-100 CM LAYER 5GY6/1,100-150 CM LAYER 5Y4/1,5Y6/1 F ORAM SAND PATCH 100-110 CM", INTENSELY DISTURBED, PEBBLEY 10-35 CM,,,, S OFT, 00000000,b14b4462fea9ab94635a506b776f5c8d,38-352-2-1
38,352,,2,2,0.0,60.0,8.50,10.00,10.60,, MUD," 5Y4/1-OLIVE GREY,5Y6/1-LIGHT OLIVE GREY", INTENSELY MOTTLED, IN TENSELY DISTURBED,,,,, SOFT TO FIRM, 00000000,311cc4fba7004ede6d630614e3ad8624,38-352-2-2
38,352,,2,2,60.0,85.0,8.50,10.60,10.85,, SANDY MUD, 5Y4/1-OLIVE GREY, INTENSELY MOTTLED, INTENSELY DEFORMED,,,,, SOFT, 00000000,719acded5dce1a32188f31c188a00064,38-352-2-2
38,352,,2,2,85.0,150.0,8.50,10.85,11.50,, MUD," 5Y4/1-OLIVE GREY,5Y6/1-LIGHT OLIVE GREY", IN TENSELY MOTTLED, INTENSELY DISTURBED,,,,, SOFT, 00000000,f9cb11548e99223ec065db76bb42fe45,38-352-2-2
38,352,,2,3,0.0,25.0,8.50,11.50,11.75,, MUD, N4-MEDIUM DARK GRAY,, INTENSELY DISTURBED,,,,, SOFT, 00000000,4262c5959d78fa877a0c874e582576e8,38-352-2-3
38,352,,2,3,25.0,60.0,8.50,11.75,12.10,, MUD WITH NANNO OOZE, 5Y4/1-OLIVE GREY,, INTENSELY DISTURBED,,,,, SOFT, 00000000,6d06d48197e951ed056f017cb7186cc7,38-352-2-3
38,352,,2,3,60.0,150.0,8.50,12.10,13.00,, MUD," N4-MEDIUM DARK GREY,5Y4/1-OLIVE GREY,5Y6/1-L IGHT OLIVE GREY"," 60-75 CM N4,75-150 CM INTENSELY MO TTLED 5Y4/1 AND 5Y6/1", INTENSELY DISTURBED,,,,, SOFT, 00000000,de560745acc757d0185c2ed869d369fd,38-352-2-3
38,352,,2,4,0.0,25.0,8.50,13.00,13.25,, MUD AND ASH, 5Y2/1-OLIVE BLACK TO 5Y4/1 OLIVE GRE Y,, INTENSELY DISTURBED,,,,, SOFT, 00000000,a0508246af16d3b9fc80fc943354763b,38-352-2-4
38,352,,2,4,25.0,145.0,8.50,13.25,14.45,, SANDY MUD," 5GY4/1-DARK GREENISH GREY,5Y2/1-OLIVE BLACK", 5Y2/1 ASH LAYER 125-130 CM, INTENSELY DISTU RBED,,,,, SOFT, 00000000,1745d0b0b911e6fde423d8db9b226657,38-352-2-4
38,352,,2,5,0.0,45.0,8.50,14.50,14.95,, SANDY MUD," 5GY4/1-DARK GREENISH GREY,10YR5/4-MODE RATE YELLOWISH BROWN", 10YR5/4 PATCH 30-45 CM, MODE RATELY DISTURBED,,,,, SOFT, 00000000,d393cff28654677591386ff6f06146d1,38-352-2-5
38,352,,2,5,45.0,75.0,8.50,14.95,15.25,, VOLCANIC ASH AND MUD, N3-DARK GREY,, MODERATELY D ISTURBED,,,,, SOFT, 00000000,9aad8c4778958656ce3228db20c6c8ac,38-352-2-5
38,352,,2,5,75.0,150.0,8.50,15.25,16.00,, SANDY MUD, 5Y4/1-OLIVE GREY,, MODERATELY DISTURBE D,,,,, SOFT, 00000000,b86ca5f8db4535c437f30b84073217f1,38-352-2-5
38,352,,2,CC,0.0,0.0,8.50,16.10,16.10,, SANDY MUD, 5Y3/2-OLIVE GREY,,,,,,, SOFT, 00000000,940ac64d69dcc11d26adb4ba59b81fc5,38-352-2-CC
38,352,,3,CC,0.0,0.0,18.00,18.10,18.10,,,,,,,,, EMPTY,, 00000000,9c78c2e52ddb50dbf0ac3178477f21b3,38-352-3-CC
38,352,,4,1,0.0,150.0,27.50,27.85,29.35,, SANDY MUD WITH ASH, 5GY4/1-DARK GREENISH GREY,," 0 -80 CM INTENSELY DISTURBED,80-150 CM BRECCIATED",,,,, SO FT TO SOUPY, 00000000,ff4578f6ee93c4d311e3460c0546bbe0,38-352-4-1
