Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ticinella raynaudi,Ticinella primula,Ticinella praeticinensis,Rotalipora ticinensis,Rotalipora subticinensis,Hedbergella delrioensis,Biticinella breggiensis,Ticinella roberti,Favusella washitensis,Hedbergella simplicissima,Praeglobotruncana delrioensis,Planomalina praebuxtorfi,Hedbergella simplex,Guembelitria cenomana,Costellagerina libyca,Planomalina buxtorfi,Schackoina cenomana,Rotalipora appenninica,Heterohelix moremani,Hedbergella crassa,Rotalipora brotzeni,Rugoglobigerina rugosa,Rotalipora greenhornensis,Racemiguembelina fructicosa,Globotruncanita stuartiformis,Globotruncana arca,Contusotruncana fornicata,Heterohelix globulosa,Globotruncana orientalis,Contusotruncana patelliformis,Pseudotextularia nuttalli,Globigerinelloides prairiehillensis,Planoglobulina acervulinoides,Globotruncanella petaloidea,Globotruncana linneiana,Globigerinelloides subcarinatus,Globotruncana falsostuarti,Planoglobulina multicamerata,Laeviheterohelix glabrans,Heterohelix navarroensis,Globotruncanita stuarti,Globigerinelloides alvarezi,Contusotruncana walfischensis,Globotruncana aegyptiaca,Globotruncanella havanensis,Globotruncana esnehensis,Globotruncana dupeublei,Contusotruncana plicata,Contusotruncana contusa,Pseudoguembelina palpebra,Pseudoguembelina excolata,Globotruncana rosetta,Abathomphalus mayaroensis,Abathomphalus intermedius,Rugoglobigerina rotundata,Rugoglobigerina hexacamerata,Pseudotextularia elegans,Gublerina cuvillieri,Rugoglobigerina macrocephala,Woodringina hornerstownensis,Woodringina claytonensis,Parvularugoglobigerina eugubina,Subbotina triloculinoides,Parasubbotina pseudobulloides,Praemurica inconstans,Morozovella trinidadensis,Globanomalina compressa,Morozovella praecursoria,Praemurica uncinata,Morozovella praeangulata,Eoglobigerina spiralis,Morozovella angulata,Eoglobigerina eobulloides,Chiloguembelina subtriangularis,Chiloguembelina midwayensis,Subbotina trivialis,Parasubbotina varianta,Igorina pusilla,Globoconusa daubjergensis,Morozovella conicotruncata,Morozovella velascoensis,Turborotalia pseudomayeri,Turborotalia pomeroli,Truncorotaloides rohri,Subbotina venezuelana,Morozovella spinulosa,Hantkenina dumblei,Globigerinatheka mexicana,Globigerinatheka index,Catapsydrax dissimilis,Acarinina bullbrooki,Turborotalia cerroazulensis,Subbotina linaperta,Pseudohastigerina micra,Globigerinatheka beckmanni,Acarinina primitiva,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Paleocene  ,                  ,Pa            ,171,1052,E, 18,R, 2,  48.50,    302.0850,Bellier  ,Planktonic Foraminifers                      ,A              ,VG                ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,F                           ,F                       ,R                              ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,>20 micron sieve; some Cretaceous reworking; probable downhole contamination of P1b species
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,A. mayaroensis,171,1052,E, 18,R, 2,  59.00,    302.1900,Bellier  ,Planktonic Foraminifers                      ,C              ,M                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,R                     ,                         ,F                          ,F                            ,F                 ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,R                      ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,R                      ,                         ,                         ,R                    ,                         ,                         ,R                        ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,A. mayaroensis,171,1052,E, 18,R, 3,  56.00,    302.7700,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,R                     ,                         ,F                          ,F                            ,R                 ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,R                      ,                           ,                             ,                        ,                           ,                        ,R                      ,                       ,R                      ,                         ,                         ,R                    ,R                        ,                         ,R                        ,F                           ,                        ,                    ,R                           ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,A. mayaroensis,171,1052,E, 19,R,CC,   9.00,    311.7600,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,R                     ,                         ,F                          ,F                            ,F                 ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,P                          ,                       ,                               ,                          ,                            ,                         ,                        ,R                      ,                           ,                             ,                        ,                           ,R                       ,R                      ,                       ,R                      ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,R. fructicosa ,171,1052,E, 20,R,CC,  19.00,    329.1500,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,R                     ,                         ,F                          ,F                            ,F                 ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,R                      ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,R                      ,                         ,                         ,                     ,                         ,                         ,R                        ,R                           ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,A. mayaroensis,171,1052,E, 21,R,CC,  20.00,    336.1700,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,R                     ,                         ,F                          ,F                            ,F                 ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,R                      ,                           ,                             ,                        ,                           ,R                       ,R                      ,                       ,R                      ,                         ,                         ,                     ,P                        ,                         ,R                        ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,A. mayaroensis,171,1052,E, 22,R,CC,  20.00,    343.9800,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,F                          ,F                            ,F                 ,R                        ,F                    ,                        ,                             ,R                        ,                                   ,                             ,                           ,                       ,                               ,R                         ,R                           ,                         ,                        ,F                      ,                           ,                             ,R                       ,                           ,                        ,R                      ,                       ,R                      ,R                        ,                         ,                     ,                         ,                         ,R                        ,R                           ,P                       ,R                   ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,A. mayaroensis,171,1052,E, 23,R,CC,  18.00,    354.7200,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,R                          ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,R                      ,                         ,                         ,                     ,P                        ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,A. mayaroensis,171,1052,E, 24,R,CC,   9.00,    362.5700,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,F                          ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,F                      ,                         ,                         ,                     ,P                        ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,A. mayaroensis,171,1052,E, 25,R,CC,   0.00,    368.8500,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,F                          ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,R                      ,                         ,                         ,                     ,R                        ,P                        ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,R. fructicosa ,171,1052,E, 26,R, 2,  56.00,    379.1600,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,F                          ,F                            ,                  ,R                        ,F                    ,R                       ,                             ,F                        ,                                   ,                             ,R                          ,                       ,F                              ,                          ,R                           ,                         ,                        ,R                      ,                           ,R                            ,P                       ,P                          ,                        ,R                      ,                       ,R                      ,R                        ,P                        ,R                    ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,R. fructicosa ,171,1052,E, 26,R, 4,  16.00,    381.7600,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,R                          ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,P                      ,R                      ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,R. fructicosa ,171,1052,E, 26,R, 6,  40.00,    385.0000,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,R                          ,                             ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,                             ,                        ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,R. fructicosa ,171,1052,E, 26,R,CC,  35.00,    387.0100,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,R                          ,R                            ,F                 ,F                        ,                     ,                        ,                             ,F                        ,                                   ,                             ,                           ,R                      ,                               ,                          ,F                           ,                         ,                        ,F                      ,                           ,F                            ,                        ,                           ,                        ,R                      ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,R. fructicosa ,171,1052,E, 27,R,CC,  15.00,    395.3600,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,R                          ,                             ,F                 ,F                        ,                     ,                        ,                             ,R                        ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,R                      ,                           ,R                            ,                        ,                           ,                        ,R                      ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Maestrichtian    ,                  ,R. fructicosa ,171,1052,E, 28,R, 3,  37.00,    399.6700,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,R                          ,R                            ,                  ,                         ,                     ,                        ,                             ,                         ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,R                            ,                        ,R                          ,R                       ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,Sed. lithified; inoceramid prisms rare
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Maestrichtian    ,                  ,              ,171,1052,E, 28,R,CC,   0.00,    400.1200,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                  ,                 ,                        ,                     ,                        ,                       ,                       ,                 ,                     ,                         ,                             ,                        ,                   ,                     ,                     ,                    ,                   ,                      ,                    ,                  ,                   ,                      ,                         ,                           ,                             ,                  ,                         ,                     ,                        ,                             ,F                        ,                                   ,                             ,                           ,                       ,                               ,                          ,                            ,                         ,                        ,                       ,                           ,F                            ,P                       ,                           ,                        ,                       ,                       ,                       ,                         ,                         ,                     ,                         ,                         ,                         ,                            ,                        ,                    ,                            ,                            ,                        ,                               ,                         ,                             ,                     ,                         ,                       ,                        ,                   ,                        ,                      ,                    ,                         ,                               ,                           ,                   ,                      ,               ,                         ,                          ,                        ,                         ,                     ,                      ,                     ,                     ,                  ,                         ,                      ,                      ,                    ,                           ,                   ,                       ,                          ,                   ,Inoceramus prisms rare
