Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stichocapsa spp.	Cenosphaera spp.	Stylosphaera coronata	Podocyrtis mitrella	Lithomitra  micropore	Gorgospyris hemisphaerica	Dictyoprora amphora	Eusyringium striata striata	Dictyoprora mongolfieri	Dictyomitra amygdala	Phormocyrtis embolum	Artobotrys auriculaleporis	Stylatractus ostracion	Lithomitrella elizabethae	Lychnocanium conicum	Lithomitrella minuta	Lychnocanella babylonis	Axoprunum losbanosensis	Stylosphaera minor	Dictyopora urceolus	Clathrocyclas extensa	Artobotrys titanothericeraos	Spongosphaera pachystyla	Cenosphaera aspera	Cenosphaera eocenica	Calocyclas asperum	Stylosphaera angelina	Clathrocyclas universa	Axoprunum bispiculum	Lithocarpium titan	Spongodiscus osculosus	Cenosphaera coronata	Sphaeropyle robusta	Lipmanella redondoensis	Cyrtocapsella tetrapera	Amphymenium amphistylium group	Cyrtocapsella cornuta	Cenosphaera coronataformis	Stichocorys delmontensis	Diplocyclas cornutoides	Stichocorys diploconus	Lithocarpium polyacantha	Lithocampe subligata	Acrospyris lingi	Stichocorys sp. P	Eucyrtidium calvertense	Eucyrtidium asanoi	Cornutella profunda	Cyrtocapsella japonica	Eucyrtidium inflatum	Lychnocanium nipponicum magnacornutum	Lychnocanium nipponicum	Botryostrobus auritus/australis	Stichocorys wolffii	Axoprunum acquilonius	Botryostrobus bramlettei	Clathrocyclas bicornis group	Androcyclas heteroporos	Botryostrobus aquilonaris	Sphaeropyle langii	Diplocyclas davisiana	Comment

  SR	Late Eocene      	                 	D. amphora        	              	145	 883	B	 75	X	CC	  40.00	    718.3700	Shilov   	Radiolarians                                 	R              	P                 	                	                	R                    	                   	R                    	R                        	R                  	                           	R                      	                    	R                   	                          	                      	                         	                    	                    	R                      	                       	                  	                   	R                    	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Late Eocene      	                 	D. amphora        	              	145	 883	B	 76	X	 3	  90.00	    724.0000	Shilov   	Radiolarians                                 	F              	M                 	                	                	F                    	                   	R                    	                         	                   	                           	R                      	                    	F                   	                          	                      	                         	                    	                    	R                      	                       	R                 	R                  	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Late Eocene      	                 	D. amphora        	              	145	 883	B	 76	X	 4	  90.00	    725.5000	Shilov   	Radiolarians                                 	A              	G                 	                	                	R                    	                   	R                    	                         	F                  	                           	                       	                    	A                   	                          	                      	                         	                    	                    	C                      	R                      	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 76	X	 5	  90.00	    727.0000	Shilov   	Radiolarians                                 	C              	M                 	                	                	                     	                   	A                    	                         	R                  	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 76	X	CC	  18.00	    728.3300	Shilov   	Radiolarians                                 	R              	P                 	                	                	                     	                   	                     	                         	R                  	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 77	X	 1	  90.00	    730.8000	Shilov   	Radiolarians                                 	C              	M                 	                	                	F                    	                   	R                    	                         	R                  	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 77	X	 2	  90.00	    732.3000	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	R                    	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 77	X	 3	  90.00	    733.8000	Shilov   	Radiolarians                                 	C              	P                 	                	                	                     	                   	F                    	                         	R                  	                           	                       	                    	                    	R                         	                      	                         	R                   	R                   	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 77	X	CC	  33.00	    737.2300	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	R                   	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 78	X	 1	  90.00	    740.6000	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	R                    	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 78	X	 2	  90.00	    742.1000	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	R                    	                         	                   	                           	                       	                    	                    	                          	R                     	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 78	X	 3	  90.00	    743.6000	Shilov   	Radiolarians                                 	C              	P                 	                	                	                     	                   	F                    	                         	                   	                           	                       	F                   	R                   	                          	R                     	R                        	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 78	X	 4	  88.00	    745.0800	Shilov   	Radiolarians                                 	R              	M                 	                	                	R                    	                   	R                    	                         	                   	                           	                       	R                   	R                   	R                         	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 78	X	 5	  88.00	    746.5800	Shilov   	Radiolarians                                 	R              	P                 	                	                	R                    	                   	R                    	                         	R                  	                           	                       	                    	R                   	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 78	X	 6	  89.00	    748.0900	Shilov   	Radiolarians                                 	R              	M                 	                	                	R                    	                   	R                    	                         	                   	                           	                       	R                   	                    	R                         	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 78	X	CC	  12.00	    748.7600	Shilov   	Radiolarians                                 	C              	M                 	                	                	                     	                   	                     	                         	R                  	                           	R                      	C                   	R                   	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 79	X	 3	  91.00	    753.4100	Shilov   	Radiolarians                                 	C              	M                 	                	                	R                    	                   	R                    	F                        	R                  	                           	                       	A                   	R                   	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Middle Eocene    	                 	D. amphora        	              	145	 883	B	 79	X	CC	  43.00	    754.4300	Shilov   	Radiolarians                                 	R              	P                 	                	                	R                    	                   	                     	R                        	R                  	R                          	R                      	R                   	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	                 	                 	D. amygdata       	              	145	 883	B	 80	X	CC	  12.00	    759.5200	Shilov   	Radiolarians                                 	R              	P                 	                	                	                     	                   	R                    	                         	R                  	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Eocene     	                 	P. mitrella       	              	145	 883	B	 81	X	CC	  24.00	    769.4400	Shilov   	Radiolarians                                 	F              	P                 	                	                	R                    	F                  	R                    	R                        	F                  	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Eocene     	                 	                  	              	145	 883	B	 83	X	 1	  90.00	    790.1000	Shilov   	Radiolarians                                 	R              	P                 	                	R               	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Eocene     	                 	                  	              	145	 883	B	 84	X	 1	  38.00	    799.5800	Shilov   	Radiolarians                                 	R              	P                 	                	R               	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Eocene     	                 	                  	              	145	 883	B	 84	X	CC	  25.00	    800.2500	Shilov   	Radiolarians                                 	R              	P                 	                	R               	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Cretaceous       	                 	                  	              	145	 883	B	 85	X	CC	  45.00	    814.0700	Shilov   	Radiolarians                                 	R              	P                 	R               	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Cretaceous       	                 	                  	              	145	 883	B	 86	X	 1	  90.00	    819.4000	Shilov   	Radiolarians                                 	R              	P                 	R               	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Cretaceous       	                 	                  	              	145	 883	B	 86	X	 5	  64.00	    825.1400	Shilov   	Radiolarians                                 	R              	P                 	R               	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Cretaceous       	                 	                  	              	145	 883	B	 86	X	CC	  36.00	    825.5100	Shilov   	Radiolarians                                 	R              	P                 	R               	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

