Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
133, 812,C,Post Moratorium          ,       2.670,    0.275000,FO Emiliania huxleyi
,,,,,,
133, 812,C,Post Moratorium          ,       7.520,    0.470000,LO Pseudoemiliania lacunosa
,,,,,,
133, 812,C,Post Moratorium          ,      17.020,    0.930000,Small Gephyrocapsa Acme top
,,,,,,
133, 812,C,Post Moratorium          ,      23.000,    2.340000,LO Discoaster pentaradiatus
,,,,,,
133, 812,C,Post Moratorium          ,      58.000,    3.500000,LO Reticulofenestra pseudoumbilica
,,,,,,
133, 812,C,Post Moratorium          ,      85.610,    5.430000,LO Discoaster quinqueramus
,,,,,,
