leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
121,756,C,001,Hydraulic (Advanced) Piston Core,01,DEH,000,,,143,,,nannofossil ooze with foraminifers,"white with lighter white mottles/splotches (often have a darker center and lighter rim, faint gray sometimes around mottle)",10yr 8/2 with 10yr 8/1 mottles/splotches,"moderate bioturbation, mottles/splotches",slightly disturbed,,,forams; nannos,,,,H,-27.35420,87.59820,0000.00,0,143
121,756,C,001,Hydraulic (Advanced) Piston Core,01,DEH,143,,,150,,,interstitial water sample (145-150cm); void? (143-145cm),,,,,,,,,,,H,-27.35420,87.59820,0000.00,143,150
121,756,C,001,Hydraulic (Advanced) Piston Core,02,REA,000,,,150,,,nannofossil ooze with foraminifers,white with lighter white mottles,10yr 8/2 with 10yr 8/1 mottles,minor to moderate bioturbation; mottling,slightly disturbed,,,nannos; forams,,,,H,-27.35420,87.59820,0001.50,150,300
121,756,C,001,Hydraulic (Advanced) Piston Core,03,DEH,000,,,150,,,nannofossil ooze with foraminifers,white with faint lighter white mottles,10yr 8/2 with faint 10yr 8/1 mottles,moderate bioturbation; mottling,slightly disturbed,,,nannos; forams,,,,H,-27.35420,87.59820,0003.00,300,450
121,756,C,001,Hydraulic (Advanced) Piston Core,04,DEH,000,,,150,,,nannofossil ooze with foraminifers,white with faint lighter white mottles (small darker center in large circular mottle at 61-64cm),10yr 8/2 with faint 10yr 8/1 mottles (10yr 8/1 mottle with 10yr 8/2 center at 61-64cm),moderate bioturbation; mottling (large circular mottle with small darker center at 61-64cm),slightly disturbed,,,nannos; forams,,,,H,-27.35420,87.59820,0004.50,450,600
121,756,C,001,Hydraulic (Advanced) Piston Core,05,FAR,000,,,145,,,nannofossil ooze with foraminifers,white,10yr 8/2,moderate bioturbation; a few mottles; occasional burrow structure,slightly disturbed or no disturbance?,,,nannos; forams,,,,H,-27.35420,87.59820,0006.00,600,745
121,756,C,001,Hydraulic (Advanced) Piston Core,05,FAR,145,,,150,,,interstitial water sample,,,,,,,,,,,H,-27.35420,87.59820,0006.00,745,750
121,756,C,001,Hydraulic (Advanced) Piston Core,06,REA,000,,,111,,,nannofossil ooze with foraminifers,white with a few lighter white mottles,10yr 8/2 with a few 10yr 8/1 mottles,minor(?) or moderate bioturbation; a few mottles,slightly disturbed,,,nannos; forams,,,,H,-27.35420,87.59820,0007.50,750,861
121,756,C,001,Hydraulic (Advanced) Piston Core,CC,REA,000,,,013,,,nannofossil ooze with foraminifers,white,10yr 8/2,minor(?) or moderate bioturbation; faint mottles,slightly disturbed,,,nannos; forams,,,,H,-27.35420,87.59820,0008.60,860,873
121,756,C,002,Hydraulic (Advanced) Piston Core,01,FAR,000,,,150,,,"nannofossil ooze with foraminifers (0-64,67-150cm); ash (64-67cm) and ash blebs (60,62,76cm)","very pale brown(0-64,67-150cm); very dark grayish brown (64-67cm)","10yr 7/3 (0-64,67-150cm); 10yr 3/2 (64-67cm)","moderate bioturbation (0-64,67-150cm); rare mottling (0-64,67-150cm)",moderately disturbed (0-30cm); slightly disturbed (30-45cm),"ash (64-67cm) and ash blebs (60,62,76cm)","ash (64-67cm) and ash blebs (60,62,76cm) - strong color from alteration of glass and presence of opaque minerals","nannos and forams (0-64,67-150cm)","ash at 64-67,60,62 and 76cm resemble ""brownies"";sharp contacts (64,67cm); strong color in ash (64-67,60,62,76cm) from alteration of glass and presence of opaque minerals",,,H,-27.35420,87.59820,0068.90,6890,7040
121,756,C,002,Hydraulic (Advanced) Piston Core,02,FAR,000,,,150,,,nannofossil ooze with foraminifers,very pale brown with lighter very pale brown mottles,10yr 7/3 with 10yr 8/3 mottles,moderate bioturbation; rare mottles,,,,nannos; forams,,,,H,-27.35420,87.59820,0070.40,7040,7190
121,756,C,002,Hydraulic (Advanced) Piston Core,03,FAR,000,,,150,,,nannofossil ooze with foraminifers,very pale brown with lighter very pale brown mottles,10yr 7/3 with 10yr 8/3 mottles,moderate bioturbation; rare mottles,,,,nannos; forams,,,,H,-27.35420,87.59820,0071.90,7190,7340
121,756,C,002,Hydraulic (Advanced) Piston Core,04,FAR,000,,,150,,,nannofossil ooze with foraminifers,very pale brown with lighter very pale brown mottles,10yr 7/3 with 10yr 8/3 mottles,moderate bioturbation; rare mottles,,,,nannos; forams,,,,H,-27.35420,87.59820,0073.40,7340,7490
121,756,C,002,Hydraulic (Advanced) Piston Core,05,FAR,000,,,145,,,nannofossil ooze with foraminifers,very pale brown with lighter very pale brown mottles,10yr 7/3 with 10yr 8/3 mottles,moderate bioturbation; rare mottles,,,,nannos; forams,,,,H,-27.35420,87.59820,0074.90,7490,7635
121,756,C,002,Hydraulic (Advanced) Piston Core,05,FAR,145,,,150,,,interstitial water sample,,,,,,,,,,,H,-27.35420,87.59820,0074.90,7635,7640
121,756,C,002,Hydraulic (Advanced) Piston Core,06,FAR,000,,,150,,,nannofossil ooze with foraminifers,brownish yellow,10yr 6/6,moderate bioturbation; mottling,,,,forams; nannos,distinct color change between top of this section and bottom of section 5 above,,,H,-27.35420,87.59820,0076.40,7640,7790
121,756,C,002,Hydraulic (Advanced) Piston Core,CC,FAR,000,,,015,,,nannofossil ooze with foraminifers,brownish yellow,10yr 6/6,moderate bioturbation; mottling,,,,forams; nannos,,,,H,-27.35420,87.59820,0078.06,7805,7820
121,756,C,004,Extended Core Barrel,01,REA,000,,,150,,,nannofossil ooze with foraminifers,very pale brown alternating with grayer shades of the same color and white; large color patches,10yr 8/3 and 10yr 8/2,"moderate (0-15ocm) or moderate (0-15cm) to minor (15-150cm) bioturbation, pull-apart structures upon opening due to lithification changes",slightly disturbed,,,nannos; forams,large color patches,"subtle changes in lithification cause pull apart structures upon opening - ""proto-biscuits""",,X,-27.35420,87.59820,0100.90,10090,10240
121,756,C,004,Extended Core Barrel,02,REA,000,,,150,,,nannofossil ooze with foraminifers,very pale brown with slightly grayer shades of the same color,10yr 8/3,minor(?) or moderate bioturbation; large mottles or patches; pull apart structures upon opening due to changes in lithification,slightly disturbed,,,nannos; forams,colors occur in large mottles or patches,"subtle changes in lithification cause pull apart structures upon opening - ""proto-biscuits""",,X,-27.35420,87.59820,0102.40,10240,10390
121,756,C,004,Extended Core Barrel,03,FAR,000,,,150,,,nannofossil ooze with foraminifers,white to very pale brown,10yr 8/2 to 10yr 8/3,moderate bioturbation; pull apart structures upon opening due to changes in lithification,slightly disturbed,,,nannos; forams,,"subtle changes in lithification cause pull apart structures upon opening - ""proto-biscuits""",,X,-27.35420,87.59820,0103.90,10390,10540
121,756,C,004,Extended Core Barrel,04,FAR,000,,,150,,,nannofossil ooze with foraminifers,white,10yr 8/1 to 10yr 8/2,moderate bioturbation; mottling; pull apart structures upon opening due to changes in lithification,,,,nannos; forams,,"subtle changes in lithification cause pull apart structures upon opening - ""proto-biscuits""",,X,-27.35420,87.59820,0105.40,10540,10690
121,756,C,004,Extended Core Barrel,05,FAR,000,,,120,,,nannofossil ooze with foraminifers,white with one light black bleb at 14cm,10yr 8/2,moderate bioturbation; one burrow structure (56cm),,,,nannos; forams,,,,X,-27.35420,87.59820,0106.90,10690,10810
121,756,C,004,Extended Core Barrel,05,FAR,120,,,150,,,organic geochemistry sample (120-145cm); interstitial water sample (145-150cm),,,,,,,,,,,X,-27.35420,87.59820,0106.90,10810,10840
121,756,C,004,Extended Core Barrel,06,FAR,000,,,150,,,nannofossil ooze with foraminifers,white,10yr 8/2,moderate bioturbation,,,,nannos; forams,,,,X,-27.35420,87.59820,0108.40,10840,10990
121,756,C,004,Extended Core Barrel,07,FAR,000,,,053,,,nannofossil ooze with foraminifers,white,10yr 8/2,moderate bioturbation,,,,nannos; forams,,,,X,-27.35420,87.59820,0109.90,10990,11043
121,756,C,004,Extended Core Barrel,CC,FAR,000,,,010,,,nannofossil ooze with foraminifers,white,10yr 8/2,moderate bioturbation,,,,nannos; forams,,,,X,-27.35420,87.59820,0110.43,11043,11053
121,756,C,005,Extended Core Barrel,01,FAR,000,,,150,,,nannofossil ooze with foraminifers (0-32cm); void (32-150cm),white,10yr 8/2,moderate bioturbation,highly disturbed,,,nannos; forams,core liner excluded from core barrel,,,X,-27.35420,87.59820,0110.50,11050,11200
121,756,C,005,Extended Core Barrel,02,FAR,000,,,150,,,nannofossil ooze with foraminifers (0-70cm); void (70-150cm),white,10yr 8/2,moderate bioturbation,highly disturbed,,,nannos; forams,core liner excluded from core barrel,,,X,-27.35420,87.59820,0110.82,11081,11231
121,756,C,005,Extended Core Barrel,03,FAR,000,,,150,,,nannofossil ooze with foraminifers,white,10yr 8/2,moderate bioturbation,highly disturbed,,,nannos; forams,core liner excluded from core barrel,,,X,-27.35420,87.59820,0111.52,11151,11301
121,756,C,005,Extended Core Barrel,04,FAR,000,,,150,,,nannofossil ooze with foraminifers (0-44cm); void (44-150cm),white,10yr 8/2,moderate bioturbation,highly disturbed,,,nannos; forams,core liner excluded from core barrel,,,X,-27.35420,87.59820,0113.02,11301,11451
121,756,C,005,Extended Core Barrel,05,FAR,000,,,150,,,nannofossil ooze with foraminifers (0-82cm); void (82-150cm),white,10yr 8/2,moderate bioturbation,highly disturbed,,,nannos; forams,core liner excluded from core barrel,,,X,-27.35420,87.59820,0113.46,11345,11495
121,756,C,005,Extended Core Barrel,06,DEH,000,,,150,,,nannofossil ooze with foraminifers (0-133cm); void (133-150cm),very pale brown,10yr 8/3,moderate bioturbation,highly disturbed,,,nannos; forams,core liner excluded from core barrel,,,X,-27.35420,87.59820,0114.28,11427,11577
121,756,C,005,Extended Core Barrel,07,DEH,000,,,150,,,nannofossil ooze with foraminifers,very pale brown,10yr 8/3,moderate bioturbation,highly disturbed,,,nannos; forams,core liner excluded from core barrel,,,X,-27.35420,87.59820,0115.61,11561,11711
121,756,C,005,Extended Core Barrel,08,DEH,000,,,126,,,nannofossil ooze with foraminifers,very pale brown,10yr 8/3,moderate bioturbation,highly disturbed,,,nannos; forams,core liner excluded from core barrel,,,X,-27.35420,87.59820,0117.11,11711,11837
121,756,C,005,Extended Core Barrel,CC,DEH,000,,,028,,,nannofossil ooze with foraminifers,very pale brown,10yr 8/3,moderate bioturbation,highly disturbed,,,nannos; forams,core liner excluded from core barrel,,,X,-27.35420,87.59820,0118.36,11836,11864
121,756,C,006,Extended Core Barrel,01,DEH,000,,,150,,,nannofossil ooze,very pale brown,10yr 8/3,moderate bioturbation,slightly disturbed,,,nannos,ooze becoming very fine grained and stiff,ooze becoming very fine grained and stiff,,X,-27.35420,87.59820,0120.20,12019,12169
121,756,C,006,Extended Core Barrel,02,DEH,000,,,150,,,nannofossil ooze,very pale brown,10yr 8/3,moderate bioturbation,slightly disturbed,,,nannos,ooze becoming very fine grained and stiff,ooze becoming very fine grained and stiff,,X,-27.35420,87.59820,0121.70,12169,12319
121,756,C,006,Extended Core Barrel,03,DEH,000,,,145,,,nannofossil ooze,very pale brown,10yr 8/3,moderate bioturbation,slightly disturbed,,,nannos,ooze becoming very fine grained and stiff,ooze becoming very fine grained and stiff,,X,-27.35420,87.59820,0123.20,12319,12464
121,756,C,006,Extended Core Barrel,03,DEH,145,,,150,,,interstitial water sample,,,,,,,,,,,X,-27.35420,87.59820,0123.20,12464,12469
121,756,C,006,Extended Core Barrel,04,DEH,000,,,150,,,nannofossil ooze,very pale brown,10yr 8/3,moderate bioturbation,slightly disturbed,,,nannos,ooze becoming very fine grained and stiff,ooze becoming very fine grained and stiff,,X,-27.35420,87.59820,0124.70,12469,12619
121,756,C,006,Extended Core Barrel,05,DEH,000,,,096,,,nannofossil ooze,very pale brown,10yr 8/3,moderate bioturbation,slightly disturbed,,,nannos,ooze becoming very fine grained and stiff,ooze becoming very fine grained and stiff,,X,-27.35420,87.59820,0126.20,12619,12715
121,756,C,006,Extended Core Barrel,CC,DEH,000,,,015,,,nannofossil ooze,very pale brown,10yr 8/3,moderate bioturbation,slightly disturbed,,,nannos,ooze becoming very fine grained and stiff,ooze becoming very fine grained and stiff,,X,-27.35420,87.59820,0127.15,12715,12730
121,756,C,007,Extended Core Barrel,01,DEH,000,,,150,,,nannofossil ooze with foraminifers,white,10yr 8/2,moderate bioturbation,slightly disturbed,,,nannos; forams,"ooze is becoming stiff - demonstrates a ""proto-biscuit"" structure","ooze is becoming stiff, demonstrates a ""proto-biscuit"" structure",,X,-27.35420,87.59820,0129.80,12980,13130
121,756,C,007,Extended Core Barrel,02,DEH,000,,,150,,,nannofossil ooze with foraminifers,"white (0-46,56-150cm); light gray with darker mottle (46-56cm)","10yr 8/2 (0-46,56-150cm); 10yr 7/2 with darker mottles (46-56cm)",moderate bioturbation; mottling (46-56cm),slightly disturbed,,,nannos; forams,"ooze is becoming stiff - demonstrates a ""proto-biscuit"" structure","ooze is becoming stiff, demonstrates a ""proto-biscuit"" structure",,X,-27.35420,87.59820,0131.30,13130,13280
121,756,C,007,Extended Core Barrel,03,DEH,000,,,150,,,nannofossil ooze with foraminifers,"white (0-15cm); white and lighter than white (15-62,63-75,76-120cm); pinkish white (120-128,129-150cm); very pale brown (62-63,75-76,128-129cm)","10yr 8/2 (0-62,63-75,76-120cm); 7.5yr 8/2 (120-128,129-150cm); 10yr 8/4 (62-63,75-76,128-129cm)","moderate bioturbation; layers (62-63,75-76,128-129cm)",slightly disturbed,,,nannos; forams,"ooze is becoming stiff - demonstrates a ""proto-biscuit"" structure; gradational contact (120cm)","ooze is becoming stiff, demonstrates a ""proto-biscuit"" structure",,X,-27.35420,87.59820,0132.80,13280,13430
121,756,C,007,Extended Core Barrel,04,DEH,000,,,120,,,nannofossil ooze with foraminifers,pinkish white,7.5yr 8/2,moderate bioturbation; faint mottling,slightly disturbed,,,nannos; forams,"ooze is becoming stiff - demonstrates a ""proto-biscuit"" structure","ooze is becoming stiff, demonstrates a ""proto-biscuit"" structure",,X,-27.35420,87.59820,0134.30,13430,13550
121,756,C,007,Extended Core Barrel,04,DEH,120,,,150,,,organic geochemistry sample (120-145cm); interstitial water sample (145-150cm),,,,,,,,,,,X,-27.35420,87.59820,0134.30,13550,13580
121,756,C,007,Extended Core Barrel,05,REA,000,,,150,,,nannofossil ooze with foraminifers,white(?) or pinkish white,10yr 8/2(?) or 7.5yr 8/2,moderate bioturbation,slightly disturbed,,,nannos; forams,"ooze is becoming stiff - demonstrates a ""proto-biscuit"" structure","ooze is becoming stiff - demonstrates a ""proto-biscuit"" structure",,X,-27.35420,87.59820,0135.80,13580,13730
121,756,C,007,Extended Core Barrel,06,REA,000,,,093,,,nannofossil ooze with foraminifers,pinkish white,7.5yr 8/2,moderate bioturbation; faint mottling,slightly disturbed,,,nannos; forams,,alternating lithification - chalky to oozy intervals,,X,-27.35420,87.59820,0137.30,13730,13823
