Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
114, 704,B,Post Moratorium          ,     213.880,    4.480000,LO Denticulopsis hustedtii (D)
,,,,,,
114, 704,B,Post Moratorium          ,     217.090,    4.500000,LO Stichichocorys peregrina (R)
,,,,,,
114, 704,B,Post Moratorium          ,     224.150,    5.130000,FO Globorotalia spericomiozea (F)
,,,,,,
114, 704,B,Post Moratorium          ,     225.500,    5.380000,Cosmiodiscus insignis v. triangula (isolated) (D)
,,,,,,
114, 704,B,Post Moratorium          ,     237.260,    5.800000,LO Thalassiosira praeconvexa (D)
,,,,,,
114, 704,B,Post Moratorium          ,     241.410,    6.100000,LO Thalassiosira convexa v. aspinosa (D)
,,,,,,
114, 704,B,Post Moratorium          ,     249.450,    6.250000,LO Didymocyrtis sp. A (R)
,,,,,,
114, 704,B,Post Moratorium          ,     251.110,    6.420000,Base Cosmiodiscus insignus v. triangula acme (D)
,,,,,,
114, 704,B,Post Moratorium          ,     272.260,    6.700000,LO Nitzschia porteri (D)
,,,,,,
114, 704,B,Post Moratorium          ,     274.150,    7.400000,FO Lamprocyclas aegles group (R)
,,,,,,
114, 704,B,Post Moratorium          ,     276.900,    7.470000,FO Didymocyrtis sp. A (R)
,,,,,,
114, 704,B,Post Moratorium          ,     299.010,    7.660000,FO Nitzschia marina (D)
,,,,,,
114, 704,B,Post Moratorium          ,     304.510,    8.480000,LO Denticulopsis lauta (D)
,,,,,,
114, 704,B,Post Moratorium          ,     357.150,    9.000000,FO Diartus hughesi (R)
,,,,,,
114, 704,B,Post Moratorium          ,     379.950,   10.200000,FO Neogloboquadrina acostaensis (F)
,,,,,,
114, 704,B,Post Moratorium          ,     419.000,   10.930000,FO Cyrtocapsella japonica (R)
,,,,,,
114, 704,B,Post Moratorium          ,     425.760,   11.200000,FO Hemidiscus cuneiformis (D)
,,,,,,
114, 704,B,Post Moratorium          ,     426.300,   11.400000,FO Cyrtocapsella tetrapera (R)
,,,,,,
