leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
74,527,,38,CC,0.0,332.00,338.70,  340.03,"BORELLA, P. E.",SEDIMENT,,,,,,,,,,,
74,527,,38,CC,143.0,332.00,340.03,  340.08,"BORELLA, P. E.",BASALTIC RUBBLE,PCE 1 (143-148),APHANITIC MARGIN SUGGESTIVE OF A GLASSY TEXTURE,,,PCE 1 BEGINS UNIT 1,,,,,,
74,527,,39,1,0.0,341.50,341.50,  342.95,"BORELLA, P. E.",PLAG-OL-CPX SPARSELY TO MOD PHYRIC BASALTMASSIVE BASALT,"PCES 1A (1-17), 1B (15-36), 1C (35-60), 1D (59-70), 1E (70-77), 1F (74-80), 1G (78-120), 1H (116-134), 1I (133-145)","SPARSELY TO MOD PHYRIC,FINE-GRAINED,NO GLASSY RIMS","MASSIVE BASALT,SMEC VEINS(?) ON PCES 1C+1E","MOD NTINUATION OF UNIT 1,MEDIUM GRAY BASALT",,,PLAG comments : MOSTLY LARGE PHENOS WHICH ARE SUBROUNDED(LACKSGOOD XTL SHAPE) & SOME ALSO HAVE INCLUDEDFRAGMENTS | OL | CPX,,SMEC comments :  ID SMEC VEINS UNCERTAIN IN PCES 1C+1E,,
74,527,,39,2,0.0,341.50,343.00,  344.50,"BORELLA, P. E.",PLAG-OL-CPX SPARSELY TO MOD PHYRIC BASALTMASSIVE BASALT,"PCES 1A (0-7), 1B (7-25), 1C (25-34), 1D (35-41), 1E (42-73), 1F (73-90), 1G (90-147)","SPARSELY TO MOD PHYRIC,NO GLASSY MARGINS,FINE- GRAINED","MASSIVE BASALT,PCE 1B HAS SMEC & PYR VEIN,PCE 1D HAS CALCITE VEIN,VEINS WITH UNKNOWN FILLING IN PCES 1A+1G",MOD NTINUATION OF UNIT 1,,,PLAG | OL | CPX,,SMEC | PYR | CALCITE | UNIDENT comments :  REPLACEMENT MINERALS ARE FOUND IN VEINS,,
74,527,,39,3,0.0,341.50,344.50,  345.90,"O'CONNELL, S.",PLAG-OL-CPX SPARSELY TO MOD PHYRIC BASALTMASSIVE BASALT,"PCES 1A (1-2), 1B (1-2), 1C (2-41), 1D (41-48), 1E (45-48), 1F (48-53), 1G (53-84), 1H (84-87), 1I (88-107), 1J (107-116), 1K (116-140)","SPARSELY TO MOD PHYRIC,NO GLASS OBSERVED","MASSIVE BASALT,THIN VEIN IN PCE 1I",MOD ALTERATION VEIN IN PCE 1I,"CONTINUATION OF UNIT 1,MEDIUM GRAY BASALT",,"PLAG               TO 5 | OL | CPX comments : OL GRAINS ARE DARK GREEN & SUB-TO-ANHEDRAL,SOME OLENCLOSED BY LARGE PLAG GRAINS(?),SOME PLAG ARE TO5MM LONG & ARE LATH-LIKE,OTHER PLAG ARE ROUNDED &THEREFORE THEIR ID AS PLAG IS QUESTIONABLE",,,,
74,527,,39,4,0.0,341.50,346.00,  346.55,"O'CONNELL, S.",PLAG-OL-CPX SPARSELY TO MOD PHYRIC BASALTMASSIVE BASALT,"PCES 1A (1-10), 1B (10-20), 1C (21-28), 1D (28-42), 1E (43-53)","SPARSELY TO MOD PHYRIC,NO GLASS",MASSIVE BASALT,"MOD DIUM GRAY BASALT,PCE 1E ENDS UNIT 1",,,PLAG | OL | CPX,,,,
74,527,,40,1,0.0,346.50,346.50,  347.90,"BORELLA, P. E.",PLAG-OL-CPX SPARSELY PHYRIC BASALTMASSIVE BASALT,"PCES 1 (0-8), 2 (12-17), 3A (21-40), 3B (41-52), 3C (52-63), 3D (63-72), 3E (72-81), 3F (81-95), 3G (95-110), 3H (110-121), 3I (122-133), 3J (134-136)","SPARSELY PHYRIC,PCE 1A HAS GLASS RIND & COMPRISES A COOLING UNIT CHILLED MARGIN,BOTTOM OF PCE 3I IS VERY FINE-GRAINED & REPRESENTS LOWER CHILLED MARGIN OF THE COOLING UNIT,FINE-GRAINED","MASSIVE BASALT,FRACTURED NON-CALCAREOUS VEIN IS PRESENT IN PCES 3B-3D(ZEOL?)","MOD TIRE SECTION COMPRISES UNIT 2,MEDIUM GRAY BASALT",,,,,,,
74,527,,40,2,4.0,346.50,348.04,  348.06,"O'CONNELL, S.",SEDIMENTLIMESTONE,,,,,,,,,,,
74,527,,40,2,8.0,346.50,348.08,  349.42,"O'CONNELL, S.",PLAG-OL-CPX SPARSELY PHYRIC BASALT,"PCES 1A (8-13), 1B (14-21), 1C (21-30), 1D (30-36), 1E (36-44), 1F (45-84), 1G (85-96), 1H (96-105), 1I (105-142)","SPARSELY PHYRIC,PCE 1A IS VERY FINE-GRAINED PARTICULARLY AT THE TOP,PCES 1B-1C ARE FINER-GRAINED THAN UNDERLYING BASALT",,EXT PCES 1A-1C HAVE BEEN ALTERED TO A GREEN SMEC-LIKE SUBSTANCE | MOD PCES 1D-1I,"PCE 1A BEGINS UNIT 3,PCES 1A-1C GREEN,PCES 1D-1I ARE MEDIUM-GRAY BASALT", comments : LARGE ALTERED VESICLES,"PLAG | OL | CPX               TO 20 comments : LARGE PLAG PHENOS,OL PRESENT IN MATRIX & IN PLAGPHENOS",,PYR comments :  SMALL PCES OF PYR OCCUR IN ALTERED AREAS OF PCE 1A | SMEC comments :  PCES 1A-1C ALTERED TO GREEN SMEC-LIKE MATERIAL,,
74,527,,41,1,0.0,350.50,350.50,  352.00,"RICHARDSON, S. H.",PLAG-CPX-OL SPARSELY PHYRIC BASALTMASSIVE BASALT,"PCES 1A (1-32), 1B (31-41), 1C (42-48), 1D (48-96), 1E (90-96), 1F (97-107), 1G (107-115), 1H (115-122), 1I (122-139), 1J (138-147),1K (145-150)","SPARSELY PHYRIC,NO APPARENT CHILLED MARGINS","MASSIVE BASALT,THIN 1MM DARK GREEN SMEC-FILLED VEINS IN PCES 1F-1I",MOD SOME ADJACENT BASALT GNDMASS SHOWS ALTERATION TO GREEN CLAY.MIN,"MEDIUM GRAY BASALT,CONTINUATION OF UNIT 3",     1-2               CLAY.MIN comments : VERY SPARSE SCATTERED VESICLES FILLED WITH OLIVE GREEN CLAY.MIN,PLAG               2-20 comments : STUBBY LATHS | OL                 TO 2 comments : SPARSE OL GENERALLY REPLACED BY GREEN CLAY.MIN,,CLAY.MIN               OL comments :  GREEN CLAY.MIN GENERALLY REPLACING OL | SMEC comments :  DARK GREEN SMEC FILLS VEINS IN PCES 1F-1I,,
