leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
35,323,,UPPER PLIOCENE,LOWER PLIOCENE,75.5,85.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.8,    5,  3.4,DSDP INITIAL REPORTS
35,323,,LOWER PLIOCENE,UPPER MIOCENE,161.0,170.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  3.4, 10.5, 6.95,DSDP INITIAL REPORTS
35,323,,UPPER MIOCENE,,256.0,265.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
35,323,,MIDDLE MIOCENE,,313.0,341.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
35,323,,LOWER MIOCENE,,341.5,417.5,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
35,323,,MIOCENE,,455.5,512.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 22.5,13.75,DSDP INITIAL REPORTS
35,323,,LOWER MIOCENE,OLIGOCENE,552.0,626.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   16, 37.5,26.75,DSDP INITIAL REPORTS
35,323,,UPPER DANIAN,,662.1,666.5,,NO AGE GIVEN,,NO AGE GIVEN,   60, 61.3,60.65,DSDP INITIAL REPORTS
35,323,,MIDDLE DANIAN,,666.5,669.2,,NO AGE GIVEN,,NO AGE GIVEN, 61.3, 63.4,62.35,DSDP INITIAL REPORTS
35,323,,UPPER CRETACEOUS,,682.0,700.6,,NO AGE GIVEN,,NO AGE GIVEN,   65,  100, 82.5,DSDP INITIAL REPORTS
