Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
114, 699,A,Post Moratorium          ,      26.700,   42.299999,LO Chiasmolithus solitus N
,,,,,,
114, 699,A,Post Moratorium          ,      58.110,   43.000000,LO Acarinina bullbrooki (F)
,,,,,,
114, 699,A,Post Moratorium          ,      71.420,   45.000000,FO Globigerinatheka index (F)
,,,,,,
114, 699,A,Post Moratorium          ,     107.530,   49.799999,FO Nannotetrina fulgens (N)
,,,,,,
114, 699,A,Post Moratorium          ,     164.350,   52.599998,FO Discoaster sublodoensis (N)
,,,,,,
114, 699,A,Post Moratorium          ,     182.780,   53.700001,LO Tribrachiatus orthostylus (N)
,,,,,,
114, 699,A,Post Moratorium          ,     228.840,   57.599998,LO Fasciculithus tympaniformis (N)
,,,,,,
114, 699,A,Post Moratorium          ,     229.300,   57.799999,LO Acarinina velascoensis (F)
,,,,,,
114, 699,A,Post Moratorium          ,     245.120,   59.200001,FO Discoaster multiradiatus (N)
,,,,,,
114, 699,A,Post Moratorium          ,     269.400,   60.000000,FO Heliolithus riedelii (N)
,,,,,,
114, 699,A,Post Moratorium          ,     274.140,   61.599998,FO Heliolithus kleinpellii (N)
,,,,,,
114, 699,A,Post Moratorium          ,     279.600,   61.700001,LO Subbotina pseudobulloides (F)
,,,,,,
114, 699,A,Post Moratorium          ,     287.700,   62.000000,FO Morozovella pusilla (F)
,,,,,,
114, 699,A,Post Moratorium          ,     289.910,   62.299999,FO Morozovella angulata (F)
,,,,,,
114, 699,A,Post Moratorium          ,     300.440,   63.000000,FO Morozovella uncinata (F)
,,,,,,
114, 699,A,Post Moratorium          ,     303.060,   64.500000,FO Morozovella trinidadensis (F)
,,,,,,
114, 699,A,Post Moratorium          ,     330.800,   64.800003,FO Chiasmolithus danicus (N)
,,,,,,
114, 699,A,Post Moratorium          ,     331.000,   65.900002,FO Cruciplacolithus tenuis (N)
,,,,,,
114, 699,A,Post Moratorium          ,     331.100,   66.349998,FO Globoconusa daubjergensis (F)
,,,,,,
114, 699,A,Post Moratorium          ,     331.160,   66.400002,LO Nephrolithus frequens (N)
,,,,,,
114, 699,A,Post Moratorium          ,     352.720,   70.449997,FO Abathomphalus mayaroensis (F)
,,,,,,
114, 699,A,Post Moratorium          ,     425.800,   84.000000,FO Broinsonia parca (N)
,,,,,,
114, 699,A,Post Moratorium          ,     481.100,   88.500000,LO Dicarinella hagni (F)
,,,,,,
114, 699,A,Post Moratorium          ,     483.860,   90.000000,FO Micula staurophora (N)
,,,,,,
