Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
190,1178,A,Initial Reports          ,       7.590,    0.260000,FAD Emiliania huxleyi
,,,,,,
190,1178,A,Initial Reports          ,       7.600,    0.460000,LAD Pseudoemiliania lacunosa
,,,,,,
190,1178,A,Initial Reports          ,      17.310,    2.550000,LAD Discoaster surculus
,,,,,,
190,1178,A,Initial Reports          ,      54.050,    3.750000,LAD Reticulofenestra pseudoumbilicus (>7microns)
,,,,,,
190,1178,A,Initial Reports          ,     116.130,    5.050000,LAD Amaurolithus spp.
,,,,,,
190,1178,A,Initial Reports          ,     198.940,    5.050000,FAD Ceratolithus cristatus
,,,,,,
190,1178,A,Initial Reports          ,     198.950,    5.540000,LAD Discoaster quinqueramus
,,,,,,
190,1178,A,Initial Reports          ,     351.980,    7.400000,FAD Amaurolithus primus
,,,,,,
