leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
94,610,B,1,1,0.0,60.0,0.00,0.00,0.60,JFD, FORAM NANNO OOZE, YELLOW BROWN, BURROWS,,,,,, SOFT, 00000000,4c47376bfb5062f833d3f80609f88ea9
94,610,B,1,1,60.0,150.0,0.00,0.60,1.50,JFD, MARLY FORAM NANNO OOZE, OLIVE, BURROWS,,,,,, SOFT, 00000000,67e04c7baca1ba2c458fc9f3fb5a6092
94,610,B,1,2,0.0,150.0,0.00,1.50,3.00,JFD, MARLY FORAM NANNO OOZE, OLIVE," MOTTLING,BURROWS",, PEBBLES,,,, SOFT, 00000000,1d327cb7d941035bc703c46c142ab771
94,610,B,1,3,0.0,150.0,0.00,3.00,4.50,JFD, MARLY FORAM NANNO OOZE, OLIVE," MOTTLING,LAMINAE,BURROWS",,,,,, SOFT, 00000000,884017a150d825513c9959a52adf6c82
94,610,B,1,4,0.0,15.0,0.00,4.50,4.65,JFD, MARLY FORAM NANNO OOZE, OLIVE, MOTTLING,,,,,, SOFT, 00000000,c686d18257dcde32e3d1e02971361e46
94,610,B,1,CC,0.0,16.0,0.00,4.75,4.81,JFD, MARLY FORAM NANNO OOZE, OLIVE, BURROWS,,,,,, SOFT, 00000000,c79072deca89e5f64932e589a8562f4f
94,610,B,2,1,0.0,12.0,4.80,4.80,4.92,JFD, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000,191088818a9acb824bec67fff0d33c54
94,610,B,2,1,12.0,150.0,4.80,4.92,6.30,JFD, FORAM NANNOFOSSIL OOZE," WHITE,GRAY",,,,,,, SOFT, 00000000,7d4a76ea367afb7c803659f4619a7e78
94,610,B,2,2,0.0,122.0,4.80,6.30,7.52,JFD, FORAM NANNOFOSSIL OOZE," WHITE,GRAY",,,,,,, SOFT, 00000000,891cd54e757913e409743de1a7ed818d
94,610,B,2,2,122.0,150.0,4.80,7.52,7.80,JFD, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 33213000.1110,5ce7551f364b02e5e0a4bde87d5b62b7
94,610,B,2,3,0.0,66.0,4.80,7.80,8.46,JFD, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000,d8d39fbf22c5d0f6491da77269dcd5e2
94,610,B,2,3,66.0,84.0,4.80,8.46,8.64,JFD, MARLY FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 00000000,8b9f5a24b7aab059b6e672c0f1787149
94,610,B,2,3,84.0,150.0,4.80,8.64,9.30,JFD, FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 00000000,8e2ee1fbcd528205cae41fd4e8e6ec6c
94,610,B,2,4,0.0,84.0,4.80,9.30,10.14,JFD, FORAM NANNO OOZE TO MARLY FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 00000000,9dfdf35e79a668145d2f9a8e44e69d6f
94,610,B,2,4,84.0,108.0,4.80,10.14,10.38,JFD, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000,756afc667e9242c571c3d710c96ea1c1
