leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
116,718,E,001,Rotary,01,BAL,000,,,140,,,silty clay,dark gray,5y 4/1,"massive to faintly laminated(esp. 20,112,113,121cm)",,mud pebble(0-1cm),,,calcareous,,,R,-1.02087,81.40108,0933.10,93309,93449
116,718,E,001,Rotary,01,BAL,140,,,150,,,interstitial water sample,,,,,,,,,,,R,-1.02087,81.40108,0933.10,93449,93459
116,718,E,001,Rotary,02,BAL,000,,,045,,,silty clay,dark gray,5y 4/1,massive to faintly laminated,,,,,calcareous,,,R,-1.02087,81.40108,0934.60,93459,93504
116,718,E,001,Rotary,CC,BAL,000,,,024,,,clayey silt,dark gray,5y 4/1,,,,,,calcareous,,,R,-1.02087,81.40108,0935.07,93507,93531
116,718,E,002,Rotary,01,BRA,000,,,140,,,"clay(0-8,40-55,64-80,92-140cm); silty clay(8-11,17-21,24-35,80-84cm); clayey silt(11-17,21-24,35-40,84-92cm); parallel laminated calcareous clay underlain by a thin (<2mm) silt(55-64cm)","gray(0-8cm); dark gray(8-55,92-140cm); greenish gray(55-63,80-92cm); very dark gray(63-64cm); grayish green?(64-80cm)","5y 5/1(0-8cm); 5y 4/1(8-55,92-140cm); 5bg 5/1(55-63cm); 5gy 5/1(80-92cm); 5y 3/1(63-64cm); 5gy 4/2(64-80cm)","fining upward sequences(12-16,18-22,35-38,55-64cm); burrows(40-55,64-80cm); laminae(40-55cm, fine at 55-63cm, faint at 92-140cm); silt laminae(104-105cm); pyritiferous lamina?(125cm); layers(64-80cm); 2mm thick silt layer(63-64cm)",drilling breccia(0-8cm),,pyritiferous lamina?(125cm),,"silt and mud turbidites(0-55,64-140cm); chalk?(55-63cm)","hard(55-64,125cm)",,R,-1.02087,81.40108,0942.60,94259,94399
116,718,E,002,Rotary,01,BRA,140,,,150,,,physical properties whole round sample,,,,,,,,,,,R,-1.02087,81.40108,0942.60,94399,94409
116,718,E,002,Rotary,02,BRA,000,,,150,,,"clay(0-50,75-100,145-150cm); silty clay(50-63,103-110,124-137cm); clayey silt(63-75,110-124,137-145cm); silt(100-103cm)","dark gray(0-50,57-130cm); olive gray(50-57cm); dark greenish gray(130-150cm)","5y 4/1(0-50,57-130cm); 5y 4/2(50-57cm); 5bg 4/1(130-150cm)","fining upward sequences(63-75,116-123,137-145cm); faintly laminated and sparsely burrowed(0-50,75-100cm); coarsely burrowed(145-150cm); massive(103-124cm); graded(103-124cm)",,,,,mud and silt turbidites,,,R,-1.02087,81.40108,0944.10,94409,94559
116,718,E,002,Rotary,03,BRA,000,,,150,,,clay(0-68cm); silt(68-134cm); silty clay(134-150cm),dark gray,5y 4/1,"silt laminae(16,39,45,50,58cm); layered/sparse burrows(0-68cm); massive(68-134cm); faint burrows(134-150cm)",,,pyrite(17cm),,calcareous; mud and silt turbidites,,,R,-1.02087,81.40108,0945.60,94559,94709
116,718,E,003,Rotary,01,BAL,000,,,115,,,"drilling breccia(0-14cm); clay(14-21,25-32,41-52,54-56,62-70,72-75,76-82,84-86,89-95,99-102,104-105,110-115cm); clayey silt(21-25,32-41,52-54,56-62,70-72,75-76,82-84,86-89,95-99,102-104,105-110cm)",dark gray(14-115cm); dark reddish gray (0-14cm),5yr 4/2(0-14cm); 5y 4/1(14-115cm),"fining upward sequences(17-25,32-41,45-53,53-62,64-70,72-76,78-85,85-89,92-99,99-104,104-110cm); clay pebble(5-12cm)",,clay pebble(5-12cm),,scattered plant debris(5%) in silty layers,calcareous; mud and silt turbidites,,,R,-1.02087,81.40108,0952.10,95209,95324
116,718,E,003,Rotary,01,BAL,115,,,150,,,organic geochemistry sample(115-140cm); interstitial water sample(140-150cm),,,,,,,,,,,R,-1.02087,81.40108,0952.10,95324,95359
116,718,E,003,Rotary,02,BAL,000,,,150,,,"clay(0-18,25-30,34-40,44-52,55-71,80-85,89-91,94-102,106-125,130-150cm); silty clay(18-25,30-34,40-44,52-55,85-89,91-94,125-130cm); clayey silt(71-80,102-106cm)",dark gray,5y 4/1,"fining upward sequences(15-25,25-34,34-44,48-55,67-80,80-89,89-94,96-106,116-130cm)",,,,scattered plant debris in silty layers,calcareous; mud and silt turbidites,,,R,-1.02087,81.40108,0953.60,95359,95509
116,718,E,003,Rotary,CC,BAL,000,,,018,,,clay,dark gray,5y 4/1,,highly disturbed?,,,,calcareous; mud turbidite,,,R,-1.02087,81.40108,0955.10,95509,95527
