leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
26,255,,3,1,0.0,150.0,23.00,23.00,24.50,, NANNOPLANKTON FORAMINIFERAL OOZE, 10YR8/2,, COMPL ETELY DISTURBED,,,,, SOUPY, 00000000
26,255,,3,2,0.0,150.0,23.00,24.50,26.00,, NANNOPLANKTON FORAMINIFERAL OOZE, 2.5Y8/2,, COMPL ETELY DISTURBED,,,,, SOUPY, 00000000
26,255,,3,CC,,,23.00,26.10,26.10,, NANNOPLANKTON FORAMINIFERAL OOZE, 2.5Y8/2, MOTTL ES,,,,," A FEW SPECKS, FRAGMENTS", SOUPY, 00000000
26,255,,4,1,0.0,150.0,32.50,32.50,34.00,, NANNOPLANKTON FORAMINIFERAL OOZE, 2.5Y7.5/2,, COM PLETELY DISTURBED,,,,, SOUPY, 00000000
26,255,,4,2,0.0,150.0,32.50,34.00,35.50,, NANNOPLANKTON FORAMINIFERAL OOZE," 2.5Y8/2,10YR8/3", SLIGHT MOTTLING 75 TO 95 CM, COMPLETELY DISTURBE D, 2.5Y8/2 CHANGES TO 10YR8/3 BETWEEN 75 AND 98 CM,,,, SOUPY, 00000000
26,255,,4,CC,,,32.50,35.60,35.60,, NANNOPLANKTON FORAMINIFERAL OOZE," 10YR7/3,10YR8/4",,,,,,, SOUPY, 00000000
26,255,,5,1,0.0,150.0,42.00,42.00,43.50,, NANNOPLANKTON FORAMINIFERAL OOZE," 10YR5/3,10YR5/2",, COMPLETELY DISTURBED, A FEW DARK 10YR5/2 STREAKS BETWEEN 120 AND 150 CM,,,, SOUPY, 00000000
26,255,,5,CC,,,42.00,43.60,43.60,, NANNOPLANKTON FORAMINIFERAL OOZE, 10YR5/4,,, MOSTL Y BLACK SPECKS,,,, SOUPY, 00000000
26,255,,6,CC,,,51.50,51.60,51.60,, FORAMINIFERA,,,, WET SAND WITH SHELL AND FLINT (CHER T) FRAGMENTS,,,, SOFT, 00000000
26,255,,7,CC,,,61.00,61.10,61.10,, CHERT,,,,, QUARTZ,, THICK GRIT,, 00000000
26,255,,7,CC,10.0,15.0,61.00,61.10,61.15,, SILT," -YELLOW,2.5Y6/8,2.5Y5.5/2", MOTTLES OF 2.5Y 5.5/2,,,,,, FIRM, 33215000
26,255,,8,CC,,,70.50,70.60,70.60,, CHERT," -BLACK,-WHITE",,, 6 CM ROLL FRAGMENT OF CHER T, PYRITE CRYSTALS,, CRISTABOLITE VEINS IN CHERT CO NTAIN PYRITE CRYSTALS,, 21130000
26,255,,9,1,10.0,150.0,80.00,80.10,81.50,," GREY LIMESTONE,CALCITE", -GREY," BANDS OF CALCITE, LENSES,RECTANGLES AND RHOMBS OF SILICIFIED LAMELLIBR ANCH PLATES,GREEN GLAUCONITE SMEARS FROM 105 TO 110 CM",,," CALCITE,GLAUCONITE",," GLAUCONITE IN CREVICES,GRE Y LIMESTONE DIPS APPROXIMATELY 30DEG AT 115 CM, CALC ITE AND SILICIFIED LAMELLIBRANCH FOUND AROUND 125 CM",, 00000000
26,255,,9,CC,,,80.00,81.60,81.60,, LIMESTONE, -GREY," CALCITE VEINS ALONG BEDDING PL ANES AT 45CM,SILICIFIED INOCERAMOUS PLATES AT 50 CM",,, CALCITE, CALCITE FOSSILS AT 45 CM, GREY LIMESTON E DIPPING ABOUT 20 DEG AT 40 CM,, 12130000
26,255,,10,1,0.0,150.0,89.50,89.50,91.00,," BLACK CHERT,GREY LIMESTONE"," -BLACK,-GREY"," BLACK CHERT FRAGMENT WITH CHALCEDONY PEBBLES BETWEEN 10 AN D 20 CM, LIMESTONE DIP OF 35DEG CONTAINING CALCITE B ANDS AND GLAUCONITE SMEARS BETWEEN 45 AND 55DEG, ALT ERNATING LAYERS OF CHERT AND LIMESTONE, LIMESTONE AT 45 TO 70 CM,80 TO 100 CM, 105 TO 130 CM,CHERT AREAS : 0 TO 45 CM, 70 TO 80 CM, 100 TO 107 CM, LIMESTONE ON CHERT CONTACT AT 0 CM, 70 CM, 100 CM, CHERT ON LI MESTONE CONTACT AT 80 CM",,,,,,, 21130000
26,255,,10,CC,,,89.50,91.10,91.10,," GREY LIMESTONE,CALCITE", -GREY, CALCITE VEINS,,, C ALCITE,, THREE FRAGMENTS GREY LIMESTONE,, 12130000
26,255,,11,1,0.0,150.0,99.00,99.00,100.50,, GREY LIMESTONE WITH CALCITE BANDS AND GLAUCONITE S MEARS," -GREY,-GREEN"," CALCITE BANDS AND GREEN GLAUC ONITE SMEARS, LIMESTONE DIP OF 20DEG AT 50 CM",,," CALC ITE,GLAUCONITE",," CALCITE CRYSTALS AT 40 CM, CALCITE BANDS AND GLAUCONITE SMEARS IN GREY LIMESTONE BETWEE N 35 AND 50 CM,DARK STREAKS",, 12130000
26,255,,11,CC,,,99.00,100.60,100.60,, GREY LIMESTONE WITH CALCITE BANDS AND GLAUCONITE S MEARS," -GREY,-GREEN", CALCITE BANDS AND GLAUCONITE SMEARS,,,,,,, 12130000
