Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
105, 645,E,Initial Reports          ,     613.000,    8.920000,Top Chron C-11
,,,,,,
105, 645,E,Initial Reports          ,     679.000,   10.420000,Base Chron C-11
,,,,,,
105, 645,E,Initial Reports          ,     782.000,   16.500000,FO Reticulofenestra pseudoumbilica
,,,,,,
105, 645,E,Initial Reports          ,    1055.000,   20.549999,FO Globigerina praebulloides
,,,,,,
105, 645,E,Initial Reports          ,    1111.500,   20.600000,LO Distatodinium paradoxum
,,,,,,
