Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
130, 806,C,Initial Reports          ,      48.350,    2.070000,OA D. triradiatus (N)
,,,,,,
130, 806,C,Initial Reports          ,      95.850,    3.560000,LO R. pseudoumbilica (N)
,,,,,,
130, 806,C,Initial Reports          ,     333.700,    8.700000,LO D. hamatus (N)
,,,,,,
130, 806,C,Initial Reports          ,     469.400,   13.600000,LO S. heteromorphus (N)
,,,,,,
130, 806,C,Initial Reports          ,     603.380,   20.000000,FO S. belemnos (N)
,,,,,,
130, 806,C,Initial Reports          ,     762.950,   25.200001,LO S. ciperoensis (N)
,,,,,,
130, 806,C,Initial Reports          ,     776.400,   25.639999,Terminal depth
,,,,,,
