leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code
15,147,C,7,2,138.0,139.0,170.00,173.09, 7,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NCYCO0080,Cyclococcolithina leptopora,COMMON,  ,1
15,147,C,7,2,138.0,139.0,170.00,173.09, 7,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NDISI0042,Discolithus phaseolus,COMMON,  ,1
15,147,C,7,2,138.0,139.0,170.00,173.09, 7,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NGEPH0015,Gephyrocapsa californicus,COMMON,  ,1
15,147,C,7,2,138.0,139.0,170.00,173.09, 7,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NGEPH0060,Gephyrocapsa oceanica,COMMON,  ,1
15,147,C,7,2,138.0,139.0,170.00,173.09, 7,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NGEPH0095,Gephyrocapsa sinuosa,ABUNDANT,  ,1
15,147,C,7,2,138.0,139.0,170.00,173.09, 7,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NGEPH0100,Gephyrocapsa sp.,COMMON,  ,1
15,147,C,7,2,138.0,139.0,170.00,173.09, 7,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NHELI0100,Helicopontosphaera kamptneri,COMMON,  ,1
15,147,C,7,3,46.0,47.0,170.00,173.67,10,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NCYCO0080,Cyclococcolithina leptopora,RARE,  ,1
15,147,C,7,3,46.0,47.0,170.00,173.67,10,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NDISI0042,Discolithus phaseolus,COMMON,  ,1
15,147,C,7,3,46.0,47.0,170.00,173.67,10,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NGEPH0015,Gephyrocapsa californicus,COMMON,  ,1
15,147,C,7,3,46.0,47.0,170.00,173.67,10,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NGEPH0060,Gephyrocapsa oceanica,ABUNDANT,  ,1
15,147,C,7,3,46.0,47.0,170.00,173.67,10,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NGEPH0095,Gephyrocapsa sinuosa,COMMON,  ,1
15,147,C,7,3,46.0,47.0,170.00,173.67,10,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NGEPH0100,Gephyrocapsa sp.,COMMON,  ,1
15,147,C,7,3,46.0,47.0,170.00,173.67,10,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NHELI0100,Helicopontosphaera kamptneri,COMMON,  ,1
15,147,C,7,3,46.0,47.0,170.00,173.67,10,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NSYRA0063,Syracosphaera jonesi,COMMON,  ,1
15,147,C,7,3,46.0,47.0,170.00,173.67,10,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NSYRA0070,Syracosphaera pulchra,RARE,  ,1
15,147,C,7,3,46.0,47.0,170.00,173.67,10,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NUMBI0030,Umbilicosphaera mirabilis,RARE,  ,1
15,147,C,7,3,90.0,91.0,170.00,174.11, 8,"BEAUDRY,FM;HAY,WW",12/1973,15,NANNOFOSSILS,ABUNDANT,,,,NO AGE GIVEN,641,NCYCO0080,Cyclococcolithina leptopora,RARE,  ,1
