leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
67,499,C,1,1,0.0,260.00,260.00,  260.44,"COWAN, D. S.",PLAG-OL PHYRIC BASALT,"PCES 1 (0-4), 2 (6-8), 3 (15-20), 4 (24-26), 5 (31-35), 6 (37-44)","MEDIUM GRAINED, PHYRIC, PCES(3 & 5 & 6) SUGGESTION OF WEATHERING RINDS DEVELOPED ON PARTS OF PCES",,MOD OL PHENOCRYSTS COMPLETELY ALTERED TO SOFT BROWN CLAY,"ROCKS WERE PULLED FROM CORE CATCHER IN PART SO NO GREAT SIGNIFICANCE SHOULD BE ATTACHED TO ORDER IN WHICH NOW FOUND- ORDER IS MOST LIKELY IMMATERIAL HERE SINCE WEATHERED EXTERIOR OF ROCKS SUGGEST THEY ARE A SUBMARINE TALUS, DARK GREY BASALT",,OL          5       1-3 comments : NOW COMPLETELY ALTERED TO ORANGE BROWN CLAY | PLAG       20      TO 5 comments : PCES(3 & 5 & 6) ON THE WEATHERED RINDS THEGLOMEROPHENOCRYSTS ARE LIGHTER AND MORE EVIDENTTHAN IN THE FRESHER CORES,,CLAY comments :  CLAY IS SOFT BROWN,,
67,499,C,1,1,46.0,260.00,260.46,  260.60,"COWAN, D. S.",APHYRIC WEATHERED BASALT,"PCES 7 (46-51), 8 (54-56)","PCES 7 & 8 ARE SMOOTHER AND SUBROUNDED, WEATHERING RINDS ARE WELL DEVELOPED SURROUNDING DARKER GREY CORES, THE PCES ARE APHYRIC AND APHANITIC",,EXTENSIVELY,PCES 7 & 8 HAVE PALE YELLOWISH-GREY EXTERIORS,,,,PYRITE comments :  TINY PYRITE GRAINS ARE ARE ABUNDANT AND DISSEMINATED THROUGHOUT,,
