Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Spirosigmoilinella compressa	Rhabdammina abyssorum	Reophax scorpiusus	Nothia latissima	Saccammina placenta	Reophax elongatus	Budashevaella multicamerata	Reticulophragmium placenta	Subreophax scalaris	Saccammina sphaerica	Haplophragmoides walteri excavatus	Hormosinella carpenteri	Trochammina cf. deformis (fine)	Karreriella siphonella	Trochammina globigeriniformis	Reophax nodulosa	Paratrochammina challengeri	Nothia excelsa	Hyperammina rugosa	Dorothia siegliei	Rzehakina minima	Reticulophragmium  ex gr rotundidorsata	Reticulophragmium amplectens	Hormosinella sp.	Rhizammina? indivisa	Ammodiscus tenuissima	Tolypammina vagans	Haplophragmoides  stomatus	Hormosina globulifera	Trochammina cf. deformis (coarse)	Haplophragmoides walteri	Bathysiphon  annulatus	Recurvoides sp.	Ammolagena clavata	Recurvoidella lamella	Spirosigmoilinella sp.	Nothia robusta	Verneuilina sp.	Haplophragmoides cf. kirki	Hyperammina elongata	Ammodiscus cretaceus	Recurvoides contortus	Glomospira charoides	Ammodiscus nagyi	Comment

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 65	R	 2	  93.00	    704.0300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	R                  	R                	                           	R                         	                   	                    	                                  	                       	C                              	                      	R                            	R               	                           	R             	                  	                 	                	C                                      	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 65	R	 3	  91.00	    705.5100	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	R               	                   	                 	                           	R                         	                   	                    	                                  	                       	                               	                      	                             	                	                           	R             	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	                                 	R                       	R                     	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 65	R	 4	  94.00	    707.0400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	R                  	R                	                           	R                         	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	                                       	                            	                	                    	R                    	                  	R                         	                     	                                 	R                       	                      	               	                  	                     	                      	R             	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 65	R	 5	  92.00	    708.5200	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	R               	R                  	R                	                           	C                         	                   	                    	R                                 	                       	                               	                      	R                            	R               	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	R                         	                     	R                                	C                       	R                     	               	                  	                     	                      	C             	               	                          	                    	R                   	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 65	R	 6	  93.00	    710.0300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	                   	                 	                           	                          	                   	                    	                                  	                       	R                              	                      	R                            	                	R                          	R             	                  	                 	                	C                                      	                            	                	                    	                     	                  	R                         	                     	                                 	C                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 65	R	CC	  13.00	    711.1100	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	                   	R                	                           	                          	                   	                    	R                                 	                       	R                              	                      	                             	                	                           	              	                  	                 	                	C                                      	R                           	                	                    	                     	                  	R                         	                     	                                 	C                       	                      	               	R                 	R                    	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 66	R	 1	  94.00	    712.0400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	R                	                           	R                         	                   	                    	                                  	                       	R                              	                      	                             	R               	R                          	C             	                  	                 	                	C                                      	                            	                	                    	                     	                  	R                         	                     	R                                	C                       	                      	               	                  	R                    	                      	              	R              	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 66	R	 2	  93.00	    713.5300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	R                  	R                	                           	                          	                   	                    	R                                 	                       	C                              	                      	R                            	R               	                           	R             	R                 	                 	                	R                                      	                            	                	R                   	                     	                  	R                         	                     	R                                	C                       	                      	               	                  	R                    	                      	              	               	                          	R                   	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 66	R	CC	  12.00	    714.0000	Spiegler 	Benthic Foraminifers                         	               	                  	                            	C                    	                  	                	R                  	R                	                           	                          	                   	                    	                                  	                       	R                              	                      	                             	R               	                           	R             	R                 	                 	                	                                       	                            	                	                    	                     	                  	R                         	R                    	R                                	C                       	                      	               	R                 	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 67	R	 1	  92.00	    721.7200	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	                     	                  	                	                   	R                	                           	                          	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	C                                      	                            	                	                    	                     	                  	R                         	                     	R                                	R                       	                      	               	                  	R                    	                      	              	R              	                          	                    	R                   	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 67	R	 2	  92.00	    723.2200	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	C                         	                   	                    	                                  	                       	C                              	                      	R                            	                	                           	              	                  	                 	                	R                                      	                            	                	                    	R                    	                  	R                         	                     	                                 	C                       	                      	               	                  	C                    	                      	              	R              	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 67	R	 3	  92.00	    724.7200	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	R                  	                 	                           	                          	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	R                   	                     	                  	R                         	C                    	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 67	R	 4	  89.00	    726.1900	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	C                         	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	                                 	C                       	                      	               	                  	C                    	                      	              	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 67	R	 5	  94.00	    727.7400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	                   	                 	                           	                          	                   	                    	                                  	                       	R                              	                      	                             	                	R                          	R             	                  	                 	                	C                                      	                            	                	                    	                     	                  	                          	R                    	                                 	R                       	                      	               	                  	R                    	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 67	R	 6	  91.00	    729.2100	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	R                	                           	R                         	                   	                    	                                  	                       	R                              	                      	R                            	                	                           	R             	                  	                 	                	                                       	                            	                	                    	                     	R                 	R                         	R                    	R                                	C                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 67	R	CC	  11.00	    730.6000	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	R               	                   	                 	                           	R                         	                   	                    	                                  	                       	C                              	                      	                             	                	R                          	R             	R                 	                 	                	C                                      	                            	                	                    	                     	                  	                          	                     	                                 	C                       	                      	               	                  	                     	                      	              	R              	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 68	R	 1	  53.00	    730.9300	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	                     	                  	R               	                   	                 	                           	R                         	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	R                   	                     	                  	R                         	                     	                                 	R                       	                      	               	                  	                     	                      	R             	R              	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 68	R	 2	  53.00	    732.4300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	R                  	                 	                           	R                         	                   	                    	                                  	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	                                 	C                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 68	R	 3	  53.00	    733.9300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	R                	                           	R                         	                   	                    	                                  	R                      	R                              	                      	                             	                	                           	R             	                  	                 	                	                                       	                            	                	                    	                     	                  	R                         	R                    	                                 	C                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 68	R	CC	   0.00	    735.5900	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	R                  	                 	                           	C                         	                   	                    	                                  	R                      	R                              	                      	                             	                	                           	              	                  	                 	                	C                                      	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 69	R	 1	  93.00	    740.9300	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	R                    	                  	                	                   	                 	                           	R                         	                   	                    	R                                 	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	R              	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 69	R	 2	  93.00	    742.4300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	                          	                   	                    	R                                 	                       	R                              	                      	                             	                	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	R                                	R                       	                      	               	                  	                     	                      	              	               	                          	                    	R                   	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 69	R	 3	  93.00	    743.9300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	R                         	                   	                    	                                  	R                      	R                              	                      	                             	                	                           	              	                  	                 	                	                                       	                            	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 69	R	 4	  93.00	    745.4300	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	R                    	                  	R               	                   	R                	                           	R                         	R                  	                    	R                                 	R                      	R                              	                      	                             	R               	                           	R             	                  	                 	                	                                       	                            	                	                    	                     	R                 	R                         	                     	                                 	C                       	                      	               	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 69	R	 5	  93.00	    746.9300	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	                          	R                  	                    	R                                 	R                      	R                              	                      	                             	                	                           	R             	                  	                 	                	                                       	                            	                	                    	                     	                  	                          	                     	R                                	R                       	                      	R              	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 69	R	 6	  93.00	    748.4300	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	                     	                  	                	                   	                 	                           	                          	C                  	                    	R                                 	R                      	R                              	                      	                             	                	                           	              	                  	                 	                	                                       	                            	                	                    	                     	                  	                          	                     	                                 	R                       	                      	               	                  	R                    	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 69	R	CC	  38.00	    749.3800	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	C               	R                  	                 	                           	R                         	R                  	                    	R                                 	C                      	R                              	                      	                             	                	                           	R             	                  	                 	                	R                                      	R                           	                	                    	                     	                  	R                         	                     	                                 	                        	                      	               	                  	R                    	                      	              	R              	                          	                    	R                   	                     	R                   	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 70	R	 1	  90.00	    750.5000	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	                   	                 	                           	C                         	R                  	                    	R                                 	R                      	R                              	                      	R                            	                	                           	R             	                  	R                	                	                                       	                            	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	                  	R                    	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 70	R	 2	  90.00	    752.0000	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	R                  	                 	                           	R                         	C                  	                    	R                                 	                       	                               	                      	                             	                	                           	              	                  	R                	                	R                                      	                            	                	                    	                     	                  	R                         	R                    	                                 	R                       	                      	R              	                  	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 70	R	 3	  94.00	    753.5400	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	R               	R                  	                 	                           	C                         	R                  	                    	R                                 	                       	                               	                      	                             	R               	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	                          	                     	R                                	R                       	                      	               	R                 	R                    	                      	              	               	                          	                    	R                   	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 70	R	 4	  92.00	    755.0200	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	R                    	                  	                	R                  	                 	                           	                          	C                  	                    	                                  	R                      	R                              	                      	                             	                	                           	R             	                  	                 	                	                                       	                            	                	                    	                     	                  	R                         	                     	                                 	R                       	                      	               	                  	R                    	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 70	R	 5	  89.00	    756.4900	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	R               	R                  	R                	                           	                          	R                  	                    	R                                 	                       	R                              	                      	                             	R               	                           	              	                  	                 	                	                                       	R                           	                	                    	                     	R                 	                          	                     	                                 	R                       	R                     	               	                  	                     	                      	              	R              	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. rotundidorsata 	              	151	 909	C	 70	R	CC	   6.00	    757.8800	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	R                    	                  	R               	                   	                 	                           	R                         	R                  	                    	R                                 	R                      	R                              	                      	                             	C               	                           	              	                  	                 	                	R                                      	                            	                	                    	                     	                  	R                         	                     	                                 	R                       	                      	R              	R                 	                     	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 71	R	 1	  95.00	    760.2500	Spiegler 	Benthic Foraminifers                         	               	                  	R                           	R                    	                  	                	R                  	R                	                           	                          	                   	                    	                                  	R                      	                               	                      	R                            	                	                           	R             	R                 	                 	                	                                       	C                           	                	                    	                     	                  	                          	                     	                                 	                        	                      	               	R                 	C                    	                      	R             	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 71	R	 2	  95.00	    761.7500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	R                  	                 	                           	R                         	                   	                    	                                  	R                      	R                              	                      	                             	R               	                           	              	                  	                 	                	R                                      	R                           	                	                    	                     	                  	                          	R                    	R                                	R                       	                      	               	                  	R                    	                      	              	               	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 71	R	 3	  95.00	    763.2500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	R                    	                  	                	R                  	R                	R                          	R                         	                   	R                   	R                                 	                       	R                              	                      	R                            	R               	R                          	              	R                 	                 	                	                                       	R                           	                	                    	R                    	                  	R                         	                     	                                 	R                       	                      	R              	                  	R                    	                      	              	               	                          	                    	                    	R                    	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172

  SR	                 	                 	R. amplectens     	              	151	 909	C	 71	R	 4	  95.00	    764.7500	Spiegler 	Benthic Foraminifers                         	               	                  	                            	                     	                  	                	R                  	R                	                           	R                         	                   	R                   	R                                 	R                      	R                              	                      	                             	R               	                           	              	                  	R                	                	                                       	R                           	                	                    	                     	                  	R                         	R                    	                                 	                        	                      	               	                  	R                    	                      	              	R              	                          	                    	                    	                     	                    	                	From Leg 151; Ch 9; Table 1; p. 170-172
