Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Cyclicargolithus floridanus,Triquetrorhabdulus carinatus,Sphenolithus umbrellus,Sphenolithus predistentus,Sphenolithus moriformis,Sphenolithus distentus,Sphenolithus ciperoensis,Reticulofenestra bisecta,Helicosphaera intermedia,Helicosphaera euphratis,Discoaster deflandrei,Coccolithus pelagicus,Clausicoccus fenestratus,Chiasmolithus altus,Sphenolithus dissimilis,Coronocyclus nitescens,Pyrocyclus orangensis,Helicosphaera sp. cf. H. orientalis,Pontosphaera sp.,Helicosphaera sp.,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Bramletteius serraculoides,Sphenolithus conicus,Discoaster adamanteus,Reticulofenestra spp. small,Discoaster druggii,Coccolithus sp.,Calcidiscus macintyrei,Syracosphaera sp.,Pedinocyclus larvalis,Helicosphaera carteri,Discoaster variabilis,Reticulofenestra pseudoumbilica,Umbilicosphaera sibogae,Discoaster pseudovariabilis,Sphenolithus heteromorphus,Sphenolithus belemnos,Helicosphaera mediterranea,Discoaster sp. cf. D. deflandrei (with web),Discoaster pansus,Discoaster moorei,Discoaster icarus,Discoaster exilis,Discoaster challengeri,Calcidiscus leptoporus,Helicosphaera californiana,Triquetrorhabdulus rugosus,Discoaster intercalaris,Discoaster sp.,Discoaster kugleri,Helicosphaera philippinensis,Discoaster bollii,Helicosphaera rhomba,Discoaster neohamatus,Clausicoccus sp. (small),Catinaster coalitus,Helicosphaera granulata,Catinaster sp. cf. C. calyculus,Rhabdosphaera sp.,Helicosphaera orientalis,Discoaster sp. cf. D. bolli,Discoaster prepentaradiatus,Discoaster hamatus,Coronocyclus sp.,Catinaster calyculus,Discoaster calcaris,Minylitha convallis,Sphenolithus neoabies,Sphenolithus abies,Helicosphaera sellii,Discoaster triradiatus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster loeblichii,Discoaster brouweri,Discoaster blackstockae,Discoaster berggrenii,Discoaster neorectus,Discoaster surculus,Discoaster bergenii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 42,R,CC,  39.00,    540.5900,Firth    ,Nannofossils                                 ,R              ,P                 ,                           ,                            ,                      ,                         ,R                      ,                      ,                        ,                        ,                        ,                       ,                     ,                     ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 43,R, 3,  93.00,    544.3400,Firth    ,Nannofossils                                 ,C              ,M                 ,C                          ,R                           ,                      ,                         ,F                      ,                      ,                        ,R                       ,R                       ,R                      ,R                    ,F                    ,R                       ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,R                    ,R                             ,R                         ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 43,R, 5,  95.00,    547.3800,Firth    ,Nannofossils                                 ,A              ,M                 ,A                          ,                            ,                      ,                         ,F                      ,R                     ,                        ,F                       ,                        ,                       ,F                    ,F                    ,                        ,                   ,                       ,                      ,R                    ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 43,R,CC,  12.00,    550.2800,Firth    ,Nannofossils                                 ,C              ,M                 ,C                          ,                            ,                      ,                         ,F                      ,                      ,F                       ,F                       ,                        ,R                      ,F                    ,C                    ,                        ,                   ,                       ,                      ,                     ,R                                  ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 44,R, 2, 120.00,    553.0000,Firth    ,Nannofossils                                 ,C              ,P                 ,C                          ,                            ,                      ,                         ,R                      ,                      ,                        ,F                       ,                        ,                       ,                     ,R                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 44,R,CC,  15.00,    556.8900,Firth    ,Nannofossils                                 ,R              ,P                 ,R                          ,                            ,                      ,                         ,                       ,                      ,                        ,                        ,                        ,                       ,                     ,                     ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 45,R, 2, 142.00,    562.8700,Firth    ,Nannofossils                                 ,A              ,M                 ,C                          ,                            ,                      ,                         ,F                      ,R                     ,R                       ,F                       ,R                       ,                       ,F                    ,F                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,R                    ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 45,R,CC,   5.00,    565.6800,Firth    ,Nannofossils                                 ,R              ,P                 ,R                          ,                            ,                      ,                         ,                       ,                      ,                        ,R                       ,                        ,                       ,                     ,                     ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 46,R,CC,  18.00,    579.4000,Firth    ,Nannofossils                                 ,F              ,P                 ,F                          ,                            ,                      ,                         ,R                      ,                      ,                        ,R                       ,                        ,                       ,                     ,R                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 47,R,CC,  11.00,    584.0400,Firth    ,Nannofossils                                 ,R              ,M                 ,R                          ,                            ,                      ,                         ,                       ,                      ,                        ,                        ,                        ,                       ,                     ,                     ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 48,R,CC,   5.00,    598.1800,Firth    ,Nannofossils                                 ,R              ,M                 ,R                          ,                            ,                      ,                         ,                       ,                      ,                        ,                        ,                        ,                       ,R                    ,                     ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 49,R,CC,  11.00,    607.4900,Firth    ,Nannofossils                                 ,R              ,M                 ,R                          ,                            ,                      ,                         ,                       ,                      ,                        ,                        ,                        ,                       ,R                    ,                     ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 50,R,CC,   8.00,    617.1400,Firth    ,Nannofossils                                 ,R              ,M                 ,R                          ,                            ,                      ,                         ,                       ,                      ,                        ,R                       ,                        ,                       ,                     ,                     ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 51,R,CC,   0.00,    621.9200,Firth    ,Nannofossils                                 ,R              ,M                 ,R                          ,                            ,                      ,                         ,                       ,                      ,                        ,                        ,                        ,                       ,                     ,R                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 52,R,CC,   0.00,    634.7600,Firth    ,Nannofossils                                 ,C              ,G                 ,C                          ,                            ,                      ,                         ,F                      ,R                     ,                        ,F                       ,                        ,                       ,C                    ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,R                ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 54,R,CC,  13.00,    654.2500,Firth    ,Nannofossils                                 ,F              ,G                 ,R                          ,                            ,                      ,                         ,R                      ,                      ,                        ,R                       ,                        ,                       ,                     ,R                    ,                        ,                   ,                       ,                      ,                     ,                                   ,R               ,R                ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 55,R,CC,   7.00,    659.2300,Firth    ,Nannofossils                                 ,R              ,M                 ,R                          ,                            ,                      ,                         ,                       ,                      ,                        ,                        ,                        ,                       ,R                    ,                     ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 56,R,CC,   8.00,    674.1200,Firth    ,Nannofossils                                 ,R              ,P                 ,R                          ,                            ,                      ,                         ,                       ,                      ,                        ,                        ,                        ,                       ,                     ,                     ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 57,R,CC,   9.00,    684.0100,Firth    ,Nannofossils                                 ,A              ,M                 ,A                          ,                            ,                      ,                         ,R                      ,R                     ,R                       ,C                       ,                        ,                       ,C                    ,F                    ,                        ,R                  ,                       ,                      ,R                    ,R                                  ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 59,R,CC,   0.00,    702.5600,Firth    ,Nannofossils                                 ,R              ,P                 ,R                          ,                            ,                      ,                         ,                       ,                      ,                        ,                        ,                        ,                       ,                     ,                     ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 62,R,CC,  14.00,    732.7600,Firth    ,Nannofossils                                 ,F              ,M                 ,F                          ,                            ,                      ,R                        ,R                      ,R                     ,                        ,                        ,                        ,                       ,F                    ,F                    ,                        ,                   ,                       ,R                     ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
