Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
160, 966,A,Shipboard                ,       4.400,    0.260000,FO E. huxleyi
,,,,,,
160, 966,A,Shipboard                ,       8.000,    0.460000,LO P. lacunosa
,,,,,,
160, 966,A,Shipboard                ,      13.850,    0.990000,FO Gephyrocapsa sp. 3
,,,,,,
160, 966,A,Shipboard                ,      20.600,    1.250000,LO Gephyrocapsa > 5.5 microns
,,,,,,
160, 966,A,Shipboard                ,      22.100,    1.500000,FO Gephyrocapsa >5.5 microns
,,,,,,
160, 966,A,Shipboard                ,      24.420,    1.620000,LO C.macintyrei
,,,,,,
160, 966,A,Shipboard                ,      24.430,    1.750000,FO G. oceanica s.l.
,,,,,,
160, 966,A,Shipboard                ,      26.100,    1.990000,LO D. brouweri
,,,,,,
160, 966,A,Shipboard                ,      26.600,    2.130000,FO G. inflata
,,,,,,
160, 966,A,Shipboard                ,      31.610,    2.450000,LO G. bononiensis
,,,,,,
160, 966,A,Shipboard                ,      32.400,    2.510000,LO D. pentaradiatus
,,,,,,
160, 966,A,Shipboard                ,      34.510,    2.820000,LCO D. tamalis
,,,,,,
160, 966,A,Shipboard                ,      40.920,    3.220000,LO Sphaeroidinellopsis spp.
,,,,,,
160, 966,A,Shipboard                ,      44.740,    3.570000,LO G. puncticulata
,,,,,,
160, 966,A,Shipboard                ,      48.720,    3.850000,LO R. pseudoumbilicus
,,,,,,
160, 966,A,Shipboard                ,      51.560,    3.940000,LCO G. margaritae
,,,,,,
160, 966,A,Shipboard                ,      51.980,    4.110000,FCO D. asymmetricus
,,,,,,
160, 966,A,Shipboard                ,      60.120,    4.520000,FO G. puncticulata
,,,,,,
