leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
58,442,A,HOLOCENE,UPPER PLEISTOCENE,0.0,19.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    0,  0.7, 0.35,DSDP INITIAL REPORTS
58,442,A,UPPER PLEISTOCENE,,19.0,47.5,,NO AGE GIVEN,,NO AGE GIVEN, 0.01,  0.7,0.355,DSDP INITIAL REPORTS
58,442,A,PLEISTOCENE,,47.5,57.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
58,442,A,LOWER PLEISTOCENE,,57.0,76.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
58,442,A,PLEISTOCENE,,76.0,85.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
58,442,A,LOWER PLEISTOCENE,,85.5,95.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
58,442,A,PLEISTOCENE,,95.0,104.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
58,442,A,LOWER PLEISTOCENE,,104.5,123.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.2,  1.8,  1.5,DSDP INITIAL REPORTS
58,442,A,PLIOCENE,,171.0,180.5,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,    5,  3.4,DSDP INITIAL REPORTS
58,442,A,UPPER MIOCENE,,218.5,228.0,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
58,442,A,MIDDLE MIOCENE,,228.0,266.0,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
58,442,A,MIDDLE MIOCENE,LOWER MIOCENE,285.0,290.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 10.5, 22.5, 16.5,DSDP INITIAL REPORTS
