name,pbdb_taxon_id,taxon_group,verbatim_name,comment
Cyrtocapsella tetrapera,481,radiolarians,Cyrtocapsella tetrapera,
Cyrtopera languncula,432636,radiolarians,Cyrtopera languncula,
Cystammina pauciloculata,1237,benthic_forams,Cystammina pauciloculata,
Cystophormis brevispina,432637,radiolarians,Cystophormis brevispina,
Cytheralison sp.,24020,ostracods,Cytheralison sp.,
Cytherella sp.,24713,ostracods,Cytherella sp.,
Cytheropteron spp.,24031,ostracods,Cytheropteron spp.,
Dactylacanthis spp.,433674,diatoms,Dactylacanthis spp.,
Dactyliosolen antarcticus,433295,diatoms,Dactyliosolen antarcticus,
Daktylethra punctulata,424466,nannofossils,Daktylethra punctulata,
Daphne sp.,419026,palynology,Daphne,
Deflandrea phosphoriitica,277062,palynology,Deflandrea phosphoritica,
Delphineis angustata,82157,diatoms,Delphineis angustata,
Delphineis cf. angustata,82157,diatoms; diatoms,Delphineis cf. angustata; Delpineis cf. angustata,genus misspelled
Delphineis kippae,82157,diatoms,Delphineis kippae,
Delphineis simonsenii,82157,diatoms,Delphineis simonsenii,
Delphineis spp.,82157,diatoms,Delphineis spp.,
Delphineis surirella,82157,diatoms,Delphineis surirella,
Dendrospyris megalocephalis,491,radiolarians,Dendrospyris megalocephalis,
Dendrospyris sakaii,491,radiolarians,Dendrospyris sakaii,
Dendrospyris sp.,491,radiolarians,Dendrospyris sp.,
Dendrospyris uruyaensis,491,radiolarians,Dendrospyris uruyaensis,
Dentalina advena,1260,benthic_forams,Dentalina advena,
Dentalina ariena,1260,benthic_forams,Dentalina ariena,
Dentalina bradyensis,1260,benthic_forams,Dentalina bradyensis,
Dentalina cf. filiformis,1260,benthic_forams,Dentalina cf. filiformis,
Dentalina communis,1260,benthic_forams,Dentalina communis,
Dentalina flintii,1260,benthic_forams,Dentalina flintii,
Dentalina inornata,1260,benthic_forams,Dentalina inornata,
Dentalina intorta,1260,benthic_forams,Dentalina intorta,
Dentalina sp.,1260,benthic_forams; benthic_forams,Dentalina; Dentalina sp.,
Dentalina spp.,1260,benthic_forams,Dentalina spp.,
Dentalina subemaciata,1260,benthic_forams,Dentalina subemaciata,
Dentalina subsoluta,1260,benthic_forams,Dentalina subsoluta,
Dentalinoides sp.,1262,benthic_forams,Dentalinoides sp.,
Denticulopsis barronii,432810,diatoms,Denticulopsis barronii,
Denticulopsis cf. katayamae,432810,diatoms,Denticulopsis  cf. katayamae,
Denticulopsis crassa,432810,diatoms; diatoms,Denticulopsis crassa; Denticulopsis crassa (closed copula),
Denticulopsis delicata,432810,diatoms,Denticulopsis delicata,
Denticulopsis dimorpha,432810,diatoms,Denticulopsis dimorpha,
Denticulopsis dimorpha var. areolata,432810,diatoms,Denticulopsis dimorpha var. areolata,
Denticulopsis hustedtii,432810,diatoms; diatoms,Denticulopsis hustedtii (elliptical); Denticulopsis hustedtii,
Denticulopsis hyalina,432810,diatoms,Denticulopsis hyalina,
Denticulopsis ichikawae,432810,diatoms,Denticulopsis ichikawae,
Denticulopsis katayamae,432810,diatoms,Denticulopsis katayamae,
Denticulopsis lauta,432810,diatoms,Denticulopsis lauta,
Denticulopsis maccollumii,432810,diatoms,Denticulopsis maccollumii,
Denticulopsis okunoi,432810,diatoms,Denticulopsis okunoi,
Denticulopsis ovata,432810,diatoms,Denticulopsis ovata,
Denticulopsis praedimorpha,432810,diatoms,Denticulopsis praedimorpha,
Denticulopsis praedimorpha var. intermedia,432810,diatoms,Denticulopsis praedimorpha v. intermedia,
Denticulopsis praedimorpha var. minor,432810,diatoms,Denticulopsis praedimorpha v. minor,
Denticulopsis praelauta,432810,diatoms,Denticulopsis praelauta,
Denticulopsis s.l. lauta,432810,diatoms,Denticulopsos lauta s.l.,
Denticulopsis simonsenii,432810,diatoms,Denticulopsis simonsenii,
Denticulopsis spp.,432810,diatoms,Denticulopsis spp.,
Denticulopsis vulgaris,432810,diatoms,Denticulopsis vulgaris,
"Dentoglobigerina ""conglomerata""",1264,planktic_forams,"Dentoglobigerina ""conglomerata""",
Dentoglobigerina altispira,1264,planktic_forams; planktic_forams; planktic_forams,Dentoglobigerina altispira _T_ _PL5_; Dentoglobigerina altispira; Dentoglobigerina altispira _T_ _PL5,
Dentoglobigerina altispira globosa,1264,planktic_forams,Dentoglobigerina altispira globosa,
Dentoglobigerina baroemoenensis,1264,planktic_forams; planktic_forams,Dentoglobigerina baroemoensis; Dentoglobigerina baroemoenensis,
Dentoglobigerina binaensis,1264,planktic_forams; planktic_forams,Dentoglobigerina binaensis _T_; Dentoglobigerina binaensis _T,
Dentoglobigerina galavasi,1264,planktic_forams,Dentoglobigerina galavasi,
Dentoglobigerina galavisi,1264,planktic_forams; planktic_forams,"Dentoglobigerina galavisi (Bermudez), 1961 p 1183-1184 pl IV fig 3 as Globigerina; Dentoglobigerina galavisi",
Dentoglobigerina globosa,1264,planktic_forams,Dentoglobigerina globosa,
Dentoglobigerina globularis,1264,planktic_forams,Dentoglobigerina globularis,
Dentoglobigerina juxtabinaiensis,1264,planktic_forams,Dentoglobigerina juxtabinaiensis,
Dentoglobigerina larmeui,1264,planktic_forams,Dentoglobigerina larmeui,
Dentoglobigerina pseudovenezuelana,1264,planktic_forams; planktic_forams; planktic_forams; planktic_forams,"Dentoglobigerina pseudovenezuelana; (Duplicate) Dentoglobigerina pseudovenezuelana; Dentoglobigerina pseudovenezualana; Dentoglobigerina pseudovenezuelana (Blow and Banner, 1962)",
Dentoglobigerina s.s. tripartita,1264,planktic_forams,Dentoglobigerina tripartita s.s.,
Dentoglobigerina sellii,1264,planktic_forams,Dentoglobigerina sellii,
Dentoglobigerina sp.,1264,planktic_forams,Dentoglobigerina sp.,
Dentoglobigerina spp.,1264,planktic_forams,Dentoglobigerina spp.,
Dentoglobigerina subdehiscens,1264,planktic_forams,Dentoglobigerina subdehiscens,
Dentoglobigerina tripartita,1264,planktic_forams; planktic_forams,Dentoglobigerina tripartita; Dentoglobigerina tripartita s. str.,
Dentoglobigerina venezuelana,1264,planktic_forams,Dentoglobigerina venezuelana,
Desmospyris rhodospyroides,492,radiolarians,Desmospyris rhodospyroides,
Desmospyris spongiosa,492,radiolarians,Desmospyris spongiosa,
Diartus hughesi,94,radiolarians,Diartus hughesi,
Diartus petterssoni,94,radiolarians,Diartus petterssoni,
Diazomatolithus lehmanii,87798,nannofossils,Diazomatolithus lehmanii,
Dicarinella algeriana,71226,planktic_forams,Dicarinella algeriana,
Dicarinella asymetrica,71226,planktic_forams,Dicarinella asymetrica,
Dicarinella canaliculata,71226,planktic_forams,Dicarinella canaliculata,
Dicarinella concavata,71226,planktic_forams,Dicarinella concavata,
Dicarinella hagni,71226,planktic_forams,Dicarinella hagni,
Dicarinella sp.,71226,planktic_forams,Dicarinella sp.,
Dicladia lorenzianus,82158,diatoms,Dicladia lorenzianus,
Dicladia sp.,82158,diatoms,Dicladia sp.,
Dictyocha cf. mandrai,71284,silicoflagellates,Dictyocha cf. mandrai,
Dictyocha deflandrei,71284,silicoflagellates,Dictyocha deflandrei,
Dictyocha fibula,71284,diatoms,Dyctiocha fibula,
Dictyocha frenguellii,71284,silicoflagellates,Dictyocha frenguellii,
Dictyocha pulchella,71284,diatoms,Dictyocha pulchella,
Dictyocha speculum,71284,diatoms,Dictyocha speculum,
Dictyocha spp.,71284,diatoms,Dictyocha spp.,
Dictyocha subarctios,71284,silicoflagellates,Dic. subarctios,JAS assumes this is the genus name after searching for genus species pair
Dictyochaceae indet.,69592,diatoms,Silicoflagellates (all taxa),"not a taxa, group abundance"
Dictyochaceae indet. (Aberrant Silicoflagellates),69592,silicoflagellates; silicoflagellates; silicoflagellates; silicoflagellates,Aberrant silicoflaglelate skeletons; Aberrant Silicoflagellates; Aberrant forms; Aberrant silicoflagellates,
Dictyococcites antarcticus,255393,nannofossils,Dictyococcites antarcticus,
Dictyococcites bisectus,255393,nannofossils,Dictyococcites bisectus,
Dictyococcites bisectus (>10 microns),255393,nannofossils; nannofossils; nannofossils,Dictyococcites bisectus (>10 microns); Dictyococcites bisectus (>10µm); Dictyococcites bisectus (>10 µm),
Dictyococcites haqii,255393,nannofossils,Dictyococcites haqii,
Dictyococcites perplexus,255393,nannofossils,Dictyococcites perplexus,
Dictyococcites productellus (3-5 microns),255393,nannofossils,Dictyococcites productellus (3-5 μm),
"Dictyococcites productellus (3-5 microns, circular)",255393,nannofossils,"Dictyococcites productellus (3-5 μm, circular)",
Dictyococcites productellus (<3 microns),255393,nannofossils,Dictyococcites productellus (<3 μm),
Dictyococcites productus,255393,nannofossils,Dictyococcites productus,
Dictyococcites scrippsae,255393,nannofossils,Dictyococcites scrippsae,
Dictyococcites scrippsae (<10 microns),255393,nannofossils,Dictyococcites scrippsae (<10µm),
Dictyococcites scripsae,255393,nannofossils,Dictyococcites scripsae,
Dictyococcites sp. (<3 microns),255393,nannofossils,Dictyococcites (<3 microns),
Dictyococcites spp.,255393,nannofossils,Dictyococcites spp.,
Dictyococcites spp. (<3 microns),255393,nannofossils; nannofossils,Dictyococcites <3 µm; Dictyococcites (<3 µm),
Dictyococcites spp. (<6 microns),255393,nannofossils,Dictyococcites spp. (<6 microns),
Dictyococcites spp. (medium),255393,nannofossils,Dictyococcites spp. (medium),
Dictyococcites spp. (small),255393,nannofossils,Dictyococcites spp. (small),
Dictyococcites stavensis (10-14 microns),255393,nannofossils,Dictyococcites stavensis (10-14 μm),
Dictyococcites stavensis (>10 microns),255393,nannofossils,Dictyococcites stavensis (>10 μm),
Dictyococcites stavensis (>14 microns),255393,nannofossils,Dictyococcites stavensis (>14 μm),
Dictyocorine profunda,432638,radiolarians; radiolarians,Dictyocoryne profunda; Dictyocorine profunda,
Dictyocorine sp.,432638,radiolarians,Dictyocoryne sp.,
Dictyocorine truncatum,432638,radiolarians; radiolarians,Dictyocoryne truncatum; Dictyocorine truncatum,
Dictyocoryne profunda,99,radiolarians,Dyctyocoryne profunda,
Dictyophimus buetschlii,499,radiolarians,Dyctiophimus butschlii,
Dictyophimus bullatus,499,radiolarians,Dictyophimus bullatus,
Dictyophimus craticula,499,radiolarians,Dictyophimus craticula,
Dictyophimus crisiae,499,radiolarians,Dictyophimus crisiae,
Dictyophimus hirundo,499,radiolarians,Dictyophimus hirundo,
Dictyophimus infabricatus,499,radiolarians,Dictyophimus infabricatus,
Dictyopodium oxylophus,500,radiolarians,Dictyopodium aff. oxylophus,
Dictyoprora amphora,501,radiolarians,Dictyoprora amphora,
Dictyoprora armadillo,501,radiolarians,Dictyoprora armadillo,
Dictyoprora mongolfieri,501,radiolarians; radiolarians,Dicty mongolferi; Dictyoprora mongolfieri,
Dictyoprora pirum,501,radiolarians,Dictyoprora pirum,
Dictyoprora urceolus,501,radiolarians,Dictyoprora urceolus,
Didymocyrtis antepenultima,503,radiolarians; radiolarians,Didymocyrtis antepenultima; Didymocyrtis antipenultima,
Didymocyrtis avita,503,radiolarians,Didymocyrtis avita,
Didymocyrtis bassanii,503,radiolarians,Didymocyrtis bassanii,
Didymocyrtis laticonus,503,radiolarians,Didymocyrtis laticonus,
Didymocyrtis mammifera,503,radiolarians,Didymocyrtis mammifera,
Didymocyrtis penultima,503,radiolarians,Didymocyrtis penultima,
Didymocyrtis prismatica,503,radiolarians,Didymocyrtis prismatica,
Didymocyrtis sp.,503,radiolarians,Didymocyrtis sp.,
Didymocyrtis tetrathalamus,503,radiolarians,Didymocyrtis tetrathalamus,
Didymocyrtis tetrathalamus tetrathalamus,503,radiolarians; radiolarians,Didymocyrtis tetrathalamus tetrathalamus; Didymocyrtis tetrathalamus  tetrathalamus,
Didymocyrtis tetratharamus,503,radiolarians,Didymocyrtis tetratharamus,
Didymocyrtis tubaria,503,radiolarians,Didymocyrtis tubaria,
Didymocyrtis violina,503,radiolarians,Didymocyrtis violina,
Dinoflagellata indet.,354791,nannofossils; palynology; palynology; nannofossils; nannofossils; dinoflagellates,Calcispheres; Dinocysts reworked; Dinocysts; calcispheres; Calcisphere; Dinocysts,"not a taxa; not a taxa; group abundance; group, not a taxa; not a taxa; group abundance"
Dinoflagellata indet. (cysts),354791,dinoflagellates,Dinoflagellate cysts,
Dinophyceae indet.,321578,dinoflagellates,cf. Hytrichosphaeropsis obscura,VP: not familiar with this name
Diplomenora cocconeisformis,433386,diatoms,Diplomenora cocconeisformis,
Diploneis aestuari,82159,diatoms,Diploneis aestuari,
Diploneis angustata,82159,diatoms,Diploneis angustata,
Diploneis bombus,82159,diatoms,Diploneis bombus,
Diploneis elliptica,82159,diatoms,Diploneis elliptica,
Diploneis fusca,82159,diatoms,Diploneis fusca,
Diploneis ovalis,82159,diatoms,Diploneis ovalis,
Diploneis smithii,82159,diatoms,Diploneis smithii,
Diploneis splendida,82159,diatoms,Diploneis splendida,
Diploneis spp.,82159,diatoms,Diploneis spp.,
Diploplegma somphum,103,radiolarians,Diploplegma somphum,
Discanomalina coronata,1280,benthic_forams,Discanomalina coronata,
Discanomalina semipunctata,1280,benthic_forams,Discanomalina semipunctata,
Discanomalina sp.,1280,benthic_forams,Discanomalina sp.,
Discanomalina spp.,1280,benthic_forams,Discanomalina spp.,
Discoaster adamanteus,87682,nannofossils,Discoaster adamanteus,
Discoaster altus,87682,nannofossils,Discoaster altus,
Discoaster anartios,87682,nannofossils,Discoaster anartios,
Discoaster araneus,87682,nannofossils,Discoaster araneus,
Discoaster asymmetricus,87682,nannofossils; nannofossils,Discoaster asymetricus; Discoaster asymmetricus,
Discoaster backmanii,87682,nannofossils,Discoaster backmanii,
Discoaster barbadiensis,87682,nannofossils,Discoaster barbadiensis,
Discoaster bellus,87682,nannofossils,Discoaster bellus,
Discoaster bergenii,87682,nannofossils,Discoaster bergenii,
Discoaster berggrenii,87682,nannofossils,Discoaster berggrenii,
Discoaster bifax,87682,nannofossils,Discoaster bifax,
Discoaster binodosus,87682,nannofossils,Discoaster binodosus,
Discoaster blackstockae,87682,nannofossils,Discoaster blackstockae,
Discoaster bollii,87682,nannofossils,Discoaster bollii,
Discoaster braarudii,87682,nannofossils; nannofossils,Discoaster braarudi; Discoaster braarudii,
Discoaster brouweri,87682,nannofossils; nannofossils; nannofossils,Discoaster broweri; Discoaster brouweri; Discoaster brouwerii,
Discoaster calcaris,87682,nannofossils,Discoaster calcaris,
Discoaster calculosus,87682,nannofossils,Discoaster calculosus,
Discoaster cf. brouweri,87682,nannofossils,Discoaster sp. cf. D. brouweri,
Discoaster cf. variabilis,87682,nannofossils,Discoaster sp. cf. D. variabilis,
Discoaster challengeri,87682,nannofossils; nannofossils,Discoaster challengerii; Discoaster challengeri,
Discoaster deflandrei,87682,nannofossils; nannofossils,D.deflandrei; Discoaster deflandrei,
Discoaster deflandrei (small),87682,nannofossils,Discoaster deflandrei (small),
Discoaster delicatus,87682,nannofossils,Discoaster delicatus,
Discoaster diastypus,87682,nannofossils,Discoaster diastypus,
Discoaster distinctus,87682,nannofossils,Discoaster distinctus,
Discoaster druggii,87682,nannofossils,Discoaster druggii,
Discoaster druggii (< 15 microns),87682,nannofossils,Discoaster druggii (< 15 microns),
Discoaster elegans,87682,nannofossils,Discoaster elegans,
Discoaster exilis,87682,nannofossils,Discoaster exilis,
Discoaster falcatus,87682,nannofossils,Discoaster falcatus,
Discoaster hamatus,87682,nannofossils,Discoaster hamatus,
Discoaster hamatus-bellus,87682,nannofossils,Discoaster hamatus/bellus,
Discoaster intercalaris,87682,nannofossils,Discoaster intercalaris,
Discoaster kuepperi,87682,nannofossils,Discoaster kuepperi,
Discoaster kugleri,87682,nannofossils; nannofossils,Discoaster kugleri; Discoaster kuglerii,
Discoaster lenticularis,87682,nannofossils,Discoaster lenticularis,
Discoaster lodoensis,87682,nannofossils,Discoaster lodoensis,
Discoaster loeblichii,87682,nannofossils; nannofossils,"Discoaster loeblichii; Discoaster loeblichii
Discoaster prepentaradiatus",
Discoaster mahmoudii,87682,nannofossils,Discoaster mahmoudii,
Discoaster mediosus,87682,nannofossils,Discoaster mediosus,
Discoaster mendomobensis,87682,nannofossils,Discoaster mendomobensis,
Discoaster mohleri,87682,nannofossils,Discoaster mohleri,
Discoaster moorei,87682,nannofossils; nannofossils,Discoaster moori; Discoaster moorei,
Discoaster multiradiatus,87682,nannofossils,Discoaster multiradiatus,
Discoaster musicus,87682,nannofossils,Discoaster musicus,
Discoaster neohamatus,87682,nannofossils,Discoaster neohamatus,
Discoaster neorectus,87682,nannofossils,Discoaster neorectus,
Discoaster nobilis,87682,nannofossils,Discoaster nobilis,
Discoaster nodifer,87682,nannofossils,Discoaster nodifer,
Discoaster ornatus,87682,nannofossils,Discoaster ornatus,
Discoaster pacificus,87682,nannofossils,Discoaster pacificus,
Discoaster paelikei,87682,nannofossils,Discoaster paelikei,
Discoaster pansus,87682,nannofossils,Discoaster pansus,
Discoaster pentaradiatus,87682,nannofossils,Discoaster pentaradiatus,
Discoaster petaliformis,87682,nannofossils,Discoaster petaliformis,
Discoaster prepentaradiatus,87682,nannofossils,Discoaster prepentaradiatus,
Discoaster quadramus,87682,nannofossils,Discoaster quadramus,
Discoaster quinqueramus,87682,nannofossils,Discoaster quinqueramus,
Discoaster quintatus,87682,nannofossils,Discoaster quintatus,
Discoaster saipanensis,87682,nannofossils,Discoaster saipanensis,
Discoaster salisburgensis,87682,nannofossils,Discoaster salisburgensis,
Discoaster sanmiguelensis,87682,nannofossils,Discoaster sanmiguelensis,
Discoaster septemradiatus,87682,nannofossils,Discoaster septemradiatus,
Discoaster signus,87682,nannofossils,Discoaster signus,
Discoaster sp.,87682,nannofossils,Discoaster sp.,
Discoaster spp.,87682,nannofossils,Discoaster spp.,
"Discoaster spp. ""(Neogene)""",87682,nannofossils,Discoaster spp. (Neogene),
"Discoaster spp. ""(Paleogene)""",87682,nannofossils,Discoaster spp. (Paleogene),
Discoaster spp. (five-rayed),87682,nannofossils,Discoaster spp. (five-rayed),
Discoaster spp. (six-rayed),87682,nannofossils,"Discoaster ""six-rayed""",
Discoaster stellulus,87682,nannofossils,Discoaster stellulus,
Discoaster sublodoensis,87682,nannofossils,Discoaster sublodoensis,
Discoaster subsurculus,87682,nannofossils,Discoaster subsurculus,
Discoaster surculus,87682,nannofossils,Discoaster surculus,
Discoaster tamalis,87682,nannofossils,Discoaster tamalis,
Discoaster tani nodifer,87682,nannofossils,Discoaster tani nodifer,
Discoaster tanii,87682,nannofossils,Discoaster tanii,
Discoaster triradiatus,87682,nannofossils,Discoaster triradiatus,
Discoaster tristellifer,87682,nannofossils,Discoaster tristellifer,
Discoaster variabilis,87682,nannofossils,Discoaster variabilis,
Discoaster variabilis (group),87682,nannofossils; nannofossils,Discoaster gr. variabilis; Discoaster variabilis group,
Discoaster wemmelensis,87682,nannofossils,Discoaster wemmelensis,
Discoaster williamsii,87682,nannofossils,Discoaster williamsii,
Discogypsina sp.,1282,benthic_forams,Discogypsina sp.,
Discolithina japonica,87709,nannofossils,Discolithina japonica,
Discorbia spp.,432284,benthic_forams,Discorbia spp.,
Discorbina sp.,432283,benthic_forams,Discorbina sp.,
Discorbinella bertheloti,1284,benthic_forams,Discorbinella bertheloti,
Discorbinella sp.,1284,benthic_forams; benthic_forams,Discorbinella sp.; Discorbinella,
Discorbinella sp. 1,1284,benthic_forams,Discorbinella sp. 1,
Discorbinella spp.,1284,benthic_forams,Discorbinella spp.,
Discorbis dimidiatus,1285,benthic_forams,Discorbis dimidiatus,
Discorbis sp.,1285,benthic_forams,Discorbis sp.,
Discorbis spp.,1285,benthic_forams,Discorbis spp.,
Discorboidea indet.,429726,benthic_forams,Discorbids,
Discorhabdus watkinsii,87826,nannofossils,Discorhabdus watkinsii,
Discorotalia spp.,1289,benthic_forams,Discorotalia spp.,
Discosphaera tubifera,424335,nannofossils,Discosphaera tubifera,
Disolenia sp.,104,radiolarians,Disolenia sp.,
Dispinodiscus sp.,433675,diatoms,Dispinodiscus sp.,
Distatodinium sp.,435349,palynology,Distatodinium sp.,
Distephanus boliviensis,82180,silicoflagellates,Distephanus boliviensis (binoculoid),
Distephanus crux,82180,silicoflagellates; silicoflagellates,Distephanus crux; Distephanus crux group,
Distephanus medianoctisol,82180,silicoflagellates; silicoflagellates,Distephanus medianoctisol; Dis. Medianoctisol,
Distephanus medianoctisol (with short radial spines),82180,silicoflagellates; silicoflagellates; silicoflagellates,Distephanus medianoctisol (with short radial spines); Distephanus medianoctisol with short radial spines; Dis. Medianoctisol (with short radial spines),
Distephanus medianoctisol (with short spines),82180,silicoflagellates,Distephanus medianoctisol with short spines,
Distephanus octangulatus,82180,silicoflagellates,Dis. octangulatus,
Distephanus octonarius,82180,silicoflagellates,Dis. octonarius,
Distephanus pseudofibulua,82180,silicoflagellates,Distephanus pseudofibulua,
Distephanus slavincii,82180,silicoflagellates,Distephanus slavincii,
Distephanus speculum,82180,silicoflagellates; silicoflagellates,Dis. speculum; Distephanus speculum,
Distephanus speculum (with short radial spine),82180,silicoflagellates,Distephanus speculum with short radial spine,
Distephanus speculum (with short radial spines),82180,silicoflagellates; silicoflagellates; silicoflagellates,Distephanus speculum (with short radial spines); Dis. speculum (with short radial spines); Distephanus speculum with short radial spines,
Dorcadospyris alata,505,radiolarians,Dorcadospyris alata,
Dorcadospyris anastasis,505,radiolarians,Dorcadospyris anastasis n. sp.,
Dorcadospyris ateuchus,505,radiolarians,Dorcadospyris ateuchus,
Dorcadospyris circulus,505,radiolarians,Dorcadospyris circulus,
Dorcadospyris copelata,505,radiolarians,Dorcadospyris copelata n. sp.,
Dorcadospyris cyclacantha,505,radiolarians,Dorcadospyris cyclacantha n. sp.,
Dorcadospyris dentata,505,radiolarians,Dorcadospyris dentata,
Dorcadospyris forcipata,505,radiolarians,Dorcadospyris forcipata,
Dorcadospyris ombros,505,radiolarians,Dorcadospyris ombros n. sp.,
Dorcadospyris ombros (upper),505,radiolarians,Dorcadospyris ombros n. sp. (upper),
Dorcadospyris papilio,505,radiolarians,Dorcadospyris papilio,
Dorcadospyris praeforcipata,505,radiolarians,Dorcadospyris praeforcipata,
Dorcadospyris pseudopapilio,505,radiolarians,Dorcadospyris pseudopapilio,
Dorcadospyris quadripes,505,radiolarians,Dorcadospyris quadripes,
Dorcadospyris riedeli,505,radiolarians,Dorcadospyris riedeli,
Dorcadospyris scambos,505,radiolarians,Dorcadospyris scambos n. sp.,
Dorcadospyris simplex,505,radiolarians,Dorcadospyris simplex s.s.,
Dorcadospyris spinosa,505,radiolarians,Dorcadospyris spinosa,
Dorothia biformis,1296,benthic_forams,Dorthia biformis,
Dorothia bradyana,1296,benthic_forams,Dorothia bradyana,
Dorothia brevis,1296,benthic_forams,Dorothia brevis,
Dorothia bulleta,1296,benthic_forams,Dorothia  bulleta,
Dorothia elongata,1296,benthic_forams,Dorothia elongata,
Dorothia exilis,1296,benthic_forams,Dorothia exilis,
Dorothia goesi,1296,benthic_forams,Dorothia goesi,
Dorothia oxycona,1296,benthic_forams,Dorothia oxycona,
Dorothia pseudofiliformis,1296,benthic_forams,Dorothia pseudofiliformis,
Dorothia sp.,1296,benthic_forams; benthic_forams,Dorothia sp.; Dorothia,
Dorothia spp.,1296,benthic_forams,Dorothia spp.,
Dorothia trochoides,1296,benthic_forams,Dorothia trochoides,
Druppatractus hastatus,116,radiolarians,Druppatractus hastatus,
Dubridinium spp.,453092,dinoflagellates,Dubridinium spp.,
Dyocibicides primitiva,1312,benthic_forams,Dyocibicides primitiva,
Ebria tripartita,450952,ebridians,Ebria tripartita,
Ebrinula paradoxa,407963,ebridians,Ebridulina paradoxa,misspelling
Ebriopsis antiqua antiqua,450955,ebridians; ebridians,Ebriopsis antiqua antiqua (Ebridian); Ebriopsis antiqua antiqua (ebridian),
Echigoina hataii,1317,benthic_forams,Echigoina hataii,
Echinidinium aculeatum,436067,dinoflagellates,Echinidinium aculeatum,
Echinidinium sp.,436067,dinoflagellates,Echinidinium sp.,
Echinoidea indet.,32733,planktic_forams; other; other; other; planktic_forams,Echinoid spines; Echinoid spines; Echinoid plate fragments; Echinoid fragments indet.; Echinoid plate fragments,
Edentostomina sp.,240111,benthic_forams,Edentostomina sp.,
Eggerella advena,1324,benthic_forams,Eggerella advena,
Eggerella bradyi,1324,benthic_forams; benthic_forams,Eggerella bradyi >600 m; Eggerella bradyi,
Eggerella bradyi nitens,1324,benthic_forams,Eggerella bradyi nitens,
Eggerella columna,1324,benthic_forams,Eggerella columna,
Eggerella decepta,1324,benthic_forams,Eggerella decepta,
Eggerella sp.,1324,benthic_forams,Eggerella sp.,
Eggerella sp. A,1324,benthic_forams,Eggerella sp. A,
Eggerella spp.,1324,benthic_forams,Eggerella spp.,
Ehrenbergina ? pupa,1327,benthic_forams,Ehrenbergina pupa?,
Ehrenbergina bicornis,1327,benthic_forams,Ehrenbergina bicornis,
Ehrenbergina carinata,1327,benthic_forams,Ehrenbergina carinata,
Ehrenbergina glabra,1327,benthic_forams,Ehrenbergina glabra,
Ehrenbergina histrix,1327,benthic_forams,Ehrenbergina histrix,
Ehrenbergina marwicki,1327,benthic_forams,Ehrenbergina marwicki,
Ehrenbergina mestayeri,1327,benthic_forams,Eherenbergina mestateri,genus and species misspelled
Ehrenbergina pacifica,1327,benthic_forams,Ehrenbergina pacifica,
Ehrenbergina sp.,1327,benthic_forams; benthic_forams,Ehrenbergina; Ehrenbergina sp.,
Ehrenbergina spp.,1327,benthic_forams,Ehrenbergina spp.,
Ehrenbergina trigona,1327,benthic_forams,Ehrenbergina trigona,
Eiffellithus angustus,87863,nannofossils,Eiffellithus angustus,
Eiffellithus casulus,87863,nannofossils,Eiffellithus casulus,
Eiffellithus equibiramus,87863,nannofossils,Eiffellithus equibiramus,
Eiffellithus eximius,87863,nannofossils; nannofossils,Eiffellithus eximius (sensu Verbeek); Eiffellithus eximius,
Eiffellithus gorkae,87863,nannofossils,Eiffellithus gorkae,
Eiffellithus monechiae,87863,nannofossils,Eiffellithus monechiae,
Eiffellithus parallelus,87863,nannofossils,Eiffellithus parallelus,
Eiffellithus perchnielseniae,87863,nannofossils,Eiffellithus perchnielseniae,
Eiffellithus praestigium,87863,nannofossils,Eiffellithus praestigium,
Eiffellithus sp.,87863,nannofossils; nannofossils,Eifellithus; Eiffellithus sp.,
Eiffellithus turriseiffelii,87863,nannofossils,Eiffellithus turriseiffelii,
Eiffellithus vonsalisiae,87863,nannofossils,Eiffellithus vonsalisiae,
Eilohedra rotunda,432182,benthic_forams,Eilohedra rotunda,
Eilohedra vitrea,432182,benthic_forams,Eilohedra vitrea,
Elatomma penicillus,432660,radiolarians,Elatomma penicillus,
Ellipsodimorphina macrocephala,1333,benthic_forams,Ellipsodimorphina macrocephala,"in PBDB, but Unaccepted; Accepted as Nodosarella (Rzehak, 1895)"
Ellipsodimorphina spp.,1333,benthic_forams,Ellipsodimorphina spp.,"in PBDB, but Unaccepted; Accepted as Nodosarella (Rzehak, 1895)"
Ellipsoglandulina sp.,1334,benthic_forams,Ellipsoglandulina sp.,
Ellipsoidella sp.,1335,benthic_forams,Ellipsoidella  sp.,
Ellipsoidina sp.,1336,benthic_forams,Ellipsoidina sp.,
Ellipsolithus bollii,424492,nannofossils,Ellipsolithus bollii,
Ellipsolithus distichus,424492,nannofossils,Ellipsolithus distichus,
Ellipsolithus macellus,424492,nannofossils,Ellipsolithus macellus,
Ellipsolithus subdistichus,424492,nannofossils,Ellipsolithus subdistichus,
Elongobula parallela,1339,benthic_forams,Elongobula parallela,
Elphidiella sp.,1340,benthic_forams,Elphidiella sp.,
Elphidiella spp.,1340,benthic_forams,Elphidiella spp.,
Elphidiidae indet.,82206,benthic_forams,Elphidid taxa,
Elphidium aculeatum,1342,benthic_forams,Elphidium aculeatum,
Elphidium advenum,1342,benthic_forams,Elphidium advenum,
