genus_taxon_name,pbdb_taxon_rank,pbdb_taxon_name,pbdb_taxon_id,checked,genus_taxon_id,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
Turborotalita,genus,Turborotalita,2740,True,2740,288974,Foraminifera,212476,Rhizaria,82191,Globigerinidae,,,,,,
Abyssamina,genus,Abyssamina,762,True,762,288974,Foraminifera,212476,Rhizaria,103796,Chilostomellidae,279579,Rotaliida,428504,Globothalamea,,
Acervulina,genus,Acervulina,766,True,766,288974,Foraminifera,212476,Rhizaria,54414,Acervulinidae,,,,,,
Adelosina,genus,Adelosina,772,True,772,288974,Foraminifera,212476,Rhizaria,240117,Spiroloculinidae,256604,Miliolida,428719,Tubothalamea,,
Alabamina,genus,Alabamina,788,True,788,288974,Foraminifera,212476,Rhizaria,82213,Alabaminidae,,,,,,
Alabaminella,genus,Alabaminella,423746,True,423746,288974,Foraminifera,212476,Rhizaria,241423,Eponididae,,,,,,
Allomorphina,genus,Allomorphina,794,True,794,288974,Foraminifera,212476,Rhizaria,103796,Chilostomellidae,279579,Rotaliida,428504,Globothalamea,,
Ammobaculites,genus,Ammobaculites,813,True,813,288974,Foraminifera,212476,Rhizaria,103761,Haplophragmoiidae,,,,,,
Ammodiscus,genus,Ammodiscus,818,True,818,288974,Foraminifera,212476,Rhizaria,112199,Ammodiscidae,,,,,,
Ammoelphidiella,genus,Ammoelphidiella,819,True,819,288974,Foraminifera,212476,Rhizaria,82206,Elphidiidae,,,,,,
Ammoglobigerina,genus,Ammoglobigerina,820,True,820,288974,Foraminifera,212476,Rhizaria,,,,,,,,
Ammonia,genus,Ammonia,823,True,823,288974,Foraminifera,212476,Rhizaria,103768,Rotaliidae,,,,,,
Ammosphaeroidina,genus,Ammosphaeroidina,827,True,827,288974,Foraminifera,212476,Rhizaria,112313,Ammosphaeroidinidae,,,,,,
Amphicoryna,genus,Amphicoryna,835,True,835,288974,Foraminifera,212476,Rhizaria,112281,Vaginulinidae,428878,Vaginulinida,428875,Nodosariata,,
Amphisorus,genus,Amphisorus,837,True,837,288974,Foraminifera,212476,Rhizaria,108195,Soritidae,256604,Miliolida,428719,Tubothalamea,,
Amphistegina,genus,Amphistegina,838,True,838,288974,Foraminifera,212476,Rhizaria,103770,Amphisteginidae,,,,,,
Angulogerina,genus,Angulogerina,852,True,852,288974,Foraminifera,212476,Rhizaria,,,,,,,,
Annectina,genus,Annectina,854,True,854,288974,Foraminifera,212476,Rhizaria,112199,Ammodiscidae,,,,,,
Anomalina,genus,Anomalina,86769,True,86769,288974,Foraminifera,212476,Rhizaria,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,,
Anomalinoides,genus,Anomalinoides,859,True,859,288974,Foraminifera,212476,Rhizaria,155878,Heterolepidae,,,,,,
Antarcticella,genus,Antarcticella,861,True,861,288974,Foraminifera,212476,Rhizaria,422373,Globigerinitidae,,,,,,
Aragonia,genus,Aragonia,865,True,865,288974,Foraminifera,212476,Rhizaria,432106,Loxostomatidae,279579,Rotaliida,428504,Globothalamea,,
Arenobulimina,genus,Arenobulimina,879,True,879,288974,Foraminifera,212476,Rhizaria,112207,Globotextulariidae,,,,,,
Arenodosaria,genus,Arenodosaria,880,True,880,288974,Foraminifera,212476,Rhizaria,103762,Valvulinidae,,,,,,
Articulina,genus,Articulina,890,True,890,288974,Foraminifera,212476,Rhizaria,155936,Hauerinidae,256604,Miliolida,428719,Tubothalamea,,
Aschemonella,genus,Aschemonella,424030,True,424030,288974,Foraminifera,212476,Rhizaria,432465,Syringamminidae,,,430094,Monothalamea,,
Astacolus,genus,Astacolus,898,True,898,288974,Foraminifera,212476,Rhizaria,112281,Vaginulinidae,428878,Vaginulinida,428875,Nodosariata,,
Asterigerina,genus,Asterigerina,899,True,899,288974,Foraminifera,212476,Rhizaria,241494,Asterigerinidae,,,,,,
Asterigerinata,genus,Asterigerinata,900,True,900,288974,Foraminifera,212476,Rhizaria,432463,Asterigerinatidae,279579,Rotaliida,428504,Globothalamea,,
Asterorotalia,genus,Asterorotalia,910,True,910,288974,Foraminifera,212476,Rhizaria,103768,Rotaliidae,,,,,,
Astrononion,genus,Astrononion,911,True,911,288974,Foraminifera,212476,Rhizaria,82211,Nonionidae,,,,,,
Awhea,genus,Awhea,928,True,928,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Baculogypsina,genus,Baculogypsina,932,True,932,288974,Foraminifera,212476,Rhizaria,112346,Calcarinidae,,,,,,
Bathysiphon,genus,Bathysiphon,948,True,948,288974,Foraminifera,212476,Rhizaria,113019,Bathysiphonidae,,,,,,
Berthelina,genus,Berthelina,957,True,957,288974,Foraminifera,212476,Rhizaria,112328,Gavelinellidae,,,,,,
Bigenerina,genus,Bigenerina,969,True,969,288974,Foraminifera,212476,Rhizaria,82194,Textulariidae,,,,,,
Biloculina,genus,Biloculina,98749,True,98749,288974,Foraminifera,212476,Rhizaria,155936,Hauerinidae,256604,Miliolida,428719,Tubothalamea,,
Biloculinella,genus,Biloculinella,972,True,972,288974,Foraminifera,212476,Rhizaria,155936,Hauerinidae,256604,Miliolida,428719,Tubothalamea,,
Bolivina,genus,Bolivina,995,True,995,288974,Foraminifera,212476,Rhizaria,112279,Bolivinidae,,,,,,
Bolivinella,genus,Bolivinella,996,True,996,288974,Foraminifera,212476,Rhizaria,432449,Bolivinellidae,279579,Rotaliida,428504,Globothalamea,,
Bolivinellina,genus,Bolivinellina,997,True,997,288974,Foraminifera,212476,Rhizaria,155884,Bolivinitidae,,,,,,
Bolivinita,genus,Bolivinita,998,True,998,288974,Foraminifera,212476,Rhizaria,155884,Bolivinitidae,,,,,,
Bolivinopsis,genus,Bolivinopsis,1000,True,1000,288974,Foraminifera,212476,Rhizaria,82194,Textulariidae,,,,,,
Borelis,genus,Borelis,1004,True,1004,288974,Foraminifera,212476,Rhizaria,98785,Alveolinidae,256604,Miliolida,428719,Tubothalamea,,
Buccella,genus,Buccella,1023,True,1023,288974,Foraminifera,212476,Rhizaria,82203,Discorbidae,,,,,,
Bulbobaculites,genus,Bulbobaculites,1029,True,1029,288974,Foraminifera,212476,Rhizaria,154159,Ammobaculinidae,428780,Lituolida,428504,Globothalamea,,
Bulimina,genus,Bulimina,1032,True,1032,288974,Foraminifera,212476,Rhizaria,103766,Buliminidae,,,,,,
Buliminella,genus,Buliminella,1033,True,1033,288974,Foraminifera,212476,Rhizaria,103766,Buliminidae,,,,,,
Calcarina,genus,Calcarina,1042,True,1042,288974,Foraminifera,212476,Rhizaria,112346,Calcarinidae,,,,,,
Cancris,genus,Cancris,1051,True,1051,288974,Foraminifera,212476,Rhizaria,241044,Bagginidae,,,,,,
Cassidulina,genus,Cassidulina,1064,True,1064,288974,Foraminifera,212476,Rhizaria,103771,Cassidulinidae,,,,,,
Cassidulinoides,genus,Cassidulinoides,1067,True,1067,288974,Foraminifera,212476,Rhizaria,158932,Islandiellidae,,,,,,
Caudammina,genus,Caudammina,424049,True,424049,288974,Foraminifera,212476,Rhizaria,432447,Hormosinellidae,,,428875,Nodosariata,,
Ceratobulimina,genus,Ceratobulimina,1075,True,1075,288974,Foraminifera,212476,Rhizaria,103771,Cassidulinidae,,,,,,
Ceratocancris,genus,Ceratocancris,1076,True,1076,288974,Foraminifera,212476,Rhizaria,112260,Ceratobuliminidae,430090,Robertinida,428504,Globothalamea,,
Cerebrina,genus,Cerebrina,424052,True,424052,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Charltonina,genus,Charltonina,1085,True,1085,288974,Foraminifera,212476,Rhizaria,,,,,,,,
Chilostomella,genus,Chilostomella,1093,True,1093,288974,Foraminifera,212476,Rhizaria,103796,Chilostomellidae,279579,Rotaliida,428504,Globothalamea,,
Chilostomellina,genus,Chilostomellina,424078,True,424078,288974,Foraminifera,212476,Rhizaria,82211,Nonionidae,,,,,,
Chrysalogonium,genus,Chrysalogonium,1103,True,1103,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Cibicidina,genus,Cibicidina,1108,True,1108,288974,Foraminifera,212476,Rhizaria,82208,Cibicididae,,,,,,
Cibicidoides,genus,Cibicidoides,1109,True,1109,288974,Foraminifera,212476,Rhizaria,82208,Cibicididae,,,,,,
Citharina,genus,Citharina,1115,True,1115,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Clavulina,genus,Clavulina,1124,True,1124,288974,Foraminifera,212476,Rhizaria,103762,Valvulinidae,,,,,,
Clavulinoides,genus,Clavulinoides,1125,True,1125,288974,Foraminifera,212476,Rhizaria,428700,Pseudogaudryinidae,,,,,,
Clinapertina,genus,Clinapertina,1128,True,1128,288974,Foraminifera,212476,Rhizaria,82213,Alabaminidae,,,,,,
Conglophragmium,genus,Conglophragmium,424083,True,424083,288974,Foraminifera,212476,Rhizaria,154152,Lituotubidae,,,,,,
Conorboides,genus,Conorboides,1153,True,1153,288974,Foraminifera,212476,Rhizaria,432387,Conorboididae,430090,Robertinida,428504,Globothalamea,,
Conorotalites,genus,Conorotalites,1154,True,1154,288974,Foraminifera,212476,Rhizaria,82213,Alabaminidae,,,,,,
Cornuspira,genus,Cornuspira,1161,True,1161,288974,Foraminifera,212476,Rhizaria,112295,Cornuspiridae,256604,Miliolida,428719,Tubothalamea,,
Coscinospira,genus,Coscinospira,1167,True,1167,288974,Foraminifera,212476,Rhizaria,153354,Peneroplidae,256604,Miliolida,428719,Tubothalamea,,
Coryphostoma,genus,Coryphostoma,1165,True,1165,288974,Foraminifera,212476,Rhizaria,,,,,,,,
Cribrostomoides,genus,Cribrostomoides,1201,True,1201,288974,Foraminifera,212476,Rhizaria,103760,Lituolidae,,,,,,
Cribroelphidium,genus,Cribroelphidium,1184,True,1184,288974,Foraminifera,212476,Rhizaria,82206,Elphidiidae,,,,,,
Cribrorobulina,genus,Cribrorobulina,1197,True,1197,288974,Foraminifera,212476,Rhizaria,,,,,,,,
Cribromiliolinella,genus,Cribromiliolinella,240362,True,240362,288974,Foraminifera,212476,Rhizaria,155936,Hauerinidae,256604,Miliolida,428719,Tubothalamea,,
Cribronodosaria,genus,Cribronodosaria,1192,True,1192,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Cribrononion,genus,Cribrononion,1193,True,1193,288974,Foraminifera,212476,Rhizaria,82211,Nonionidae,,,,,,
Cristellaria,genus,Cristellaria,153335,True,153335,288974,Foraminifera,212476,Rhizaria,,,,,,,,
Cushmanina,genus,Cushmanina,1216,True,1216,288974,Foraminifera,212476,Rhizaria,155901,Ellipsolagenidae,,,,,,
Cyclammina,genus,Cyclammina,1218,True,1218,288974,Foraminifera,212476,Rhizaria,103760,Lituolidae,,,,,,
Cycloclypeus,genus,Cycloclypeus,1221,True,1221,288974,Foraminifera,212476,Rhizaria,103799,Nummulitidae,,,,,,
Cyclorbiculina,genus,Cyclorbiculina,1228,True,1228,288974,Foraminifera,212476,Rhizaria,108195,Soritidae,256604,Miliolida,428719,Tubothalamea,,
Cymbalopora,genus,Cymbalopora,1234,True,1234,288974,Foraminifera,212476,Rhizaria,241488,Cymbaloporidae,,,,,,
Cymbaloporella,genus,Cymbaloporella,1235,True,1235,288974,Foraminifera,212476,Rhizaria,241488,Cymbaloporidae,,,,,,
Cymbaloporetta,genus,Cymbaloporetta,1236,True,1236,288974,Foraminifera,212476,Rhizaria,241488,Cymbaloporidae,,,,,,
Cystammina,genus,Cystammina,1237,True,1237,288974,Foraminifera,212476,Rhizaria,112313,Ammosphaeroidinidae,,,,,,
Dentalina,genus,Dentalina,1260,True,1260,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Dentalinoides,genus,Dentalinoides,1262,True,1262,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Discanomalina,genus,Discanomalina,1280,True,1280,288974,Foraminifera,212476,Rhizaria,241432,Rosalinidae,279579,Rotaliida,428504,Globothalamea,,
Discogypsina,genus,Discogypsina,1282,True,1282,288974,Foraminifera,212476,Rhizaria,54414,Acervulinidae,,,,,,
Discorbia,genus,Discorbia,432284,True,432284,288974,Foraminifera,212476,Rhizaria,82208,Cibicididae,,,,,,
Discorbina,genus,Discorbina,432283,True,432283,288974,Foraminifera,212476,Rhizaria,82203,Discorbidae,,,,,,
Discorbinella,genus,Discorbinella,1284,True,1284,288974,Foraminifera,212476,Rhizaria,241473,Discorbinellidae,,,,,,
Discorbis,genus,Discorbis,1285,True,1285,288974,Foraminifera,212476,Rhizaria,82203,Discorbidae,,,,,,
Discorotalia,genus,Discorotalia,1289,True,1289,288974,Foraminifera,212476,Rhizaria,432281,Notorotaliidae,,,,,,
Dorothia,genus,Dorothia,1296,True,1296,288974,Foraminifera,212476,Rhizaria,103762,Valvulinidae,,,,,,
Echigoina,genus,Echigoina,1317,True,1317,288974,Foraminifera,212476,Rhizaria,112328,Gavelinellidae,,,,,,
Edentostomina,genus,Edentostomina,240111,True,240111,288974,Foraminifera,212476,Rhizaria,112267,Ophthalmidiidae,256604,Miliolida,428719,Tubothalamea,,
Eggerella,genus,Eggerella,1324,True,1324,288974,Foraminifera,212476,Rhizaria,103762,Valvulinidae,,,,,,
Ehrenbergina,genus,Ehrenbergina,1327,True,1327,288974,Foraminifera,212476,Rhizaria,103771,Cassidulinidae,,,,,,
Eilohedra,genus,Eilohedra,432182,True,432182,288974,Foraminifera,212476,Rhizaria,430482,Pseudoparrellidae,279579,Rotaliida,428504,Globothalamea,,
Elphidium,genus,Elphidium,1342,True,1342,288974,Foraminifera,212476,Rhizaria,82206,Elphidiidae,,,,,,
Ellipsodimorphina,genus,Ellipsodimorphina,1333,True,1333,288974,Foraminifera,212476,Rhizaria,,,,,,,,
Ellipsoglandulina,genus,Ellipsoglandulina,1334,True,1334,288974,Foraminifera,212476,Rhizaria,355065,Ellipsoidinidae,429590,Polymorphinida,428875,Nodosariata,,
Ellipsoidella,genus,Ellipsoidella,1335,True,1335,288974,Foraminifera,212476,Rhizaria,355065,Ellipsoidinidae,429590,Polymorphinida,428875,Nodosariata,,
Ellipsoidina,genus,Ellipsoidina,1336,True,1336,288974,Foraminifera,212476,Rhizaria,355065,Ellipsoidinidae,429590,Polymorphinida,428875,Nodosariata,,
Elongobula,genus,Elongobula,1339,True,1339,288974,Foraminifera,212476,Rhizaria,241452,Buliminoididae,,,,,,
Elphidiella,genus,Elphidiella,1340,True,1340,288974,Foraminifera,212476,Rhizaria,432178,Elphidiellidae,,,,,,
Eouvigerina,genus,Eouvigerina,1386,True,1386,288974,Foraminifera,212476,Rhizaria,429342,Eouvigerinidae,279579,Rotaliida,428504,Globothalamea,,
Epistomina,genus,Epistomina,1394,True,1394,288974,Foraminifera,212476,Rhizaria,112289,Epistominidae,430090,Robertinida,428504,Globothalamea,,
Epistominella,genus,Epistominella,1395,True,1395,288974,Foraminifera,212476,Rhizaria,82203,Discorbidae,,,,,,
Eponides,genus,Eponides,1401,True,1401,288974,Foraminifera,212476,Rhizaria,241423,Eponididae,,,,,,
Eubuliminella,genus,Eubuliminella,1403,True,1403,288974,Foraminifera,212476,Rhizaria,241013,Turrilinidae,,,,,,
Euloxostomum,genus,Euloxostomum,1406,True,1406,288974,Foraminifera,212476,Rhizaria,241017,Siphogenerinoididae,,,,,,
Eusphaeroidina,genus,Eusphaeroidina,432164,True,432164,288974,Foraminifera,212476,Rhizaria,432165,Sphaeroidinidae,279579,Rotaliida,428504,Globothalamea,,
Evolvocassidulina,genus,Evolvocassidulina,1414,True,1414,288974,Foraminifera,212476,Rhizaria,103771,Cassidulinidae,,,,,,
Falsoguttulina,genus,Falsoguttulina,1423,True,1423,288974,Foraminifera,212476,Rhizaria,103764,Polymorphinidae,429590,Polymorphinida,428875,Nodosariata,,
Favocassidulina,genus,Favocassidulina,1429,True,1429,288974,Foraminifera,212476,Rhizaria,103771,Cassidulinidae,,,,,,
Favulina,genus,Favulina,1430,True,1430,288974,Foraminifera,212476,Rhizaria,155901,Ellipsolagenidae,,,,,,
Fissurina,genus,Fissurina,1439,True,1439,288974,Foraminifera,212476,Rhizaria,155901,Ellipsolagenidae,,,,,,
Frondicularia,genus,Frondicularia,1454,True,1454,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Fursenkoina,genus,Fursenkoina,1460,True,1460,288974,Foraminifera,212476,Rhizaria,241030,Fursenkoinidae,,,,,,
Gaudryina,genus,Gaudryina,1476,True,1476,288974,Foraminifera,212476,Rhizaria,112277,Verneuilinidae,,,,,,
Gavelinella,genus,Gavelinella,1480,True,1480,288974,Foraminifera,212476,Rhizaria,112328,Gavelinellidae,,,,,,
Gavelinopsis,genus,Gavelinopsis,1481,True,1481,288974,Foraminifera,212476,Rhizaria,241432,Rosalinidae,279579,Rotaliida,428504,Globothalamea,,
Glabratella,genus,Glabratella,1490,True,1490,288974,Foraminifera,212476,Rhizaria,147613,Glabratellidae,279579,Rotaliida,428504,Globothalamea,,
Glandulina,genus,Glandulina,1492,True,1492,288974,Foraminifera,212476,Rhizaria,86623,Glandulinidae,,,,,,
Glandulonodosaria,genus,Glandulonodosaria,432133,True,432133,288974,Foraminifera,212476,Rhizaria,431678,Glandulonodosariidae,429322,Nodosariida,428875,Nodosariata,,
Globobulimina,genus,Globobulimina,1512,True,1512,288974,Foraminifera,212476,Rhizaria,103766,Buliminidae,,,,,,
Globocassidulina,genus,Globocassidulina,1513,True,1513,288974,Foraminifera,212476,Rhizaria,103771,Cassidulinidae,,,,,,
Globorotalites,genus,Globorotalites,1522,True,1522,288974,Foraminifera,212476,Rhizaria,155903,Globorotalitidae,,,,,,
Globulina,genus,Globulina,1531,True,1531,288974,Foraminifera,212476,Rhizaria,103764,Polymorphinidae,429590,Polymorphinida,428875,Nodosariata,,
Globulotuba,genus,Globulotuba,432132,True,432132,288974,Foraminifera,212476,Rhizaria,86623,Glandulinidae,,,,,,
Glomospira,genus,Glomospira,1535,True,1535,288974,Foraminifera,212476,Rhizaria,112199,Ammodiscidae,,,,,,
Glomospirella,genus,Glomospirella,1537,True,1537,288974,Foraminifera,212476,Rhizaria,112199,Ammodiscidae,,,,,,
Grigelis,genus,Grigelis,1550,True,1550,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Guttulina,genus,Guttulina,1563,True,1563,288974,Foraminifera,212476,Rhizaria,103764,Polymorphinidae,429590,Polymorphinida,428875,Nodosariata,,
Gyroidina,genus,Gyroidina,1566,True,1566,288974,Foraminifera,212476,Rhizaria,103768,Rotaliidae,,,,,,
Gyroidinoides,genus,Gyroidinoides,1568,True,1568,288974,Foraminifera,212476,Rhizaria,103768,Rotaliidae,,,,,,
Hanzawaia,genus,Hanzawaia,1581,True,1581,288974,Foraminifera,212476,Rhizaria,112328,Gavelinellidae,,,,,,
Haplophragmoides,genus,Haplophragmoides,1586,True,1586,288974,Foraminifera,212476,Rhizaria,103761,Haplophragmoiidae,,,,,,
Hauerina,genus,Hauerina,1591,True,1591,288974,Foraminifera,212476,Rhizaria,81704,Miliolidae,256604,Miliolida,428719,Tubothalamea,,
Hauerinella,genus,Hauerinella,433663,True,433663,288974,Foraminifera,212476,Rhizaria,112267,Ophthalmidiidae,256604,Miliolida,428719,Tubothalamea,,
Haynesina,genus,Haynesina,1594,True,1594,288974,Foraminifera,212476,Rhizaria,432128,Haynesinidae,,,,,,
Heronallenia,genus,Heronallenia,1616,True,1616,288974,Foraminifera,212476,Rhizaria,432117,Heronalleniidae,279579,Rotaliida,428504,Globothalamea,,
Heterolepa,genus,Heterolepa,1621,True,1621,288974,Foraminifera,212476,Rhizaria,155878,Heterolepidae,,,,,,
Heterostegina,genus,Heterostegina,1623,True,1623,288974,Foraminifera,212476,Rhizaria,103799,Nummulitidae,,,,,,
Hoeglundina,genus,Hoeglundina,1633,True,1633,288974,Foraminifera,212476,Rhizaria,103768,Rotaliidae,,,,,,
Hopkinsina,genus,Hopkinsina,1641,True,1641,288974,Foraminifera,212476,Rhizaria,82201,Uvigerinidae,,,,,,
Hormosina,genus,Hormosina,1643,True,1643,288974,Foraminifera,212476,Rhizaria,112270,Hormosinidae,,,,,,
Hyalinea,genus,Hyalinea,1653,True,1653,288974,Foraminifera,212476,Rhizaria,112322,Planorbulinidae,,,,,,
Hyalinonetrion,genus,Hyalinonetrion,1654,True,1654,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Hyperammina,genus,Hyperammina,1657,True,1657,288974,Foraminifera,212476,Rhizaria,112297,Hyperamminidae,,,,,,
Inaequalina,genus,Inaequalina,1666,True,1666,288974,Foraminifera,212476,Rhizaria,,,256604,Miliolida,428719,Tubothalamea,,
Islandiella,genus,Islandiella,1679,True,1679,288974,Foraminifera,212476,Rhizaria,158932,Islandiellidae,,,,,,
Kalamopsis,genus,Kalamopsis,1693,True,1693,288974,Foraminifera,212476,Rhizaria,112270,Hormosinidae,,,,,,
Karreria,genus,Karreria,1701,True,1701,288974,Foraminifera,212476,Rhizaria,432116,Karreriidae,279579,Rotaliida,428504,Globothalamea,,
Karreriella,genus,Karreriella,1702,True,1702,288974,Foraminifera,212476,Rhizaria,103762,Valvulinidae,,,,,,
Karrerulina,genus,Karrerulina,288159,True,288159,288974,Foraminifera,212476,Rhizaria,147612,Prolixoplectidae,,,,,,
Laevidentalina,genus,Laevidentalina,1736,True,1736,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Lagena,genus,Lagena,1739,True,1739,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Lamarckina,genus,Lamarckina,1744,True,1744,288974,Foraminifera,212476,Rhizaria,112260,Ceratobuliminidae,430090,Robertinida,428504,Globothalamea,,
Latibolivina,genus,Latibolivina,1756,True,1756,288974,Foraminifera,212476,Rhizaria,,,,,,,,
Laticarinina,genus,Laticarinina,1757,True,1757,288974,Foraminifera,212476,Rhizaria,241473,Discorbinellidae,,,,,,
Lenticulina,genus,Lenticulina,1763,True,1763,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Lenticulinella,genus,Lenticulinella,1764,True,1764,288974,Foraminifera,212476,Rhizaria,112281,Vaginulinidae,428878,Vaginulinida,428875,Nodosariata,,
Lepidocyclina,genus,Lepidocyclina,1765,True,1765,288974,Foraminifera,212476,Rhizaria,112294,Lepidocyclinidae,,,,,,
Liebusella,genus,Liebusella,1771,True,1771,288974,Foraminifera,212476,Rhizaria,112207,Globotextulariidae,,,,,,
Lingulina,genus,Lingulina,1775,True,1775,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Lobatula,genus,Lobatula,1786,True,1786,288974,Foraminifera,212476,Rhizaria,,,,,,,,
Loxostomina,genus,Loxostomina,1793,True,1793,288974,Foraminifera,212476,Rhizaria,155884,Bolivinitidae,,,,,,
Loxostomum,genus,Loxostomum,1795,True,1795,288974,Foraminifera,212476,Rhizaria,432106,Loxostomatidae,279579,Rotaliida,428504,Globothalamea,,
Marginulina,genus,Marginulina,1810,True,1810,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Marginulinopsis,genus,Marginulinopsis,1812,True,1812,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
Martinottiella,genus,Martinottiella,1817,True,1817,288974,Foraminifera,212476,Rhizaria,103762,Valvulinidae,,,,,,
Marssonella,genus,Marssonella,1815,True,1815,288974,Foraminifera,212476,Rhizaria,103762,Valvulinidae,,,,,,
Matanzia,genus,Matanzia,1820,True,1820,288974,Foraminifera,212476,Rhizaria,,,,,,,,
Melonis,genus,Melonis,1836,True,1836,288974,Foraminifera,212476,Rhizaria,82211,Nonionidae,,,,,,
Migros,genus,Migros,1846,True,1846,288974,Foraminifera,212476,Rhizaria,428700,Pseudogaudryinidae,,,,,,
Miliammina,genus,Miliammina,1849,True,1849,288974,Foraminifera,212476,Rhizaria,112199,Ammodiscidae,,,,,,
Miliolinella,genus,Miliolinella,1852,True,1852,288974,Foraminifera,212476,Rhizaria,155936,Hauerinidae,256604,Miliolida,428719,Tubothalamea,,
Monalysidium,genus,Monalysidium,240608,True,240608,288974,Foraminifera,212476,Rhizaria,153354,Peneroplidae,256604,Miliolida,428719,Tubothalamea,,
Mucronina,genus,Mucronina,1884,True,1884,288974,Foraminifera,212476,Rhizaria,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,,
