Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name
,,Euuvigerina,,,,miozea,,,,Euuvigerina miozea,benthic_forams,1408,Euuvigerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Euuvigerina,,,,rodleyi,,,,Euuvigerina rodleyi,benthic_forams,1408,Euuvigerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
Foraminifera indet.,,,,,,,,,,Foraminifera indet.,benthic_forams,288974,Foraminifera,phylum,,,,,,,,,212476,Rhizaria
Pleurostomellidae indet.,,,,,,,,,,Pleurostomellidae indet.,benthic_forams,155922,Pleurostomellidae,family,,,,,,,288974,Foraminifera,212476,Rhizaria
Ostracoda indet.,,,,,,,,,,Ostracoda indet.,benthic_forams,22826,Ostracoda,class,,,,,,,18891,Arthropoda,325038,Animalia
Textulariia indet.,,,,,,,,,,Textulariia indet.,benthic_forams,434530,Textulariia,subclass,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Nodosaria,,,,spp.,,,,Nodosaria spp.,benthic_forams,1952,Nodosaria,genus,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria
,,Cibicides,,,,spp.,,,,Cibicides spp.,benthic_forams,1107,Cibicides,genus,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
,,Brizalina,,,,spp.,,,,Brizalina spp.,benthic_forams,1017,Brizalina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Candeina,,,,nitida,,,,Candeina nitida,planktic_forams,1053,Candeina,genus,422277,Candeinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Dentoglobigerina,,,,altispira,,,,Dentoglobigerina altispira,planktic_forams,1264,Dentoglobigerina,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Dentoglobigerina,,,,baroemoenensis,,,,Dentoglobigerina baroemoenensis,planktic_forams,1264,Dentoglobigerina,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerina,,,,bulloides,,,,Globigerina bulloides,planktic_forams,1498,Globigerina,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerina,,,,falconensis,,,,Globigerina falconensis,planktic_forams,1498,Globigerina,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerina,,,,rubescens,,,,Globigerina rubescens,planktic_forams,1498,Globigerina,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinella,,,,calida,,,,Globigerinella calida,planktic_forams,1501,Globigerinella,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinella,,,,siphonifera,,,,Globigerinella siphonifera,planktic_forams,1501,Globigerinella,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinita,,,,glutinata,,,,Globigerinita glutinata,planktic_forams,1503,Globigerinita,genus,422373,Globigerinitidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinoides,,,,bulloideus,,,,Globigerinoides bulloideus,planktic_forams,1504,Globigerinoides,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinoides,,,,conglobatus,,,,Globigerinoides conglobatus,planktic_forams,1504,Globigerinoides,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinoides,,,,extremus,,,,Globigerinoides extremus,planktic_forams,1504,Globigerinoides,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinoides,,,,fistulosus,,,,Globigerinoides fistulosus,planktic_forams,1504,Globigerinoides,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinoides,,,,immaturus,,,,Globigerinoides immaturus,planktic_forams,1504,Globigerinoides,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinoides,,,,obliquus,,,,Globigerinoides obliquus,planktic_forams,1504,Globigerinoides,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinoides,,,,pyramidalis,,,,Globigerinoides pyramidalis,planktic_forams,1504,Globigerinoides,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinoides,,,s.l.,ruber,,,,Globigerinoides s.l. ruber,planktic_forams,1504,Globigerinoides,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinoides,,,s.s.,ruber,,,,Globigerinoides s.s. ruber,planktic_forams,1504,Globigerinoides,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinoides,,,,sacculifer,,,,Globigerinoides sacculifer,planktic_forams,1504,Globigerinoides,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinoides,,,,sacculifer,,,without sac,Globigerinoides sacculifer (without sac),planktic_forams,1504,Globigerinoides,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinoides,,,,subquadratus,,,,Globigerinoides subquadratus,planktic_forams,1504,Globigerinoides,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globigerinoides,,,,trilobus,,,,Globigerinoides trilobus,planktic_forams,1504,Globigerinoides,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globoconella,,,,inflata,,,,Globoconella inflata,planktic_forams,103797,Globoconella,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globorotalia,,,,crassaformis,,,,Globorotalia crassaformis,planktic_forams,1521,Globorotalia,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globorotalia,,,,flexuosa,,,,Globorotalia flexuosa,planktic_forams,1521,Globorotalia,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globorotalia,,,,humerosa,,,,Globorotalia humerosa,planktic_forams,1521,Globorotalia,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globorotalia,,,,limbata,,,,Globorotalia limbata,planktic_forams,1521,Globorotalia,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globorotalia,,,,margaritae,,,,Globorotalia margaritae,planktic_forams,1521,Globorotalia,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globorotalia,,,,menardii,,,,Globorotalia menardii,planktic_forams,1521,Globorotalia,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globorotalia,,,,multicamerata,,,,Globorotalia multicamerata,planktic_forams,1521,Globorotalia,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globorotalia,,,,pertenuis,,,,Globorotalia pertenuis,planktic_forams,1521,Globorotalia,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globorotalia,,,,plesiotumida,,,,Globorotalia plesiotumida,planktic_forams,1521,Globorotalia,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globorotalia,,,,tosaensis,,,,Globorotalia tosaensis,planktic_forams,1521,Globorotalia,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globorotalia,,,,truncatulinoides,,,,Globorotalia truncatulinoides,planktic_forams,1521,Globorotalia,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globorotalia,,,,tumida,,,,Globorotalia tumida,planktic_forams,1521,Globorotalia,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globorotalia,,,,ungulata,,,,Globorotalia ungulata,planktic_forams,1521,Globorotalia,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globoturborotalita,,,,apertura,,,,Globoturborotalita apertura,planktic_forams,1529,Globoturborotalita,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Globoturborotalita,,,,woodi,,,,Globoturborotalita woodi,planktic_forams,1529,Globoturborotalita,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Neogloboquadrina,,,,acostaensis,,,,Neogloboquadrina acostaensis,planktic_forams,1917,Neogloboquadrina,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Neogloboquadrina,,,,dutertrei,,,,Neogloboquadrina dutertrei,planktic_forams,1917,Neogloboquadrina,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Neogloboquadrina,,,,incompta,,,,Neogloboquadrina incompta,planktic_forams,1917,Neogloboquadrina,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Neogloboquadrina,,,,pachyderma,,,,Neogloboquadrina pachyderma,planktic_forams,1917,Neogloboquadrina,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Orbulina,,,,bilobata,,,,Orbulina bilobata,planktic_forams,2002,Orbulina,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Orbulina,,,,universa,,,,Orbulina universa,planktic_forams,2002,Orbulina,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Pulleniatina,,,,obliquiloculata,,,,Pulleniatina obliquiloculata,planktic_forams,2325,Pulleniatina,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Pulleniatina,,,,primalis,,,,Pulleniatina primalis,planktic_forams,2325,Pulleniatina,genus,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Sphaeroidinellopsis,,,,kochi,,,,Sphaeroidinellopsis kochi,planktic_forams,2569,Sphaeroidinellopsis,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Sphaeroidinellopsis,,,,seminulina,,,,Sphaeroidinellopsis seminulina,planktic_forams,2569,Sphaeroidinellopsis,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Turborotalita,,,,quinqueloba,,,,Turborotalita quinqueloba,planktic_forams,2740,Turborotalita,genus,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
Elphidiidae indet.,,,,,,,,,,Elphidiidae indet.,benthic_forams,82206,Elphidiidae,family,,,,,,,288974,Foraminifera,212476,Rhizaria
Astrorhizidae indet.,,,,,,,,,,Astrorhizidae indet.,benthic_forams,147614,Astrorhizidae,family,,,,,,,288974,Foraminifera,212476,Rhizaria
Trochamminidae indet.,,,,,,,,,,Trochamminidae indet.,benthic_forams,112265,Trochamminidae,family,,,,,,,288974,Foraminifera,212476,Rhizaria
Discorboidea indet.,,,,,,,,,,Discorboidea indet.,benthic_forams,429726,Discorboidea,superfamily,,,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
Miliolidae indet.,,,,,,,,,,Miliolidae indet.,benthic_forams,81704,Miliolidae,family,,,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria
Nodosariidae indet.,,,,,,,,,,Nodosariidae indet.,benthic_forams,82197,Nodosariidae,family,,,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria
Nonionidae indet.,,,,,,,,,,Nonionidae indet.,benthic_forams,82211,Nonionidae,family,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Abyssamina,,,,poagi,,,,Abyssamina poagi,benthic_forams,762,Abyssamina,genus,103796,Chilostomellidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Abyssamina,,,,quadrata,,,,Abyssamina quadrata,benthic_forams,762,Abyssamina,genus,103796,Chilostomellidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Abyssamina,,,,spp.,,,,Abyssamina spp.,benthic_forams,762,Abyssamina,genus,103796,Chilostomellidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Acervulina,,,,mabahethi,,,,Acervulina mabahethi,benthic_forams,766,Acervulina,genus,54414,Acervulinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Adelosina,,,?,dubia,,,,Adelosina ? dubia,benthic_forams,772,Adelosina,genus,240117,Spiroloculinidae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria
,,Alabamina,,,cf.,dissonata,,,,Alabamina cf. dissonata,benthic_forams,788,Alabamina,genus,82213,Alabaminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Alabamina,,,,creta,,,,Alabamina creta,benthic_forams,788,Alabamina,genus,82213,Alabaminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Alabamina,,,,dissonata,,,,Alabamina dissonata,benthic_forams,788,Alabamina,genus,82213,Alabaminidae,,,,,288974,Foraminifera,212476,Rhizaria
